Orthogroup	CquinquefasciatusJHB2020	LlongipalpisASM
OG0007449	CQUJHB008336	LOC129792720
OG0007450	CQUJHB005351	LOC129791457
OG0007451	CQUJHB014255	LOC129793165
OG0007452	CQUJHB018387	LOC129789888
OG0007453	CQUJHB002062	LOC129787529
OG0007454	CQUJHB006847	LOC129787981
OG0007455	CQUJHB014783	LOC129792816
OG0007456	CQUJHB012078, CQUJHB006957	LOC129792177
OG0007458	CQUJHB003438, CQUJHB013337, CQUJHB013010, CQUJHB016394	LOC129794231
OG0007459	CQUJHB003993	LOC129787048
OG0007461	CQUJHB006822	LOC129794323
OG0007462	CQUJHB015538	LOC129787968
OG0007463	CQUJHB009515	LOC129789228
OG0007464	CQUJHB017076	LOC129790817
OG0007466	CQUJHB004874	LOC129789985
OG0007469	CQUJHB009444	LOC129793147
OG0007470	CQUJHB008870	LOC129791820
OG0007471	CQUJHB015177	LOC129793209
OG0007472	CQUJHB011858	LOC129786666
OG0007473	CQUJHB014948	LOC129791518
OG0007475	CQUJHB007435	LOC129787202
OG0007476	CQUJHB018015	LOC129793841
OG0007477	CQUJHB004696	LOC129791532
OG0007478	CQUJHB004749	LOC129786312
OG0007479	CQUJHB002301	LOC129796037
OG0007480	CQUJHB004344	LOC129793159
OG0007481	CQUJHB013371	LOC129789310, LOC129789464
OG0007482	CQUJHB016595	LOC129791915
OG0007483	CQUJHB001247	LOC129792554
OG0007484	CQUJHB016866	LOC129786202
OG0007487	CQUJHB007081	LOC129789385
OG0007488	CQUJHB000791	LOC129793711
OG0007489	CQUJHB017167	LOC129787418
OG0007490	CQUJHB007109	LOC129789394
OG0007491	CQUJHB016777	LOC129794280
OG0007492	CQUJHB018458	LOC129790292
OG0007493	CQUJHB011478	LOC129789759
OG0007494	CQUJHB002644	LOC129791187
OG0007496	CQUJHB013837	LOC129787382
OG0007497	CQUJHB012969	LOC129786756
OG0007498	CQUJHB002782	LOC129792598
OG0007499	CQUJHB005325	LOC129791466
OG0007500	CQUJHB014923	LOC129787550
OG0007503	CQUJHB017868	LOC129788703
OG0007504	CQUJHB007296	LOC129795505
OG0007505	CQUJHB003295	LOC129795041
OG0007506	CQUJHB012407	LOC129794338
OG0007507	CQUJHB014032	LOC129793827
OG0007508	CQUJHB001748	LOC129789306
OG0007509	CQUJHB012680	LOC129787451
OG0007510	CQUJHB008645	LOC129790526
OG0007511	CQUJHB004933	LOC129788934
OG0007512	CQUJHB009849	LOC129795538
OG0007513	CQUJHB004936	LOC129791822
OG0007514	CQUJHB014599	LOC129791941
OG0007515	CQUJHB014227	LOC129788088
OG0007516	CQUJHB003079	LOC129792605
OG0007517	CQUJHB005594	LOC129788423
OG0007518	CQUJHB004590	LOC129795490
OG0007519	CQUJHB018194	LOC129795439
OG0007520	CQUJHB003071	LOC129796052
OG0007521	CQUJHB000880	LOC129788676
OG0007522	CQUJHB006274	LOC129794229
OG0007523	CQUJHB012392	LOC129790674
OG0007524	CQUJHB016010	LOC129791781
OG0007525	CQUJHB003877	LOC129792228
OG0007527	CQUJHB003876	LOC129787964
OG0007528	CQUJHB003354	LOC129793542
OG0007530	CQUJHB018297	LOC129792075
OG0007531	CQUJHB014870	LOC129797537
OG0007532	CQUJHB002685	LOC129788206
OG0007533	CQUJHB016591	LOC129789638
OG0007534	CQUJHB014756	LOC129787811
OG0007536	CQUJHB006043	LOC129791667
OG0007537	CQUJHB006901	LOC129791913
OG0007538	CQUJHB004350	LOC129790051
OG0007539	CQUJHB003575	LOC129790143
OG0007540	CQUJHB003776	LOC129790145
OG0007541	CQUJHB007107	LOC129785830
OG0007543	CQUJHB001834	LOC129793161
OG0007544	CQUJHB018073	LOC129787628
OG0007545	CQUJHB013864	LOC129786374
OG0007546	CQUJHB009743	LOC129795997
OG0007547	CQUJHB013803	LOC129791220
OG0007548	CQUJHB014557	LOC129790363
OG0007549	CQUJHB017873	LOC129795435
OG0007550	CQUJHB003170	LOC129794119
OG0007551	CQUJHB002515	LOC129794056
OG0007552	CQUJHB009560	LOC129786853
OG0007553	CQUJHB005369	LOC129790668
OG0007554	CQUJHB001659	LOC129791004
OG0007555	CQUJHB007717	LOC129788383
OG0007556	CQUJHB008983	LOC129791465
OG0007557	CQUJHB001969	LOC129794828
OG0007558	CQUJHB012114	LOC129791624
OG0007559	CQUJHB013646	LOC129796922
OG0007560	CQUJHB014086	LOC129796536
OG0007561	CQUJHB001673	LOC129791705
OG0007562	CQUJHB012604	LOC129796308
OG0007563	CQUJHB005000	LOC129788053
OG0007564	CQUJHB000552	LOC129787797
OG0007565	CQUJHB007837	LOC129792095
OG0007566	CQUJHB017005	LOC129791078
OG0007567	CQUJHB000697	LOC129791125
OG0007568	CQUJHB000907	LOC129792138
OG0007569	CQUJHB007763	LOC129794110
OG0007570	CQUJHB016924	LOC129785939
OG0007571	CQUJHB017119	LOC129797163
OG0007572	CQUJHB013393	LOC129794082
OG0007573	CQUJHB014122	LOC129787541
OG0007574	CQUJHB001048	LOC129791776
OG0007576	CQUJHB010660	LOC129791784
OG0007577	CQUJHB006566	LOC129790122
OG0007578	CQUJHB010603	LOC129787025
OG0007579	CQUJHB017043	LOC129797860
OG0007580	CQUJHB003698	LOC129792893
OG0007581	CQUJHB001176	LOC129793755
OG0007583	CQUJHB014822	LOC129795484
OG0007584	CQUJHB000505	LOC129797475
OG0007585	CQUJHB013676	LOC129796607
OG0007586	CQUJHB005407	LOC129796993
OG0007587	CQUJHB018211	LOC129791606
OG0007588	CQUJHB017803	LOC129787652
OG0007589	CQUJHB018362	LOC129789875
OG0007590	CQUJHB012049	LOC129797432
OG0007591	CQUJHB013831	LOC129787858
OG0007592	CQUJHB003120	LOC129787540
OG0007593	CQUJHB016716	LOC129797265
OG0007594	CQUJHB015340	LOC129787409
OG0007595	CQUJHB006670	LOC129790544
OG0007597	CQUJHB003584	LOC129790378
OG0007598	CQUJHB001828	LOC129791449
OG0007599	CQUJHB015684	LOC129787440
OG0007600	CQUJHB001816	LOC129792836
OG0007601	CQUJHB005888	LOC129795811
OG0007602	CQUJHB013608	LOC129786009
OG0007603	CQUJHB007476	LOC129792050
OG0007604	CQUJHB010777	LOC129796109
OG0007605	CQUJHB008934	LOC129796254
OG0007606	CQUJHB002585	LOC129793469
OG0007607	CQUJHB013457	LOC129793993
OG0007608	CQUJHB007128	LOC129795491
OG0007610	CQUJHB017401	LOC129789283
OG0007611	CQUJHB011800	LOC129796651
OG0007612	CQUJHB003859	LOC129797515
OG0007613	CQUJHB003133	LOC129792338
OG0007614	CQUJHB017519	LOC129791182
OG0007615	CQUJHB005044	LOC129785890
OG0007616	CQUJHB002100	LOC129793737
OG0007617	CQUJHB009847	LOC129788727
OG0007618	CQUJHB003316	LOC129786234
OG0007619	CQUJHB017742	LOC129794206
OG0007620	CQUJHB005261	LOC129787497
OG0007621	CQUJHB015138	LOC129793302
OG0007622	CQUJHB001871	LOC129791704
OG0007623	CQUJHB005259	LOC129788945
OG0007624	CQUJHB002039	LOC129791978
OG0007625	CQUJHB012225	LOC129790598
OG0007626	CQUJHB016824	LOC129787077
OG0007627	CQUJHB002294	LOC129793475
OG0007628	CQUJHB003608	LOC129794626
OG0007630	CQUJHB009488	LOC129790072
OG0007631	CQUJHB002853	LOC129792579
OG0007632	CQUJHB011793	LOC129797153
OG0007633	CQUJHB007365	LOC129794279
OG0007634	CQUJHB013091	LOC129792483
OG0007635	CQUJHB005872	LOC129792246
OG0007636	CQUJHB009640	LOC129797866
OG0007637	CQUJHB002101	LOC129796586
OG0007638	CQUJHB003999	LOC129791819
OG0007639	CQUJHB000778	LOC129790271
OG0007640	CQUJHB002483	LOC129793169
OG0007641	CQUJHB014606	LOC129789302
OG0007642	CQUJHB005707	LOC129792480
OG0007643	CQUJHB010577	LOC129788933
OG0007644	CQUJHB013704	LOC129791572
OG0007645	CQUJHB012869	LOC129786540
OG0007646	CQUJHB007868	LOC129791774
OG0007648	CQUJHB002258	LOC129790908
OG0007649	CQUJHB007835	LOC129788734
OG0007650	CQUJHB004046	LOC129797247
OG0007651	CQUJHB012670	LOC129788385
OG0007652	CQUJHB010041	LOC129793382
OG0007653	CQUJHB006865	LOC129794729
OG0007654	CQUJHB010639	LOC129794157
OG0007655	CQUJHB002204	LOC129787748
OG0007656	CQUJHB010382	LOC129788718
OG0007657	CQUJHB010642	LOC129786030
OG0007658	CQUJHB012805	LOC129792796
OG0007660	CQUJHB015083	LOC129797469
OG0007661	CQUJHB018191	LOC129794277
OG0007663	CQUJHB008519	LOC129796935
OG0007664	CQUJHB001420	LOC129797212
OG0007665	CQUJHB010805	LOC129786013
OG0007666	CQUJHB015016	LOC129790659
OG0007668	CQUJHB011155	LOC129792819
OG0007669	CQUJHB011950	LOC129786418
OG0007670	CQUJHB016699	LOC129787882
OG0007671	CQUJHB011242	LOC129791867
OG0007672	CQUJHB002503	LOC129794569
OG0007674	CQUJHB013652	LOC129794074
OG0007675	CQUJHB007388	LOC129789485
OG0007676	CQUJHB001764	LOC129789100
OG0007677	CQUJHB017142	LOC129792930
OG0007678	CQUJHB002405	LOC129792494
OG0007679	CQUJHB001033	LOC129787121
OG0007680	CQUJHB005605	LOC129790465
OG0007681	CQUJHB016576	LOC129791234
OG0007682	CQUJHB003232	LOC129789399
OG0007683	CQUJHB015507	LOC129793501
OG0007684	CQUJHB001836	LOC129795303
OG0007685	CQUJHB015238	LOC129787892
OG0007686	CQUJHB015575	LOC129785831
OG0007688	CQUJHB009324	LOC129791567
OG0007689	CQUJHB003663	LOC129786400
OG0007690	CQUJHB012466	LOC129793130
OG0007691	CQUJHB016869	LOC129788759
OG0007692	CQUJHB016013	LOC129787891
OG0007693	CQUJHB008658, CQUJHB004978	LOC129790046
OG0007694	CQUJHB006230	LOC129794244
OG0007695	CQUJHB003623	LOC129791842
OG0007696	CQUJHB007136	LOC129795455
OG0007697	CQUJHB015289	LOC129793795
OG0007698	CQUJHB017307	LOC129788732
OG0007699	CQUJHB005570	LOC129797426
OG0007700	CQUJHB008563	LOC129796701
OG0007701	CQUJHB017440	LOC129786989
OG0007702	CQUJHB008252	LOC129795285
OG0007703	CQUJHB017053	LOC129794286
OG0007704	CQUJHB006588	LOC129794341
OG0007705	CQUJHB012635	LOC129789353
OG0007706	CQUJHB004204	LOC129797785
OG0007707	CQUJHB015624	LOC129786402
OG0007708	CQUJHB002353	LOC129796525
OG0007709	CQUJHB017209	LOC129785849
OG0007710	CQUJHB000582	LOC129786514
OG0007711	CQUJHB001367	LOC129789660
OG0007712	CQUJHB017872	LOC129787006
OG0007713	CQUJHB018081	LOC129796354
OG0007714	CQUJHB000901	LOC129791286
OG0007715	CQUJHB017349	LOC129787079
OG0007716	CQUJHB000041	LOC129792570
OG0007717	CQUJHB000551	LOC129786613
OG0007719	CQUJHB005730	LOC129793952
OG0007720	CQUJHB013125	LOC129793363
OG0007721	CQUJHB007790	LOC129791595
OG0007722	CQUJHB016709	LOC129788950
OG0007723	CQUJHB015629	LOC129792553
OG0007724	CQUJHB016298	LOC129795449
OG0007725	CQUJHB013312	LOC129790129
OG0007726	CQUJHB017821	LOC129790619
OG0007727	CQUJHB011301	LOC129788428
OG0007728	CQUJHB008745	LOC129788070
OG0007729	CQUJHB013785	LOC129797721
OG0007730	CQUJHB004567	LOC129787526
OG0007731	CQUJHB008029	LOC129791326
OG0007732	CQUJHB011356	LOC129790729
OG0007733	CQUJHB001888	LOC129792629
OG0007734	CQUJHB017953	LOC129793269
OG0007735	CQUJHB008139	LOC129789592
OG0007736	CQUJHB018181	LOC129797424
OG0007737	CQUJHB017471	LOC129795463
OG0007738	CQUJHB010958	LOC129786081
OG0007739	CQUJHB012258	LOC129796044
OG0007740	CQUJHB009469	LOC129787032
OG0007741	CQUJHB009701	LOC129797736
OG0007742	CQUJHB010440	LOC129790092
OG0007743	CQUJHB010746	LOC129790706
OG0007744	CQUJHB006706	LOC129795459
OG0007745	CQUJHB009352	LOC129794683
OG0007748	CQUJHB006365	LOC129786479
OG0007750	CQUJHB017452	LOC129787521
OG0007751	CQUJHB000377	LOC129796778
OG0007752	CQUJHB014778	LOC129792718
OG0007753	CQUJHB010591	LOC129790704
OG0007754	CQUJHB004323	LOC129793448
OG0007755	CQUJHB017271	LOC129790502
OG0007757	CQUJHB008051	LOC129789829
OG0007758	CQUJHB009706	LOC129786891
OG0007760	CQUJHB014433	LOC129792375
OG0007761	CQUJHB016944	LOC129794060
OG0007762	CQUJHB004729	LOC129796351
OG0007763	CQUJHB002099	LOC129792371
OG0007764	CQUJHB007298	LOC129786215
OG0007765	CQUJHB010059	LOC129795447
OG0007766	CQUJHB005051	LOC129789661
OG0007767	CQUJHB000332	LOC129786621
OG0007768	CQUJHB003883	LOC129788438
OG0007770	CQUJHB017476	LOC129787614
OG0007771	CQUJHB017173	LOC129789143
OG0007772	CQUJHB016931	LOC129788677
OG0007773	CQUJHB017253	LOC129791455
OG0007774	CQUJHB017238	LOC129791438
OG0007775	CQUJHB016179, CQUJHB015691	LOC129795085
OG0007778	CQUJHB006414	LOC129788639
OG0007781	CQUJHB017837, CQUJHB012567	LOC129797683
OG0007784	CQUJHB015863	LOC129785836
OG0007785	CQUJHB010847	LOC129794638
OG0007787	CQUJHB017693	LOC129797373
OG0007794	CQUJHB003410, CQUJHB000858	LOC129795478, LOC129791416, LOC129792555, LOC129791226
OG0007796	CQUJHB011455, CQUJHB001808, CQUJHB012564	LOC129793773
OG0007802	CQUJHB016607	LOC129789261, LOC129789693
OG0007826	CQUJHB000690, CQUJHB014653, CQUJHB009861, CQUJHB002914, CQUJHB004866, CQUJHB001698, CQUJHB007360, CQUJHB006474	LOC129796593
OG0007838	CQUJHB009594	LOC129787581
OG0007839	CQUJHB007196	LOC129797335
OG0007840	CQUJHB015780	LOC129797750
OG0007842	CQUJHB008105	LOC129787916
OG0007843	CQUJHB006656	LOC129796800
OG0007848	CQUJHB014176	LOC129786394
OG0007849	CQUJHB015946	LOC129796504
OG0007852	CQUJHB001812	LOC129786373
OG0007853	CQUJHB003106	LOC129795324
OG0007855	CQUJHB010665	LOC129786789
OG0007858	CQUJHB018187	LOC129792479
OG0007860	CQUJHB015858	LOC129796634
OG0007862	CQUJHB010634	LOC129797099
OG0007863	CQUJHB011258	LOC129795864
OG0007864	CQUJHB011060	LOC129792178
OG0007866	CQUJHB013437	LOC129795725
OG0007867	CQUJHB017738	LOC129789919
OG0007868	CQUJHB002300	LOC129793144
OG0007875	CQUJHB002236	LOC129795084
OG0007877	CQUJHB003384	LOC129795301
OG0007878	CQUJHB004431	LOC129796900
OG0007879	CQUJHB011552	LOC129795703
OG0007881	CQUJHB004580	LOC129795179
OG0007882	CQUJHB017565	LOC129796339
OG0007884	CQUJHB004090	LOC129795460
OG0007887	CQUJHB014425	LOC129795721
OG0007888	CQUJHB002171	LOC129785951
OG0007889	CQUJHB009198	LOC129792222
OG0007890	CQUJHB013295	LOC129796301
OG0007891	CQUJHB010364	LOC129794805
OG0007892	CQUJHB002984	LOC129793883
OG0007893	CQUJHB002679	LOC129795200
OG0007894	CQUJHB017124	LOC129790670
OG0007895	CQUJHB017191	LOC129789973
OG0007896	CQUJHB006015	LOC129789401
OG0007897	CQUJHB000920	LOC129797771
OG0007901	CQUJHB003563	LOC129796222
OG0007902	CQUJHB007210	LOC129796255
OG0007903	CQUJHB005882	LOC129794576
OG0007904	CQUJHB012189	LOC129794587
OG0007906	CQUJHB008965	LOC129788035
OG0007907	CQUJHB002540	LOC129787688
OG0007908	CQUJHB009521	LOC129796884
OG0007909	CQUJHB014144	LOC129792957
OG0007910	CQUJHB017460	LOC129796700
OG0007911	CQUJHB012730	LOC129787854
OG0007917	CQUJHB012412	LOC129791902
OG0007920	CQUJHB011052	LOC129790346
OG0007922	CQUJHB017530	LOC129795858
OG0007923	CQUJHB010809	LOC129797704
OG0007924	CQUJHB000742	LOC129786012
OG0007925	CQUJHB015046	LOC129790353
OG0007931	CQUJHB008367	LOC129790069
OG0007932	CQUJHB002193	LOC129787057
OG0007934	CQUJHB002051	LOC129788447
OG0007935	CQUJHB010672	LOC129790972
OG0007936	CQUJHB007425	LOC129788410
OG0007937	CQUJHB003462	LOC129795417
OG0007938	CQUJHB012800	LOC129791773
OG0007939	CQUJHB014267	LOC129794140
OG0007941	CQUJHB005315	LOC129794851
OG0007942	CQUJHB000754	LOC129786119
OG0007944	CQUJHB017600	LOC129793339
OG0007945	CQUJHB005989	LOC129793301
OG0007946	CQUJHB004458	LOC129792182
OG0007947	CQUJHB015422	LOC129791641
OG0007949	CQUJHB005908	LOC129793240
OG0007950	CQUJHB018281	LOC129786959
OG0007954	CQUJHB000888	LOC129788537
OG0007955	CQUJHB005156	LOC129788420
OG0007957	CQUJHB014350	LOC129791969
OG0007958	CQUJHB000657	LOC129795108
OG0007959	CQUJHB000254	LOC129793947
OG0007960	CQUJHB004144	LOC129794089
OG0007961	CQUJHB000042	LOC129792503
OG0007964	CQUJHB009453	LOC129790174
OG0007965	CQUJHB013089	LOC129793905
OG0007968	CQUJHB014260	LOC129793606
OG0007971	CQUJHB002579	LOC129789162
OG0007973	CQUJHB010741	LOC129791697
OG0007974	CQUJHB001638	LOC129790805
OG0007975	CQUJHB005786	LOC129793733
OG0007976	CQUJHB007794	LOC129791687
OG0007977	CQUJHB010368	LOC129790451
OG0007980	CQUJHB017819	LOC129791362
OG0007982	CQUJHB000289	LOC129788454
OG0007985	CQUJHB009159	LOC129789182
OG0007986	CQUJHB011175	LOC129794640
OG0007987	CQUJHB014986	LOC129789102
OG0007988	CQUJHB008684	LOC129792876
OG0007990	CQUJHB000708	LOC129792985
OG0007992	CQUJHB013107	LOC129788842
OG0007995	CQUJHB018008	LOC129788891
OG0007997	CQUJHB002905	LOC129792657
OG0007998	CQUJHB002755	LOC129797344
OG0007999	CQUJHB009049	LOC129796054
OG0008000	CQUJHB004702	LOC129794787
OG0008002	CQUJHB010619	LOC129797062
OG0008003	CQUJHB002613	LOC129790723
OG0008004	CQUJHB000058	LOC129797315
OG0008005	CQUJHB018382	LOC129797787
OG0008007	CQUJHB010467	LOC129787643
OG0008009	CQUJHB012559	LOC129794792
OG0008011	CQUJHB014925	LOC129789446
OG0008012	CQUJHB014493	LOC129790387
OG0008015	CQUJHB016328	LOC129791590
OG0008018	CQUJHB017176	LOC129796405
OG0008019	CQUJHB003317	LOC129797376
OG0008020	CQUJHB013051	LOC129787803
OG0008021	CQUJHB013757	LOC129797357
OG0008023	CQUJHB010025	LOC129793920
OG0008026	CQUJHB012528	LOC129797159
OG0008028	CQUJHB015044	LOC129788044
OG0008032	CQUJHB011100	LOC129786188
OG0008034	CQUJHB011240	LOC129788955
OG0008035	CQUJHB014263	LOC129789843
OG0008036	CQUJHB015735	LOC129797737
OG0008037	CQUJHB017071	LOC129795075
OG0008054	CQUJHB000515	LOC129787788
OG0008056	CQUJHB005350	LOC129787798
OG0008058	CQUJHB018463	LOC129796978
OG0008062	CQUJHB016305	LOC129790256
OG0008063	CQUJHB016961	LOC129787899
OG0008064	CQUJHB013232	LOC129797139
OG0008065	CQUJHB014414	LOC129789421
OG0008066	CQUJHB011270	LOC129788763
OG0008067	CQUJHB013522	LOC129794606
OG0008071	CQUJHB005433	LOC129788345
OG0008073	CQUJHB009887	LOC129794000
OG0008074	CQUJHB008288	LOC129791556
OG0008077	CQUJHB017483	LOC129791725
OG0008078	CQUJHB015035	LOC129796174
OG0008080	CQUJHB009767	LOC129786468
OG0008084	CQUJHB001315	LOC129788001
OG0008086	CQUJHB017370	LOC129790935
OG0008088	CQUJHB004881	LOC129796243
OG0008090	CQUJHB017850	LOC129791304
OG0008091	CQUJHB003865	LOC129789484
OG0008094	CQUJHB002607	LOC129796517
OG0008096	CQUJHB012784	LOC129795727
OG0008098	CQUJHB002014	LOC129786871
OG0008099	CQUJHB001216	LOC129796546
OG0008100	CQUJHB003868	LOC129795939
OG0008101	CQUJHB005048	LOC129793390
OG0008104	CQUJHB009722	LOC129797566
OG0008106	CQUJHB015159	LOC129785871
OG0008107	CQUJHB008794	LOC129793627
OG0008108	CQUJHB002523	LOC129788507
OG0008109	CQUJHB006620	LOC129792303
OG0008112	CQUJHB012181	LOC129787941
OG0008114	CQUJHB001580	LOC129788811
OG0008115	CQUJHB009108	LOC129790076
OG0008119	CQUJHB002021	LOC129796117
OG0008121	CQUJHB014234	LOC129790139
OG0008122	CQUJHB008678	LOC129787470
OG0008123	CQUJHB000311	LOC129790393
OG0008124	CQUJHB017393	LOC129786627
OG0008125	CQUJHB011061	LOC129792655
OG0008126	CQUJHB011885	LOC129790809
OG0008127	CQUJHB016549	LOC129792751
OG0008130	CQUJHB003398	LOC129797078
OG0008131	CQUJHB015081	LOC129786368
OG0008133	CQUJHB006243	LOC129796799
OG0008134	CQUJHB013559	LOC129794530
OG0008136	CQUJHB015670	LOC129796974
OG0008137	CQUJHB008146	LOC129787112
OG0008144	CQUJHB013154	LOC129796237
OG0008145	CQUJHB017715	LOC129795101
OG0008146	CQUJHB005054	LOC129795135
OG0008147	CQUJHB006092	LOC129786171
OG0008148	CQUJHB017493	LOC129795828
OG0008150	CQUJHB004585	LOC129796408
OG0008151	CQUJHB009210	LOC129791683
OG0008152	CQUJHB005617	LOC129792674
OG0008153	CQUJHB012861	LOC129788375
OG0008154	CQUJHB012767	LOC129794258, LOC129788569
OG0008157	CQUJHB013867	LOC129795141
OG0008158	CQUJHB008993	LOC129793629
OG0008159	CQUJHB016034	LOC129792186
OG0008161	CQUJHB016174	LOC129786138
OG0008163	CQUJHB006846	LOC129793133
OG0008164	CQUJHB010840	LOC129793759
OG0008168	CQUJHB013829	LOC129791875
OG0008171	CQUJHB001080	LOC129786347
OG0008172	CQUJHB010527	LOC129796934
OG0008174	CQUJHB008619	LOC129786208
OG0008175	CQUJHB013887	LOC129786556
OG0008176	CQUJHB004058	LOC129789552
OG0008177	CQUJHB015249	LOC129789968
OG0008178	CQUJHB014065	LOC129788034
OG0008179	CQUJHB017249	LOC129793074
OG0008180	CQUJHB015240	LOC129791886
OG0008189	CQUJHB011821	LOC129792235
OG0008190	CQUJHB001945	LOC129787394
OG0008191	CQUJHB009177	LOC129787434
OG0008192	CQUJHB008735	LOC129791090
OG0008193	CQUJHB014931	LOC129794342
OG0008197	CQUJHB012720	LOC129794165
OG0008203	CQUJHB014563	LOC129786545
OG0008211	CQUJHB013832	LOC129791958
OG0008212	CQUJHB006750	LOC129792745
OG0008214	CQUJHB012666	LOC129789927
OG0008216	CQUJHB008532	LOC129788640
OG0008222	CQUJHB007254	LOC129795370
OG0008224	CQUJHB003282	LOC129787241
OG0008225	CQUJHB000093	LOC129792792
OG0008228	CQUJHB012533, CQUJHB004735	LOC129792337
OG0008229	CQUJHB007261	LOC129792120
OG0008230	CQUJHB012436	LOC129793208
OG0008231	CQUJHB002489	LOC129793611
OG0008232	CQUJHB014309	LOC129790840
OG0008234	CQUJHB010269	LOC129797696
OG0008235	CQUJHB015584	LOC129797783
OG0008237	CQUJHB011064	LOC129797726
OG0008238	CQUJHB016803	LOC129796371
OG0008239	CQUJHB016948	LOC129793465
OG0008242	CQUJHB017672	LOC129791992
OG0008243	CQUJHB008374	LOC129797755
OG0008244	CQUJHB017760	LOC129790006
OG0008245	CQUJHB009351	LOC129786040
OG0008246	CQUJHB003447	LOC129793770
OG0008250	CQUJHB007152	LOC129789933
OG0008252	CQUJHB011847	LOC129796901
OG0008253	CQUJHB011253	LOC129797303
OG0008254	CQUJHB005269	LOC129787171
OG0008256	CQUJHB005477	LOC129795713
OG0008259	CQUJHB014589	LOC129797222
OG0008260	CQUJHB006096	LOC129792619
OG0008261	CQUJHB006884	LOC129790868
OG0008263	CQUJHB007451	LOC129797014
OG0008265	CQUJHB017443	LOC129790079
OG0008266	CQUJHB005172	LOC129790564
OG0008270	CQUJHB018272	LOC129789969
OG0008271	CQUJHB007746	LOC129787629
OG0008273	CQUJHB007610	LOC129793312, LOC129790403
OG0008274	CQUJHB003691	LOC129787597
OG0008275	CQUJHB016260	LOC129786029
OG0008277	CQUJHB007091	LOC129797063
OG0008279	CQUJHB008558	LOC129786731
OG0008280	CQUJHB002717	LOC129795604
OG0008282	CQUJHB016435	LOC129795668
OG0008285	CQUJHB012901	LOC129792925
OG0008286	CQUJHB010942	LOC129794623
OG0008291	CQUJHB017781	LOC129788813
OG0008294	CQUJHB010212	LOC129790533
OG0008295	CQUJHB012482	LOC129789136
OG0008297	CQUJHB002866	LOC129786980
OG0008303	CQUJHB011525	LOC129796345
OG0008305	CQUJHB017563	LOC129796633
OG0008307	CQUJHB015657	LOC129785959
OG0008308	CQUJHB005202	LOC129792926
OG0008310	CQUJHB001495	LOC129795584
OG0008312	CQUJHB008041	LOC129787318
OG0008313	CQUJHB008472	LOC129787773
OG0008315	CQUJHB001138	LOC129789255
OG0008316	CQUJHB000481	LOC129794013
OG0008319	CQUJHB017373	LOC129792496
OG0008321	CQUJHB017156	LOC129792680
OG0008322	CQUJHB010783	LOC129791315
OG0008323	CQUJHB009082	LOC129794171
OG0008325	CQUJHB005926	LOC129789757
OG0008326	CQUJHB013144	LOC129796014
OG0008329	CQUJHB005268	LOC129786570
OG0008331	CQUJHB004057	LOC129790201
OG0008332	CQUJHB015601	LOC129789152
OG0008334	CQUJHB008500	LOC129793243
OG0008335	CQUJHB004822	LOC129787843
OG0008336	CQUJHB006455	LOC129789787
OG0008338	CQUJHB005264	LOC129789166
