Orthogroup	CquinquefasciatusJHB2020	AminimusMINIMUS1
OG0008049	CQUJHB000746	AMIN006010
OG0008051	CQUJHB012570	AMIN016208
OG0008054	CQUJHB000515	AMIN004798
OG0008056	CQUJHB005350	AMIN002662
OG0008057	CQUJHB008132	AMIN000298
OG0008058	CQUJHB018463	AMIN009324
OG0008059	CQUJHB011008	AMIN009325
OG0008061	CQUJHB005809	AMIN009322
OG0008063	CQUJHB016961	AMIN005085
OG0008064	CQUJHB013232	AMIN005586
OG0008066	CQUJHB011270	AMIN005590
OG0008067	CQUJHB013522	AMIN003897
OG0008068	CQUJHB010851	AMIN016082
OG0008069	CQUJHB013062	AMIN005731
OG0008071	CQUJHB005433	AMIN005521
OG0008072	CQUJHB012826	AMIN011054
OG0008074	CQUJHB008288	AMIN011274
OG0008075	CQUJHB001502	AMIN004731
OG0008076	CQUJHB017845	AMIN008361
OG0008077	CQUJHB017483	AMIN008066
OG0008079	CQUJHB010744	AMIN004503
OG0008080	CQUJHB009767	AMIN010768
OG0008081	CQUJHB001443	AMIN001442
OG0008082	CQUJHB013696	AMIN009592
OG0008083	CQUJHB016890	AMIN009596
OG0008085	CQUJHB010877	AMIN008964
OG0008086	CQUJHB017370	AMIN006579
OG0008087	CQUJHB013782	AMIN006575
OG0008088	CQUJHB004881	AMIN009178
OG0008089	CQUJHB015648	AMIN006578
OG0008091	CQUJHB003865	AMIN006112
OG0008092	CQUJHB010801	AMIN000510
OG0008093	CQUJHB014914	AMIN008977
OG0008094	CQUJHB002607	AMIN004498
OG0008095	CQUJHB000109	AMIN010563
OG0008096	CQUJHB012784	AMIN015650
OG0008097	CQUJHB006238	AMIN003422
OG0008098	CQUJHB002014	AMIN003428
OG0008099	CQUJHB001216	AMIN006585
OG0008100	CQUJHB003868	AMIN008737
OG0008101	CQUJHB005048	AMIN010006
OG0008102	CQUJHB014203	AMIN004068
OG0008103	CQUJHB009882	AMIN004832
OG0008104	CQUJHB009722	AMIN005491
OG0008105	CQUJHB001323	AMIN004475
OG0008106	CQUJHB015159	AMIN003759
OG0008108	CQUJHB002523	AMIN006829
OG0008109	CQUJHB006620	AMIN010126
OG0008112	CQUJHB012181	AMIN004753
OG0008113	CQUJHB017643	AMIN002996
OG0008114	CQUJHB001580	AMIN005689
OG0008115	CQUJHB009108	AMIN005681
OG0008116	CQUJHB003005	AMIN015666
OG0008117	CQUJHB005725	AMIN015896
OG0008118	CQUJHB013451	AMIN015895
OG0008119	CQUJHB002021	AMIN004838
OG0008121	CQUJHB014234	AMIN003489
OG0008122	CQUJHB008678	AMIN015894
OG0008123	CQUJHB000311	AMIN003490
OG0008124	CQUJHB017393	AMIN002652
OG0008125	CQUJHB011061	AMIN003948
OG0008126	CQUJHB011885	AMIN000862
OG0008127	CQUJHB016549	AMIN004823
OG0008128	CQUJHB017726	AMIN008665
OG0008129	CQUJHB005970	AMIN008667
OG0008130	CQUJHB003398	AMIN008661
OG0008131	CQUJHB015081	AMIN007420
OG0008132	CQUJHB002909	AMIN008397
OG0008133	CQUJHB006243	AMIN003138
OG0008134	CQUJHB013559	AMIN003144
OG0008135	CQUJHB010042	AMIN002700
OG0008136	CQUJHB015670	AMIN003150
OG0008137	CQUJHB008146	AMIN002920
OG0008142	CQUJHB008032	AMIN007736
OG0008144	CQUJHB013154	AMIN006911
OG0008145	CQUJHB017715	AMIN007285
OG0008146	CQUJHB005054	AMIN015523
OG0008147	CQUJHB006092	AMIN000147
OG0008148	CQUJHB017493	AMIN000517
OG0008149	CQUJHB009977	AMIN000518
OG0008150	CQUJHB004585	AMIN008177
OG0008151	CQUJHB009210	AMIN008078
OG0008152	CQUJHB005617	AMIN008176
OG0008153	CQUJHB012861	AMIN005070
OG0008155	CQUJHB017296	AMIN008169, AMIN008170
OG0008156	CQUJHB012015	AMIN003995
OG0008157	CQUJHB013867	AMIN008762
OG0008158	CQUJHB008993	AMIN010601
OG0008159	CQUJHB016034	AMIN014809
OG0008160	CQUJHB000729, CQUJHB011184	AMIN001507
OG0008161	CQUJHB016174	AMIN001026
OG0008162	CQUJHB003314	AMIN002218
OG0008164	CQUJHB010840	AMIN003812
OG0008165	CQUJHB004411	AMIN002829
OG0008166	CQUJHB004806	AMIN002602
OG0008167	CQUJHB004958	AMIN001294
OG0008168	CQUJHB013829	AMIN001279
OG0008171	CQUJHB001080	AMIN007464
OG0008172	CQUJHB010527	AMIN003745
OG0008173	CQUJHB007034	AMIN001815
OG0008174	CQUJHB008619	AMIN001469
OG0008175	CQUJHB013887	AMIN003366
OG0008176	CQUJHB004058	AMIN000582
OG0008178	CQUJHB014065	AMIN000576
OG0008179	CQUJHB017249	AMIN010735
OG0008180	CQUJHB015240	AMIN007865
OG0008181	CQUJHB006376	AMIN007858
OG0008184	CQUJHB013773	AMIN003003
OG0008187	CQUJHB007878	AMIN003549
OG0008188	CQUJHB005660	AMIN007006
OG0008189	CQUJHB011821	AMIN007414
OG0008190	CQUJHB001945	AMIN004112
OG0008191	CQUJHB009177	AMIN016163
OG0008192	CQUJHB008735	AMIN002069
OG0008193	CQUJHB014931	AMIN007789
OG0008197	CQUJHB012720	AMIN010143
OG0008198	CQUJHB008281	AMIN007797
OG0008199	CQUJHB005719	AMIN004916
OG0008202	CQUJHB007468	AMIN004921
OG0008203	CQUJHB014563	AMIN004917
OG0008204	CQUJHB017433	AMIN004919
OG0008205	CQUJHB007588	AMIN007675
OG0008206	CQUJHB008992	AMIN007424
OG0008207	CQUJHB003606	AMIN001185
OG0008208	CQUJHB001366	AMIN009278
OG0008209	CQUJHB007309	AMIN004442
OG0008210	CQUJHB013583	AMIN001536
OG0008211	CQUJHB013832	AMIN006736
OG0008212	CQUJHB006750	AMIN006097
OG0008213	CQUJHB018204	AMIN009794
OG0008215	CQUJHB005945	AMIN009790
OG0008221	CQUJHB011362	AMIN006529
OG0008223	CQUJHB002768, CQUJHB017986	AMIN006526
OG0008224	CQUJHB003282	AMIN016177
OG0008225	CQUJHB000093	AMIN010265
OG0008226	CQUJHB012916	AMIN011176
OG0008227	CQUJHB015471	AMIN010273
OG0008230	CQUJHB012436	AMIN010276
OG0008231	CQUJHB002489	AMIN010279
OG0008232	CQUJHB014309	AMIN009525
OG0008233	CQUJHB001113	AMIN002907
OG0008236	CQUJHB013811	AMIN002884
OG0008237	CQUJHB011064	AMIN002888
OG0008238	CQUJHB016803	AMIN004824
OG0008239	CQUJHB016948	AMIN002901
OG0008240	CQUJHB009906	AMIN004689
OG0008241	CQUJHB017929	AMIN000214
OG0008242	CQUJHB017672	AMIN007996
OG0008243	CQUJHB008374	AMIN010365
OG0008244	CQUJHB017760	AMIN001606
OG0008245	CQUJHB009351	AMIN003894
OG0008246	CQUJHB003447	AMIN001932
OG0008247	CQUJHB006036	AMIN003050
OG0008248	CQUJHB005011	AMIN001933
OG0008249	CQUJHB014010	AMIN003052
OG0008250	CQUJHB007152	AMIN009857
OG0008251	CQUJHB006328	AMIN009870
OG0008253	CQUJHB011253	AMIN002353
OG0008254	CQUJHB005269	AMIN003092
OG0008255	CQUJHB009828	AMIN016065
OG0008257	CQUJHB005123	AMIN008709
OG0008258	CQUJHB002218	AMIN002228
OG0008259	CQUJHB014589	AMIN015836
OG0008260	CQUJHB006096	AMIN015761
OG0008262	CQUJHB014553	AMIN002225
OG0008263	CQUJHB007451	AMIN015833
OG0008266	CQUJHB005172	AMIN001708
OG0008268	CQUJHB012612	AMIN006142
OG0008269	CQUJHB005911	AMIN007226
OG0008270	CQUJHB018272	AMIN009146
OG0008271	CQUJHB007746	AMIN002570
OG0008272	CQUJHB000647	AMIN005418
OG0008273	CQUJHB007610	AMIN002739
OG0008274	CQUJHB003691	AMIN005775
OG0008275	CQUJHB016260	AMIN009283
OG0008276	CQUJHB001069	AMIN000792
OG0008277	CQUJHB007091	AMIN000866
OG0008278	CQUJHB011955	AMIN004171
OG0008280	CQUJHB002717	AMIN009057
OG0008282	CQUJHB016435	AMIN009058
OG0008284	CQUJHB004328	AMIN009056
OG0008285	CQUJHB012901	AMIN011033
OG0008286	CQUJHB010942	AMIN002863
OG0008287	CQUJHB006987	AMIN000898
OG0008288	CQUJHB008234	AMIN001897
OG0008289	CQUJHB009795	AMIN009229
OG0008291	CQUJHB017781	AMIN006540
OG0008293	CQUJHB009748	AMIN003341
OG0008295	CQUJHB012482	AMIN003297
OG0008296	CQUJHB014542	AMIN000600
OG0008297	CQUJHB002866	AMIN000251
OG0008298	CQUJHB004681	AMIN004265
OG0008299	CQUJHB004407	AMIN003518
OG0008300	CQUJHB014967	AMIN003516
OG0008301	CQUJHB008373	AMIN004151
OG0008303	CQUJHB011525	AMIN000384
OG0008304	CQUJHB000980	AMIN002448
OG0008305	CQUJHB017563	AMIN016061
OG0008306	CQUJHB014373	AMIN016062
OG0008307	CQUJHB015657	AMIN004897
OG0008308	CQUJHB005202	AMIN002935
OG0008311	CQUJHB009744	AMIN009087
OG0008314	CQUJHB000415	AMIN000550
OG0008316	CQUJHB000481	AMIN011574
OG0008317	CQUJHB015234	AMIN002146
OG0008318	CQUJHB009686	AMIN002488
OG0008319	CQUJHB017373	AMIN005124
OG0008320	CQUJHB006116	AMIN009045
OG0008321	CQUJHB017156	AMIN005881
OG0008322	CQUJHB010783	AMIN006003
OG0008323	CQUJHB009082	AMIN010043
OG0008327	CQUJHB014937	AMIN001240
OG0008328	CQUJHB004863	AMIN002297
OG0008329	CQUJHB005268	AMIN016255
OG0008332	CQUJHB015601	AMIN007074
OG0008333	CQUJHB006794	AMIN007538
OG0008335	CQUJHB004822	AMIN011382
OG0008336	CQUJHB006455	AMIN011376
OG0008338	CQUJHB005264	AMIN006424
OG0008341	CQUJHB011142	AMIN002246
OG0008342	CQUJHB017259	AMIN002248
OG0008343	CQUJHB006500	AMIN008000
OG0008344	CQUJHB015408	AMIN011352
OG0008347	CQUJHB009837	AMIN011354
OG0008348	CQUJHB013386	AMIN011369
OG0008349	CQUJHB014209	AMIN004665
OG0008350	CQUJHB015030	AMIN008716
OG0008352	CQUJHB007325	AMIN008723
OG0008353	CQUJHB006450	AMIN000277
OG0008354	CQUJHB004122	AMIN005431
OG0008355	CQUJHB011246	AMIN002524
OG0008356	CQUJHB009944	AMIN003865
OG0008357	CQUJHB010362	AMIN010286
OG0008358	CQUJHB012636	AMIN001153
OG0008359	CQUJHB006139	AMIN001148
OG0008361	CQUJHB014978	AMIN002546
OG0008362	CQUJHB007866	AMIN002548
OG0008363	CQUJHB009141	AMIN008818
OG0008364	CQUJHB003860	AMIN003405
OG0008365	CQUJHB004139	AMIN009643
OG0008366	CQUJHB004428	AMIN009648
OG0008367	CQUJHB007668	AMIN004099
OG0008368	CQUJHB002934	AMIN003275
OG0008369	CQUJHB002584	AMIN004098
OG0008370	CQUJHB000025	AMIN003159
OG0008371	CQUJHB013376	AMIN005111
OG0008373	CQUJHB006619	AMIN008992
OG0008374	CQUJHB016683	AMIN008780
OG0008375	CQUJHB004572	AMIN010972
OG0008376	CQUJHB001619	AMIN011099
OG0008377	CQUJHB001463	AMIN004267
OG0008378	CQUJHB001624	AMIN016237
OG0008379	CQUJHB001934	AMIN003007
OG0008381	CQUJHB013727	AMIN004130
OG0008383	CQUJHB003710	AMIN001731
OG0008384	CQUJHB006045	AMIN001730
OG0008385	CQUJHB004550	AMIN015505
OG0008386	CQUJHB015623	AMIN001729
OG0008387	CQUJHB006978	AMIN011336
OG0008388	CQUJHB002870	AMIN009543
OG0008390	CQUJHB017694	AMIN007255
OG0008391	CQUJHB000591	AMIN002777
OG0008392	CQUJHB013615	AMIN001037
OG0008393	CQUJHB008415	AMIN001036
OG0008394	CQUJHB009285	AMIN001050
OG0008395	CQUJHB007734	AMIN000370
OG0008396	CQUJHB012753	AMIN000371
OG0008397	CQUJHB005181	AMIN002737
OG0008399	CQUJHB010413	AMIN009361
OG0008401	CQUJHB001401	AMIN007312
OG0008402	CQUJHB017714	AMIN006395
OG0008403	CQUJHB000318	AMIN006295
OG0008405	CQUJHB003119	AMIN004738
OG0008406	CQUJHB009909	AMIN000754
OG0008407	CQUJHB017651	AMIN000887
OG0008408	CQUJHB003488	AMIN011560
OG0008409	CQUJHB005497	AMIN001678
OG0008410	CQUJHB004940	AMIN003231
OG0008411	CQUJHB008264	AMIN002982
OG0008412	CQUJHB011158	AMIN003232
OG0008413	CQUJHB000730	AMIN004657
OG0008414	CQUJHB013256	AMIN001548
OG0008416	CQUJHB016985	AMIN006940
OG0008417	CQUJHB017622	AMIN006699
OG0008418	CQUJHB002897	AMIN001888
OG0008420	CQUJHB013912	AMIN006291
OG0008421	CQUJHB006295	AMIN002876
OG0008423	CQUJHB001213	AMIN000239
OG0008424	CQUJHB010031	AMIN000237
OG0008425	CQUJHB016721	AMIN002947
OG0008426	CQUJHB001051	AMIN002951
OG0008427	CQUJHB014229	AMIN003098
OG0008428	CQUJHB005084	AMIN003407
OG0008429	CQUJHB008307	AMIN000127
OG0008430	CQUJHB014250	AMIN006867
OG0008431	CQUJHB015734	AMIN004454
OG0008433	CQUJHB012508	AMIN009265
OG0008434	CQUJHB016016	AMIN008630
OG0008435	CQUJHB006844	AMIN008631
OG0008436	CQUJHB015503	AMIN002348
OG0008437	CQUJHB010421	AMIN016017
OG0008438	CQUJHB009214	AMIN009734
OG0008439	CQUJHB004061	AMIN010911
OG0008440	CQUJHB012027	AMIN001726
OG0008441	CQUJHB013378	AMIN002101
OG0008442	CQUJHB018166	AMIN005182
OG0008443	CQUJHB004464	AMIN002102
OG0008444	CQUJHB015852	AMIN003319
OG0008445	CQUJHB015370	AMIN008848
OG0008446	CQUJHB013422	AMIN004882
OG0008447	CQUJHB001282	AMIN000562
OG0008448	CQUJHB010316	AMIN005794
OG0008449	CQUJHB001853	AMIN005779
OG0008450	CQUJHB005316	AMIN005594
OG0008451	CQUJHB003547	AMIN016281
OG0008452	CQUJHB008362	AMIN016273
OG0008453	CQUJHB016276	AMIN000318
OG0008454	CQUJHB004847	AMIN000453
OG0008455	CQUJHB012832	AMIN000457
OG0008456	CQUJHB000832	AMIN000455
OG0008457	CQUJHB008717	AMIN000466
OG0008459	CQUJHB005615	AMIN011011
OG0008460	CQUJHB015218	AMIN016074
OG0008461	CQUJHB012715	AMIN004830
OG0008462	CQUJHB005826	AMIN008330
OG0008463	CQUJHB008660	AMIN010794
OG0008464	CQUJHB010224	AMIN010796
OG0008465	CQUJHB015410	AMIN005150
OG0008466	CQUJHB011986	AMIN001632
OG0008467	CQUJHB001262	AMIN005180
OG0008468	CQUJHB015787	AMIN004646
OG0008469	CQUJHB016182	AMIN008324
OG0008470	CQUJHB014750	AMIN008317
OG0008471	CQUJHB003041	AMIN004590
OG0008472	CQUJHB003421	AMIN003102
OG0008474	CQUJHB003431	AMIN010228
OG0008475	CQUJHB013996	AMIN010234
OG0008477	CQUJHB017385	AMIN010235
OG0008478	CQUJHB009633	AMIN009678
OG0008481	CQUJHB015702	AMIN002379
OG0008482	CQUJHB017146	AMIN002377
OG0008483	CQUJHB014560	AMIN005933
OG0008484	CQUJHB005039	AMIN016196
OG0008485	CQUJHB016146	AMIN008043
OG0008488	CQUJHB008737	AMIN011070
OG0008489	CQUJHB011881	AMIN011242
OG0008490	CQUJHB010539	AMIN003270
OG0008492	CQUJHB011809	AMIN009570
OG0008495	CQUJHB000068	AMIN002812
OG0008496	CQUJHB001091	AMIN003609
OG0008497	CQUJHB014823	AMIN003608
OG0008498	CQUJHB015210	AMIN008649
OG0008500	CQUJHB007728	AMIN009010
OG0008501	CQUJHB017703	AMIN008648
OG0008502	CQUJHB002801	AMIN015983
OG0008503	CQUJHB014232	AMIN006504
OG0008504	CQUJHB011212	AMIN006503
OG0008505	CQUJHB016114	AMIN011394
OG0008506	CQUJHB012048	AMIN016180
OG0008507	CQUJHB014325	AMIN003106
OG0008508	CQUJHB015244	AMIN004631
OG0008509	CQUJHB008369	AMIN016091
OG0008511	CQUJHB000245	AMIN015493
OG0008512	CQUJHB002616	AMIN000535
OG0008513	CQUJHB003539	AMIN003345
OG0008514	CQUJHB015504	AMIN004991
OG0008519	CQUJHB014014	AMIN000604
OG0008520	CQUJHB011181	AMIN006090
OG0008521	CQUJHB013299	AMIN009839
OG0008522	CQUJHB004697	AMIN009841
OG0008523	CQUJHB002268	AMIN011164
OG0008524	CQUJHB015455	AMIN003181
OG0008525	CQUJHB009253	AMIN003905
OG0008526	CQUJHB003672	AMIN003899
OG0008527	CQUJHB008315, CQUJHB010387	AMIN003900
OG0008529	CQUJHB007911	AMIN007320
OG0008530	CQUJHB005846	AMIN006906
OG0008531	CQUJHB004939	AMIN008910
OG0008532	CQUJHB015473	AMIN000305
OG0008534	CQUJHB010045	AMIN010042
OG0008535	CQUJHB010480	AMIN010041
OG0008536	CQUJHB015259	AMIN006344
OG0008537	CQUJHB005556	AMIN006355
OG0008538	CQUJHB017114	AMIN006350
OG0008539	CQUJHB013445	AMIN006347
OG0008542	CQUJHB013448	AMIN005785
OG0008543	CQUJHB014999	AMIN005783
OG0008545	CQUJHB004218	AMIN000494
OG0008546	CQUJHB013756	AMIN000496
OG0008548	CQUJHB000034	AMIN002428
OG0008549	CQUJHB012421	AMIN005289
OG0008550	CQUJHB003362	AMIN008195
OG0008551	CQUJHB012330	AMIN009222
OG0008552	CQUJHB011668	AMIN005192
OG0008553	CQUJHB012100	AMIN007473
OG0008554	CQUJHB016958	AMIN008399
OG0008555	CQUJHB014126	AMIN003982
OG0008556	CQUJHB008206	AMIN004764
OG0008557	CQUJHB011731	AMIN014117
OG0008558	CQUJHB020395	AMIN003078
OG0008560	CQUJHB012874	AMIN010696
OG0008561	CQUJHB018246	AMIN010688
OG0008563	CQUJHB002156	AMIN004906
OG0008564	CQUJHB005509	AMIN005276
OG0008566	CQUJHB009530	AMIN011335
OG0008567	CQUJHB001980	AMIN002420
OG0008568	CQUJHB005821	AMIN007450
OG0008569	CQUJHB017521	AMIN002871
OG0008571	CQUJHB004067	AMIN006568
OG0008572	CQUJHB010406	AMIN006566
OG0008573	CQUJHB004690	AMIN006573
OG0008574	CQUJHB003928	AMIN006570
OG0008575	CQUJHB004087	AMIN005348
OG0008576	CQUJHB007890	AMIN005244
OG0008577	CQUJHB000559	AMIN000056
OG0008581	CQUJHB016645	AMIN010140
OG0008583	CQUJHB000021	AMIN000123
OG0008584	CQUJHB010300	AMIN000213
OG0008585	CQUJHB014330	AMIN007652
OG0008586	CQUJHB016823	AMIN007655
OG0008588	CQUJHB008164	AMIN007656
OG0008591	CQUJHB012946	AMIN004584
OG0008592	CQUJHB016274	AMIN016213
OG0008593	CQUJHB004231	AMIN003374
OG0008594	CQUJHB013728	AMIN003409
OG0008595	CQUJHB006154	AMIN011455
OG0008596	CQUJHB004954	AMIN010507
OG0008599	CQUJHB009682	AMIN009661
OG0008600	CQUJHB008989	AMIN011101
OG0008601	CQUJHB014085	AMIN001642
OG0008602	CQUJHB014643	AMIN006370
OG0008603	CQUJHB001109	AMIN016171
OG0008604	CQUJHB001277	AMIN016167
OG0008605	CQUJHB004821	AMIN002265
OG0008606	CQUJHB016310	AMIN008899
OG0008608	CQUJHB000844	AMIN007191
OG0008609	CQUJHB006485	AMIN009511
OG0008610	CQUJHB018074	AMIN008348
OG0008612	CQUJHB003621	AMIN007161
OG0008613	CQUJHB005153	AMIN008513
OG0008614	CQUJHB001745	AMIN008504
OG0008615	CQUJHB002426	AMIN010553
OG0008616	CQUJHB006730	AMIN009782
OG0008617	CQUJHB004322	AMIN009487
OG0008618	CQUJHB001321	AMIN004419
OG0008619	CQUJHB014244	AMIN011115
OG0008620	CQUJHB005728	AMIN011338
OG0008621	CQUJHB009437	AMIN011116
OG0008625	CQUJHB018389	AMIN008140
OG0008626	CQUJHB012498	AMIN004754
OG0008627	CQUJHB012236	AMIN002997
OG0008628	CQUJHB016465	AMIN004678
OG0008629	CQUJHB006798	AMIN000902
OG0008630	CQUJHB011090	AMIN001778
OG0008631	CQUJHB009434	AMIN010070
OG0008632	CQUJHB001644	AMIN009410
OG0008634	CQUJHB005785	AMIN005117
OG0008635	CQUJHB005088	AMIN007566
OG0008637	CQUJHB013629	AMIN009273
OG0008638	CQUJHB006872	AMIN005396
OG0008639	CQUJHB013423	AMIN000960
OG0008640	CQUJHB012470	AMIN010575
OG0008641	CQUJHB000503	AMIN010823
OG0008642	CQUJHB015242	AMIN010680
OG0008643	CQUJHB018161	AMIN010658
OG0008644	CQUJHB013913	AMIN007766
OG0008645	CQUJHB003048	AMIN009503
OG0008647	CQUJHB002708	AMIN007617
OG0008649	CQUJHB011587	AMIN009477
OG0008651	CQUJHB006717	AMIN007519
OG0008652	CQUJHB014909	AMIN007509
OG0008653	CQUJHB011382	AMIN000063
OG0008655	CQUJHB013562	AMIN004025
OG0008656	CQUJHB010533	AMIN004022
OG0008657	CQUJHB013267	AMIN000154
OG0008658	CQUJHB008795	AMIN015786
OG0008659	CQUJHB001904	AMIN010974
OG0008660	CQUJHB014802	AMIN014616
OG0008661	CQUJHB016313	AMIN010973
OG0008663	CQUJHB010765	AMIN010481
OG0008664	CQUJHB017054	AMIN003663
OG0008666	CQUJHB017456	AMIN002692
OG0008669	CQUJHB005133	AMIN004464
OG0008671	CQUJHB018170	AMIN010239
OG0008672	CQUJHB006520	AMIN002383
OG0008673	CQUJHB000884	AMIN001196
OG0008674	CQUJHB008056	AMIN003580
OG0008675	CQUJHB001879	AMIN002317
OG0008676	CQUJHB001752	AMIN000265
OG0008678	CQUJHB011186	AMIN007971
OG0008679	CQUJHB017570	AMIN007967
OG0008680	CQUJHB004271	AMIN003022
OG0008681	CQUJHB016746	AMIN000988
OG0008683	CQUJHB015065	AMIN003316
OG0008684	CQUJHB000450	AMIN004885
OG0008685	CQUJHB005085	AMIN000301
OG0008687	CQUJHB015317	AMIN003356
OG0008692	CQUJHB006618	AMIN005296
OG0008693	CQUJHB012560	AMIN005896
OG0008695	CQUJHB011072	AMIN001323
OG0008697	CQUJHB014455	AMIN008365
OG0008698	CQUJHB016053	AMIN006384
OG0008699	CQUJHB001669	AMIN006716
OG0008702	CQUJHB016966	AMIN002382
OG0008703	CQUJHB012905	AMIN002352
OG0008704	CQUJHB014365	AMIN008011
OG0008705	CQUJHB006013	AMIN000524
OG0008706	CQUJHB009175	AMIN010578
OG0008707	CQUJHB006757	AMIN008037
OG0008708	CQUJHB001803	AMIN008038
OG0008710	CQUJHB002593	AMIN010617
OG0008711	CQUJHB014340	AMIN008095
OG0008712	CQUJHB014807	AMIN000138
OG0008713	CQUJHB013134	AMIN000361
OG0008714	CQUJHB006006	AMIN008771
OG0008715	CQUJHB006010	AMIN003234
OG0008717	CQUJHB004752	AMIN000268
OG0008718	CQUJHB009508	AMIN015522
OG0008719	CQUJHB000877	AMIN009002
OG0008720	CQUJHB002419	AMIN015826
OG0008721	CQUJHB015404	AMIN016283
OG0008722	CQUJHB015760	AMIN004266
OG0008724	CQUJHB008788	AMIN008264
OG0008725	CQUJHB013355	AMIN008673
OG0008726	CQUJHB006244	AMIN006544
OG0008728	CQUJHB013011	AMIN009036
OG0008729	CQUJHB007667	AMIN014272
OG0008730	CQUJHB017294	AMIN002560
OG0008731	CQUJHB016695	AMIN005612
OG0008734	CQUJHB013310	AMIN009666
OG0008735	CQUJHB001662	AMIN009667
OG0008736	CQUJHB003343	AMIN001808
OG0008737	CQUJHB003134	AMIN001804
OG0008738	CQUJHB011329	AMIN008732
OG0008744	CQUJHB017504	AMIN000052
OG0008746	CQUJHB008827	AMIN000053
OG0008747	CQUJHB011338	AMIN009544
OG0008748	CQUJHB011683	AMIN006965
OG0008750	CQUJHB001469	AMIN010898
OG0008751	CQUJHB001405	AMIN000081
OG0008752	CQUJHB015479	AMIN003225
OG0008753	CQUJHB000358	AMIN004633
OG0008754	CQUJHB013510	AMIN000820
OG0008755	CQUJHB014997	AMIN000815
OG0008756	CQUJHB015546	AMIN000814
OG0008757	CQUJHB017889	AMIN000813
OG0008758	CQUJHB012673	AMIN004104
OG0008759	CQUJHB002660	AMIN004105
OG0008761	CQUJHB010060	AMIN005155
OG0008762	CQUJHB001586	AMIN005091
OG0008763	CQUJHB005500	AMIN001765
OG0008769	CQUJHB011748	AMIN007288
OG0008770	CQUJHB002360	AMIN007291
OG0008771	CQUJHB007373	AMIN007298
OG0008772	CQUJHB011097	AMIN007347
OG0008773	CQUJHB018231	AMIN003386
OG0008774	CQUJHB001893	AMIN002759
OG0008775	CQUJHB014635	AMIN002757
OG0008776	CQUJHB005321	AMIN003647
OG0008781	CQUJHB012493	AMIN008084
OG0008782	CQUJHB007987	AMIN005057
OG0008783	CQUJHB006035	AMIN004327
OG0008784	CQUJHB005056	AMIN006551
OG0008786	CQUJHB005952	AMIN011118
OG0008787	CQUJHB003280	AMIN007569
OG0008788	CQUJHB003738	AMIN011117
OG0008790	CQUJHB018271	AMIN002801
OG0008791	CQUJHB018285	AMIN002181
OG0008792	CQUJHB017070	AMIN002180
OG0008796	CQUJHB005717	AMIN000343
OG0008798	CQUJHB007765	AMIN006801
OG0008802	CQUJHB017831	AMIN011535
OG0008803	CQUJHB000273	AMIN004936
OG0008805	CQUJHB008263	AMIN002625
OG0008806	CQUJHB017904	AMIN000018
OG0008807	CQUJHB011461	AMIN002765
OG0008809	CQUJHB018082	AMIN010310
OG0008810	CQUJHB006684	AMIN007587
OG0008812	CQUJHB004553	AMIN002440
OG0008813	CQUJHB014362	AMIN002435
OG0008814	CQUJHB007265	AMIN008480
OG0008815	CQUJHB004482	AMIN015869
OG0008817	CQUJHB011274	AMIN007514
OG0008819	CQUJHB005513	AMIN001237
OG0008820	CQUJHB017710	AMIN004791
OG0008821	CQUJHB011365	AMIN004789
OG0008822	CQUJHB002153	AMIN001024
OG0008824	CQUJHB012675	AMIN005617
OG0008825	CQUJHB005374	AMIN005618
OG0008827	CQUJHB000910	AMIN008411
OG0008828	CQUJHB014874	AMIN003122
OG0008830	CQUJHB008777	AMIN000186
OG0008832	CQUJHB014402	AMIN007824
OG0008833	CQUJHB015939	AMIN009338
OG0008834	CQUJHB013692	AMIN001673
OG0008835	CQUJHB018189	AMIN006299
OG0008838	CQUJHB004646	AMIN007851
OG0008839	CQUJHB012926	AMIN007828
OG0008840	CQUJHB002867	AMIN007205
OG0008841	CQUJHB002399	AMIN009188
OG0008842	CQUJHB003164	AMIN009189
OG0008845	CQUJHB001151	AMIN004693
OG0008846	CQUJHB014124	AMIN009774
OG0008848	CQUJHB004893	AMIN003791
OG0008849	CQUJHB004924	AMIN016238
OG0008851	CQUJHB013406	AMIN009587
OG0008852	CQUJHB015675	AMIN001656
OG0008853	CQUJHB018351	AMIN002358
OG0008854	CQUJHB011904	AMIN007624
OG0008855	CQUJHB010735	AMIN004110
OG0008856	CQUJHB008600	AMIN015884
OG0008857	CQUJHB013642	AMIN004807
OG0008859	CQUJHB001647	AMIN007602
OG0008860	CQUJHB014488	AMIN009967
OG0008861	CQUJHB006642	AMIN008093
OG0008863	CQUJHB007550	AMIN009615
OG0008864	CQUJHB010608	AMIN007772
OG0008865	CQUJHB015389	AMIN010344
OG0008866	CQUJHB007041	AMIN011563
OG0008867	CQUJHB009953	AMIN002844
OG0008869	CQUJHB000299	AMIN007215
OG0008870	CQUJHB015845	AMIN016292
OG0008873	CQUJHB017621	AMIN005655
OG0008874	CQUJHB007642	AMIN003732
OG0008876	CQUJHB002580	AMIN005593
OG0008877	CQUJHB011687	AMIN005795
OG0008883	CQUJHB003660	AMIN000303
OG0008884	CQUJHB006481	AMIN004445
OG0008885	CQUJHB013156	AMIN008261
OG0008886	CQUJHB006079	AMIN011221
OG0008887	CQUJHB011565	AMIN008343
OG0008888	CQUJHB011916	AMIN000333
OG0008889	CQUJHB016149	AMIN001053
