Orthogroup	AstephensiUCISS2018	LlongipalpisASM
OG0007946	ASTEI20_039965	LOC129792182
OG0007947	ASTEI20_041492	LOC129791641
OG0007949	ASTEI20_036927	LOC129793240
OG0007950	ASTEI20_036906	LOC129786959
OG0007952	ASTEI20_041853	LOC129790056
OG0007954	ASTEI20_030848	LOC129788537
OG0007955	ASTEI20_044412	LOC129788420
OG0007957	ASTEI20_030835	LOC129791969
OG0007958	ASTEI20_040114	LOC129795108
OG0007959	ASTEI20_038335	LOC129793947
OG0007960	ASTEI20_033696	LOC129794089
OG0007961	ASTEI20_041816	LOC129792503
OG0007963	ASTEI20_037707	LOC129787498
OG0007964	ASTEI20_038564	LOC129790174
OG0007965	ASTEI20_032157	LOC129793905
OG0007966	ASTEI20_046133	LOC129787574
OG0007968	ASTEI20_044053	LOC129793606
OG0007971	ASTEI20_044637	LOC129789162
OG0007973	ASTEI20_043782	LOC129791697
OG0007974	ASTEI20_036709	LOC129790805
OG0007975	ASTEI20_035302	LOC129793733
OG0007976	ASTEI20_043868	LOC129791687
OG0007977	ASTEI20_035636	LOC129790451
OG0007978	ASTEI20_046173	LOC129790463
OG0007980	ASTEI20_045207	LOC129791362
OG0007982	ASTEI20_039795	LOC129788454
OG0007983	ASTEI20_037619	LOC129791420
OG0007985	ASTEI20_034186	LOC129789182
OG0007986	ASTEI20_037322	LOC129794640
OG0007987	ASTEI20_039878	LOC129789102
OG0007988	ASTEI20_036884	LOC129792876
OG0007992	ASTEI20_031022	LOC129788842
OG0007995	ASTEI20_038319	LOC129788891
OG0007997	ASTEI20_039569, ASTEI20_036685	LOC129792657
OG0007998	ASTEI20_044213	LOC129797344
OG0007999	ASTEI20_037193	LOC129796054
OG0008000	ASTEI20_043602	LOC129794787
OG0008002	ASTEI20_032559	LOC129797062
OG0008003	ASTEI20_035562	LOC129790723
OG0008004	ASTEI20_034808	LOC129797315
OG0008005	ASTEI20_040588	LOC129797787
OG0008007	ASTEI20_035850	LOC129787643
OG0008009	ASTEI20_037111	LOC129794792
OG0008011	ASTEI20_035837	LOC129789446
OG0008012	ASTEI20_039764	LOC129790387
OG0008015	ASTEI20_039950	LOC129791590
OG0008019	ASTEI20_032697	LOC129797376
OG0008020	ASTEI20_033623	LOC129787803
OG0008021	ASTEI20_038562	LOC129797357
OG0008023	ASTEI20_035989	LOC129793920
OG0008024	ASTEI20_035607	LOC129787950
OG0008025	ASTEI20_038484, ASTEI20_044272	LOC129794142
OG0008026	ASTEI20_045052	LOC129797159
OG0008028	ASTEI20_033412	LOC129788044
OG0008031	ASTEI20_041973	LOC129790938
OG0008032	ASTEI20_036627	LOC129786188
OG0008034	ASTEI20_032119	LOC129788955
OG0008035	ASTEI20_044438	LOC129789843
OG0008036	ASTEI20_034596	LOC129797737
OG0008037	ASTEI20_036491	LOC129795075
OG0008052	ASTEI20_032775	LOC129797366
OG0008053	ASTEI20_031056	LOC129797664
OG0008054	ASTEI20_032462	LOC129787788
OG0008055	ASTEI20_042491	LOC129797539
OG0008056	ASTEI20_034933	LOC129787798
OG0008058	ASTEI20_031973	LOC129796978
OG0008060	ASTEI20_037520	LOC129796462
OG0008062	ASTEI20_042238	LOC129790256
OG0008063	ASTEI20_039549	LOC129787899
OG0008064	ASTEI20_031054	LOC129797139
OG0008065	ASTEI20_036691	LOC129789421
OG0008066	ASTEI20_032017	LOC129788763
OG0008070	ASTEI20_032139	LOC129789681
OG0008071	ASTEI20_036311	LOC129788345
OG0008073	ASTEI20_045858	LOC129794000
OG0008074	ASTEI20_034766	LOC129791556
OG0008077	ASTEI20_036285	LOC129791725
OG0008078	ASTEI20_036888	LOC129796174
OG0008080	ASTEI20_043013	LOC129786468
OG0008084	ASTEI20_034137	LOC129788001
OG0008086	ASTEI20_035268	LOC129790935
OG0008088	ASTEI20_032340	LOC129796243
OG0008090	ASTEI20_033167, ASTEI20_034237	LOC129791304
OG0008091	ASTEI20_039332	LOC129789484
OG0008094	ASTEI20_039402	LOC129796517
OG0008096	ASTEI20_046180	LOC129795727
OG0008098	ASTEI20_046102	LOC129786871
OG0008099	ASTEI20_032849	LOC129796546
OG0008100	ASTEI20_031471	LOC129795939
OG0008101	ASTEI20_039281	LOC129793390
OG0008104	ASTEI20_032339	LOC129797566
OG0008106	ASTEI20_039858	LOC129785871
OG0008107	ASTEI20_038898	LOC129793627
OG0008110	ASTEI20_041584	LOC129790884
OG0008111	ASTEI20_042387	LOC129787881
OG0008112	ASTEI20_040376	LOC129787941
OG0008114	ASTEI20_044098	LOC129788811
OG0008115	ASTEI20_043665	LOC129790076
OG0008119	ASTEI20_030912	LOC129796117
OG0008120	ASTEI20_038586	LOC129792167
OG0008121	ASTEI20_043107	LOC129790139
OG0008122	ASTEI20_042617	LOC129787470
OG0008123	ASTEI20_043802	LOC129790393
OG0008124	ASTEI20_042769	LOC129786627
OG0008125	ASTEI20_033269	LOC129792655
OG0008126	ASTEI20_042973	LOC129790809
OG0008127	ASTEI20_036995	LOC129792751
OG0008130	ASTEI20_045942	LOC129797078
OG0008131	ASTEI20_043848	LOC129786368
OG0008133	ASTEI20_044845	LOC129796799
OG0008134	ASTEI20_041446	LOC129794530
OG0008136	ASTEI20_037757	LOC129796974
OG0008137	ASTEI20_041897	LOC129787112
OG0008138	ASTEI20_033755	LOC129788596
OG0008139	ASTEI20_036323	LOC129789881
OG0008140	ASTEI20_031384	LOC129788742
OG0008141	ASTEI20_033200	LOC129789038
OG0008143	ASTEI20_044490	LOC129789704
OG0008144	ASTEI20_037598	LOC129796237
OG0008145	ASTEI20_037286	LOC129795101
OG0008146	ASTEI20_044725	LOC129795135
OG0008147	ASTEI20_040753	LOC129786171
OG0008148	ASTEI20_038093	LOC129795828
OG0008150	ASTEI20_033137	LOC129796408
OG0008151	ASTEI20_032081	LOC129791683
OG0008152	ASTEI20_044227	LOC129792674
OG0008153	ASTEI20_033855	LOC129788375
OG0008154	ASTEI20_031348	LOC129794258, LOC129788569
OG0008158	ASTEI20_043277	LOC129793629
OG0008159	ASTEI20_042433	LOC129792186
OG0008161	ASTEI20_035646	LOC129786138
OG0008163	ASTEI20_036870	LOC129793133
OG0008164	ASTEI20_033979	LOC129793759
OG0008168	ASTEI20_042822	LOC129791875
OG0008169	ASTEI20_031617	LOC129794198
OG0008170	ASTEI20_043244	LOC129786720
OG0008171	ASTEI20_038972	LOC129786347
OG0008172	ASTEI20_039555	LOC129796934
OG0008174	ASTEI20_038401	LOC129786208
OG0008175	ASTEI20_034291	LOC129786556
OG0008176	ASTEI20_039509	LOC129789552
OG0008177	ASTEI20_031174	LOC129789968
OG0008179	ASTEI20_033547	LOC129793074
OG0008180	ASTEI20_043524	LOC129791886
OG0008182	ASTEI20_035672	LOC129786843
OG0008183	ASTEI20_045130	LOC129797088
OG0008185	ASTEI20_042207	LOC129786990
OG0008186	ASTEI20_034220	LOC129786230
OG0008189	ASTEI20_035879	LOC129792235
OG0008190	ASTEI20_043370	LOC129787394
OG0008191	ASTEI20_041500	LOC129787434
OG0008192	ASTEI20_031124	LOC129791090
OG0008193	ASTEI20_038159	LOC129794342
OG0008194	ASTEI20_033659	LOC129792175
OG0008195	ASTEI20_041670	LOC129792173
OG0008196	ASTEI20_044233	LOC129793819
OG0008197	ASTEI20_044902	LOC129794165
OG0008200	ASTEI20_034584	LOC129787971
OG0008201	ASTEI20_045143	LOC129787989
OG0008203	ASTEI20_037636	LOC129786545
OG0008211	ASTEI20_039443	LOC129791958
OG0008212	ASTEI20_046172	LOC129792745
OG0008214	ASTEI20_037554	LOC129789927
OG0008216	ASTEI20_033432	LOC129788640
OG0008218	ASTEI20_039360	LOC129787825
OG0008219	ASTEI20_043396	LOC129787818
OG0008220	ASTEI20_039037	LOC129787834
OG0008222	ASTEI20_033109	LOC129795370
OG0008224	ASTEI20_045326	LOC129787241
OG0008225	ASTEI20_042359	LOC129792792
OG0008228	ASTEI20_044715	LOC129792337
OG0008229	ASTEI20_042935	LOC129792120
OG0008230	ASTEI20_030958	LOC129793208
OG0008232	ASTEI20_043700	LOC129790840
OG0008234	ASTEI20_044772	LOC129797696
OG0008235	ASTEI20_030820	LOC129797783
OG0008237	ASTEI20_034437	LOC129797726
OG0008238	ASTEI20_031400	LOC129796371
OG0008239	ASTEI20_037438	LOC129793465
OG0008242	ASTEI20_040165	LOC129791992
OG0008243	ASTEI20_042616	LOC129797755
OG0008244	ASTEI20_041081	LOC129790006
OG0008245	ASTEI20_032505	LOC129786040
OG0008246	ASTEI20_043571	LOC129793770
OG0008250	ASTEI20_038791	LOC129789933
OG0008252	ASTEI20_032099	LOC129796901
OG0008253	ASTEI20_034897	LOC129797303
OG0008254	ASTEI20_041645	LOC129787171
OG0008256	ASTEI20_037920	LOC129795713
OG0008259	ASTEI20_035002	LOC129797222
OG0008260	ASTEI20_038528	LOC129792619
OG0008261	ASTEI20_041193	LOC129790868
OG0008263	ASTEI20_044365	LOC129797014
OG0008265	ASTEI20_038438	LOC129790079
OG0008266	ASTEI20_039118	LOC129790564
OG0008267	ASTEI20_040502	LOC129792191
OG0008270	ASTEI20_036892	LOC129789969
OG0008271	ASTEI20_034913	LOC129787629
OG0008274	ASTEI20_032367	LOC129787597
OG0008275	ASTEI20_041769	LOC129786029
OG0008277	ASTEI20_040452	LOC129797063
OG0008279	ASTEI20_031077	LOC129786731
OG0008280	ASTEI20_035523	LOC129795604
OG0008281	ASTEI20_042763	LOC129792047
OG0008282	ASTEI20_034567	LOC129795668
OG0008283	ASTEI20_039512	LOC129792044
OG0008285	ASTEI20_033250	LOC129792925
OG0008286	ASTEI20_033164	LOC129794623
OG0008290	ASTEI20_045620	LOC129790831
OG0008291	ASTEI20_042901	LOC129788813
OG0008292	ASTEI20_045063	LOC129796828
OG0008294	ASTEI20_031129	LOC129790533
OG0008295	ASTEI20_039792	LOC129789136
OG0008303	ASTEI20_044808	LOC129796345
OG0008305	ASTEI20_032588	LOC129796633
OG0008307	ASTEI20_033072	LOC129785959
OG0008308	ASTEI20_036591	LOC129792926
OG0008309	ASTEI20_034966	LOC129787765
OG0008310	ASTEI20_043062, ASTEI20_042625	LOC129795584
OG0008312	ASTEI20_045567	LOC129787318
OG0008315	ASTEI20_036200	LOC129789255
OG0008316	ASTEI20_045199	LOC129794013
OG0008319	ASTEI20_045423	LOC129792496
OG0008321	ASTEI20_039956	LOC129792680
OG0008322	ASTEI20_045089	LOC129791315
OG0008323	ASTEI20_045909	LOC129794171
OG0008325	ASTEI20_041479	LOC129789757
OG0008326	ASTEI20_031581	LOC129796014
OG0008329	ASTEI20_044018	LOC129786570
OG0008331	ASTEI20_040651	LOC129790201
OG0008332	ASTEI20_035114	LOC129789152
OG0008334	ASTEI20_031745	LOC129793243
OG0008335	ASTEI20_045486	LOC129787843
OG0008336	ASTEI20_035818	LOC129789787
OG0008338	ASTEI20_032712	LOC129789166
OG0008339	ASTEI20_039265	LOC129794594
OG0008340	ASTEI20_044855	LOC129787245
OG0008341	ASTEI20_030831	LOC129797353
OG0008343	ASTEI20_039759	LOC129792530
OG0008345	ASTEI20_036228	LOC129792779
OG0008346	ASTEI20_045714	LOC129788795
OG0008351	ASTEI20_034417	LOC129794919
OG0008352	ASTEI20_033294	LOC129795517
OG0008353	ASTEI20_035952	LOC129792546
OG0008357	ASTEI20_036431	LOC129793694
OG0008359	ASTEI20_037503	LOC129792455
OG0008360	ASTEI20_041563	LOC129787624
OG0008361	ASTEI20_038958	LOC129797720
OG0008362	ASTEI20_034994	LOC129797659
OG0008363	ASTEI20_045892	LOC129795524
OG0008364	ASTEI20_045013	LOC129789098
OG0008365	ASTEI20_038632	LOC129790250
OG0008367	ASTEI20_033265	LOC129795497
OG0008370	ASTEI20_035975	LOC129786981
OG0008371	ASTEI20_034351	LOC129792801
OG0008372	ASTEI20_038425	LOC129795322
OG0008374	ASTEI20_042817	LOC129794520
OG0008378	ASTEI20_035175	LOC129786626
OG0008379	ASTEI20_039925	LOC129797355
OG0008380	ASTEI20_042398	LOC129797821
OG0008381	ASTEI20_044976	LOC129786006
OG0008382	ASTEI20_031619	LOC129797820
OG0008383	ASTEI20_037345	LOC129797709
OG0008384	ASTEI20_041032	LOC129791219
OG0008385	ASTEI20_038581	LOC129790268
OG0008386	ASTEI20_044191	LOC129789828
OG0008387	ASTEI20_041450	LOC129787780
OG0008388	ASTEI20_042803	LOC129790986
OG0008389	ASTEI20_038709	LOC129796395
OG0008390	ASTEI20_042889	LOC129788799
OG0008391	ASTEI20_041424	LOC129797484
OG0008392	ASTEI20_038250	LOC129797427
OG0008393	ASTEI20_042240	LOC129790990
OG0008395	ASTEI20_033596	LOC129797166
OG0008396	ASTEI20_042984	LOC129797171
OG0008397	ASTEI20_043940	LOC129787450
OG0008398	ASTEI20_042546	LOC129786719
OG0008403	ASTEI20_040101	LOC129791045
OG0008404	ASTEI20_042393	LOC129793250, LOC129793249
OG0008405	ASTEI20_034752	LOC129790036
OG0008406	ASTEI20_038540	LOC129785840
OG0008407	ASTEI20_045126	LOC129786383
OG0008409	ASTEI20_041244	LOC129793724
OG0008410	ASTEI20_031713	LOC129795150
OG0008412	ASTEI20_042337	LOC129786017
OG0008413	ASTEI20_045752	LOC129786369
OG0008414	ASTEI20_040619	LOC129791158
OG0008415	ASTEI20_037281	LOC129791253
OG0008416	ASTEI20_034703	LOC129793450
OG0008417	ASTEI20_038883	LOC129788885
OG0008419	ASTEI20_033883	LOC129791754
OG0008421	ASTEI20_043200	LOC129789472
OG0008422	ASTEI20_041320	LOC129790156
OG0008423	ASTEI20_038989, ASTEI20_041116	LOC129786064
OG0008424	ASTEI20_031146	LOC129787962
OG0008425	ASTEI20_035726	LOC129797270
OG0008427	ASTEI20_043123	LOC129790398
OG0008428	ASTEI20_032897	LOC129787272
OG0008429	ASTEI20_045566	LOC129790170
OG0008431	ASTEI20_042258	LOC129795995
OG0008432	ASTEI20_036405	LOC129787020
OG0008433	ASTEI20_040687	LOC129787623
OG0008435	ASTEI20_039194	LOC129789373
OG0008442	ASTEI20_036346	LOC129789921
OG0008444	ASTEI20_036686	LOC129795215
OG0008446	ASTEI20_039064	LOC129792236
OG0008447	ASTEI20_032396	LOC129791714
OG0008448	ASTEI20_045324	LOC129791317
OG0008449	ASTEI20_030986	LOC129786001
OG0008450	ASTEI20_038621	LOC129788686
OG0008451	ASTEI20_032847	LOC129787576
OG0008453	ASTEI20_035270	LOC129786323
OG0008455	ASTEI20_038630	LOC129794799
OG0008457	ASTEI20_033466	LOC129796067
OG0008463	ASTEI20_045794	LOC129793660
OG0008464	ASTEI20_044112	LOC129794294
OG0008465	ASTEI20_042043	LOC129786168
OG0008466	ASTEI20_031932	LOC129787767
OG0008468	ASTEI20_045328	LOC129786630
OG0008470	ASTEI20_044150	LOC129792149
OG0008471	ASTEI20_043006	LOC129787908
OG0008472	ASTEI20_045972	LOC129789639
OG0008475	ASTEI20_032392	LOC129787490
OG0008476	ASTEI20_037678	LOC129785886
OG0008478	ASTEI20_037162	LOC129790397
OG0008479	ASTEI20_036428	LOC129792991
OG0008480	ASTEI20_040388	LOC129793864
OG0008481	ASTEI20_041433	LOC129788674
OG0008482	ASTEI20_033491	LOC129786469
OG0008486	ASTEI20_041877	LOC129790782
OG0008487	ASTEI20_039159	LOC129788012
OG0008488	ASTEI20_030950	LOC129787970
OG0008490	ASTEI20_034672	LOC129787404
OG0008491	ASTEI20_034166	LOC129789987
OG0008493	ASTEI20_034032	LOC129793127
OG0008494	ASTEI20_043174	LOC129793355
OG0008497	ASTEI20_037398	LOC129795762
OG0008499	ASTEI20_036794	LOC129795379
OG0008501	ASTEI20_038789	LOC129795978
OG0008504	ASTEI20_035034	LOC129786537
OG0008506	ASTEI20_044253	LOC129796461
OG0008509	ASTEI20_034025	LOC129795700
OG0008510	ASTEI20_039338	LOC129794493
OG0008513	ASTEI20_038065	LOC129786339
OG0008516	ASTEI20_037842	LOC129794300
OG0008517	ASTEI20_039811	LOC129794166
OG0008518	ASTEI20_043897	LOC129793121
OG0008520	ASTEI20_035684	LOC129790471
OG0008521	ASTEI20_045170	LOC129790468
OG0008525	ASTEI20_034051	LOC129795936
OG0008526	ASTEI20_040407	LOC129794636
OG0008528	ASTEI20_034447	LOC129790225
OG0008529	ASTEI20_040417	LOC129787345
OG0008531	ASTEI20_042953	LOC129794612
OG0008533	ASTEI20_036224	LOC129793214
OG0008535	ASTEI20_040167	LOC129793537
OG0008536	ASTEI20_045302	LOC129788628
OG0008539	ASTEI20_043550	LOC129791938
OG0008540	ASTEI20_036633	LOC129791880
OG0008541	ASTEI20_046028	LOC129790295
OG0008542	ASTEI20_036384	LOC129792599
OG0008543	ASTEI20_036997	LOC129791825
OG0008544	ASTEI20_037662, ASTEI20_043658	LOC129795886
OG0008546	ASTEI20_037808	LOC129792024
OG0008547	ASTEI20_039767	LOC129795891
OG0008548	ASTEI20_045050	LOC129797219
OG0008552	ASTEI20_042260	LOC129788146
OG0008556	ASTEI20_037902	LOC129787201
OG0008559	ASTEI20_034790	LOC129793565
OG0008560	ASTEI20_036576	LOC129792287
OG0008561	ASTEI20_038477	LOC129793563
OG0008565	ASTEI20_035892	LOC129796304
OG0008567	ASTEI20_038367	LOC129795757
OG0008570	ASTEI20_037389	LOC129787860
OG0008571	ASTEI20_034122	LOC129787163
OG0008575	ASTEI20_034076	LOC129789917
OG0008577	ASTEI20_032465	LOC129787539
OG0008578	ASTEI20_040297	LOC129786569
OG0008579	ASTEI20_041964	LOC129796961
OG0008580	ASTEI20_044154	LOC129796976
OG0008581	ASTEI20_045070	LOC129793662
OG0008582	ASTEI20_038426	LOC129796841, LOC129788195
OG0008583	ASTEI20_031074	LOC129786527
OG0008584	ASTEI20_035488	LOC129795355
OG0008585	ASTEI20_043813	LOC129796276
OG0008586	ASTEI20_035336	LOC129794153
OG0008587	ASTEI20_041623	LOC129794188
OG0008589	ASTEI20_036518	LOC129787845
OG0008590	ASTEI20_037056	LOC129787851
OG0008591	ASTEI20_034762	LOC129793760
OG0008592	ASTEI20_044732, ASTEI20_039985	LOC129791608
OG0008594	ASTEI20_039254	LOC129791061
OG0008595	ASTEI20_039949	LOC129794141
OG0008596	ASTEI20_035178	LOC129792703
OG0008597	ASTEI20_038571	LOC129792114
OG0008598	ASTEI20_041743	LOC129792940
OG0008599	ASTEI20_036934	LOC129790297
OG0008607	ASTEI20_031903	LOC129788836
OG0008610	ASTEI20_034352	LOC129797105
OG0008611	ASTEI20_042834	LOC129791124
OG0008612	ASTEI20_043615	LOC129789530
OG0008615	ASTEI20_037799	LOC129792055
OG0008616	ASTEI20_040558	LOC129787926
OG0008620	ASTEI20_034895	LOC129796296
OG0008621	ASTEI20_036066	LOC129794256
OG0008622	ASTEI20_044555	LOC129793679
OG0008623	ASTEI20_042000	LOC129791968
OG0008624	ASTEI20_032515	LOC129794872
OG0008626	ASTEI20_036176	LOC129787396
OG0008627	ASTEI20_044807	LOC129788003
OG0008628	ASTEI20_031930	LOC129786541
OG0008631	ASTEI20_033084	LOC129792273
OG0008632	ASTEI20_046082	LOC129791402
OG0008633	ASTEI20_043131	LOC129792335
OG0008634	ASTEI20_036179	LOC129789785
OG0008635	ASTEI20_031544	LOC129788744
OG0008636	ASTEI20_034248	LOC129795104
OG0008637	ASTEI20_040712	LOC129796770
OG0008638	ASTEI20_032896	LOC129792759
OG0008640	ASTEI20_034854	LOC129793265
OG0008646	ASTEI20_036761	LOC129793754
OG0008647	ASTEI20_036173	LOC129792953
OG0008648	ASTEI20_039553	LOC129790327
OG0008650	ASTEI20_044074	LOC129791888
OG0008651	ASTEI20_033654	LOC129797728
OG0008652	ASTEI20_033565	LOC129786543
OG0008653	ASTEI20_045575	LOC129797814
OG0008654	ASTEI20_033625	LOC129790568
OG0008657	ASTEI20_038155	LOC129787055
OG0008658	ASTEI20_038714	LOC129790077
OG0008659	ASTEI20_037352	LOC129795234
OG0008663	ASTEI20_035751	LOC129792861
OG0008664	ASTEI20_045195	LOC129790392
OG0008665	ASTEI20_041796	LOC129792773
OG0008666	ASTEI20_033003	LOC129786524
OG0008670	ASTEI20_033046	LOC129794290
OG0008671	ASTEI20_031893	LOC129788004
OG0008673	ASTEI20_039384	LOC129789076
OG0008675	ASTEI20_041306	LOC129797177
OG0008676	ASTEI20_031398	LOC129797005
OG0008677	ASTEI20_031014	LOC129792844
OG0008679	ASTEI20_034481	LOC129794237
OG0008681	ASTEI20_030834	LOC129791260
OG0008682	ASTEI20_043747	LOC129790019
OG0008684	ASTEI20_042257	LOC129787081
OG0008685	ASTEI20_038021	LOC129787298
OG0008688	ASTEI20_039451	LOC129793149
OG0008689	ASTEI20_030949	LOC129794162
OG0008690	ASTEI20_039398	LOC129791682
OG0008691	ASTEI20_042760	LOC129797101
OG0008694	ASTEI20_035241	LOC129790766, LOC129796352
OG0008696	ASTEI20_040626	LOC129786201
OG0008699	ASTEI20_033111	LOC129789148
OG0008700	ASTEI20_033370	LOC129786184
OG0008701	ASTEI20_043161	LOC129786045
OG0008702	ASTEI20_044955	LOC129786473
OG0008703	ASTEI20_045346	LOC129794468
OG0008705	ASTEI20_036418	LOC129786386
OG0008707	ASTEI20_043976	LOC129794109
OG0008709	ASTEI20_037351	LOC129792181
OG0008711	ASTEI20_040344	LOC129796694
OG0008714	ASTEI20_034466	LOC129795180
OG0008719	ASTEI20_031777	LOC129796938
OG0008720	ASTEI20_033079	LOC129786454
OG0008721	ASTEI20_038875	LOC129791087
OG0008723	ASTEI20_045223	LOC129790416
OG0008726	ASTEI20_035339	LOC129794459
OG0008727	ASTEI20_041008	LOC129797531
OG0008728	ASTEI20_045777	LOC129795165
OG0008729	ASTEI20_038282	LOC129786085
OG0008731	ASTEI20_038721	LOC129789456
OG0008732	ASTEI20_033866	LOC129790373
OG0008733	ASTEI20_036527	LOC129791786
OG0008735	ASTEI20_032682	LOC129790808
OG0008737	ASTEI20_032186	LOC129788395
OG0008739	ASTEI20_032880	LOC129792899
OG0008740	ASTEI20_044358	LOC129792451
OG0008741	ASTEI20_043011	LOC129789416, LOC129792060
OG0008742	ASTEI20_033554	LOC129792380
OG0008743	ASTEI20_033685	LOC129792448
OG0008744	ASTEI20_045959	LOC129797472
OG0008745	ASTEI20_042794	LOC129791910
OG0008746	ASTEI20_034943	LOC129786169
OG0008747	ASTEI20_040443	LOC129794739
OG0008748	ASTEI20_035458	LOC129786059
OG0008749	ASTEI20_036065	LOC129797498
OG0008752	ASTEI20_039225	LOC129797767
OG0008759	ASTEI20_031940	LOC129789827
OG0008760	ASTEI20_039879	LOC129789978
OG0008762	ASTEI20_040272	LOC129787263
OG0008764	ASTEI20_032813	LOC129787626, LOC129795161
OG0008765	ASTEI20_031423	LOC129790832
OG0008766	ASTEI20_044153	LOC129788418
OG0008767	ASTEI20_042409	LOC129795073
OG0008768	ASTEI20_041870	LOC129792597
OG0008769	ASTEI20_041688	LOC129794115
OG0008770	ASTEI20_040643	LOC129792414
OG0008773	ASTEI20_041225	LOC129787223
OG0008774	ASTEI20_033054	LOC129788028
OG0008777	ASTEI20_038132	LOC129787398
OG0008778	ASTEI20_041169	LOC129787395
OG0008779	ASTEI20_042590	LOC129789820
OG0008780	ASTEI20_033746	LOC129787385
OG0008781	ASTEI20_043221	LOC129793415
OG0008783	ASTEI20_045320	LOC129794856
OG0008785	ASTEI20_039425	LOC129792967
OG0008786	ASTEI20_040985	LOC129792955
OG0008787	ASTEI20_031664	LOC129792087
OG0008789	ASTEI20_034863	LOC129792578
OG0008791	ASTEI20_030948	LOC129797782
OG0008793	ASTEI20_043497	LOC129795665
OG0008794	ASTEI20_045709	LOC129788866
OG0008795	ASTEI20_033342	LOC129788585
OG0008796	ASTEI20_031115, ASTEI20_043573	LOC129797544
OG0008797	ASTEI20_034684	LOC129789443
OG0008798	ASTEI20_039642	LOC129789683
OG0008799	ASTEI20_042152	LOC129790539
OG0008800	ASTEI20_041945	LOC129788548
OG0008801	ASTEI20_040012	LOC129797628
OG0008803	ASTEI20_034358	LOC129795374
OG0008804	ASTEI20_036820	LOC129792063
OG0008807	ASTEI20_045572	LOC129787118
OG0008808	ASTEI20_038288	LOC129794217
OG0008811	ASTEI20_035447	LOC129787648
OG0008816	ASTEI20_045213	LOC129793349
OG0008817	ASTEI20_037195	LOC129796915
OG0008818	ASTEI20_041552	LOC129792936
OG0008821	ASTEI20_039911	LOC129787939
OG0008822	ASTEI20_034960	LOC129786008
OG0008823	ASTEI20_044719	LOC129785979
OG0008824	ASTEI20_033351	LOC129796403
OG0008825	ASTEI20_035716	LOC129787627
OG0008826	ASTEI20_031171	LOC129789945
OG0008827	ASTEI20_040569	LOC129797231
OG0008828	ASTEI20_031760	LOC129796967
OG0008829	ASTEI20_034234	LOC129789887
OG0008831	ASTEI20_035202	LOC129790858
OG0008832	ASTEI20_038471	LOC129793076
OG0008836	ASTEI20_039541	LOC129797253
OG0008837	ASTEI20_045028	LOC129792776
OG0008838	ASTEI20_031433	LOC129792820
