Orthogroup	Aalbopictus_AalbF5	AdirusWRAIR2
OG0008724	LOC109415224	ADIR007119
OG0008725	LOC109407903	ADIR009492
OG0008726	LOC109401282	ADIR009752
OG0008727	LOC109414179	ADIR010352
OG0008729	LOC115263794	ADIR010707
OG0008730	LOC109405774	ADIR010313
OG0008732	LOC109426544	ADIR002982
OG0008733	LOC109623147	ADIR008773
OG0008735	LOC109430133	ADIR006215
OG0008736	LOC109623400	ADIR006093
OG0008737	LOC109429618	ADIR006096
OG0008738	LOC109409838	ADIR009627
OG0008739	LOC109411146	ADIR001606
OG0008740	LOC109408206	ADIR008689
OG0008742	LOC109411133	ADIR008690
OG0008743	LOC109411138	ADIR008692
OG0008744	LOC109402436	ADIR005867
OG0008745	LOC109405470	ADIR006722
OG0008746	LOC109402450	ADIR005868
OG0008748	LOC134284272	ADIR001874
OG0008749	LOC134291611	ADIR001873
OG0008750	LOC109412510	ADIR007175
OG0008751	LOC109399854	ADIR005870
OG0008752	LOC115253603	ADIR003461
OG0008753	LOC109406157	ADIR010588
OG0008754	LOC109401778	ADIR008954
OG0008755	LOC109406137	ADIR008958
OG0008756	LOC109401784	ADIR008959
OG0008757	LOC109406136	ADIR008960
OG0008758	LOC109406160	ADIR005505
OG0008759	LOC109406135	ADIR005506
OG0008760	LOC109401782	ADIR005507
OG0008761	LOC115253473	ADIR004624
OG0008763	LOC109404807	ADIR006127
OG0008764	LOC109415571	ADIR001233
OG0008765	LOC109415572	ADIR005197
OG0008766	LOC109431478	ADIR001334
OG0008767	LOC109431512	ADIR001500
OG0008768	LOC109414485	ADIR009259
OG0008770	LOC115270277	ADIR003774
OG0008771	LOC115270263	ADIR003769
OG0008772	LOC109422843	ADIR001559
OG0008773	LOC109419344	ADIR002388
OG0008774	LOC109412153	ADIR006501
OG0008775	LOC109412158	ADIR006503
OG0008776	LOC109431413	ADIR010194
OG0008777	LOC109431824	ADIR004967
OG0008778	LOC109431831	ADIR004966
OG0008779	LOC109431814	ADIR011158
OG0008780	LOC109431815	ADIR004968
OG0008781	LOC115256971	ADIR006948
OG0008782	LOC134285053	ADIR001038
OG0008783	LOC109432652	ADIR010774
OG0008784	LOC109621516	ADIR009745
OG0008785	LOC109408007	ADIR006876
OG0008786	LOC109405153	ADIR007841
OG0008787	LOC109405151	ADIR006873
OG0008788	LOC109408011	ADIR007842
OG0008789	LOC109402723	ADIR007665
OG0008790	LOC115269864	ADIR003200
OG0008791	LOC109429501	ADIR009940
OG0008792	LOC109406843	ADIR009939
OG0008793	LOC109425515	ADIR002910
OG0008794	LOC109417286	ADIR010189
OG0008795	LOC109417289	ADIR010192
OG0008797	LOC109417290	ADIR010191
OG0008798	LOC134287884	ADIR004779
OG0008799	LOC115253729	ADIR001300
OG0008800	LOC109421817	ADIR003942
OG0008801	LOC109408213	ADIR008633
OG0008802	LOC109411155	ADIR008639
OG0008803	LOC115269328	ADIR004406
OG0008804	LOC109412496, LOC109420800	ADIR007971
OG0008805	LOC109402384	ADIR006620
OG0008806	LOC109402471	ADIR009053
OG0008807	LOC109412141	ADIR006494
OG0008808	LOC109429382	ADIR014346
OG0008809	LOC109622404	ADIR007078
OG0008810	LOC109417953	ADIR003848
OG0008811	LOC109418288	ADIR015957
OG0008812	LOC109418300	ADIR009900
OG0008813	LOC109418285	ADIR009895
OG0008814	LOC115268230	ADIR001715
OG0008816	LOC109413865	ADIR009205
OG0008818	LOC115263181	ADIR007404
OG0008819	LOC109418753	ADIR005657
OG0008820	LOC109399943	ADIR005459
OG0008821	LOC109399965	ADIR005457
OG0008822	LOC109427452	ADIR004960
OG0008823	LOC134287665, LOC109427477	ADIR004958
OG0008826	LOC109428774	ADIR001745
OG0008827	LOC109428755	ADIR001788
OG0008829	LOC109428775	ADIR001744
OG0008830	LOC109400970	ADIR008507
OG0008831	LOC109405103	ADIR000520
OG0008833	LOC109401148	ADIR000522
OG0008834	LOC109398694	ADIR000687
OG0008835	LOC109428719	ADIR010989
OG0008836	LOC109428475	ADIR000996
OG0008837	LOC109431476	ADIR003375
OG0008838	LOC109404369	ADIR007596
OG0008839	LOC109403038	ADIR007575
OG0008840	LOC109427669	ADIR011372
OG0008841	LOC134291821	ADIR016118
OG0008842	LOC134289627	ADIR002172
OG0008843	LOC109413114	ADIR001898
OG0008845	LOC109430124	ADIR005360
OG0008846	LOC109427566	ADIR006162
OG0008847	LOC115260011	ADIR000994
OG0008848	LOC109412860	ADIR003297
OG0008850	LOC109410892	ADIR003176
OG0008851	LOC109427912	ADIR011347
OG0008852	LOC115255583	ADIR006798
OG0008853	LOC109400188	ADIR010115
OG0008855	LOC109429192	ADIR005513
OG0008856	LOC109398862	ADIR015876
OG0008857	LOC115269343	ADIR005476
OG0008858	LOC109415595	ADIR001370
OG0008859	LOC109417571	ADIR008669
OG0008860	LOC109424175	ADIR008598
OG0008861	LOC109412037	ADIR009155
OG0008862	LOC109417689	ADIR004782
OG0008863	LOC109417687	ADIR006317
OG0008865	LOC109423355	ADIR007041
OG0008866	LOC109430232	ADIR008854
OG0008867	LOC109406946	ADIR008420
OG0008868	LOC109424428	ADIR011022
OG0008869	LOC109424444	ADIR009271
OG0008875	LOC109416145	ADIR003099
OG0008879	LOC109411130	ADIR008697
OG0008880	LOC109408197	ADIR015608
OG0008881	LOC109405528	ADIR001265
OG0008882	LOC134284269	ADIR002113
OG0008883	LOC109400406	ADIR003343
OG0008885	LOC115257375	ADIR002268
OG0008886	LOC109426796	ADIR007738
OG0008888	LOC115257151	ADIR008410
OG0008889	LOC115266747	ADIR004728
OG0008890	LOC109400660	ADIR015584
OG0008891	LOC109420625	ADIR010958
OG0008892	LOC109428060	ADIR009894
OG0008893	LOC109418643	ADIR009104
OG0008894	LOC109421413	ADIR000626
OG0008895	LOC109398406	ADIR005192
OG0008896	LOC109417340	ADIR002761
OG0008897	LOC109404025	ADIR001937
OG0008899	LOC109421719	ADIR003131
OG0008900	LOC115258089	ADIR015960
OG0008901	LOC109426266	ADIR003132
OG0008903	LOC109621926	ADIR008568
OG0008905	LOC109415588	ADIR009529
OG0008907	LOC109400412	ADIR006733
OG0008908	LOC109406023	ADIR007920
OG0008912	LOC109401218	ADIR005252
OG0008913	LOC109405387	ADIR000896
OG0008914	LOC109411234	ADIR008145
OG0008915	LOC109411233	ADIR002746
OG0008916	LOC115253445	ADIR006301
OG0008917	LOC109401284	ADIR000234
OG0008918	LOC109411518	ADIR002905
OG0008919	LOC109418824	ADIR009634
OG0008920	LOC109404608, LOC109411777	ADIR000618
OG0008921	LOC109420928	ADIR004664
OG0008922	LOC109398697	ADIR004864
OG0008924	LOC109414259	ADIR007991
OG0008925	LOC109401271	ADIR004525
OG0008926	LOC109401182	ADIR005251
OG0008929	LOC109401893	ADIR001077
OG0008930	LOC109400267, LOC109423629	ADIR008346
OG0008931	LOC115268465	ADIR006453
OG0008932	LOC109430468	ADIR006452
OG0008933	LOC109429471	ADIR010390
OG0008934	LOC109415467	ADIR010114
OG0008936	LOC109405422	ADIR003299
OG0008937	LOC109422241	ADIR007347
OG0008938	LOC109622744	ADIR008423
OG0008939	LOC109417982	ADIR007751
OG0008940	LOC109429796	ADIR005932
OG0008941	LOC109407133	ADIR009026
OG0008942	LOC109419662	ADIR015899
OG0008943	LOC109622250	ADIR009265
OG0008944	LOC109429077	ADIR004068
OG0008945	LOC109397080	ADIR014702
OG0008946	LOC109402732	ADIR007642
OG0008947	LOC109429055	ADIR015910
OG0008948	LOC109415184	ADIR000864
OG0008949	LOC115268529	ADIR004217
OG0008950	LOC109401505	ADIR002634
OG0008952	LOC109414310	ADIR011396
OG0008953	LOC109407243	ADIR005126
OG0008956	LOC109428949	ADIR000398
OG0008957	LOC109428950	ADIR000689
OG0008958	LOC109408825	ADIR016130
OG0008961	LOC109400686	ADIR015852
OG0008963	LOC109411962	ADIR001773
OG0008964	LOC109623054	ADIR002911
OG0008965	LOC109413462	ADIR003604
OG0008966	LOC109402403	ADIR015693
OG0008967	LOC109404382	ADIR004309
OG0008968	LOC109411260	ADIR006338
OG0008969	LOC109400219, LOC134284710	ADIR004401
OG0008970	LOC109400257	ADIR004402
OG0008971	LOC109429097	ADIR004066
OG0008972	LOC115264342	ADIR005788
OG0008973	LOC109400497	ADIR005403
OG0008974	LOC109414248	ADIR008005
OG0008975	LOC115253425	ADIR003693
OG0008976	LOC109428376	ADIR011666
OG0008977	LOC109622566	ADIR007220
OG0008978	LOC109419263	ADIR002385
OG0008979	LOC109399384	ADIR014668
OG0008980	LOC109410777	ADIR007379
OG0008981	LOC109401303	ADIR001908
OG0008982	LOC115260183	ADIR001380
OG0008983	LOC109400757	ADIR002976
OG0008984	LOC109410811	ADIR005098
OG0008985	LOC109428038	ADIR006234
OG0008986	LOC109401794	ADIR015968
OG0008987	LOC109421029	ADIR011295
OG0008988	LOC109413137	ADIR000067
OG0008990	LOC109397607	ADIR001016
OG0008991	LOC115265269	ADIR003855
OG0008992	LOC109427305	ADIR010235
OG0008993	LOC109420460	ADIR005963
OG0008994	LOC109400064	ADIR008899
OG0008996	LOC115261167	ADIR010686
OG0008997	LOC109415384	ADIR010226
OG0008998	LOC109416018	ADIR002802
OG0008999	LOC109404811	ADIR006137
OG0009000	LOC134291160	ADIR008516
OG0009001	LOC109417743	ADIR011238
OG0009002	LOC115262701	ADIR001907
OG0009003	LOC109400736	ADIR005412
OG0009004	LOC115265285	ADIR007932
OG0009006	LOC109415609	ADIR001022
OG0009007	LOC115258013	ADIR009361
OG0009008	LOC109406736	ADIR004085
OG0009009	LOC109424095	ADIR004593
OG0009010	LOC109401435	ADIR000729
OG0009011	LOC109423598	ADIR005541
OG0009012	LOC109403064	ADIR007572
OG0009013	LOC109428059	ADIR009892
OG0009015	LOC134289507	ADIR003090
OG0009016	LOC109404438	ADIR010141
OG0009017	LOC109429400	ADIR009698
OG0009018	LOC109430450	ADIR010568
OG0009020	LOC115257421	ADIR009333
OG0009021	LOC115254206	ADIR009573
OG0009022	LOC115266941	ADIR009703
OG0009023	LOC109414950	ADIR005407
OG0009024	LOC115261480	ADIR010159
OG0009025	LOC109621842	ADIR007391
OG0009026	LOC109411435	ADIR011620
OG0009027	LOC109428579	ADIR001475
OG0009028	LOC115268851	ADIR009017
OG0009029	LOC109404436	ADIR015514
OG0009030	LOC109398885	ADIR003528
OG0009031	LOC115253904	ADIR003289
OG0009032	LOC109431583	ADIR004373
OG0009033	LOC109432476	ADIR011434
OG0009034	LOC109429833	ADIR004436
OG0009035	LOC109427052	ADIR015790
OG0009036	LOC109418936	ADIR008170
OG0009037	LOC109423115	ADIR002398
OG0009038	LOC109415851	ADIR011181
OG0009039	LOC109622683	ADIR005382
OG0009040	LOC109432242	ADIR009611
OG0009041	LOC109403306	ADIR005807
OG0009042	LOC115270301	ADIR008587
OG0009043	LOC109429879	ADIR014500
OG0009044	LOC109428273	ADIR004031
OG0009046	LOC109407911	ADIR009471
OG0009047	LOC109425749	ADIR000498
OG0009048	LOC109417691	ADIR015881
OG0009049	LOC109416092	ADIR005786
OG0009050	LOC109415058	ADIR002565
OG0009052	LOC115266491	ADIR010619
OG0009053	LOC115258949	ADIR006838
OG0009054	LOC115256458	ADIR001009
OG0009055	LOC109408411	ADIR003405
OG0009056	LOC109429494	ADIR005490
OG0009057	LOC109420687	ADIR004874
OG0009058	LOC109405085	ADIR000823
OG0009059	LOC109426658	ADIR008685
OG0009060	LOC115264848, LOC109412338	ADIR015830
OG0009061	LOC109397817	ADIR001423
OG0009062	LOC109433445	ADIR009463
OG0009063	LOC109416838	ADIR002773
OG0009064	LOC109623121	ADIR007668
OG0009066	LOC134284273	ADIR015598
OG0009068	LOC109418620	ADIR000882
OG0009070	LOC109426622	ADIR007930
OG0009072	LOC109414144	ADIR002767
OG0009073	LOC109403544	ADIR001402
OG0009074	LOC109422128	ADIR001360
OG0009076	LOC109410720	ADIR002183
OG0009077	LOC115260101	ADIR009545
OG0009079	LOC109411714	ADIR006011
OG0009082	LOC115253714	ADIR004524
OG0009083	LOC115267089	ADIR005876
OG0009084	LOC109422801	ADIR001096
OG0009086	LOC109410055	ADIR008781
OG0009087	LOC109418945	ADIR008180
OG0009089	LOC109400074	ADIR008273
OG0009090	LOC134290210	ADIR004491
OG0009091	LOC109400279	ADIR004567
OG0009092	LOC109425594	ADIR003216
OG0009093	LOC109419698	ADIR015905
OG0009094	LOC109420324	ADIR011595
OG0009095	LOC109431109	ADIR006486
OG0009097	LOC109412877	ADIR009071
OG0009098	LOC109432807	ADIR003114
OG0009099	LOC109418656	ADIR011723
OG0009100	LOC115255388	ADIR011014
OG0009101	LOC109417761	ADIR015890
OG0009102	LOC109421932	ADIR000249
OG0009103	LOC109416769	ADIR010609
OG0009104	LOC109400384	ADIR005191
OG0009105	LOC109398469	ADIR015874
OG0009106	LOC115255977, LOC115255980	ADIR005504
OG0009108	LOC115256592, LOC109404901	ADIR014198
OG0009109	LOC115256413	ADIR002376
OG0009110	LOC115266183, LOC109401139	ADIR002551
OG0009111	LOC109423300	ADIR009924
OG0009112	LOC109428281	ADIR004035
OG0009113	LOC109401734, LOC115269459	ADIR002548
OG0009114	LOC115270001	ADIR007653
OG0009115	LOC109401325	ADIR010620
OG0009116	LOC109424252, LOC134287156	ADIR003675
OG0009119	LOC109405198	ADIR004550
OG0009120	LOC109404747	ADIR007827
OG0009121	LOC109426751	ADIR008755
OG0009122	LOC109426452	ADIR005707
OG0009123	LOC115257630	ADIR011380
OG0009124	LOC109417005	ADIR011149
OG0009125	LOC109414182	ADIR004872
OG0009126	LOC109398077	ADIR003642
OG0009127	LOC109420859	ADIR003680
OG0009128	LOC109416761	ADIR009916
OG0009129	LOC134288282	ADIR005781
OG0009130	LOC109421253	ADIR005100
OG0009131	LOC109418499	ADIR005128
OG0009132	LOC109416140	ADIR011430
OG0009134	LOC109411303	ADIR003221
OG0009135	LOC109401001	ADIR007705
OG0009136	LOC109431450	ADIR001145
OG0009138	LOC109415352	ADIR001049
OG0009139	LOC109431337	ADIR000911
OG0009140	LOC109397782	ADIR014793
OG0009141	LOC115262976	ADIR003447
OG0009142	LOC109413859	ADIR007761
OG0009143	LOC115270398	ADIR009231
OG0009144	LOC109623120	ADIR007509
OG0009145	LOC109415239	ADIR004596
OG0009146	LOC109400513	ADIR015777
OG0009147	LOC109402777	ADIR008914
OG0009148	LOC109432046	ADIR010360
OG0009149	LOC109411176	ADIR008317
OG0009150	LOC115271009	ADIR001469
OG0009153	LOC109410191	ADIR011072
OG0009154	LOC109422009	ADIR003878
OG0009155	LOC109402136	ADIR005705
OG0009157	LOC109408766	ADIR002205
OG0009159	LOC115258541	ADIR005024
OG0009161	LOC109399688	ADIR001936
OG0009162	LOC115269384	ADIR009132
OG0009165	LOC109403575	ADIR001394
OG0009167	LOC109430814	ADIR011519
OG0009168	LOC109428930	ADIR004513
OG0009169	LOC109423224	ADIR006685
OG0009170	LOC109423806	ADIR004938
OG0009171	LOC109412683	ADIR004818
OG0009172	LOC109429302	ADIR005391
OG0009173	LOC109398843	ADIR003530
OG0009174	LOC109413093	ADIR007251
OG0009176	LOC109418044	ADIR007636
OG0009177	LOC109400490	ADIR010457
OG0009178	LOC109426637	ADIR001695
OG0009179	LOC109418371	ADIR006399
OG0009180	LOC109404346	ADIR004300
OG0009182	LOC109414216	ADIR007652
OG0009183	LOC109412775	ADIR009185
OG0009184	LOC109428671, LOC109424301	ADIR003734
OG0009185	LOC109424046	ADIR002806
OG0009186	LOC109417287	ADIR010190
OG0009187	LOC115270005	ADIR007647
OG0009188	LOC109433141	ADIR009435
OG0009189	LOC109426883	ADIR001831, ADIR001832
OG0009190	LOC109429617	ADIR006095
OG0009191	LOC109413863	ADIR004224
OG0009192	LOC109418389, LOC115262745	ADIR006410
OG0009193	LOC109408966	ADIR003956
OG0009194	LOC115259365	ADIR006047
OG0009196	LOC109432051	ADIR010359
OG0009197	LOC109418067	ADIR007637
OG0009198	LOC109397959	ADIR006961
OG0009199	LOC109408472	ADIR007114
OG0009200	LOC109416030	ADIR002798
OG0009201	LOC109420007	ADIR006850
OG0009202	LOC109423687	ADIR008864
OG0009205	LOC134285836	ADIR003463
OG0009206	LOC109417814	ADIR004288
OG0009207	LOC109407991	ADIR008703
OG0009208	LOC109409808	ADIR008221
OG0009209	LOC109397351	ADIR004272
OG0009211	LOC115267711	ADIR000472
OG0009212	LOC115263539	ADIR002064
OG0009213	LOC109414931	ADIR002579
OG0009214	LOC109621699	ADIR007812
OG0009215	LOC109426209, LOC109424000	ADIR008468
OG0009217	LOC109401930	ADIR001436
OG0009218	LOC109417157	ADIR001779
OG0009222	LOC109409444	ADIR001535
OG0009223	LOC109421111	ADIR005450
OG0009224	LOC115271083	ADIR009929
OG0009225	LOC109424543	ADIR004926
OG0009227	LOC109431833	ADIR010005
OG0009228	LOC109398300	ADIR011180
OG0009229	LOC109428444	ADIR001105
OG0009231	LOC109406600	ADIR015727
OG0009233	LOC109399009	ADIR006604
OG0009234	LOC109408499	ADIR003414
OG0009235	LOC109419151, LOC109423139	ADIR008413
OG0009236	LOC109623085	ADIR004433
OG0009238	LOC109432946	ADIR000312
OG0009239	LOC109621322	ADIR004097
OG0009240	LOC115266789	ADIR005304
OG0009241	LOC109413765	ADIR004017
OG0009242	LOC115265773	ADIR003612
OG0009243	LOC109402251	ADIR000977
OG0009244	LOC115268103	ADIR009518
OG0009246	LOC109426010	ADIR001993
OG0009247	LOC115261346	ADIR009913
OG0009248	LOC109408513	ADIR010591
OG0009249	LOC109433050	ADIR006805
OG0009251	LOC109431307	ADIR001981
OG0009252	LOC115257895	ADIR002335
OG0009253	LOC109400058	ADIR002938
OG0009254	LOC109425555	ADIR003230
OG0009255	LOC109424346	ADIR009585
OG0009258	LOC115257039	ADIR001269
OG0009259	LOC115267364	ADIR008283
OG0009260	LOC109414483	ADIR009300
OG0009261	LOC115267387	ADIR008284
OG0009262	LOC109402224	ADIR004611
OG0009263	LOC109408251	ADIR008642
OG0009264	LOC109412873	ADIR004549
OG0009265	LOC109411508	ADIR009066
OG0009267	LOC109432998	ADIR001454
OG0009268	LOC109404900	ADIR000821
OG0009269	LOC109408212	ADIR001604
OG0009270	LOC109414670	ADIR004959
OG0009271	LOC109621580	ADIR008432
OG0009272	LOC115266814	ADIR010475
OG0009273	LOC115270260	ADIR003766
OG0009274	LOC109411988	ADIR011720
OG0009275	LOC109418319	ADIR008359
OG0009276	LOC115264985	ADIR009356
OG0009278	LOC109407709	ADIR002047
OG0009279	LOC109432059	ADIR010361
OG0009281	LOC109405093	ADIR000949
OG0009282	LOC109428461	ADIR001128
OG0009283	LOC109400662	ADIR004135
OG0009284	LOC115270955	ADIR006943
OG0009285	LOC109406599	ADIR015728
OG0009286	LOC109409735	ADIR008234
OG0009287	LOC109413665	ADIR003148
OG0009288	LOC109428528	ADIR000995
OG0009289	LOC109404459	ADIR010151
OG0009290	LOC109412593	ADIR003310
OG0009292	LOC109403728	ADIR010402
OG0009294	LOC109398552	ADIR000596
OG0009295	LOC109401644	ADIR001732
OG0009296	LOC109405556	ADIR001495
OG0009297	LOC109400727	ADIR007645
OG0009298	LOC109399110	ADIR010799
OG0009300	LOC109397498	ADIR005020
OG0009301	LOC109398616	ADIR011404
OG0009302	LOC109402735	ADIR008057
OG0009305	LOC109404809	ADIR006135
OG0009306	LOC109406153	ADIR002493
OG0009307	LOC109406494	ADIR001859
OG0009308	LOC109406716	ADIR004075
OG0009309	LOC109409686	ADIR007226
OG0009311	LOC109411644	ADIR003330
OG0009313	LOC109413246	ADIR000897
OG0009314	LOC109414278	ADIR003747
OG0009315	LOC109414393	ADIR010222
OG0009316	LOC109424072	ADIR008479
OG0009317	LOC109424152	ADIR001564
OG0009318	LOC109425902, LOC134288337, LOC134292164, LOC134290926, LOC134284655, LOC115270415	ADIR014935
OG0009319	LOC109426613	ADIR008670
OG0009320	LOC109429095	ADIR006551
OG0009323	LOC109430855	ADIR007885
OG0009325	LOC109432827	ADIR004474
OG0009326	LOC109622511	ADIR007095
OG0009327	LOC109622538	ADIR007049
OG0009328	LOC109623020	ADIR008422
OG0009334	LOC115262247	ADIR004636
OG0009335	LOC134287856	ADIR008298
OG0009336	LOC115265463	ADIR010209
OG0009337	LOC115267424	ADIR005202
OG0009342	LOC134284465	ADIR002741
OG0009343	LOC134285143	ADIR015493
OG0009350	LOC134290723	ADIR003685
OG0009350	LOC134289484	ADIR009713, ADIR005589, ADIR008875, ADIR009715, ADIR005585
OG0009387	LOC109415485	ADIR002666
OG0009388	LOC109416755	ADIR010611
OG0009391	LOC109409549	ADIR010124
OG0009392	LOC109400448	ADIR005656
OG0009393	LOC109405386	ADIR000089
OG0009395	LOC115253681	ADIR005044
OG0009405	LOC109621484	ADIR002151
OG0009406	LOC109407693	ADIR002147
OG0009408	LOC109421758	ADIR007306
OG0009409	LOC109406346	ADIR000947
OG0009412	LOC109429927	ADIR014498
OG0009413	LOC109429890	ADIR005952
OG0009414	LOC109429550	ADIR014495
OG0009415	LOC109429541	ADIR015880
OG0009417	LOC109426489	ADIR001811
OG0009418	LOC115267810	ADIR016132
OG0009429	LOC109414924	ADIR009451
OG0009430	LOC109418958	ADIR016212
OG0009431	LOC109413015	ADIR007244
OG0009436	LOC109408350	ADIR007157
OG0009438	LOC109427680	ADIR010625
OG0009440	LOC109408126	ADIR000759
OG0009441	LOC109408121	ADIR000753
OG0009442	LOC109419060	ADIR000748
OG0009443	LOC115265693	ADIR007936
OG0009444	LOC109426670	ADIR003860
OG0009445	LOC109426651	ADIR003883
OG0009447	LOC109431726	ADIR008649
OG0009448	LOC109407727	ADIR011150
OG0009456	LOC109398829	ADIR003505
OG0009458	LOC109421343	ADIR005967
OG0009459	LOC109403184	ADIR005271
OG0009461	LOC115254015	ADIR006318
OG0009467	LOC109404027	ADIR005465
OG0009470	LOC109416867	ADIR008427
OG0009472	LOC109425700	ADIR016137
OG0009474	LOC109420715	ADIR011336
OG0009476	LOC115255134	ADIR004870
OG0009480	LOC109401961	ADIR003164
OG0009481	LOC109411428	ADIR011618
OG0009487	LOC134290006	ADIR001244
OG0009488	LOC134287541	ADIR010646
OG0009490	LOC109409921	ADIR010818
OG0009496	LOC109427769	ADIR003962
OG0009499	LOC109406059	ADIR014721
OG0009500	LOC109425144	ADIR010994
OG0009501	LOC115257096	ADIR003224
OG0009504	LOC134291441	ADIR014791
OG0009505	LOC109430499	ADIR015952
OG0009507	LOC109406932	ADIR008510
OG0009511	LOC109404021	ADIR015982
OG0009512	LOC109412134	ADIR006488
OG0009515	LOC115264182	ADIR009067
OG0009516	LOC115257293	ADIR003280
OG0009517	LOC109411503	ADIR010364
OG0009519	LOC109397340	ADIR006926
OG0009520	LOC109420248	ADIR004281
OG0009521	LOC134287044	ADIR001677
OG0009522	LOC109428976	ADIR004514
OG0009523	LOC109428974	ADIR004515
OG0009524	LOC109429736	ADIR014509
OG0009526	LOC109414622	ADIR002988
OG0009528	LOC115265375	ADIR007777
OG0009533	LOC109410666	ADIR011547
OG0009535	LOC115262292	ADIR010021
OG0009539	LOC109422819	ADIR015864
OG0009540	LOC109398884	ADIR003523
OG0009541	LOC134287714	ADIR011256
OG0009542	LOC109401538	ADIR000296
OG0009544	LOC109418448	ADIR015782
OG0009545	LOC134291603, LOC115262662	ADIR016171
