Orthogroup	Aalbopictus_AalbF5	AstephensiUCISS2018
OG0008185	LOC109432069	ASTEI20_042207
OG0008186	LOC109432047	ASTEI20_034220
OG0008187	LOC109432038	ASTEI20_039585
OG0008188	LOC109420325	ASTEI20_044359
OG0008189	LOC109406421	ASTEI20_035879
OG0008191	LOC109623012	ASTEI20_041500
OG0008193	LOC134283908	ASTEI20_038159
OG0008194	LOC115270153	ASTEI20_033659
OG0008195	LOC109414872	ASTEI20_041670
OG0008196	LOC109413469	ASTEI20_044233
OG0008197	LOC109414878	ASTEI20_044902
OG0008198	LOC109410801	ASTEI20_033847
OG0008199	LOC109405429	ASTEI20_046096
OG0008200	LOC109415927	ASTEI20_034584
OG0008201	LOC109415925	ASTEI20_045143
OG0008202	LOC109405405	ASTEI20_034031
OG0008203	LOC109408289	ASTEI20_037636
OG0008204	LOC109405409	ASTEI20_043017
OG0008205	LOC109420241	ASTEI20_040886
OG0008206	LOC109420256	ASTEI20_042538
OG0008207	LOC134287963	ASTEI20_040685
OG0008208	LOC109407851	ASTEI20_045136
OG0008209	LOC109428935	ASTEI20_038465
OG0008210	LOC109621977	ASTEI20_033850
OG0008211	LOC115264941	ASTEI20_039443
OG0008212	LOC109621961	ASTEI20_046172
OG0008213	LOC115253453	ASTEI20_036846
OG0008214	LOC109429677	ASTEI20_037554
OG0008215	LOC109406546	ASTEI20_043936
OG0008216	LOC109429707	ASTEI20_033432
OG0008217	LOC109424818	ASTEI20_040217
OG0008218	LOC109424826	ASTEI20_039360
OG0008219	LOC109424828	ASTEI20_043396
OG0008220	LOC109414621	ASTEI20_039037
OG0008221	LOC115267827	ASTEI20_032662
OG0008222	LOC134289652	ASTEI20_033109
OG0008223	LOC115267837	ASTEI20_045360
OG0008224	LOC115266664	ASTEI20_045326
OG0008225	LOC109409657	ASTEI20_042359
OG0008226	LOC109409688	ASTEI20_035713
OG0008227	LOC109409663	ASTEI20_043385
OG0008228	LOC115265367	ASTEI20_044715
OG0008229	LOC115265364, LOC109406061	ASTEI20_042935
OG0008230	LOC109406060	ASTEI20_030958
OG0008232	LOC109409654	ASTEI20_043700
OG0008233	LOC109415779	ASTEI20_040681
OG0008234	LOC109423719	ASTEI20_044772
OG0008235	LOC109423643	ASTEI20_030820
OG0008236	LOC109415338	ASTEI20_033646
OG0008237	LOC109415339	ASTEI20_034437
OG0008238	LOC109415782	ASTEI20_031400
OG0008239	LOC115254178	ASTEI20_037438
OG0008240	LOC115263724	ASTEI20_042578
OG0008241	LOC109431959	ASTEI20_033055
OG0008242	LOC115260243	ASTEI20_040165
OG0008243	LOC109419680	ASTEI20_042616
OG0008244	LOC109411286	ASTEI20_041081
OG0008245	LOC109419128	ASTEI20_032505
OG0008247	LOC115261548	ASTEI20_038058
OG0008248	LOC115255108	ASTEI20_040279
OG0008249	LOC109419134	ASTEI20_039605
OG0008250	LOC109400994	ASTEI20_038791
OG0008251	LOC109400980	ASTEI20_038812
OG0008252	LOC109433502	ASTEI20_032099
OG0008253	LOC115254171	ASTEI20_034897
OG0008254	LOC134287788	ASTEI20_041645
OG0008255	LOC109421034	ASTEI20_034961
OG0008256	LOC109407584	ASTEI20_037920
OG0008257	LOC109425911	ASTEI20_035126
OG0008258	LOC109406116	ASTEI20_031595
OG0008259	LOC115261213	ASTEI20_035002
OG0008260	LOC109422513	ASTEI20_038528
OG0008261	LOC109422007	ASTEI20_041193
OG0008262	LOC109406121	ASTEI20_031015
OG0008263	LOC109406142	ASTEI20_044365
OG0008264	LOC109416136, LOC109397922	ASTEI20_034713
OG0008265	LOC109402100	ASTEI20_038438
OG0008266	LOC109402109	ASTEI20_039118
OG0008267	LOC109425682	ASTEI20_040502
OG0008268	LOC115258911	ASTEI20_041971
OG0008269	LOC109429390	ASTEI20_037116
OG0008270	LOC109621356	ASTEI20_036892
OG0008271	LOC109433376	ASTEI20_034913
OG0008272	LOC109400933, LOC109422793	ASTEI20_041516
OG0008274	LOC109423013	ASTEI20_032367
OG0008275	LOC134291575	ASTEI20_041769
OG0008276	LOC109429175	ASTEI20_034847
OG0008277	LOC109398834	ASTEI20_040452
OG0008278	LOC115260368, LOC109424001	ASTEI20_042913
OG0008279	LOC109421097	ASTEI20_031077
OG0008280	LOC109401563	ASTEI20_035523
OG0008281	LOC109419965	ASTEI20_042763
OG0008282	LOC115264652	ASTEI20_034567
OG0008283	LOC109419964	ASTEI20_039512
OG0008284	LOC109412618	ASTEI20_039209
OG0008285	LOC109621685	ASTEI20_033250
OG0008286	LOC109402818	ASTEI20_033164
OG0008287	LOC115264125	ASTEI20_044877
OG0008288	LOC109416812	ASTEI20_035997
OG0008289	LOC109421942	ASTEI20_037431
OG0008290	LOC109418444	ASTEI20_045620
OG0008291	LOC109432666	ASTEI20_042901
OG0008292	LOC109426175	ASTEI20_045063
OG0008293	LOC115263432	ASTEI20_036111
OG0008294	LOC109427107	ASTEI20_031129
OG0008295	LOC109400184	ASTEI20_039792
OG0008296	LOC109431948	ASTEI20_037444
OG0008298	LOC115262576	ASTEI20_042585
OG0008299	LOC109415667	ASTEI20_038447
OG0008300	LOC109415674	ASTEI20_042606
OG0008301	LOC109413687	ASTEI20_035402
OG0008303	LOC109426226	ASTEI20_044808
OG0008304	LOC109426243	ASTEI20_037942
OG0008305	LOC109426228	ASTEI20_032588
OG0008306	LOC134284013, LOC109424052	ASTEI20_033820
OG0008307	LOC109425248	ASTEI20_033072
OG0008308	LOC109422557	ASTEI20_036591
OG0008309	LOC109425249	ASTEI20_034966
OG0008310	LOC109418312	ASTEI20_043062, ASTEI20_042625
OG0008311	LOC109427872	ASTEI20_034817
OG0008312	LOC109428095	ASTEI20_045567
OG0008314	LOC109416234	ASTEI20_037303
OG0008315	LOC109427051	ASTEI20_036200
OG0008316	LOC109408913	ASTEI20_045199
OG0008317	LOC115261967	ASTEI20_033953
OG0008318	LOC109414189	ASTEI20_033598
OG0008319	LOC109414063	ASTEI20_045423
OG0008320	LOC109414062	ASTEI20_044383
OG0008321	LOC109407329	ASTEI20_039956
OG0008322	LOC109421638	ASTEI20_045089
OG0008323	LOC109405170	ASTEI20_045909
OG0008325	LOC109402498	ASTEI20_041479
OG0008326	LOC115254161	ASTEI20_031581
OG0008327	LOC109399404	ASTEI20_039252
OG0008328	LOC109421807	ASTEI20_045003
OG0008329	LOC109421805	ASTEI20_044018
OG0008331	LOC109404628	ASTEI20_040651
OG0008332	LOC109404638	ASTEI20_035114
OG0008333	LOC109398080, LOC115255804	ASTEI20_034338
OG0008334	LOC109418985	ASTEI20_031745
OG0008335	LOC109398194	ASTEI20_045486
OG0008336	LOC109398638	ASTEI20_035818
OG0008338	LOC109398295	ASTEI20_032712
OG0008339	LOC109420401	ASTEI20_039265
OG0008340	LOC109422747	ASTEI20_044855
OG0008341	LOC109431878	ASTEI20_030831
OG0008342	LOC109422753	ASTEI20_032281
OG0008343	LOC109426592	ASTEI20_039759
OG0008344	LOC109426582	ASTEI20_032596
OG0008345	LOC109426587	ASTEI20_036228
OG0008346	LOC109426594	ASTEI20_045714
OG0008347	LOC109426580	ASTEI20_033225
OG0008348	LOC109427172	ASTEI20_041739
OG0008349	LOC109406569	ASTEI20_034154
OG0008350	LOC109418792	ASTEI20_035167
OG0008351	LOC109417077	ASTEI20_034417
OG0008352	LOC109418820	ASTEI20_033294
OG0008353	LOC109415077	ASTEI20_035952
OG0008354	LOC109427511	ASTEI20_041392
OG0008355	LOC109414171	ASTEI20_042099
OG0008357	LOC109423330	ASTEI20_036431
OG0008358	LOC115253617	ASTEI20_045474
OG0008359	LOC109421076	ASTEI20_037503
OG0008360	LOC109431922	ASTEI20_041563
OG0008363	LOC109408342	ASTEI20_045892
OG0008364	LOC109405483	ASTEI20_045013
OG0008365	LOC115261023	ASTEI20_038632
OG0008366	LOC109430153	ASTEI20_031945
OG0008367	LOC109398865	ASTEI20_033265
OG0008368	LOC115261357	ASTEI20_036429
OG0008369	LOC109414114	ASTEI20_035624
OG0008370	LOC109417347	ASTEI20_035975
OG0008371	LOC109421885	ASTEI20_034351
OG0008372	LOC109426916, LOC115262587	ASTEI20_038425
OG0008373	LOC109621238, LOC134284212	ASTEI20_040832
OG0008375	LOC109403201	ASTEI20_036858
OG0008376	LOC109431741	ASTEI20_041457
OG0008377	LOC115262664	ASTEI20_042477
OG0008378	LOC109415663	ASTEI20_035175
OG0008380	LOC109416385	ASTEI20_042398
OG0008381	LOC115267359	ASTEI20_044976
OG0008382	LOC115267392, LOC109416386	ASTEI20_031619
OG0008383	LOC109409126	ASTEI20_037345
OG0008384	LOC109409128	ASTEI20_041032
OG0008385	LOC109421536	ASTEI20_038581
OG0008386	LOC109421526	ASTEI20_044191
OG0008388	LOC109397534	ASTEI20_042803
OG0008389	LOC109432811	ASTEI20_038709
OG0008390	LOC109420077	ASTEI20_042889
OG0008391	LOC109416622	ASTEI20_041424
OG0008394	LOC109417534, LOC115263026	ASTEI20_031612
OG0008396	LOC109400368	ASTEI20_042984
OG0008397	LOC109408857	ASTEI20_043940
OG0008398	LOC109414711	ASTEI20_042546
OG0008399	LOC115253452	ASTEI20_041367
OG0008400	LOC109407536	ASTEI20_044972
OG0008401	LOC109422586	ASTEI20_033821
OG0008402	LOC109425150	ASTEI20_035866
OG0008403	LOC109425147	ASTEI20_040101
OG0008404	LOC115255815	ASTEI20_042393
OG0008405	LOC109417714	ASTEI20_034752
OG0008406	LOC109408290	ASTEI20_038540
OG0008407	LOC109430375	ASTEI20_045126
OG0008408	LOC109411129	ASTEI20_043150
OG0008409	LOC109407255	ASTEI20_041244
OG0008410	LOC134287981	ASTEI20_031713
OG0008411	LOC109417417	ASTEI20_034364
OG0008412	LOC134287979	ASTEI20_042337
OG0008413	LOC109424110	ASTEI20_045752
OG0008414	LOC115254562	ASTEI20_040619
OG0008415	LOC109431142	ASTEI20_037281
OG0008416	LOC109407679	ASTEI20_034703
OG0008417	LOC109622871	ASTEI20_038883
OG0008418	LOC109411713	ASTEI20_038508
OG0008419	LOC134287325	ASTEI20_033883
OG0008420	LOC109397180	ASTEI20_042016
OG0008421	LOC109432080	ASTEI20_043200
OG0008422	LOC109408223	ASTEI20_041320
OG0008423	LOC109408413, LOC109408414	ASTEI20_038989, ASTEI20_041116
OG0008425	LOC109422686	ASTEI20_035726
OG0008426	LOC109401125	ASTEI20_030810
OG0008427	LOC115258266	ASTEI20_043123
OG0008428	LOC109406360	ASTEI20_032897
OG0008429	LOC109416096	ASTEI20_045566
OG0008430	LOC109433512	ASTEI20_040421
OG0008431	LOC109433481	ASTEI20_042258
OG0008432	LOC109411740	ASTEI20_036405
OG0008433	LOC109401205	ASTEI20_040687
OG0008434	LOC109401317	ASTEI20_044906
OG0008435	LOC109401273	ASTEI20_039194
OG0008436	LOC109427066	ASTEI20_045757
OG0008437	LOC115255347	ASTEI20_036053
OG0008438	LOC109417701	ASTEI20_042975
OG0008439	LOC109622844	ASTEI20_035598
OG0008440	LOC109621841	ASTEI20_034740
OG0008442	LOC109427498	ASTEI20_036346
OG0008444	LOC109415649	ASTEI20_036686
OG0008445	LOC115267879	ASTEI20_045539
OG0008446	LOC109416672	ASTEI20_039064
OG0008447	LOC115261841	ASTEI20_032396
OG0008448	LOC115255725	ASTEI20_045324
OG0008449	LOC109401932	ASTEI20_030986
OG0008450	LOC109414682	ASTEI20_038621
OG0008451	LOC134284148	ASTEI20_032847
OG0008452	LOC134289724	ASTEI20_037400
OG0008453	LOC109414557	ASTEI20_035270
OG0008454	LOC109426343	ASTEI20_034608
OG0008455	LOC109406105	ASTEI20_038630
OG0008456	LOC115268884	ASTEI20_031226
OG0008457	LOC109407238	ASTEI20_033466
OG0008458	LOC115258092	ASTEI20_036790
OG0008459	LOC109409759	ASTEI20_034989
OG0008460	LOC109432131	ASTEI20_045167
OG0008461	LOC109401336	ASTEI20_042910
OG0008462	LOC109402340	ASTEI20_045907
OG0008463	LOC115265342	ASTEI20_045794
OG0008464	LOC109409995	ASTEI20_044112
OG0008465	LOC109432989	ASTEI20_042043
OG0008466	LOC109419991	ASTEI20_031932
OG0008467	LOC109402074	ASTEI20_036441
OG0008468	LOC109427331	ASTEI20_045328
OG0008469	LOC109431251	ASTEI20_043494
OG0008470	LOC109420152	ASTEI20_044150
OG0008471	LOC109423237	ASTEI20_043006
OG0008472	LOC109416850	ASTEI20_045972
OG0008474	LOC109622400	ASTEI20_033555
OG0008475	LOC109622582	ASTEI20_032392
OG0008476	LOC109409075	ASTEI20_037678
OG0008478	LOC109433591	ASTEI20_037162
OG0008479	LOC109426840	ASTEI20_036428
OG0008480	LOC109424156	ASTEI20_040388
OG0008481	LOC109621965	ASTEI20_041433
OG0008483	LOC115255161	ASTEI20_040744
OG0008484	LOC109420740	ASTEI20_031110
OG0008485	LOC109414727	ASTEI20_037366
OG0008486	LOC109429984	ASTEI20_041877
OG0008487	LOC109411105	ASTEI20_039159
OG0008488	LOC109408244	ASTEI20_030950
OG0008489	LOC109408169	ASTEI20_032488
OG0008490	LOC109398831	ASTEI20_034672
OG0008491	LOC109429204	ASTEI20_034166
OG0008492	LOC109428255	ASTEI20_032204
OG0008493	LOC109409697	ASTEI20_034032
OG0008494	LOC115258883	ASTEI20_043174
OG0008495	LOC109411236	ASTEI20_045296
OG0008496	LOC109404499	ASTEI20_045733
OG0008497	LOC109404483	ASTEI20_037398
OG0008498	LOC109413098	ASTEI20_035443
OG0008499	LOC109418514, LOC109413087	ASTEI20_036794
OG0008500	LOC115257693	ASTEI20_041398
OG0008501	LOC115257884	ASTEI20_038789
OG0008502	LOC115257525	ASTEI20_042385
OG0008503	LOC109428993	ASTEI20_034868
OG0008504	LOC109428992	ASTEI20_035034
OG0008505	LOC109430866	ASTEI20_043325
OG0008506	LOC109408437	ASTEI20_044253
OG0008507	LOC109408423	ASTEI20_043141
OG0008508	LOC109408441	ASTEI20_042161
OG0008509	LOC109419378	ASTEI20_034025
OG0008510	LOC109419354	ASTEI20_039338
OG0008511	LOC109419377	ASTEI20_033318
OG0008512	LOC109408442	ASTEI20_043149
OG0008513	LOC109426169	ASTEI20_038065
OG0008514	LOC109418767, LOC109406490	ASTEI20_037603
OG0008515	LOC115270006, LOC115270025	ASTEI20_040026
OG0008516	LOC109404371	ASTEI20_037842
OG0008517	LOC109622784	ASTEI20_039811
OG0008518	LOC109417988	ASTEI20_043897
OG0008519	LOC109404973	ASTEI20_036330
OG0008520	LOC134287927	ASTEI20_035684
OG0008521	LOC134287924	ASTEI20_045170
OG0008522	LOC134287918	ASTEI20_044720
OG0008523	LOC109411450	ASTEI20_035581
OG0008524	LOC109405712	ASTEI20_043367
OG0008525	LOC109429157	ASTEI20_034051
OG0008526	LOC109398879	ASTEI20_040407
OG0008528	LOC109426834	ASTEI20_034447
OG0008529	LOC109417877	ASTEI20_040417
OG0008530	LOC109621465	ASTEI20_045963
OG0008531	LOC109621463	ASTEI20_042953
OG0008532	LOC109399857	ASTEI20_041062
OG0008533	LOC109408031	ASTEI20_036224
OG0008534	LOC115253635	ASTEI20_034164
OG0008535	LOC109408032	ASTEI20_040167
OG0008536	LOC109433105	ASTEI20_045302
OG0008537	LOC109433066	ASTEI20_045162
OG0008538	LOC109411250	ASTEI20_035688
OG0008539	LOC109433049	ASTEI20_043550
OG0008540	LOC109416702	ASTEI20_036633
OG0008541	LOC109405114	ASTEI20_046028
OG0008542	LOC115269374	ASTEI20_036384
OG0008543	LOC115269373	ASTEI20_036997
OG0008544	LOC109401170	ASTEI20_037662, ASTEI20_043658
OG0008545	LOC109432457	ASTEI20_045809
OG0008546	LOC109621638	ASTEI20_037808
OG0008547	LOC109410611	ASTEI20_039767
OG0008548	LOC109428053	ASTEI20_045050
OG0008549	LOC109397735	ASTEI20_032009
OG0008550	LOC109399564	ASTEI20_035531
OG0008551	LOC109399552	ASTEI20_033835
OG0008552	LOC109431502	ASTEI20_042260
OG0008554	LOC109402341	ASTEI20_045552
OG0008555	LOC109413944	ASTEI20_039587
OG0008556	LOC115264094	ASTEI20_037902
OG0008557	LOC109420003	ASTEI20_032701
OG0008558	LOC109405844	ASTEI20_044028
OG0008559	LOC109431704	ASTEI20_034790
OG0008560	LOC115267506	ASTEI20_036576
OG0008561	LOC109398018	ASTEI20_038477
OG0008563	LOC115259770	ASTEI20_032047
OG0008564	LOC109401872	ASTEI20_031440
OG0008565	LOC109422358	ASTEI20_035892
OG0008566	LOC109622208	ASTEI20_042783
OG0008567	LOC109418266	ASTEI20_038367
OG0008568	LOC109397789	ASTEI20_032578
OG0008569	LOC109422621	ASTEI20_039148
OG0008570	LOC109412880	ASTEI20_037389
OG0008571	LOC109431049	ASTEI20_034122
OG0008572	LOC109431051	ASTEI20_041454
OG0008573	LOC109407805	ASTEI20_034341
OG0008574	LOC109411563	ASTEI20_032759
OG0008575	LOC109397808	ASTEI20_034076
OG0008576	LOC109422118	ASTEI20_037614
OG0008577	LOC109406738	ASTEI20_032465
OG0008578	LOC115268955	ASTEI20_040297
OG0008579	LOC109411936	ASTEI20_041964
OG0008580	LOC109406739	ASTEI20_044154
OG0008581	LOC109420866	ASTEI20_045070
OG0008582	LOC109425389	ASTEI20_038426
OG0008583	LOC109412875	ASTEI20_031074
OG0008584	LOC109412868	ASTEI20_035488
OG0008585	LOC109417810	ASTEI20_043813
OG0008586	LOC109426770	ASTEI20_035336
OG0008587	LOC109417617	ASTEI20_041623
OG0008588	LOC109417813	ASTEI20_038082
OG0008589	LOC109400092	ASTEI20_036518
OG0008590	LOC115254326, LOC109621241	ASTEI20_037056
OG0008591	LOC115254371	ASTEI20_034762
OG0008592	LOC115254252	ASTEI20_044732, ASTEI20_039985
OG0008593	LOC109423116	ASTEI20_043349
OG0008594	LOC109425466	ASTEI20_039254
OG0008595	LOC109430680	ASTEI20_039949
OG0008596	LOC109399247	ASTEI20_035178
OG0008597	LOC109429053	ASTEI20_038571
OG0008598	LOC134288147	ASTEI20_041743
OG0008599	LOC109433555	ASTEI20_036934
OG0008600	LOC115254099	ASTEI20_035193
OG0008601	LOC109401411	ASTEI20_038809
OG0008602	LOC109401398	ASTEI20_044065
OG0008603	LOC109412312	ASTEI20_039125
OG0008604	LOC109422562	ASTEI20_041965
OG0008605	LOC109412306	ASTEI20_041026
OG0008606	LOC109431998	ASTEI20_039505
OG0008607	LOC109416254	ASTEI20_031903
OG0008608	LOC109416265	ASTEI20_036832
OG0008609	LOC109405621	ASTEI20_045525
OG0008610	LOC109418572	ASTEI20_034352
OG0008611	LOC115254901	ASTEI20_042834
OG0008612	LOC109416537	ASTEI20_043615
OG0008613	LOC109425771	ASTEI20_037599
OG0008614	LOC109407507	ASTEI20_043862
OG0008615	LOC109423293	ASTEI20_037799
OG0008616	LOC115265635	ASTEI20_040558
OG0008617	LOC109416261	ASTEI20_044420
OG0008618	LOC109431580	ASTEI20_043895
OG0008619	LOC109408691	ASTEI20_038054
OG0008621	LOC109403054	ASTEI20_036066
OG0008622	LOC109416353	ASTEI20_044555
OG0008623	LOC109416357	ASTEI20_042000
OG0008624	LOC109416387, LOC109430030	ASTEI20_032515
OG0008625	LOC109424641	ASTEI20_037727
OG0008626	LOC109430715	ASTEI20_036176
OG0008627	LOC109430733	ASTEI20_044807
OG0008628	LOC115261525	ASTEI20_031930
OG0008629	LOC115264135	ASTEI20_045637
OG0008630	LOC109406512	ASTEI20_037037
OG0008631	LOC109423316	ASTEI20_033084
OG0008632	LOC109398617	ASTEI20_046082
OG0008633	LOC115270043	ASTEI20_043131
OG0008634	LOC109424608	ASTEI20_036179
OG0008635	LOC109405163	ASTEI20_031544
OG0008636	LOC109401281	ASTEI20_034248
OG0008637	LOC109413598	ASTEI20_040712
OG0008638	LOC109402650	ASTEI20_032896
OG0008639	LOC109403606	ASTEI20_033391
OG0008640	LOC109409724	ASTEI20_034854
OG0008641	LOC109401330	ASTEI20_033862
OG0008642	LOC109401534	ASTEI20_045101
OG0008643	LOC109425735	ASTEI20_040620
OG0008644	LOC109401545	ASTEI20_033161
OG0008645	LOC109421490	ASTEI20_030836
OG0008646	LOC109409183	ASTEI20_036761
OG0008647	LOC109399517	ASTEI20_036173
OG0008648	LOC109419580	ASTEI20_039553
OG0008649	LOC115265602	ASTEI20_034173
OG0008650	LOC109622706	ASTEI20_044074
OG0008651	LOC115268680	ASTEI20_033654
OG0008652	LOC109401290	ASTEI20_033565
OG0008653	LOC109401316	ASTEI20_045575
OG0008654	LOC109409303	ASTEI20_033625
OG0008655	LOC115263731	ASTEI20_042362
OG0008656	LOC109432126	ASTEI20_038520
OG0008657	LOC109402816	ASTEI20_038155
OG0008658	LOC109401487	ASTEI20_038714
OG0008659	LOC109403237	ASTEI20_037352
OG0008660	LOC109402742	ASTEI20_032675
OG0008661	LOC109403234	ASTEI20_040838
OG0008662	LOC109398676	ASTEI20_045000
OG0008664	LOC109622449	ASTEI20_045195
OG0008665	LOC109403647	ASTEI20_041796
OG0008666	LOC109413056	ASTEI20_033003
OG0008669	LOC115266850	ASTEI20_031305
OG0008670	LOC109622114	ASTEI20_033046
OG0008671	LOC109419691	ASTEI20_031893
OG0008672	LOC115262712	ASTEI20_042020
OG0008673	LOC109420734	ASTEI20_039384
OG0008674	LOC109421775	ASTEI20_038297
OG0008675	LOC109416013	ASTEI20_041306
OG0008676	LOC115254081	ASTEI20_031398
OG0008677	LOC109621925	ASTEI20_031014
OG0008678	LOC109408683	ASTEI20_033166
OG0008680	LOC115265614	ASTEI20_043873
OG0008681	LOC109417635	ASTEI20_030834
OG0008682	LOC109397818	ASTEI20_043747
OG0008683	LOC109425050	ASTEI20_044640
OG0008684	LOC109412721	ASTEI20_042257
OG0008685	LOC109411862	ASTEI20_038021
OG0008686	LOC109400453, LOC134287343	ASTEI20_042268
OG0008687	LOC109408301	ASTEI20_039433
OG0008688	LOC109415105	ASTEI20_039451
OG0008689	LOC109407039	ASTEI20_030949
OG0008690	LOC109415110	ASTEI20_039398
OG0008691	LOC109431177	ASTEI20_042760
OG0008692	LOC109431186	ASTEI20_041655
OG0008693	LOC109424226	ASTEI20_035971
OG0008694	LOC109426220	ASTEI20_035241
OG0008695	LOC109412673	ASTEI20_036699
OG0008696	LOC109399056	ASTEI20_040626
OG0008697	LOC115257908	ASTEI20_031220
OG0008698	LOC109401430	ASTEI20_038680
OG0008699	LOC109417025	ASTEI20_033111
OG0008700	LOC109416886	ASTEI20_033370
OG0008701	LOC109428885	ASTEI20_043161
OG0008702	LOC115261072	ASTEI20_044955
OG0008703	LOC109415140	ASTEI20_045346
OG0008704	LOC109422854	ASTEI20_044868
OG0008706	LOC109412819	ASTEI20_035864
OG0008707	LOC109426933	ASTEI20_043976
OG0008708	LOC115265295	ASTEI20_039563
OG0008709	LOC109400677	ASTEI20_037351
OG0008710	LOC109400679	ASTEI20_037606
OG0008711	LOC109412042	ASTEI20_040344
OG0008713	LOC109411277	ASTEI20_040906
OG0008714	LOC109421944	ASTEI20_034466
OG0008715	LOC109404509	ASTEI20_042745
OG0008716	LOC109416180	ASTEI20_040250
OG0008717	LOC109416185	ASTEI20_037628
OG0008718	LOC109406293	ASTEI20_045945
OG0008720	LOC115255773	ASTEI20_033079
OG0008721	LOC109428009, LOC109418238	ASTEI20_038875
OG0008722	LOC109621915	ASTEI20_036646
OG0008723	LOC109428359	ASTEI20_045223
OG0008724	LOC109415224	ASTEI20_031283
OG0008725	LOC109407903	ASTEI20_034522
OG0008726	LOC109401282	ASTEI20_035339
OG0008727	LOC109414179	ASTEI20_041008
OG0008728	LOC109433159	ASTEI20_045777
OG0008729	LOC115263794	ASTEI20_038282
OG0008730	LOC109405774	ASTEI20_032213
OG0008732	LOC109426544	ASTEI20_033866
OG0008733	LOC109623147	ASTEI20_036527
OG0008735	LOC109430133	ASTEI20_032682
OG0008736	LOC109623400	ASTEI20_035426
OG0008737	LOC109429618	ASTEI20_032186
OG0008738	LOC109409838	ASTEI20_043764
OG0008739	LOC109411146	ASTEI20_032880
OG0008740	LOC109408206	ASTEI20_044358
OG0008742	LOC109411133	ASTEI20_033554
OG0008743	LOC109411138	ASTEI20_033685
OG0008744	LOC109402436	ASTEI20_045959
OG0008745	LOC109405470	ASTEI20_042794
OG0008746	LOC109402450	ASTEI20_034943
OG0008747	LOC109419092	ASTEI20_040443
OG0008748	LOC134284272	ASTEI20_035458
OG0008749	LOC134291611	ASTEI20_036065
OG0008750	LOC109412510	ASTEI20_043138
OG0008751	LOC109399854	ASTEI20_039462
OG0008752	LOC115253603	ASTEI20_039225
OG0008753	LOC109406157	ASTEI20_036966
OG0008754	LOC109401778	ASTEI20_036650
OG0008755	LOC109406137	ASTEI20_033558
OG0008756	LOC109401784	ASTEI20_041715
OG0008757	LOC109406136	ASTEI20_045710
OG0008758	LOC109406160	ASTEI20_031804
OG0008759	LOC109406135	ASTEI20_031940
OG0008760	LOC109401782	ASTEI20_039879
OG0008761	LOC115253473	ASTEI20_037445
OG0008762	LOC115267166	ASTEI20_040272
