Orthogroup	Aalbopictus_AalbF5	CquinquefasciatusJHB2020
OG0007683	LOC109430809	CQUJHB015507
OG0007684	LOC109407640	CQUJHB001836
OG0007685	LOC109422942	CQUJHB015238
OG0007686	LOC109427703	CQUJHB015575
OG0007687	LOC109397310, LOC109423182	CQUJHB010304
OG0007688	LOC109423294	CQUJHB009324
OG0007689	LOC109414157	CQUJHB003663
OG0007690	LOC109409693	CQUJHB012466
OG0007691	LOC109415811	CQUJHB016869
OG0007692	LOC109409851	CQUJHB016013
OG0007694	LOC109420024	CQUJHB006230
OG0007695	LOC109411730	CQUJHB003623
OG0007696	LOC109420110	CQUJHB007136
OG0007697	LOC109431130	CQUJHB015289
OG0007698	LOC109421520	CQUJHB017307
OG0007699	LOC109398209	CQUJHB005570
OG0007700	LOC109418830	CQUJHB008563
OG0007701	LOC109415238	CQUJHB017440
OG0007702	LOC109408361	CQUJHB008252
OG0007703	LOC109412806	CQUJHB017053
OG0007704	LOC109413486	CQUJHB006588
OG0007705	LOC109422441	CQUJHB012635
OG0007706	LOC109397298	CQUJHB004204
OG0007707	LOC115266109	CQUJHB015624
OG0007708	LOC109420404	CQUJHB002353
OG0007709	LOC109403070	CQUJHB017209
OG0007710	LOC109430282	CQUJHB000582
OG0007711	LOC109431107	CQUJHB001367
OG0007712	LOC115265418	CQUJHB017872
OG0007713	LOC109418655	CQUJHB018081
OG0007714	LOC109405312	CQUJHB000901
OG0007715	LOC109408294	CQUJHB017349
OG0007716	LOC109414103	CQUJHB000041
OG0007717	LOC109408287	CQUJHB000551
OG0007718	LOC109424638, LOC134284319	CQUJHB017111
OG0007719	LOC109412527	CQUJHB005730
OG0007720	LOC109398055	CQUJHB013125
OG0007721	LOC109407990	CQUJHB007790
OG0007722	LOC109416253	CQUJHB016709
OG0007723	LOC109414250	CQUJHB015629
OG0007724	LOC109418842	CQUJHB016298
OG0007725	LOC109429575	CQUJHB013312
OG0007726	LOC109428426	CQUJHB017821
OG0007727	LOC115256469, LOC109406978	CQUJHB011301
OG0007728	LOC109622837	CQUJHB008745
OG0007729	LOC109423651	CQUJHB013785
OG0007730	LOC109397236	CQUJHB004567
OG0007731	LOC109407357	CQUJHB008029
OG0007732	LOC109415477	CQUJHB011356
OG0007733	LOC109426682	CQUJHB001888
OG0007734	LOC109411065	CQUJHB017953
OG0007735	LOC115256148	CQUJHB008139
OG0007736	LOC109427093	CQUJHB018181
OG0007737	LOC109405808	CQUJHB017471
OG0007738	LOC109407565	CQUJHB010958
OG0007739	LOC109403341	CQUJHB012258
OG0007740	LOC109412405	CQUJHB009469
OG0007741	LOC109415665	CQUJHB009701
OG0007742	LOC109424976	CQUJHB010440
OG0007743	LOC109401876	CQUJHB010746
OG0007744	LOC109418769	CQUJHB006706
OG0007745	LOC109401225	CQUJHB009352
OG0007746	LOC109426664	CQUJHB010399
OG0007747	LOC109400761	CQUJHB018413
OG0007748	LOC109409472	CQUJHB006365
OG0007749	LOC115259568, LOC109419799	CQUJHB002794
OG0007750	LOC109622975	CQUJHB017452
OG0007751	LOC109411339	CQUJHB000377
OG0007752	LOC109414104, LOC115256060	CQUJHB014778
OG0007753	LOC109422780	CQUJHB010591
OG0007754	LOC109419762	CQUJHB004323
OG0007755	LOC109419974	CQUJHB017271
OG0007756	LOC109417173, LOC115267873	CQUJHB000774
OG0007757	LOC109401910	CQUJHB008051
OG0007758	LOC109408452	CQUJHB009706
OG0007759	LOC109398700	CQUJHB000230
OG0007760	LOC109423308	CQUJHB014433
OG0007761	LOC109410019	CQUJHB016944
OG0007762	LOC109424060	CQUJHB004729
OG0007763	LOC109418093	CQUJHB002099
OG0007764	LOC109398214	CQUJHB007298
OG0007765	LOC109407544	CQUJHB010059
OG0007766	LOC109428455, LOC109422166	CQUJHB005051
OG0007767	LOC109405984	CQUJHB000332
OG0007768	LOC109420665	CQUJHB003883
OG0007769	LOC115260380	CQUJHB013813
OG0007769	LOC109422205	CQUJHB000046
OG0007770	LOC109430492	CQUJHB017476
OG0007771	LOC109420443	CQUJHB017173
OG0007772	LOC109424964	CQUJHB016931
OG0007773	LOC109407380	CQUJHB017253
OG0007774	LOC109622450	CQUJHB017238
OG0007775	LOC109397105, LOC134291778	CQUJHB016179, CQUJHB015691
OG0007776	LOC109397273	CQUJHB014642
OG0007777	LOC134290429, LOC115265002, LOC109398182, LOC134285469, LOC134288175, LOC115262830, LOC134289455, LOC134290156, LOC134286407	CQUJHB018051
OG0007778	LOC115257294, LOC109400362	CQUJHB006414
OG0007781	LOC109408866	CQUJHB017837, CQUJHB012567
OG0007784	LOC115260965, LOC109412946	CQUJHB015863
OG0007785	LOC109414514	CQUJHB010847
OG0007786	LOC109415761	CQUJHB003688, CQUJHB009122
OG0007787	LOC109424729	CQUJHB017693
OG0007788	LOC109429581	CQUJHB000537
OG0007794	LOC134286813, LOC134286940, LOC115266787, LOC115269830	CQUJHB003410, CQUJHB000858
OG0007796	LOC115269127	CQUJHB011455, CQUJHB001808, CQUJHB012564
OG0007798	LOC134286966	CQUJHB009213, CQUJHB005026
OG0007798	LOC134285120, LOC134290018	CQUJHB017830
OG0007798	LOC134284799	CQUJHB017488, CQUJHB010044, CQUJHB012172
OG0007799	LOC134291654, LOC134290967, LOC134290474	CQUJHB004529
OG0007799	LOC134290394, LOC134287803, LOC134285977	CQUJHB003160
OG0007802	LOC134291890	CQUJHB016607
OG0007838	LOC109415496	CQUJHB009594
OG0007839	LOC115267743	CQUJHB007196
OG0007840	LOC109400877	CQUJHB015780
OG0007841	LOC109415515	CQUJHB020272
OG0007842	LOC109412580	CQUJHB008105
OG0007843	LOC109400874	CQUJHB006656
OG0007844	LOC109408863	CQUJHB011624
OG0007845	LOC109413873	CQUJHB012200
OG0007847	LOC109413874	CQUJHB012838
OG0007848	LOC109621636	CQUJHB014176
OG0007849	LOC109407938	CQUJHB015946
OG0007850	LOC109423387	CQUJHB011961
OG0007851	LOC109400240	CQUJHB015811
OG0007852	LOC115264539	CQUJHB001812
OG0007853	LOC134291424, LOC134289877	CQUJHB003106
OG0007854	LOC109405105	CQUJHB012976
OG0007855	LOC115253739, LOC134291518	CQUJHB010665
OG0007859	LOC109420281	CQUJHB016378
OG0007860	LOC109422363	CQUJHB015858
OG0007861	LOC109422378	CQUJHB016775
OG0007862	LOC109422375	CQUJHB010634
OG0007863	LOC134291873	CQUJHB011258
OG0007865	LOC109424406	CQUJHB016684
OG0007866	LOC109424468	CQUJHB013437
OG0007867	LOC109420683	CQUJHB017738
OG0007868	LOC109400752	CQUJHB002300
OG0007869	LOC109420660	CQUJHB001116
OG0007870	LOC109420684	CQUJHB014837
OG0007871	LOC109400734	CQUJHB002939
OG0007872	LOC109420591	CQUJHB005549
OG0007873	LOC109420585	CQUJHB011890
OG0007874	LOC109407639	CQUJHB017023
OG0007875	LOC109425968	CQUJHB002236
OG0007876	LOC115253962	CQUJHB013691
OG0007877	LOC109407642	CQUJHB003384
OG0007878	LOC109411665	CQUJHB004431
OG0007879	LOC115269140	CQUJHB011552
OG0007880	LOC109411670	CQUJHB015499
OG0007881	LOC109404433	CQUJHB004580
OG0007882	LOC109427261	CQUJHB017565
OG0007883	LOC109403715	CQUJHB007778
OG0007884	LOC115264680	CQUJHB004090
OG0007885	LOC109433418	CQUJHB015762
OG0007886	LOC109410675	CQUJHB018420
OG0007887	LOC109407646	CQUJHB014425
OG0007888	LOC109421743	CQUJHB002171
OG0007889	LOC109406083	CQUJHB009198
OG0007890	LOC109421754	CQUJHB013295
OG0007891	LOC109425899	CQUJHB010364
OG0007892	LOC109426049	CQUJHB002984
OG0007893	LOC109426045	CQUJHB002679
OG0007894	LOC109415438	CQUJHB017124
OG0007895	LOC109429910	CQUJHB017191
OG0007896	LOC109429894	CQUJHB006015
OG0007897	LOC109407754	CQUJHB000920
OG0007898	LOC109418909	CQUJHB002810
OG0007899	LOC109401681	CQUJHB002270
OG0007900	LOC109426474	CQUJHB007475
OG0007901	LOC109426481	CQUJHB003563
OG0007902	LOC109408984	CQUJHB007210
OG0007903	LOC109397145	CQUJHB005882
OG0007904	LOC109432339	CQUJHB012189
OG0007905	LOC109432268	CQUJHB007525
OG0007906	LOC109432316	CQUJHB008965
OG0007907	LOC109397161	CQUJHB002540
OG0007908	LOC109403361	CQUJHB009521
OG0007909	LOC109403359	CQUJHB014144
OG0007910	LOC109403350	CQUJHB017460
OG0007911	LOC109415608	CQUJHB012730
OG0007912	LOC109420436	CQUJHB005168
OG0007913	LOC109398744	CQUJHB004246
OG0007917	LOC109430277	CQUJHB012412
OG0007920	LOC115262196	CQUJHB011052
OG0007921	LOC109407560	CQUJHB003655
OG0007922	LOC109407555	CQUJHB017530
OG0007923	LOC109411231	CQUJHB010809
OG0007924	LOC109409265	CQUJHB000742
OG0007925	LOC134287812, LOC109409270	CQUJHB015046
OG0007927	LOC109419611	CQUJHB013819
OG0007928	LOC109622829	CQUJHB017105
OG0007929	LOC134286166, LOC109409253	CQUJHB004630
OG0007932	LOC109421664	CQUJHB002193
OG0007933	LOC109420638	CQUJHB017739
OG0007934	LOC109420642	CQUJHB002051
OG0007935	LOC134285056	CQUJHB010672
OG0007936	LOC115255089	CQUJHB007425
OG0007937	LOC115263288	CQUJHB003462
OG0007938	LOC109419419	CQUJHB012800
OG0007939	LOC109431763	CQUJHB014267
OG0007940	LOC109418950	CQUJHB016331
OG0007941	LOC109429507	CQUJHB005315
OG0007942	LOC109429506	CQUJHB000754
OG0007943	LOC109418959	CQUJHB009373
OG0007944	LOC115254257	CQUJHB017600
OG0007945	LOC109430574	CQUJHB005989
OG0007946	LOC109404945	CQUJHB004458
OG0007947	LOC109404947	CQUJHB015422
OG0007948	LOC109423686	CQUJHB011678
OG0007949	LOC109418085	CQUJHB005908
OG0007950	LOC109418079	CQUJHB018281
OG0007953	LOC109414288	CQUJHB015751
OG0007954	LOC109401369	CQUJHB000888
OG0007955	LOC109432862	CQUJHB005156
OG0007956	LOC109401354	CQUJHB000809
OG0007957	LOC109422422	CQUJHB014350
OG0007958	LOC109417184	CQUJHB000657
OG0007959	LOC109423566	CQUJHB000254
OG0007960	LOC109408654	CQUJHB004144
OG0007961	LOC109408528	CQUJHB000042
OG0007962	LOC109426372	CQUJHB003926
OG0007964	LOC109431384	CQUJHB009453
OG0007965	LOC109431490	CQUJHB013089
OG0007967	LOC109408103	CQUJHB010781
OG0007968	LOC109408119	CQUJHB014260
OG0007969	LOC109419082	CQUJHB005569
OG0007970	LOC109426633, LOC115265670	CQUJHB010494
OG0007971	LOC109416798	CQUJHB002579
OG0007972	LOC109402297	CQUJHB013075
OG0007973	LOC109431620	CQUJHB010741
OG0007974	LOC109431638	CQUJHB001638
OG0007975	LOC109431654	CQUJHB005786
OG0007976	LOC109431682	CQUJHB007794
OG0007977	LOC115259164	CQUJHB010368
OG0007979	LOC109419737	CQUJHB014341
OG0007980	LOC109401725	CQUJHB017819
OG0007981	LOC115270440	CQUJHB004606
OG0007982	LOC109433083	CQUJHB000289
OG0007984	LOC109427832	CQUJHB015565
OG0007985	LOC134288964	CQUJHB009159
OG0007986	LOC109415904	CQUJHB011175
OG0007987	LOC109428650	CQUJHB014986
OG0007988	LOC109428644	CQUJHB008684
OG0007989	LOC109412631	CQUJHB014411
OG0007990	LOC109428689	CQUJHB000708
OG0007991	LOC115264754, LOC109416987, LOC109415909	CQUJHB005074, CQUJHB015764, CQUJHB002303, CQUJHB010184
OG0007992	LOC109421433	CQUJHB013107
OG0007993	LOC109421493	CQUJHB000009
OG0007994	LOC109621331, LOC134287581	CQUJHB006610
OG0007995	LOC109432548	CQUJHB018008
OG0007996	LOC109421451	CQUJHB005646
OG0007997	LOC109404953	CQUJHB002905
OG0007998	LOC109429122	CQUJHB002755
OG0007999	LOC109398868	CQUJHB009049
OG0008000	LOC109398887	CQUJHB004702
OG0008001	LOC109429252	CQUJHB017041
OG0008002	LOC109429151	CQUJHB010619
OG0008003	LOC115254068	CQUJHB002613
OG0008004	LOC109409021	CQUJHB000058
OG0008005	LOC109416831	CQUJHB018382
OG0008006	LOC109428386	CQUJHB001028
OG0008007	LOC115267213	CQUJHB010467
OG0008008	LOC109415197	CQUJHB016969
OG0008009	LOC109421304	CQUJHB012559
OG0008010	LOC109427814	CQUJHB002826
OG0008011	LOC109421299	CQUJHB014925
OG0008012	LOC109621858	CQUJHB014493
OG0008013	LOC109427802	CQUJHB011025
OG0008014	LOC109421318	CQUJHB011336
OG0008015	LOC109623133	CQUJHB016328
OG0008016	LOC115260956	CQUJHB014625
OG0008017	LOC115263511	CQUJHB009161
OG0008018	LOC109622185	CQUJHB017176
OG0008019	LOC109403180	CQUJHB003317
OG0008022	LOC109424988	CQUJHB007267
OG0008023	LOC109415389	CQUJHB010025
OG0008026	LOC115258768	CQUJHB012528
OG0008027	LOC115258767	CQUJHB003591
OG0008028	LOC109423465	CQUJHB015044
OG0008029	LOC109413012, LOC109413010, LOC115269559, LOC109432971	CQUJHB006437
OG0008030	LOC109405736	CQUJHB002787
OG0008032	LOC109398378, LOC134285078	CQUJHB011100
OG0008033	LOC109425322	CQUJHB017616
OG0008034	LOC109419814	CQUJHB011240
OG0008035	LOC109425314	CQUJHB014263
OG0008036	LOC109425346	CQUJHB015735
OG0008037	LOC109403448	CQUJHB017071
OG0008038	LOC109403404	CQUJHB016731
OG0008039	LOC109416739	CQUJHB005254
OG0008041	LOC109427860	CQUJHB017484
OG0008042	LOC134290854, LOC109401945, LOC109402257, LOC115253764	CQUJHB013613
OG0008043	LOC109424552	CQUJHB005163
OG0008044	LOC109622325	CQUJHB018423
OG0008045	LOC115267565	CQUJHB017681
OG0008046	LOC115256245	CQUJHB014012
OG0008047	LOC109407840	CQUJHB010757
OG0008048	LOC109416441	CQUJHB016666
OG0008049	LOC109410365	CQUJHB000746
OG0008050	LOC109426810, LOC109426811, LOC109426808, LOC109417849	CQUJHB002089
OG0008051	LOC109417846, LOC134287344	CQUJHB012570
OG0008054	LOC109403863	CQUJHB000515
OG0008056	LOC109403977	CQUJHB005350
OG0008057	LOC109412786	CQUJHB008132
OG0008059	LOC134291853	CQUJHB011008
OG0008061	LOC109424345	CQUJHB005809
OG0008062	LOC109623098	CQUJHB016305
OG0008063	LOC109422941	CQUJHB016961
OG0008064	LOC109422943	CQUJHB013232
OG0008065	LOC109403530	CQUJHB014414
OG0008066	LOC109403528	CQUJHB011270
OG0008067	LOC109407474	CQUJHB013522
OG0008068	LOC109419235	CQUJHB010851
OG0008069	LOC109412952	CQUJHB013062
OG0008071	LOC109424929	CQUJHB005433
OG0008072	LOC109426255	CQUJHB012826
OG0008073	LOC109414228	CQUJHB009887
OG0008074	LOC109414816	CQUJHB008288
OG0008075	LOC109623044	CQUJHB001502
OG0008076	LOC109417164	CQUJHB017845
OG0008077	LOC109401031	CQUJHB017483
OG0008078	LOC109418709	CQUJHB015035
OG0008079	LOC109415945	CQUJHB010744
OG0008080	LOC109416061	CQUJHB009767
OG0008081	LOC109414237	CQUJHB001443
OG0008082	LOC109419850	CQUJHB013696
OG0008083	LOC109420713	CQUJHB016890
OG0008084	LOC109402945	CQUJHB001315
OG0008085	LOC115268238	CQUJHB010877
OG0008086	LOC115268098	CQUJHB017370
OG0008087	LOC109428852	CQUJHB013782
OG0008088	LOC109409867	CQUJHB004881
OG0008089	LOC115267763	CQUJHB015648
OG0008090	LOC109427591	CQUJHB017850
OG0008091	LOC109429944	CQUJHB003865
OG0008092	LOC134289960	CQUJHB010801
OG0008093	LOC109398945	CQUJHB014914
OG0008094	LOC115268126	CQUJHB002607
OG0008095	LOC109407818	CQUJHB000109
OG0008096	LOC109431316	CQUJHB012784
OG0008097	LOC109425528	CQUJHB006238
OG0008098	LOC109401355	CQUJHB002014
OG0008099	LOC109416899	CQUJHB001216
OG0008100	LOC109416897	CQUJHB003868
OG0008101	LOC109430633	CQUJHB005048
OG0008102	LOC115258186	CQUJHB014203
OG0008103	LOC115266549	CQUJHB009882
OG0008104	LOC115269053	CQUJHB009722
OG0008105	LOC109426937	CQUJHB001323
OG0008106	LOC109430324	CQUJHB015159
OG0008107	LOC109398624	CQUJHB008794
OG0008108	LOC109398642	CQUJHB002523
OG0008109	LOC109424267	CQUJHB006620
OG0008112	LOC109398457	CQUJHB012181
OG0008113	LOC109430724	CQUJHB017643
OG0008114	LOC109397861	CQUJHB001580
OG0008115	LOC109402690	CQUJHB009108
OG0008116	LOC134289550	CQUJHB003005
OG0008117	LOC109404882	CQUJHB005725
OG0008118	LOC109404840	CQUJHB013451
OG0008119	LOC109414512	CQUJHB002021
OG0008121	LOC109414933	CQUJHB014234
OG0008122	LOC109424334	CQUJHB008678
OG0008123	LOC109623070	CQUJHB000311
OG0008124	LOC109417128	CQUJHB017393
OG0008125	LOC109427301	CQUJHB011061
OG0008126	LOC109428105	CQUJHB011885
OG0008127	LOC109418322	CQUJHB016549
OG0008128	LOC109422326	CQUJHB017726
OG0008129	LOC109424426	CQUJHB005970
OG0008130	LOC109424429	CQUJHB003398
OG0008131	LOC115270321	CQUJHB015081
OG0008132	LOC115257389	CQUJHB002909
OG0008133	LOC109403328	CQUJHB006243
OG0008134	LOC109403315	CQUJHB013559
OG0008135	LOC109412246	CQUJHB010042
OG0008136	LOC109403318	CQUJHB015670
OG0008137	LOC109412243	CQUJHB008146
OG0008142	LOC109622204	CQUJHB008032
OG0008144	LOC109425926	CQUJHB013154
OG0008145	LOC115254030	CQUJHB017715
OG0008146	LOC109425945	CQUJHB005054
OG0008147	LOC109402845	CQUJHB006092
OG0008148	LOC115254042	CQUJHB017493
OG0008149	LOC109422651	CQUJHB009977
OG0008150	LOC109406439	CQUJHB004585
OG0008151	LOC109430241	CQUJHB009210
OG0008152	LOC109403775	CQUJHB005617
OG0008153	LOC109431184	CQUJHB012861
OG0008154	LOC109622618	CQUJHB012767
OG0008155	LOC109416939	CQUJHB017296
OG0008156	LOC115266708	CQUJHB012015
OG0008157	LOC109413613	CQUJHB013867
OG0008158	LOC115270128	CQUJHB008993
OG0008159	LOC109413532	CQUJHB016034
OG0008160	LOC109425089	CQUJHB000729, CQUJHB011184
OG0008161	LOC109427514	CQUJHB016174
OG0008162	LOC109401508	CQUJHB003314
OG0008163	LOC109425582	CQUJHB006846
OG0008165	LOC109411498	CQUJHB004411
OG0008166	LOC109429337	CQUJHB004806
OG0008167	LOC115257682	CQUJHB004958
OG0008171	LOC134291440	CQUJHB001080
OG0008172	LOC109409579	CQUJHB010527
OG0008173	LOC115262101	CQUJHB007034
OG0008174	LOC109397520	CQUJHB008619
OG0008175	LOC109406924	CQUJHB013887
OG0008176	LOC109412098	CQUJHB004058
OG0008177	LOC134285562, LOC109400417	CQUJHB015249
OG0008178	LOC115269276	CQUJHB014065
OG0008179	LOC115266520	CQUJHB017249
OG0008180	LOC134283915	CQUJHB015240
OG0008181	LOC109399288	CQUJHB006376
OG0008184	LOC109404037	CQUJHB013773
OG0008187	LOC109432038	CQUJHB007878
OG0008188	LOC109420325	CQUJHB005660
OG0008189	LOC109406421	CQUJHB011821
OG0008191	LOC109623012	CQUJHB009177
OG0008193	LOC134283908	CQUJHB014931
OG0008197	LOC109414878	CQUJHB012720
OG0008198	LOC109410801	CQUJHB008281
OG0008199	LOC109405429	CQUJHB005719
OG0008202	LOC109405405	CQUJHB007468
OG0008203	LOC109408289	CQUJHB014563
OG0008204	LOC109405409	CQUJHB017433
OG0008205	LOC109420241	CQUJHB007588
OG0008206	LOC109420256	CQUJHB008992
OG0008207	LOC134287963	CQUJHB003606
OG0008208	LOC109407851	CQUJHB001366
OG0008209	LOC109428935	CQUJHB007309
OG0008210	LOC109621977	CQUJHB013583
OG0008211	LOC115264941	CQUJHB013832
OG0008212	LOC109621961	CQUJHB006750
OG0008213	LOC115253453	CQUJHB018204
OG0008214	LOC109429677	CQUJHB012666
OG0008215	LOC109406546	CQUJHB005945
OG0008216	LOC109429707	CQUJHB008532
OG0008221	LOC115267827	CQUJHB011362
OG0008222	LOC134289652	CQUJHB007254
OG0008223	LOC115267837	CQUJHB002768, CQUJHB017986
OG0008224	LOC115266664	CQUJHB003282
OG0008225	LOC109409657	CQUJHB000093
OG0008226	LOC109409688	CQUJHB012916
OG0008227	LOC109409663	CQUJHB015471
OG0008228	LOC115265367	CQUJHB012533, CQUJHB004735
OG0008229	LOC115265364, LOC109406061	CQUJHB007261
OG0008230	LOC109406060	CQUJHB012436
OG0008231	LOC109409670	CQUJHB002489
OG0008232	LOC109409654	CQUJHB014309
OG0008233	LOC109415779	CQUJHB001113
OG0008234	LOC109423719	CQUJHB010269
OG0008235	LOC109423643	CQUJHB015584
OG0008236	LOC109415338	CQUJHB013811
OG0008237	LOC109415339	CQUJHB011064
OG0008238	LOC109415782	CQUJHB016803
OG0008239	LOC115254178	CQUJHB016948
OG0008240	LOC115263724	CQUJHB009906
OG0008241	LOC109431959	CQUJHB017929
OG0008242	LOC115260243	CQUJHB017672
OG0008243	LOC109419680	CQUJHB008374
OG0008244	LOC109411286	CQUJHB017760
OG0008245	LOC109419128	CQUJHB009351
OG0008247	LOC115261548	CQUJHB006036
OG0008248	LOC115255108	CQUJHB005011
OG0008249	LOC109419134	CQUJHB014010
OG0008250	LOC109400994	CQUJHB007152
OG0008251	LOC109400980	CQUJHB006328
OG0008252	LOC109433502	CQUJHB011847
OG0008253	LOC115254171	CQUJHB011253
OG0008254	LOC134287788	CQUJHB005269
OG0008255	LOC109421034	CQUJHB009828
OG0008256	LOC109407584	CQUJHB005477
OG0008257	LOC109425911	CQUJHB005123
OG0008258	LOC109406116	CQUJHB002218
OG0008259	LOC115261213	CQUJHB014589
OG0008260	LOC109422513	CQUJHB006096
OG0008261	LOC109422007	CQUJHB006884
OG0008262	LOC109406121	CQUJHB014553
OG0008263	LOC109406142	CQUJHB007451
OG0008264	LOC109416136, LOC109397922	CQUJHB010313
OG0008265	LOC109402100	CQUJHB017443
OG0008266	LOC109402109	CQUJHB005172
OG0008268	LOC115258911	CQUJHB012612
OG0008269	LOC109429390	CQUJHB005911
OG0008270	LOC109621356	CQUJHB018272
OG0008271	LOC109433376	CQUJHB007746
OG0008272	LOC109400933, LOC109422793	CQUJHB000647
OG0008273	LOC109410072	CQUJHB007610
OG0008274	LOC109423013	CQUJHB003691
OG0008275	LOC134291575	CQUJHB016260
OG0008276	LOC109429175	CQUJHB001069
OG0008277	LOC109398834	CQUJHB007091
OG0008278	LOC115260368, LOC109424001	CQUJHB011955
OG0008279	LOC109421097	CQUJHB008558
OG0008280	LOC109401563	CQUJHB002717
OG0008282	LOC115264652	CQUJHB016435
OG0008284	LOC109412618	CQUJHB004328
OG0008285	LOC109621685	CQUJHB012901
OG0008286	LOC109402818	CQUJHB010942
OG0008287	LOC115264125	CQUJHB006987
OG0008288	LOC109416812	CQUJHB008234
OG0008289	LOC109421942	CQUJHB009795
OG0008291	LOC109432666	CQUJHB017781
OG0008293	LOC115263432	CQUJHB009748
OG0008294	LOC109427107	CQUJHB010212
OG0008295	LOC109400184	CQUJHB012482
OG0008296	LOC109431948	CQUJHB014542
OG0008297	LOC109415540	CQUJHB002866
OG0008298	LOC115262576	CQUJHB004681
OG0008299	LOC109415667	CQUJHB004407
OG0008300	LOC109415674	CQUJHB014967
OG0008301	LOC109413687	CQUJHB008373
OG0008302	LOC109425319, LOC109421871, LOC109421870, LOC109413796, LOC109413797, LOC109421869	CQUJHB016011, CQUJHB008445
OG0008303	LOC109426226	CQUJHB011525
OG0008304	LOC109426243	CQUJHB000980
OG0008305	LOC109426228	CQUJHB017563
OG0008306	LOC134284013, LOC109424052	CQUJHB014373
OG0008307	LOC109425248	CQUJHB015657
OG0008308	LOC109422557	CQUJHB005202
OG0008310	LOC109418312	CQUJHB001495
OG0008311	LOC109427872	CQUJHB009744
OG0008312	LOC109428095	CQUJHB008041
OG0008313	LOC109428178, LOC109401180, LOC109401201, LOC109401272	CQUJHB008472
OG0008314	LOC109416234	CQUJHB000415
OG0008315	LOC109427051	CQUJHB001138
OG0008316	LOC109408913	CQUJHB000481
OG0008317	LOC115261967	CQUJHB015234
OG0008318	LOC109414189	CQUJHB009686
OG0008319	LOC109414063	CQUJHB017373
OG0008320	LOC109414062	CQUJHB006116
OG0008321	LOC109407329	CQUJHB017156
OG0008322	LOC109421638	CQUJHB010783
OG0008323	LOC109405170	CQUJHB009082
OG0008324	LOC115262128, LOC115262127, LOC134288868, LOC134288867, LOC115262126, LOC109402528, LOC109402229	CQUJHB007432
OG0008325	LOC109402498	CQUJHB005926
OG0008326	LOC115254161	CQUJHB013144
OG0008327	LOC109399404	CQUJHB014937
OG0008328	LOC109421807	CQUJHB004863
OG0008329	LOC109421805	CQUJHB005268
OG0008330	LOC109421806	CQUJHB016748
OG0008330	LOC109413936, LOC115271117	CQUJHB000120, CQUJHB014413, CQUJHB005655
OG0008331	LOC109404628	CQUJHB004057
OG0008332	LOC109404638	CQUJHB015601
OG0008333	LOC109398080, LOC115255804	CQUJHB006794
OG0008334	LOC109418985	CQUJHB008500
OG0008335	LOC109398194	CQUJHB004822
OG0008336	LOC109398638	CQUJHB006455
OG0008337	LOC115269488, LOC115254234	CQUJHB009007, CQUJHB014592, CQUJHB002196, CQUJHB012654, CQUJHB004420
OG0008338	LOC109398295	CQUJHB005264
OG0008339	LOC109420401	CQUJHB002621
