Orthogroup	Aalbopictus_AalbF5	AsinensisChina
OG0007269	LOC109425886	ASIC004940
OG0007270	LOC115256309	ASIC009828
OG0007271	LOC109420337	ASIC002474
OG0007272	LOC109432682	ASIC018321
OG0007273	LOC109423965	ASIC008668
OG0007274	LOC109404578	ASIC009894
OG0007275	LOC115254113	ASIC008303
OG0007276	LOC109408773	ASIC018329
OG0007277	LOC109397718	ASIC009528
OG0007278	LOC109409527	ASIC019811
OG0007279	LOC109431491	ASIC007708
OG0007280	LOC109621813	ASIC022078
OG0007281	LOC109407423	ASIC011064
OG0007282	LOC115259840	ASIC008802
OG0007283	LOC134284716	ASIC017633
OG0007284	LOC109431516	ASIC006247
OG0007285	LOC109430003	ASIC002567
OG0007286	LOC109419661	ASIC019860
OG0007287	LOC109431392	ASIC007647
OG0007288	LOC109428432	ASIC020457
OG0007290	LOC109415607	ASIC005758
OG0007291	LOC109430663	ASIC016441
OG0007292	LOC109421801	ASIC021397
OG0007293	LOC109622759	ASIC014091
OG0007294	LOC109622444	ASIC005205
OG0007295	LOC109428466	ASIC005366
OG0007296	LOC109424501	ASIC011914
OG0007297	LOC109621717	ASIC016377
OG0007298	LOC109426891	ASIC022178
OG0007299	LOC109406069	ASIC018822
OG0007300	LOC109425028	ASIC006774
OG0007303	LOC109408816	ASIC006220
OG0007304	LOC109429600	ASIC007389
OG0007305	LOC109428406	ASIC007094
OG0007306	LOC109397232	ASIC005532
OG0007307	LOC109428439	ASIC003112
OG0007308	LOC109424624	ASIC015481
OG0007309	LOC109410266	ASIC018468
OG0007310	LOC109427875	ASIC002547
OG0007311	LOC109622365	ASIC012525
OG0007312	LOC109621712	ASIC016374
OG0007313	LOC115256196	ASIC018732
OG0007314	LOC109420344	ASIC015455, ASIC015454
OG0007315	LOC109411673	ASIC007419
OG0007317	LOC109405641	ASIC004912
OG0007318	LOC115253884	ASIC009476
OG0007319	LOC109401875	ASIC020363
OG0007320	LOC109416238	ASIC014927
OG0007321	LOC109407726	ASIC005069
OG0007322	LOC109397294	ASIC015129
OG0007323	LOC109430212	ASIC010485
OG0007325	LOC109417485	ASIC016439
OG0007326	LOC109433308	ASIC021996
OG0007327	LOC109400381	ASIC005381
OG0007328	LOC109428138	ASIC008095
OG0007329	LOC109429791	ASIC007431
OG0007330	LOC109421442	ASIC006980
OG0007331	LOC115261471	ASIC001079
OG0007332	LOC115267180	ASIC008912
OG0007333	LOC109401424, LOC115257139	ASIC010619
OG0007334	LOC109432675	ASIC018341
OG0007335	LOC109415008	ASIC016106
OG0007336	LOC109426668	ASIC012209
OG0007337	LOC109414320	ASIC017233
OG0007338	LOC109411253	ASIC014206
OG0007339	LOC109408357	ASIC020514
OG0007340	LOC109432167	ASIC014334
OG0007341	LOC109406960	ASIC010891
OG0007342	LOC109422689	ASIC011605
OG0007343	LOC109422714	ASIC004312
OG0007344	LOC109430292	ASIC021004
OG0007345	LOC109400529	ASIC020600
OG0007346	LOC109423065	ASIC017065
OG0007347	LOC109415006	ASIC016103
OG0007348	LOC109425736	ASIC019237
OG0007349	LOC115257640, LOC109433076	ASIC014536
OG0007350	LOC115256185	ASIC009380
OG0007351	LOC109422990	ASIC009614
OG0007353	LOC109432691	ASIC002916
OG0007354	LOC115258005	ASIC016575
OG0007355	LOC115260636	ASIC005139
OG0007356	LOC109403280	ASIC004983
OG0007357	LOC109622172	ASIC013579
OG0007358	LOC115257176	ASIC015106
OG0007359	LOC109428482	ASIC005257
OG0007360	LOC115264641	ASIC010324
OG0007361	LOC109420917	ASIC002645
OG0007362	LOC109621718	ASIC016391
OG0007363	LOC115262112	ASIC006730
OG0007364	LOC109411406	ASIC013978
OG0007365	LOC109423258	ASIC003699
OG0007366	LOC109409682	ASIC016841
OG0007367	LOC109404006	ASIC005507
OG0007368	LOC109413222	ASIC007714
OG0007369	LOC109621289	ASIC021933
OG0007370	LOC109432284	ASIC015140
OG0007371	LOC109401829	ASIC008900
OG0007372	LOC109423129	ASIC018877
OG0007373	LOC109415232	ASIC010225
OG0007374	LOC115253718	ASIC007580
OG0007375	LOC109418021	ASIC002901
OG0007376	LOC109422038	ASIC017014
OG0007377	LOC115266519	ASIC013212
OG0007378	LOC115270170	ASIC019598
OG0007379	LOC109400494	ASIC004400
OG0007380	LOC109414257	ASIC019268
OG0007381	LOC109403770	ASIC010408
OG0007382	LOC109412534	ASIC019617
OG0007383	LOC109427438	ASIC006800
OG0007384	LOC109433404	ASIC002920
OG0007385	LOC109416814	ASIC007218
OG0007386	LOC109402218	ASIC020446
OG0007387	LOC109623298	ASIC022313
OG0007388	LOC109416142	ASIC008017
OG0007389	LOC115255085	ASIC005919
OG0007390	LOC109404377	ASIC013780
OG0007391	LOC109430908	ASIC011044
OG0007393	LOC109403282	ASIC011327
OG0007394	LOC109400044, LOC115263864	ASIC002733
OG0007395	LOC109424679	ASIC015521
OG0007396	LOC115263319	ASIC002999
OG0007397	LOC109408940	ASIC009705
OG0007398	LOC109415747	ASIC018739
OG0007399	LOC109401674	ASIC018149
OG0007400	LOC109414810	ASIC009426
OG0007401	LOC109401024	ASIC021621
OG0007402	LOC109430558	ASIC019878
OG0007403	LOC109403769	ASIC010405
OG0007404	LOC115262186	ASIC008186
OG0007405	LOC109621317	ASIC019836
OG0007406	LOC109415235	ASIC007746
OG0007407	LOC109418057	ASIC018948
OG0007408	LOC109416413	ASIC018322
OG0007409	LOC109412033	ASIC011274
OG0007410	LOC109423689	ASIC002017
OG0007411	LOC115258735	ASIC006090
OG0007412	LOC109408282	ASIC003211
OG0007413	LOC109399839	ASIC002561
OG0007414	LOC109423323	ASIC003722
OG0007415	LOC109426083	ASIC018803
OG0007416	LOC109431902	ASIC010079
OG0007417	LOC109398355	ASIC007188
OG0007418	LOC109422899	ASIC018980
OG0007419	LOC109403999	ASIC012647
OG0007420	LOC109407914	ASIC016803
OG0007421	LOC115253497	ASIC017489
OG0007422	LOC109413762	ASIC020041
OG0007423	LOC109418949	ASIC021336
OG0007424	LOC109427460, LOC115256595	ASIC005203
OG0007425	LOC109410157	ASIC006801
OG0007426	LOC109408366	ASIC020515
OG0007428	LOC109426683	ASIC018608
OG0007429	LOC109398042	ASIC019136
OG0007430	LOC115258398	ASIC007782
OG0007431	LOC109427470, LOC115254769	ASIC012287
OG0007432	LOC109425712	ASIC005097
OG0007433	LOC109428268	ASIC014675
OG0007434	LOC109405141	ASIC014912
OG0007435	LOC109397006	ASIC017952
OG0007436	LOC109424173	ASIC021144
OG0007437	LOC109428910	ASIC013879
OG0007438	LOC115263303	ASIC018593
OG0007439	LOC109622797	ASIC017206
OG0007440	LOC109404591	ASIC016699
OG0007441	LOC109417254	ASIC013938
OG0007442	LOC109431061	ASIC014456
OG0007443	LOC109424254	ASIC016534
OG0007444	LOC109402633	ASIC007127
OG0007445	LOC109433632	ASIC010292
OG0007446	LOC109418971	ASIC019783
OG0007447	LOC109429690	ASIC014843
OG0007448	LOC109430889	ASIC011045
OG0007449	LOC109426813	ASIC018833
OG0007450	LOC109404233	ASIC005725
OG0007451	LOC109409361	ASIC008600
OG0007452	LOC109398515	ASIC015877
OG0007453	LOC109405762	ASIC020211
OG0007454	LOC109409886	ASIC010354
OG0007455	LOC115270375	ASIC016764
OG0007456	LOC109397363	ASIC012990
OG0007457	LOC109407828, LOC134285918	ASIC019699
OG0007459	LOC109432116	ASIC020962
OG0007460	LOC109413260	ASIC012011, ASIC012012
OG0007461	LOC109419634	ASIC012425
OG0007463	LOC109420662	ASIC012771
OG0007464	LOC115258752	ASIC005719
OG0007465	LOC109412398	ASIC004213, ASIC010755
OG0007466	LOC109419741	ASIC006478
OG0007468	LOC109432646	ASIC018340
OG0007469	LOC109399478	ASIC019586
OG0007470	LOC115270213	ASIC016437
OG0007472	LOC109414694	ASIC005231
OG0007473	LOC115267513	ASIC018527
OG0007474	LOC109400001	ASIC000897, ASIC000898
OG0007476	LOC109417793	ASIC018638
OG0007477	LOC109397949	ASIC016033
OG0007478	LOC109428481	ASIC005256
OG0007479	LOC109408623	ASIC014953
OG0007480	LOC109413489	ASIC017445
OG0007482	LOC109408124	ASIC001456
OG0007483	LOC109418124	ASIC019775
OG0007484	LOC109412126	ASIC020829
OG0007485	LOC115254777, LOC109422849	ASIC016642
OG0007486	LOC109622037, LOC115259815	ASIC021604
OG0007487	LOC109428471	ASIC003443
OG0007489	LOC109430734	ASIC011942
OG0007490	LOC109428436	ASIC005365
OG0007491	LOC109409696	ASIC003742
OG0007492	LOC109432121	ASIC011116
OG0007493	LOC109417230	ASIC005229
OG0007494	LOC109432382	ASIC005126
OG0007495	LOC109412143	ASIC008722
OG0007496	LOC134283920	ASIC012205
OG0007497	LOC109423546	ASIC020591
OG0007498	LOC115253727	ASIC002447
OG0007499	LOC109425691	ASIC009897
OG0007500	LOC109400928	ASIC020602
OG0007501	LOC109406629	ASIC003483
OG0007503	LOC109417893	ASIC014090
OG0007504	LOC109427038	ASIC022210
OG0007505	LOC134283905	ASIC011222
OG0007506	LOC115268208	ASIC014768
OG0007507	LOC109403225	ASIC001025
OG0007508	LOC115255079	ASIC005862
OG0007509	LOC109400488	ASIC013973
OG0007510	LOC109409249	ASIC006676
OG0007511	LOC109427762	ASIC007102
OG0007512	LOC109412019	ASIC010676
OG0007513	LOC109409922	ASIC003775
OG0007514	LOC109414474	ASIC011053
OG0007515	LOC109429924	ASIC019998
OG0007516	LOC109429040	ASIC019685
OG0007517	LOC109404426	ASIC000729
OG0007518	LOC109432009	ASIC008124
OG0007519	LOC109432535	ASIC006968
OG0007520	LOC109421953	ASIC014959
OG0007522	LOC115265339	ASIC003090
OG0007523	LOC109422130	ASIC003994
OG0007524	LOC109403802	ASIC018648
OG0007525	LOC109416460	ASIC016754
OG0007526	LOC109407262	ASIC014533
OG0007527	LOC109401916	ASIC003948
OG0007529	LOC109424815	ASIC021793
OG0007530	LOC109404268	ASIC019509
OG0007531	LOC109425509	ASIC009761
OG0007532	LOC109400129	ASIC002727
OG0007533	LOC109422962	ASIC000585
OG0007534	LOC109414613	ASIC021809
OG0007536	LOC109431614	ASIC018472
OG0007537	LOC115269703	ASIC019052
OG0007538	LOC109416813	ASIC007212
OG0007539	LOC109431391	ASIC007121
OG0007540	LOC109400065	ASIC009763
OG0007541	LOC109420353	ASIC016241
OG0007542	LOC109429646	ASIC006649
OG0007543	LOC109398009	ASIC012907
OG0007544	LOC109412161	ASIC016611
OG0007545	LOC109397777	ASIC011844
OG0007546	LOC109623319	ASIC022363
OG0007547	LOC109425744	ASIC017942
OG0007548	LOC109422034	ASIC005241
OG0007549	LOC109413112	ASIC019953
OG0007550	LOC109427534	ASIC008681
OG0007551	LOC115262467	ASIC006661
OG0007552	LOC109430021	ASIC021724
OG0007553	LOC109411581	ASIC014087
OG0007554	LOC109420936	ASIC017253
OG0007555	LOC109621807	ASIC006097
OG0007556	LOC109428433	ASIC003438
OG0007557	LOC109426378	ASIC017938
OG0007558	LOC109621883	ASIC010005
OG0007559	LOC109401305	ASIC008472
OG0007560	LOC109418761	ASIC011220
OG0007561	LOC109428685	ASIC018752
OG0007562	LOC109422356	ASIC018284
OG0007563	LOC109419403	ASIC017311
OG0007564	LOC109414609	ASIC014239
OG0007565	LOC109416927	ASIC010409
OG0007566	LOC109427657	ASIC006248
OG0007567	LOC109415253	ASIC014343
OG0007568	LOC109407040	ASIC016095
OG0007569	LOC115270189	ASIC007467
OG0007570	LOC109424534	ASIC011052
OG0007571	LOC109430363	ASIC012624
OG0007572	LOC109431761	ASIC010578
OG0007573	LOC109403856	ASIC014300
OG0007574	LOC109623145	ASIC012435
OG0007575	LOC109422630	ASIC016644, ASIC016633
OG0007576	LOC115270442	ASIC018987
OG0007577	LOC109421144	ASIC017453
OG0007578	LOC109415605	ASIC005762
OG0007579	LOC109423140	ASIC014898
OG0007580	LOC109425117	ASIC017393
OG0007581	LOC109423302	ASIC003754
OG0007582	LOC115254025	ASIC014587
OG0007583	LOC109432314	ASIC018020
OG0007584	LOC109411235	ASIC000839
OG0007585	LOC109415666	ASIC004853
OG0007586	LOC115254158	ASIC008243
OG0007587	LOC109422468	ASIC016775
OG0007588	LOC109401912	ASIC006310
OG0007589	LOC134284982	ASIC005162
OG0007590	LOC109406321	ASIC014069
OG0007591	LOC109405222	ASIC010884
OG0007592	LOC109401240	ASIC008473
OG0007593	LOC109423210	ASIC015110
OG0007594	LOC109423626	ASIC003196
OG0007595	LOC109405617	ASIC017236
OG0007596	LOC109420076	ASIC007515
OG0007597	LOC109406929	ASIC013319
OG0007598	LOC109428695	ASIC009248
OG0007599	LOC109429597	ASIC011953
OG0007600	LOC109417869	ASIC002445
OG0007601	LOC109403239	ASIC015080
OG0007602	LOC109622356	ASIC012527
OG0007603	LOC109407939	ASIC019031
OG0007604	LOC109621473	ASIC022341
OG0007605	LOC109422379	ASIC019387
OG0007606	LOC109423866	ASIC009114
OG0007607	LOC109413956	ASIC011641
OG0007608	LOC109414482	ASIC012861
OG0007609	LOC109427876	ASIC002549, ASIC002548
OG0007610	LOC109397198	ASIC007674
OG0007611	LOC109409477	ASIC020453
OG0007612	LOC134288904, LOC109417253	ASIC005675
OG0007613	LOC109406007	ASIC012223
OG0007614	LOC109422082	ASIC017121
OG0007615	LOC109419102	ASIC014897
OG0007616	LOC115270041	ASIC016714
OG0007617	LOC109422953	ASIC010274
OG0007618	LOC109430032	ASIC014710
OG0007619	LOC109416682	ASIC016483
OG0007620	LOC109430541	ASIC012293
OG0007621	LOC115253630	ASIC002440
OG0007622	LOC109401004	ASIC018753
OG0007623	LOC109420405	ASIC016244
OG0007624	LOC109420816	ASIC011746
OG0007625	LOC109427791	ASIC004456
OG0007626	LOC109400482	ASIC004094
OG0007627	LOC109413839	ASIC019040
OG0007628	LOC109426022	ASIC018229
OG0007629	LOC134285323, LOC109402067	ASIC009506
OG0007630	LOC109423939	ASIC006381
OG0007631	LOC115256094	ASIC006786
OG0007632	LOC109408430	ASIC008072
OG0007633	LOC109413972	ASIC011688
OG0007634	LOC109426171	ASIC018794
OG0007635	LOC109425710	ASIC012343
OG0007636	LOC109430297	ASIC020870
OG0007637	LOC109425837	ASIC019294
OG0007638	LOC109407996	ASIC014916
OG0007639	LOC109410345	ASIC016964
OG0007640	LOC109403689	ASIC008462
OG0007641	LOC109407326	ASIC012042
OG0007642	LOC109420819	ASIC011750
OG0007643	LOC109401880	ASIC009732
OG0007644	LOC109403658	ASIC018941
OG0007645	LOC109408266	ASIC021879
OG0007646	LOC109419418	ASIC014907
OG0007647	LOC109409565	ASIC015005
OG0007648	LOC109402049	ASIC009491
OG0007649	LOC109401907	ASIC003968
OG0007650	LOC109621877	ASIC002311
OG0007651	LOC109405894	ASIC014666
OG0007652	LOC109408028	ASIC019624
OG0007653	LOC109426515	ASIC020511
OG0007654	LOC109417547	ASIC007461
OG0007655	LOC115254060	ASIC016842
OG0007656	LOC115254164	ASIC004567
OG0007657	LOC109418995	ASIC012888
OG0007658	LOC115263171	ASIC015034
OG0007659	LOC109411980	ASIC014988, ASIC015014
OG0007660	LOC109418396	ASIC009107
OG0007661	LOC109621687	ASIC016282
OG0007662	LOC109422996	ASIC009635
OG0007663	LOC109430479	ASIC022158
OG0007664	LOC109426145	ASIC004648
OG0007665	LOC109417756	ASIC011967
OG0007666	LOC109404623	ASIC007267
OG0007667	LOC109416907	ASIC005754
OG0007668	LOC109428653	ASIC003017
OG0007669	LOC109423066	ASIC017067
OG0007670	LOC109432155	ASIC020943
OG0007671	LOC109398850	ASIC020241
OG0007675	LOC109429868	ASIC005070
OG0007676	LOC109430629	ASIC021189
OG0007677	LOC109414268	ASIC021218
OG0007678	LOC115258208	ASIC000956
OG0007679	LOC134291872	ASIC022287
OG0007680	LOC109431349	ASIC016960
OG0007681	LOC115266760	ASIC005163
OG0007682	LOC109428460	ASIC013774
OG0007683	LOC109430809	ASIC014926
OG0007684	LOC109407640	ASIC009042
OG0007685	LOC109422942	ASIC006261
OG0007686	LOC109427703	ASIC008585
OG0007687	LOC109397310, LOC109423182	ASIC015132
OG0007688	LOC109423294	ASIC007774
OG0007689	LOC109414157	ASIC010562
OG0007690	LOC109409693	ASIC016828
OG0007691	LOC109415811	ASIC010278
OG0007692	LOC109409851	ASIC019658
OG0007694	LOC109420024	ASIC006914
OG0007695	LOC109411730	ASIC007189
OG0007696	LOC109420110	ASIC015372
OG0007697	LOC109431130	ASIC020327
OG0007698	LOC109421520	ASIC013834
OG0007699	LOC109398209	ASIC020594
OG0007700	LOC109418830	ASIC018025
OG0007701	LOC109415238	ASIC007605
OG0007702	LOC109408361	ASIC020527
OG0007703	LOC109412806	ASIC007807
OG0007704	LOC109413486	ASIC017449
OG0007705	LOC109422441	ASIC020566
OG0007706	LOC109397298	ASIC005941
OG0007707	LOC115266109	ASIC011380
OG0007708	LOC109420404	ASIC016003
OG0007709	LOC109403070	ASIC011024
OG0007710	LOC109430282	ASIC012492
OG0007711	LOC109431107	ASIC005287
OG0007712	LOC115265418	ASIC003724
OG0007713	LOC109418655	ASIC015608
OG0007714	LOC109405312	ASIC002700
OG0007715	LOC109408294	ASIC004097
OG0007716	LOC109414103	ASIC017461
OG0007717	LOC109408287	ASIC012773
OG0007718	LOC109424638, LOC134284319	ASIC014957
OG0007719	LOC109412527	ASIC019600
OG0007720	LOC109398055	ASIC011763
OG0007721	LOC109407990	ASIC018940
OG0007722	LOC109416253	ASIC008666
OG0007723	LOC109414250	ASIC016686
OG0007724	LOC109418842	ASIC018172
OG0007725	LOC109429575	ASIC007346
OG0007726	LOC109428426	ASIC000573
OG0007728	LOC109622837	ASIC009952
OG0007729	LOC109423651	ASIC002294
OG0007730	LOC109397236	ASIC012584
OG0007731	LOC109407357	ASIC010648
OG0007732	LOC109415477	ASIC013636
OG0007733	LOC109426682	ASIC018607
OG0007734	LOC109411065	ASIC021607
OG0007735	LOC115256148	ASIC013461
OG0007736	LOC109427093	ASIC004583
OG0007737	LOC109405808	ASIC005005
OG0007738	LOC109407565	ASIC015384
OG0007739	LOC109403341	ASIC017898
OG0007740	LOC109412405	ASIC005777
OG0007741	LOC109415665	ASIC004855
OG0007742	LOC109424976	ASIC006289
OG0007743	LOC109401876	ASIC010265
OG0007744	LOC109418769	ASIC011177
OG0007745	LOC109401225	ASIC008963
OG0007746	LOC109426664	ASIC004253, ASIC004254
OG0007747	LOC109400761	ASIC019562, ASIC019566
OG0007748	LOC109409472	ASIC014942
OG0007749	LOC115259568, LOC109419799	ASIC013405
OG0007750	LOC109622975	ASIC021084
OG0007751	LOC109411339	ASIC011569
OG0007753	LOC109422780	ASIC017167
OG0007754	LOC109419762	ASIC014167
OG0007755	LOC109419974	ASIC002895
OG0007756	LOC109417173, LOC115267873	ASIC017501
OG0007757	LOC109401910	ASIC005165
OG0007758	LOC109408452	ASIC002370
OG0007760	LOC109423308	ASIC003750
OG0007761	LOC109410019	ASIC019867
OG0007762	LOC109424060	ASIC002056
OG0007763	LOC109418093	ASIC019845
OG0007764	LOC109398214	ASIC008914
OG0007765	LOC109407544	ASIC015431
OG0007766	LOC109428455, LOC109422166	ASIC009550
OG0007767	LOC109405984	ASIC012486
OG0007768	LOC109420665	ASIC010734
OG0007769	LOC115260380	ASIC018235
OG0007769	LOC109422205	ASIC018234
OG0007770	LOC109430492	ASIC009005
OG0007771	LOC109420443	ASIC009544
OG0007772	LOC109424964	ASIC003986
OG0007773	LOC109407380	ASIC010271
OG0007774	LOC109622450	ASIC014104
OG0007776	LOC109397273	ASIC015125, ASIC015122
OG0007778	LOC115257294, LOC109400362	ASIC002844
OG0007781	LOC109408866	ASIC011999
OG0007784	LOC115260965, LOC109412946	ASIC004449
OG0007785	LOC109414514	ASIC020122
OG0007787	LOC109424729	ASIC014968
OG0007788	LOC109429581	ASIC005784, ASIC007351, ASIC005783
OG0007793	LOC134288290, LOC134286600, LOC134289626, LOC134286338, LOC134290949, LOC134290300, LOC115260077, LOC134291899, LOC134288826	ASIC011638
OG0007795	LOC134284937, LOC115268958	ASIC005323
OG0007799	LOC134291654, LOC134290967, LOC134290474, LOC134290394, LOC134287803, LOC134285977, LOC134290376	ASIC000196
OG0007802	LOC134291890	ASIC018100
OG0007841	LOC109415515	ASIC000330
OG0007843	LOC109400874	ASIC010652
OG0007844	LOC109408863	ASIC012004
OG0007845	LOC109413873	ASIC019036
OG0007846	LOC115254340	ASIC003492
OG0007847	LOC109413874	ASIC019032
OG0007848	LOC109621636	ASIC021028
OG0007849	LOC109407938	ASIC019020
OG0007850	LOC109423387	ASIC021937
OG0007851	LOC109400240	ASIC014508
OG0007854	LOC109405105	ASIC014509
OG0007855	LOC115253739, LOC134291518	ASIC012747
OG0007856	LOC134288118	ASIC009185
OG0007859	LOC109420281	ASIC012879
OG0007861	LOC109422378	ASIC019380
OG0007862	LOC109422375	ASIC019370
OG0007865	LOC109424406	ASIC015887
OG0007868	LOC109400752	ASIC019559
OG0007869	LOC109420660	ASIC010712
OG0007870	LOC109420684	ASIC016025
OG0007871	LOC109400734	ASIC021865
OG0007872	LOC109420591	ASIC010809
OG0007873	LOC109420585	ASIC010790
OG0007876	LOC115253962	ASIC000143
OG0007879	LOC115269140	ASIC001083
OG0007880	LOC109411670	ASIC008088
OG0007882	LOC109427261	ASIC021491
OG0007883	LOC109403715	ASIC021533
OG0007885	LOC109433418	ASIC021532
OG0007886	LOC109410675	ASIC013672, ASIC005072
OG0007888	LOC109421743	ASIC008727, ASIC008726
OG0007889	LOC109406083	ASIC018808
OG0007891	LOC109425899	ASIC018224
OG0007896	LOC109429894	ASIC007458
OG0007898	LOC109418909	ASIC021325
OG0007899	LOC109401681	ASIC015470
OG0007900	LOC109426474	ASIC013914
OG0007901	LOC109426481	ASIC013906
OG0007905	LOC109432268	ASIC002783
OG0007906	LOC109432316	ASIC018022
OG0007907	LOC109397161	ASIC001194
OG0007908	LOC109403361	ASIC004823
OG0007910	LOC109403350	ASIC017467
OG0007911	LOC109415608	ASIC005760
OG0007912	LOC109420436	ASIC016404
OG0007913	LOC109398744	ASIC013327
OG0007914	LOC109404186	ASIC021756
OG0007915	LOC109414673	ASIC021776
OG0007916	LOC109424800	ASIC021768
OG0007918	LOC109424792	ASIC021774
OG0007919	LOC109428427	ASIC005138
OG0007920	LOC115262196	ASIC012289
OG0007921	LOC109407560	ASIC015392
OG0007922	LOC109407555	ASIC015397
OG0007924	LOC109409265	ASIC013634
OG0007925	LOC134287812, LOC109409270	ASIC014547
OG0007926	LOC109409247	ASIC006882
OG0007927	LOC109419611	ASIC008618
OG0007928	LOC109622829	ASIC008513
OG0007929	LOC134286166, LOC109409253	ASIC006673
OG0007930	LOC109419599	ASIC006677
OG0007933	LOC109420638	ASIC005930
OG0007935	LOC134285056	ASIC020496
OG0007938	LOC109419419	ASIC014909
OG0007940	LOC109418950	ASIC007795
OG0007943	LOC109418959	ASIC007763
OG0007946	LOC109404945	ASIC007748
OG0007947	LOC109404947	ASIC007744
OG0007948	LOC109423686	ASIC012387
OG0007952	LOC109422955	ASIC006233
OG0007953	LOC109414288	ASIC019264
OG0007955	LOC109432862	ASIC010763
OG0007956	LOC109401354	ASIC007103
OG0007958	LOC109417184	ASIC002973
OG0007961	LOC109408528	ASIC010182
OG0007962	LOC109426372	ASIC013031
OG0007963	LOC109431485	ASIC014076
