Orthogroup	Aalbopictus_AalbF5	LlongipalpisASM
OG0007251	LOC109430084	LOC129792302
OG0007252	LOC109413914	LOC129786432
OG0007254	LOC109401266	LOC129797522
OG0007255	LOC109621845	LOC129792956
OG0007257	LOC109406630	LOC129787531
OG0007258	LOC109398549	LOC129788067
OG0007259	LOC109405196	LOC129795809
OG0007260	LOC109401023	LOC129793554
OG0007261	LOC109416915	LOC129787852
OG0007263	LOC109422055	LOC129789840
OG0007264	LOC109430493	LOC129791230
OG0007265	LOC109400860	LOC129796783
OG0007266	LOC109427357	LOC129792685
OG0007267	LOC109424496	LOC129791395
OG0007268	LOC109403149	LOC129797379
OG0007269	LOC109425886	LOC129794769
OG0007270	LOC115256309	LOC129795664
OG0007272	LOC109432682	LOC129786159
OG0007273	LOC109423965	LOC129793353
OG0007274	LOC109404578	LOC129793338
OG0007275	LOC115254113	LOC129797045
OG0007276	LOC109408773	LOC129794887
OG0007277	LOC109397718	LOC129786021
OG0007278	LOC109409527	LOC129787248
OG0007279	LOC109431491	LOC129787522
OG0007281	LOC109407423	LOC129792351
OG0007282	LOC115259840	LOC129797740
OG0007283	LOC134284716	LOC129788915
OG0007284	LOC109431516	LOC129787012
OG0007285	LOC109430003	LOC129786238
OG0007286	LOC109419661	LOC129791547
OG0007287	LOC109431392	LOC129789685
OG0007288	LOC109428432	LOC129789540
OG0007290	LOC109415607	LOC129787846
OG0007291	LOC109430663	LOC129791620
OG0007292	LOC109421801	LOC129789307
OG0007293	LOC109622759	LOC129789642
OG0007294	LOC109622444	LOC129786396
OG0007295	LOC109428466	LOC129791887
OG0007296	LOC109424501	LOC129794784
OG0007297	LOC109621717	LOC129791621
OG0007298	LOC109426891	LOC129792454
OG0007299	LOC109406069	LOC129796002
OG0007300	LOC109425028	LOC129789106, LOC129788879
OG0007302	LOC109418654, LOC109414791	LOC129795279
OG0007303	LOC109408816	LOC129794088
OG0007304	LOC109429600	LOC129788932
OG0007305	LOC109428406	LOC129787486
OG0007306	LOC109397232	LOC129787951
OG0007307	LOC109428439	LOC129791713
OG0007308	LOC109424624	LOC129796473
OG0007309	LOC109410266	LOC129787384
OG0007310	LOC109427875	LOC129793997
OG0007311	LOC109622365	LOC129791433
OG0007312	LOC109621712	LOC129791618
OG0007313	LOC115256196	LOC129792666
OG0007315	LOC109411673	LOC129790112
OG0007316	LOC109414699	LOC129790278, LOC129796160
OG0007317	LOC109405641	LOC129788072
OG0007318	LOC115253884	LOC129787023
OG0007319	LOC109401875	LOC129787513
OG0007320	LOC109416238	LOC129793290
OG0007321	LOC109407726	LOC129793702
OG0007322	LOC109397294	LOC129792224
OG0007323	LOC109430212	LOC129786424
OG0007325	LOC109417485	LOC129791623
OG0007326	LOC109433308	LOC129791655
OG0007327	LOC109400381	LOC129790820
OG0007328	LOC109428138	LOC129794990
OG0007329	LOC109429791	LOC129788941
OG0007330	LOC109421442	LOC129788878
OG0007331	LOC115261471	LOC129785865
OG0007332	LOC115267180	LOC129791240
OG0007333	LOC109401424, LOC115257139	LOC129789145
OG0007335	LOC109415008	LOC129793717
OG0007336	LOC109426668	LOC129792472
OG0007337	LOC109414320	LOC129794668
OG0007338	LOC109411253	LOC129795527
OG0007339	LOC109408357	LOC129786164
OG0007340	LOC109432167	LOC129788161
OG0007341	LOC109406960	LOC129787871
OG0007342	LOC109422689	LOC129792921
OG0007344	LOC109430292	LOC129787031
OG0007345	LOC109400529	LOC129787613
OG0007346	LOC109423065	LOC129785873
OG0007347	LOC109415006	LOC129786641
OG0007348	LOC109425736	LOC129797280
OG0007349	LOC115257640, LOC109433076	LOC129790357
OG0007350	LOC115256185	LOC129790735
OG0007351	LOC109422990	LOC129790772
OG0007352	LOC134285544, LOC109412716	LOC129787151
OG0007353	LOC109432691	LOC129796790
OG0007354	LOC115258005	LOC129787728
OG0007355	LOC115260636	LOC129791652
OG0007357	LOC109622172	LOC129789317
OG0007358	LOC115257176	LOC129786991
OG0007359	LOC109428482	LOC129786311
OG0007360	LOC115264641	LOC129786161
OG0007361	LOC109420917	LOC129794099
OG0007362	LOC109621718	LOC129793455
OG0007363	LOC115262112	LOC129787392, LOC129793407, LOC129793803
OG0007364	LOC109411406	LOC129797093
OG0007365	LOC109423258	LOC129793850
OG0007366	LOC109409682	LOC129793524
OG0007367	LOC109404006	LOC129789834
OG0007368	LOC109413222	LOC129786687
OG0007369	LOC109621289	LOC129786079
OG0007370	LOC109432284	LOC129793022
OG0007371	LOC109401829	LOC129789448
OG0007372	LOC109423129	LOC129794246
OG0007373	LOC109415232	LOC129790168
OG0007374	LOC115253718	LOC129789963
OG0007375	LOC109418021	LOC129787188
OG0007376	LOC109422038	LOC129788401
OG0007377	LOC115266519	LOC129794884
OG0007378	LOC115270170	LOC129792079
OG0007380	LOC109414257	LOC129787457
OG0007381	LOC109403770	LOC129792137
OG0007382	LOC109412534	LOC129794207
OG0007383	LOC109427438	LOC129790022
OG0007384	LOC109433404	LOC129786973
OG0007385	LOC109416814	LOC129790045
OG0007386	LOC109402218	LOC129786086
OG0007387	LOC109623298	LOC129796404
OG0007388	LOC109416142	LOC129787369
OG0007389	LOC115255085	LOC129788884
OG0007390	LOC109404377	LOC129794296
OG0007391	LOC109430908	LOC129791932
OG0007392	LOC134287211	LOC129795040
OG0007393	LOC109403282	LOC129786925
OG0007395	LOC109424679	LOC129794336
OG0007396	LOC115263319	LOC129793057
OG0007397	LOC109408940	LOC129790922
OG0007398	LOC109415747	LOC129795508
OG0007399	LOC109401674	LOC129795814
OG0007400	LOC109414810	LOC129797145
OG0007401	LOC109401024	LOC129791839
OG0007402	LOC109430558	LOC129793967
OG0007403	LOC109403769	LOC129792122
OG0007404	LOC115262186	LOC129794966
OG0007405	LOC109621317	LOC129791571
OG0007406	LOC109415235	LOC129788704
OG0007407	LOC109418057	LOC129792894
OG0007408	LOC109416413	LOC129786403
OG0007409	LOC109412033	LOC129795426
OG0007410	LOC109423689	LOC129797530
OG0007412	LOC109408282	LOC129786919
OG0007413	LOC109399839	LOC129786805
OG0007414	LOC109423323	LOC129793610
OG0007415	LOC109426083	LOC129792778
OG0007416	LOC109431902	LOC129786011
OG0007417	LOC109398355	LOC129788995
OG0007419	LOC109403999	LOC129791871
OG0007420	LOC109407914	LOC129793491
OG0007421	LOC115253497	LOC129794989
OG0007422	LOC109413762	LOC129794437
OG0007423	LOC109418949	LOC129792615
OG0007424	LOC109427460, LOC115256595	LOC129787896
OG0007425	LOC109410157	LOC129788852
OG0007426	LOC109408366	LOC129796409
OG0007427	LOC109422631	LOC129793224, LOC129787195
OG0007428	LOC109426683	LOC129793532
OG0007429	LOC109398042	LOC129793584
OG0007432	LOC109425712	LOC129786575
OG0007433	LOC109428268	LOC129789192
OG0007434	LOC109405141	LOC129792279
OG0007435	LOC109397006	LOC129796141
OG0007436	LOC109424173	LOC129793514
OG0007437	LOC109428910	LOC129794532
OG0007438	LOC115263303	LOC129794012
OG0007439	LOC109622797	LOC129789563
OG0007440	LOC109404591	LOC129792945
OG0007441	LOC109417254	LOC129786677
OG0007442	LOC109431061	LOC129795167
OG0007443	LOC109424254	LOC129792106
OG0007444	LOC109402633	LOC129787929
OG0007445	LOC109433632	LOC129788812
OG0007446	LOC109418971	LOC129796850
OG0007447	LOC109429690	LOC129791723
OG0007448	LOC109430889	LOC129791806
OG0007449	LOC109426813	LOC129792720
OG0007450	LOC109404233	LOC129791457
OG0007451	LOC109409361	LOC129793165
OG0007452	LOC109398515	LOC129789888
OG0007453	LOC109405762	LOC129787529
OG0007454	LOC109409886	LOC129787981
OG0007455	LOC115270375	LOC129792816
OG0007456	LOC109397363	LOC129792177
OG0007458	LOC115260848	LOC129794231
OG0007459	LOC109432116	LOC129787048
OG0007461	LOC109419634	LOC129794323
OG0007463	LOC109420662	LOC129789228
OG0007464	LOC115258752	LOC129790817
OG0007466	LOC109419741	LOC129789985
OG0007469	LOC109399478	LOC129793147
OG0007470	LOC115270213	LOC129791820
OG0007471	LOC109417842	LOC129793209
OG0007472	LOC109414694	LOC129786666
OG0007473	LOC115267513	LOC129791518
OG0007475	LOC115264097, LOC109402404	LOC129787202
OG0007476	LOC109417793	LOC129793841
OG0007477	LOC109397949	LOC129791532
OG0007478	LOC109428481	LOC129786312
OG0007479	LOC109408623	LOC129796037
OG0007480	LOC109413489	LOC129793159
OG0007481	LOC109397864	LOC129789310, LOC129789464
OG0007482	LOC109408124	LOC129791915
OG0007483	LOC109418124	LOC129792554
OG0007484	LOC109412126	LOC129786202
OG0007487	LOC109428471	LOC129789385
OG0007488	LOC109407440	LOC129793711
OG0007489	LOC109430734	LOC129787418
OG0007490	LOC109428436	LOC129789394
OG0007491	LOC109409696	LOC129794280
OG0007492	LOC109432121	LOC129790292
OG0007493	LOC109417230	LOC129789759
OG0007494	LOC109432382	LOC129791187
OG0007496	LOC134283920	LOC129787382
OG0007497	LOC109423546	LOC129786756
OG0007498	LOC115253727	LOC129792598
OG0007499	LOC109425691	LOC129791466
OG0007500	LOC109400928	LOC129787550
OG0007503	LOC109417893	LOC129788703
OG0007504	LOC109427038	LOC129795505
OG0007505	LOC134283905	LOC129795041
OG0007506	LOC115268208	LOC129794338
OG0007507	LOC109403225	LOC129793827
OG0007508	LOC115255079	LOC129789306
OG0007509	LOC109400488	LOC129787451
OG0007510	LOC109409249	LOC129790526
OG0007511	LOC109427762	LOC129788934
OG0007512	LOC109412019	LOC129795538
OG0007513	LOC109409922	LOC129791822
OG0007514	LOC109414474	LOC129791941
OG0007515	LOC109429924	LOC129788088
OG0007516	LOC109429040	LOC129792605
OG0007517	LOC109404426	LOC129788423
OG0007518	LOC109432009	LOC129795490
OG0007519	LOC109432535	LOC129795439
OG0007520	LOC109421953	LOC129796052
OG0007521	LOC115260190	LOC129788676
OG0007522	LOC115265339	LOC129794229
OG0007523	LOC109422130	LOC129790674
OG0007524	LOC109403802	LOC129791781
OG0007525	LOC109416460	LOC129792228
OG0007527	LOC109401916	LOC129787964
OG0007528	LOC109426844, LOC134288481	LOC129793542
OG0007529	LOC109424815	LOC129787814
OG0007530	LOC109404268	LOC129792075
OG0007531	LOC109425509	LOC129797537
OG0007532	LOC109400129	LOC129788206
OG0007533	LOC109422962	LOC129789638
OG0007534	LOC109414613	LOC129787811
OG0007536	LOC109431614	LOC129791667
OG0007537	LOC115269703	LOC129791913
OG0007538	LOC109416813	LOC129790051
OG0007539	LOC109431391	LOC129790143
OG0007540	LOC109400065	LOC129790145
OG0007541	LOC109420353	LOC129785830
OG0007543	LOC109398009	LOC129793161
OG0007544	LOC109412161	LOC129787628
OG0007545	LOC109397777	LOC129786374
OG0007546	LOC109623319	LOC129795997
OG0007547	LOC109425744	LOC129791220
OG0007548	LOC109422034	LOC129790363
OG0007549	LOC109413112	LOC129795435
OG0007550	LOC109427534	LOC129794119
OG0007551	LOC115262467	LOC129794056
OG0007552	LOC109430021	LOC129786853
OG0007553	LOC109411581	LOC129790668
OG0007554	LOC109420936	LOC129791004
OG0007555	LOC109621807	LOC129788383
OG0007556	LOC109428433	LOC129791465
OG0007557	LOC109426378	LOC129794828
OG0007558	LOC109621883	LOC129791624
OG0007559	LOC109401305	LOC129796922
OG0007560	LOC109418761	LOC129796536
OG0007561	LOC109428685	LOC129791705
OG0007562	LOC109422356	LOC129796308
OG0007563	LOC109419403	LOC129788053
OG0007564	LOC109414609	LOC129787797
OG0007565	LOC109416927	LOC129792095
OG0007566	LOC109427657	LOC129791078
OG0007567	LOC109415253	LOC129791125
OG0007568	LOC109407040	LOC129792138
OG0007569	LOC115270189	LOC129794110
OG0007570	LOC109424534	LOC129785939
OG0007571	LOC109430363	LOC129797163
OG0007572	LOC109431761	LOC129794082
OG0007573	LOC109403856	LOC129787541
OG0007574	LOC109623145	LOC129791776
OG0007576	LOC115270442	LOC129791784
OG0007577	LOC109421144	LOC129790122
OG0007578	LOC109415605	LOC129787025
OG0007579	LOC109423140	LOC129797860
OG0007580	LOC109425117	LOC129792893
OG0007581	LOC109423302	LOC129793755
OG0007582	LOC115254025	LOC129793624, LOC129790709
OG0007583	LOC109432314	LOC129795484
OG0007584	LOC109411235	LOC129797475
OG0007585	LOC109415666	LOC129796607
OG0007586	LOC115254158	LOC129796993
OG0007587	LOC109422468	LOC129791606
OG0007588	LOC109401912	LOC129787652
OG0007589	LOC134284982	LOC129789875
OG0007590	LOC109406321	LOC129797432
OG0007591	LOC109405222	LOC129787858
OG0007592	LOC109401240	LOC129787540
OG0007593	LOC109423210	LOC129797265
OG0007594	LOC109423626	LOC129787409
OG0007595	LOC109405617	LOC129790544
OG0007597	LOC109406929	LOC129790378
OG0007598	LOC109428695	LOC129791449
OG0007599	LOC109429597	LOC129787440
OG0007600	LOC109417869	LOC129792836
OG0007601	LOC109403239	LOC129795811
OG0007602	LOC109622356	LOC129786009
OG0007603	LOC109407939	LOC129792050
OG0007604	LOC109621473	LOC129796109
OG0007605	LOC109422379	LOC129796254
OG0007606	LOC109423866	LOC129793469
OG0007607	LOC109413956	LOC129793993
OG0007608	LOC109414482	LOC129795491
OG0007610	LOC109397198	LOC129789283
OG0007611	LOC109409477	LOC129796651
OG0007612	LOC134288904, LOC109417253	LOC129797515
OG0007613	LOC109406007	LOC129792338
OG0007614	LOC109422082	LOC129791182
OG0007615	LOC109419102	LOC129785890
OG0007616	LOC115270041	LOC129793737
OG0007617	LOC109422953	LOC129788727
OG0007618	LOC109430032	LOC129786234
OG0007619	LOC109416682	LOC129794206
OG0007620	LOC109430541	LOC129787497
OG0007621	LOC115253630	LOC129793302
OG0007622	LOC109401004	LOC129791704
OG0007623	LOC109420405	LOC129788945
OG0007624	LOC109420816	LOC129791978
OG0007625	LOC109427791	LOC129790598
OG0007626	LOC109400482	LOC129787077
OG0007627	LOC109413839	LOC129793475
OG0007628	LOC109426022	LOC129794626
OG0007630	LOC109423939	LOC129790072
OG0007631	LOC115256094	LOC129792579
OG0007632	LOC109408430	LOC129797153
OG0007633	LOC109413972	LOC129794279
OG0007634	LOC109426171	LOC129792483
OG0007635	LOC109425710	LOC129792246
OG0007636	LOC109430297	LOC129797866
OG0007637	LOC109425837	LOC129796586
OG0007638	LOC109407996	LOC129791819
OG0007639	LOC109410345	LOC129790271
OG0007640	LOC109403689	LOC129793169
OG0007641	LOC109407326	LOC129789302
OG0007642	LOC109420819	LOC129792480
OG0007643	LOC109401880	LOC129788933
OG0007644	LOC109403658	LOC129791572
OG0007645	LOC109408266	LOC129786540
OG0007646	LOC109419418	LOC129791774
OG0007648	LOC109402049	LOC129790908
OG0007649	LOC109401907	LOC129788734
OG0007650	LOC109621877	LOC129797247
OG0007651	LOC109405894	LOC129788385
OG0007652	LOC109408028	LOC129793382
OG0007653	LOC109426515	LOC129794729
OG0007654	LOC109417547	LOC129794157
OG0007655	LOC115254060	LOC129787748
OG0007656	LOC115254164	LOC129788718
OG0007657	LOC109418995	LOC129786030
OG0007658	LOC115263171	LOC129792796
OG0007660	LOC109418396	LOC129797469
OG0007661	LOC109621687	LOC129794277
OG0007663	LOC109430479	LOC129796935
OG0007664	LOC109426145	LOC129797212
OG0007665	LOC109417756	LOC129786013
OG0007666	LOC109404623	LOC129790659
OG0007668	LOC109428653	LOC129792819
OG0007669	LOC109423066	LOC129786418
OG0007670	LOC109432155	LOC129787882
OG0007671	LOC109398850	LOC129791867
OG0007672	LOC109423569	LOC129794569
OG0007673	LOC109400134, LOC115264504, LOC134291405, LOC134288543, LOC134291382, LOC134289856, LOC115258151, LOC109428733	LOC129795679
OG0007674	LOC109431514	LOC129794074
OG0007675	LOC109429868	LOC129789485
OG0007676	LOC109430629	LOC129789100
OG0007677	LOC109414268	LOC129792930
OG0007678	LOC115258208	LOC129792494
OG0007679	LOC134291872	LOC129787121
OG0007680	LOC109431349	LOC129790465
OG0007681	LOC115266760	LOC129791234
OG0007682	LOC109428460	LOC129789399
OG0007683	LOC109430809	LOC129793501
OG0007684	LOC109407640	LOC129795303
OG0007685	LOC109422942	LOC129787892
OG0007686	LOC109427703	LOC129785831
OG0007688	LOC109423294	LOC129791567
OG0007689	LOC109414157	LOC129786400
OG0007690	LOC109409693	LOC129793130
OG0007691	LOC109415811	LOC129788759
OG0007692	LOC109409851	LOC129787891
OG0007694	LOC109420024	LOC129794244
OG0007695	LOC109411730	LOC129791842
OG0007696	LOC109420110	LOC129795455
OG0007697	LOC109431130	LOC129793795
OG0007698	LOC109421520	LOC129788732
OG0007699	LOC109398209	LOC129797426
OG0007700	LOC109418830	LOC129796701
OG0007701	LOC109415238	LOC129786989
OG0007702	LOC109408361	LOC129795285
OG0007703	LOC109412806	LOC129794286
OG0007704	LOC109413486	LOC129794341
OG0007705	LOC109422441	LOC129789353
OG0007706	LOC109397298	LOC129797785
OG0007707	LOC115266109	LOC129786402
OG0007708	LOC109420404	LOC129796525
OG0007709	LOC109403070	LOC129785849
OG0007710	LOC109430282	LOC129786514
OG0007711	LOC109431107	LOC129789660
OG0007712	LOC115265418	LOC129787006
OG0007713	LOC109418655	LOC129796354
OG0007714	LOC109405312	LOC129791286
OG0007715	LOC109408294	LOC129787079
OG0007716	LOC109414103	LOC129792570
OG0007717	LOC109408287	LOC129786613
OG0007719	LOC109412527	LOC129793952
OG0007720	LOC109398055	LOC129793363
OG0007721	LOC109407990	LOC129791595
OG0007722	LOC109416253	LOC129788950
OG0007723	LOC109414250	LOC129792553
OG0007724	LOC109418842	LOC129795449
OG0007725	LOC109429575	LOC129790129
OG0007726	LOC109428426	LOC129790619
OG0007727	LOC115256469, LOC109406978	LOC129788428
OG0007728	LOC109622837	LOC129788070
OG0007729	LOC109423651	LOC129797721
OG0007730	LOC109397236	LOC129787526
OG0007731	LOC109407357	LOC129791326
OG0007732	LOC109415477	LOC129790729
OG0007733	LOC109426682	LOC129792629
OG0007734	LOC109411065	LOC129793269
OG0007735	LOC115256148	LOC129789592
OG0007736	LOC109427093	LOC129797424
OG0007737	LOC109405808	LOC129795463
OG0007738	LOC109407565	LOC129786081
OG0007739	LOC109403341	LOC129796044
OG0007740	LOC109412405	LOC129787032
OG0007741	LOC109415665	LOC129797736
OG0007742	LOC109424976	LOC129790092
OG0007743	LOC109401876	LOC129790706
OG0007744	LOC109418769	LOC129795459
OG0007745	LOC109401225	LOC129794683
OG0007748	LOC109409472	LOC129786479
OG0007750	LOC109622975	LOC129787521
OG0007751	LOC109411339	LOC129796778
OG0007752	LOC109414104, LOC115256060	LOC129792718
OG0007753	LOC109422780	LOC129790704
OG0007754	LOC109419762	LOC129793448
OG0007755	LOC109419974	LOC129790502
OG0007757	LOC109401910	LOC129789829
OG0007758	LOC109408452	LOC129786891
OG0007760	LOC109423308	LOC129792375
OG0007761	LOC109410019	LOC129794060
OG0007762	LOC109424060	LOC129796351
OG0007763	LOC109418093	LOC129792371
OG0007764	LOC109398214	LOC129786215
OG0007765	LOC109407544	LOC129795447
OG0007766	LOC109428455, LOC109422166	LOC129789661
OG0007767	LOC109405984	LOC129786621
OG0007768	LOC109420665	LOC129788438
OG0007770	LOC109430492	LOC129787614
OG0007771	LOC109420443	LOC129789143
OG0007772	LOC109424964	LOC129788677
OG0007773	LOC109407380	LOC129791455
OG0007774	LOC109622450	LOC129791438
OG0007775	LOC109397105, LOC134291778	LOC129795085
OG0007778	LOC115257294, LOC109400362	LOC129788639
OG0007781	LOC109408866	LOC129797683
OG0007782	LOC115268935, LOC115261862, LOC134291374, LOC109410016	LOC129790656
OG0007784	LOC115260965, LOC109412946	LOC129785836
OG0007785	LOC109414514	LOC129794638
OG0007787	LOC109424729	LOC129797373
OG0007794	LOC134286813, LOC134286940, LOC115266787, LOC115269830	LOC129795478, LOC129791416, LOC129792555, LOC129791226
OG0007796	LOC115269127	LOC129793773
OG0007802	LOC134291890	LOC129789261, LOC129789693
OG0007838	LOC109415496	LOC129787581
OG0007839	LOC115267743	LOC129797335
OG0007840	LOC109400877	LOC129797750
OG0007842	LOC109412580	LOC129787916
OG0007843	LOC109400874	LOC129796800
OG0007846	LOC115254340	LOC129788876
OG0007848	LOC109621636	LOC129786394
OG0007849	LOC109407938	LOC129796504
OG0007852	LOC115264539	LOC129786373
OG0007853	LOC134291424, LOC134289877	LOC129795324
OG0007855	LOC115253739, LOC134291518	LOC129786789
OG0007856	LOC134288118	LOC129792478
OG0007860	LOC109422363	LOC129796634
OG0007862	LOC109422375	LOC129797099
OG0007863	LOC134291873	LOC129795864
OG0007866	LOC109424468	LOC129795725
OG0007867	LOC109420683	LOC129789919
OG0007868	LOC109400752	LOC129793144
