Orthogroup	Aalbopictus_AalbF5	AgambiaePEST
OG0008872	LOC115262361	AGAP003196, AGAP013219
OG0008873	LOC109422132	AGAP000387
OG0008874	LOC109416146	AGAP003027
OG0008875	LOC109416145	AGAP003026
OG0008877	LOC109414702	AGAP001068
OG0008878	LOC109407200, LOC115258560	AGAP008500
OG0008879	LOC109411130	AGAP005518
OG0008880	LOC109408197	AGAP005515
OG0008881	LOC109405528	AGAP000235
OG0008882	LOC134284269	AGAP011360
OG0008883	LOC109400406	AGAP003945
OG0008884	LOC115266883, LOC115257587	AGAP012178
OG0008885	LOC115257375	AGAP012093
OG0008886	LOC109426796	AGAP007083
OG0008887	LOC109432294, LOC115267805	AGAP011253
OG0008888	LOC115257151	AGAP003308
OG0008889	LOC115266747	AGAP009059
OG0008890	LOC109400660	AGAP006916
OG0008891	LOC109420625	AGAP007745
OG0008892	LOC109428060	AGAP001543
OG0008893	LOC109418643	AGAP004700
OG0008894	LOC109421413	AGAP009305
OG0008895	LOC109398406	AGAP000785
OG0008896	LOC109417340	AGAP002902
OG0008897	LOC109404025	AGAP011934
OG0008899	LOC109421719	AGAP002997
OG0008900	LOC115258089	AGAP001311
OG0008901	LOC109426266	AGAP002996
OG0008903	LOC109621926	AGAP005910
OG0008904	LOC109429667	AGAP009341
OG0008905	LOC109415588	AGAP012228
OG0008907	LOC109400412	AGAP004501
OG0008908	LOC109406023	AGAP006999
OG0008912	LOC109401218	AGAP010879
OG0008914	LOC109411234	AGAP006057
OG0008915	LOC109411233	AGAP002486
OG0008916	LOC115253445	AGAP009221
OG0008917	LOC109401284	AGAP011439
OG0008918	LOC109411518	AGAP004312
OG0008919	LOC109418824	AGAP011730
OG0008920	LOC109404608, LOC109411777	AGAP009292
OG0008921	LOC109420928	AGAP008683
OG0008922	LOC109398697	AGAP008516
OG0008924	LOC109414259	AGAP006175
OG0008925	LOC109401271	AGAP010723
OG0008926	LOC109401182	AGAP029468
OG0008927	LOC109427575	AGAP008157
OG0008928	LOC109432696	AGAP008160
OG0008929	LOC109401893	AGAP000248
OG0008930	LOC109400267, LOC109423629	AGAP003496
OG0008931	LOC115268465	AGAP003036
OG0008932	LOC109430468	AGAP003037
OG0008933	LOC109429471	AGAP001703
OG0008934	LOC109415467	AGAP001107
OG0008936	LOC109405422	AGAP003089
OG0008937	LOC109422241	AGAP006633
OG0008938	LOC109622744	AGAP003320
OG0008939	LOC109417982	AGAP005784
OG0008940	LOC109429796	AGAP007893
OG0008941	LOC109407133	AGAP002174
OG0008942	LOC109419662	AGAP007540
OG0008943	LOC109622250	AGAP010307
OG0008944	LOC109429077	AGAP010255
OG0008945	LOC109397080	AGAP003843
OG0008946	LOC109402732	AGAP006474
OG0008947	LOC109429055	AGAP007689
OG0008948	LOC109415184	AGAP013410
OG0008949	LOC115268529	AGAP006955
OG0008950	LOC109401505	AGAP003585
OG0008951	LOC109415237	AGAP009922
OG0008952	LOC109414310	AGAP008970
OG0008953	LOC109407243	AGAP009787
OG0008955	LOC109405868	AGAP008503
OG0008956	LOC109428949	AGAP010585
OG0008957	LOC109428950	AGAP028076
OG0008958	LOC109408825	AGAP011761
OG0008959	LOC115268466	AGAP004936
OG0008961	LOC109400686	AGAP006966
OG0008962	LOC109402412, LOC109423538	AGAP001718
OG0008963	LOC109411962	AGAP011157
OG0008964	LOC109623054	AGAP004086
OG0008965	LOC109413462	AGAP006783
OG0008966	LOC109402403	AGAP002896
OG0008967	LOC109404382	AGAP006839
OG0008968	LOC109411260	AGAP008187
OG0008969	LOC109400219, LOC134284710	AGAP029906
OG0008970	LOC109400257	AGAP004576
OG0008971	LOC109429097	AGAP010253
OG0008972	LOC115264342	AGAP001058
OG0008973	LOC109400497	AGAP004338
OG0008974	LOC109414248	AGAP006163
OG0008975	LOC115253425	AGAP006685
OG0008976	LOC109428376	AGAP000209
OG0008977	LOC109622566	AGAP007492
OG0008978	LOC109419263	AGAP001573
OG0008979	LOC109399384	AGAP006144
OG0008980	LOC109410777	AGAP006600
OG0008981	LOC109401303	AGAP011963
OG0008982	LOC115260183	AGAP001044
OG0008983	LOC109400757	AGAP013524
OG0008984	LOC109410811	AGAP027993
OG0008985	LOC109428038	AGAP009142
OG0008986	LOC109401794	AGAP001251
OG0008987	LOC109421029	AGAP008135
OG0008988	LOC109413137	AGAP028623
OG0008989	LOC109426230	AGAP003240
OG0008990	LOC109397607	AGAP013348
OG0008991	LOC115265269	AGAP005314
OG0008992	LOC109427305	AGAP013538
OG0008993	LOC109420460	AGAP007867
OG0008994	LOC109400064	AGAP003648
OG0008995	LOC115257070, LOC109422546	AGAP003334
OG0008996	LOC115261167	AGAP003567
OG0008997	LOC109415384	AGAP002629
OG0008998	LOC109416018	AGAP003244
OG0008999	LOC109404811	AGAP009322
OG0009000	LOC134291160	AGAP001753
OG0009001	LOC109417743	AGAP029602
OG0009002	LOC115262701	AGAP010982
OG0009003	LOC109400736	AGAP004349
OG0009004	LOC115265285	AGAP006149
OG0009005	LOC109432999	AGAP000392
OG0009006	LOC109415609	AGAP000892
OG0009007	LOC115258013	AGAP029531
OG0009008	LOC109406736	AGAP010273
OG0009009	LOC109424095	AGAP000756
OG0009010	LOC109401435	AGAP007799
OG0009011	LOC109423598	AGAP029805
OG0009012	LOC109403064	AGAP028608
OG0009013	LOC109428059	AGAP029582
OG0009015	LOC134289507	AGAP001945
OG0009016	LOC109404438	AGAP002715
OG0009017	LOC109429400	AGAP010152
OG0009018	LOC109430450	AGAP003043
OG0009019	LOC109432219	AGAP003680
OG0009020	LOC115257421	AGAP010048
OG0009021	LOC115254206	AGAP029628
OG0009022	LOC115266941	AGAP010158
OG0009023	LOC109414950	AGAP004341
OG0009024	LOC115261480	AGAP002690
OG0009025	LOC109621842	AGAP005717
OG0009026	LOC109411435	AGAP010388
OG0009027	LOC109428579	AGAP000587
OG0009028	LOC115268851	AGAP002153
OG0009029	LOC109404436	AGAP002711
OG0009030	LOC109398885	AGAP002787
OG0009031	LOC115253904	AGAP003077
OG0009033	LOC109432476	AGAP008467
OG0009034	LOC109429833	AGAP004541
OG0009035	LOC109427052	AGAP001365
OG0009036	LOC109418936	AGAP006653
OG0009037	LOC109423115	AGAP002068
OG0009038	LOC109415851	AGAP029580
OG0009039	LOC109622683	AGAP003714
OG0009040	LOC109432242	AGAP011421
OG0009041	LOC109403306	AGAP002135
OG0009042	LOC115270301	AGAP006108
OG0009043	LOC109429879	AGAP007899
OG0009046	LOC109407911	AGAP010825
OG0009047	LOC109425749	AGAP028639
OG0009048	LOC109417691	AGAP009189
OG0009049	LOC109416092	AGAP004674
OG0009050	LOC109415058	AGAP029573
OG0009052	LOC115266491	AGAP004453
OG0009053	LOC115258949	AGAP008656
OG0009054	LOC115256458	AGAP000115
OG0009055	LOC109408411	AGAP003877
OG0009056	LOC109429494	AGAP012999
OG0009057	LOC109420687	AGAP029574
OG0009058	LOC109405085	AGAP000155
OG0009059	LOC109426658	AGAP005506
OG0009060	LOC115264848, LOC109412338	AGAP013201
OG0009061	LOC109397817	AGAP012986
OG0009062	LOC109433445	AGAP010817
OG0009063	LOC109416838	AGAP003283
OG0009064	LOC109623121	AGAP006448
OG0009066	LOC134284273	AGAP012195
OG0009067	LOC115254624	AGAP028021
OG0009068	LOC109418620	AGAP028578
OG0009070	LOC109426622	AGAP006147
OG0009072	LOC109414144	AGAP002899
OG0009073	LOC109403544	AGAP000446
OG0009074	LOC109422128	AGAP013262
OG0009075	LOC109399415, LOC109400654	AGAP006139
OG0009076	LOC109410720	AGAP011802
OG0009077	LOC115260101	AGAP028637
OG0009078	LOC115266773	AGAP007917
OG0009079	LOC109411714	AGAP028599
OG0009082	LOC115253714	AGAP010722
OG0009083	LOC115267089	AGAP004638
OG0009084	LOC109422801	AGAP029617
OG0009086	LOC109410055	AGAP005463
OG0009087	LOC109418945	AGAP007334
OG0009088	LOC109425388	AGAP003937
OG0009089	LOC109400074	AGAP003406
OG0009090	LOC134290210	AGAP001330
OG0009091	LOC109400279	AGAP013414
OG0009092	LOC109425594	AGAP004008
OG0009093	LOC109419698	AGAP029357
OG0009094	LOC109420324	AGAP029151
OG0009095	LOC109431109	AGAP003160
OG0009097	LOC109412877	AGAP004667
OG0009098	LOC109432807	AGAP003010
OG0009099	LOC109418656	AGAP010520
OG0009100	LOC115255388	AGAP013715
OG0009101	LOC109417761	AGAP009206
OG0009102	LOC109421932	AGAP011472
OG0009103	LOC109416769	AGAP004462
OG0009104	LOC109400384	AGAP000786
OG0009105	LOC109398469	AGAP003712
OG0009106	LOC115255977, LOC115255980	AGAP013374
OG0009107	LOC109397913	AGAP011973
OG0009108	LOC115256592, LOC109404901	AGAP028166
OG0009110	LOC115266183, LOC109401139	AGAP003748
OG0009111	LOC109423300	AGAP001361
OG0009112	LOC109428281	AGAP010222
OG0009113	LOC109401734, LOC115269459	AGAP028485
OG0009114	LOC115270001	AGAP029187
OG0009115	LOC109401325	AGAP013508
OG0009116	LOC109424252, LOC134287156	AGAP006706
OG0009118	LOC109623402	AGAP009404, AGAP028209
OG0009119	LOC109405198	AGAP002379
OG0009120	LOC109404747	AGAP005793
OG0009121	LOC109426751	AGAP005093
OG0009122	LOC109426452	AGAP010416
OG0009123	LOC115257630	AGAP008833
OG0009124	LOC109417005	AGAP008397
OG0009125	LOC109414182	AGAP029621
OG0009126	LOC109398077	AGAP028400
OG0009127	LOC109420859	AGAP006701
OG0009128	LOC109416761	AGAP002741
OG0009129	LOC134288282	AGAP029439
OG0009130	LOC109421253	AGAP009759
OG0009131	LOC109418499	AGAP009789
OG0009132	LOC109416140	AGAP008937
OG0009134	LOC109411303	AGAP004000
OG0009135	LOC109401001	AGAP006267
OG0009136	LOC109431450	AGAP000369
OG0009138	LOC109415352	AGAP000535
OG0009139	LOC109431337	AGAP000996
OG0009140	LOC109397782	AGAP004714
OG0009141	LOC115262976	AGAP002880
OG0009142	LOC109413859	AGAP005859
OG0009143	LOC115270398	AGAP004879
OG0009144	LOC109623120	AGAP005946
OG0009145	LOC109415239	AGAP000759
OG0009146	LOC109400513	AGAP002050
OG0009147	LOC109402777	AGAP028473
OG0009148	LOC109432046	AGAP001736
OG0009149	LOC109411176	AGAP029087
OG0009150	LOC115271009	AGAP013022
OG0009153	LOC109410191	AGAP008314
OG0009154	LOC109422009	AGAP006125
OG0009155	LOC109402136	AGAP010413
OG0009157	LOC109408766	AGAP011771
OG0009159	LOC115258541	AGAP008977
OG0009161	LOC109399688	AGAP011935
OG0009162	LOC115269384	AGAP004730
OG0009163	LOC109415660	AGAP001322
OG0009165	LOC109403575	AGAP000457
OG0009166	LOC109408071	AGAP005522
OG0009167	LOC109430814	AGAP004831
OG0009168	LOC109428930	AGAP010960
OG0009169	LOC109423224	AGAP002321
OG0009170	LOC109423806	AGAP008735
OG0009171	LOC109412683	AGAP009641
OG0009172	LOC109429302	AGAP004331
OG0009173	LOC109398843	AGAP013343
OG0009174	LOC109413093	AGAP007439
OG0009176	LOC109418044	AGAP006480
OG0009177	LOC109400490	AGAP001643
OG0009178	LOC109426637	AGAP028438
OG0009179	LOC109418371	AGAP002442
OG0009180	LOC109404346	AGAP006871
OG0009182	LOC109414216	AGAP006465
OG0009183	LOC109412775	AGAP004787
OG0009184	LOC109428671, LOC109424301	AGAP029370
OG0009185	LOC109424046	AGAP003241
OG0009186	LOC109417287	AGAP002658
OG0009187	LOC115270005	AGAP006470
OG0009188	LOC109433141	AGAP008855
OG0009189	LOC109426883	AGAP011681
OG0009190	LOC109429617	AGAP009407
OG0009191	LOC109413863	AGAP006947
OG0009192	LOC109418389, LOC115262745	AGAP002453
OG0009193	LOC109408966	AGAP000382
OG0009194	LOC115259365	AGAP009480
OG0009196	LOC109432051	AGAP029583
OG0009197	LOC109418067	AGAP006479
OG0009198	LOC109397959	AGAP006259
OG0009199	LOC109408472	AGAP007607
OG0009200	LOC109416030	AGAP013184
OG0009201	LOC109420007	AGAP004580
OG0009202	LOC109423687	AGAP029360
OG0009203	LOC109410209	AGAP028066
OG0009205	LOC134285836	AGAP002852
OG0009206	LOC109417814	AGAP006884
OG0009207	LOC109407991	AGAP005525
OG0009208	LOC109409808	AGAP012658, AGAP007283
OG0009209	LOC109397351	AGAP006900
OG0009210	LOC115267720	AGAP010576
OG0009211	LOC115267711	AGAP012310
OG0009212	LOC115263539	AGAP029056
OG0009213	LOC109414931	AGAP002336
OG0009214	LOC109621699	AGAP005805
OG0009217	LOC109401930	AGAP000728
OG0009218	LOC109417157	AGAP028513
OG0009219	LOC109405832	AGAP003001
OG0009220	LOC134290023, LOC109409014	AGAP003390
OG0009221	LOC109411152	AGAP010082, AGAP010085
OG0009222	LOC109409444	AGAP000898
OG0009223	LOC109421111	AGAP004397
OG0009224	LOC115271083	AGAP001319
OG0009225	LOC109424543	AGAP008745
OG0009226	LOC109401895	AGAP001051
OG0009227	LOC109431833	AGAP001225
OG0009228	LOC109398300	AGAP008242
OG0009229	LOC109428444	AGAP000888
OG0009230	LOC109410905	AGAP003621
OG0009231	LOC109406600	AGAP001008
OG0009232	LOC109427410	AGAP001091
OG0009233	LOC109399009	AGAP004036
OG0009234	LOC109408499	AGAP002936
OG0009235	LOC109419151, LOC109423139	AGAP003313
OG0009236	LOC109623085	AGAP028407
OG0009237	LOC109403413	AGAP012863, AGAP010433
OG0009238	LOC109432946	AGAP011524
OG0009239	LOC109621322	AGAP010283
OG0009240	LOC115266789	AGAP001998
OG0009241	LOC109413765	AGAP010203
OG0009242	LOC115265773	AGAP006773
OG0009243	LOC109402251	AGAP007278
OG0009244	LOC115268103	AGAP028543
OG0009245	LOC109422131	AGAP001045
OG0009246	LOC109426010	AGAP028130
OG0009247	LOC115261346	AGAP013298
OG0009248	LOC109408513	AGAP028586
OG0009249	LOC109433050	AGAP028054
OG0009251	LOC109431307	AGAP011884
OG0009252	LOC115257895	AGAP011836
OG0009253	LOC109400058	AGAP013446
OG0009254	LOC109425555	AGAP003994
OG0009255	LOC109424346	AGAP029738
OG0009258	LOC115257039	AGAP012975
OG0009259	LOC115267364	AGAP003418
OG0009260	LOC109414483	AGAP029107
OG0009261	LOC115267387	AGAP013445
OG0009262	LOC109402224	AGAP000205
OG0009263	LOC109408251	AGAP028210
OG0009264	LOC109412873	AGAP002378
OG0009265	LOC109411508	AGAP004665
OG0009266	LOC134285189, LOC109421969	AGAP013413
OG0009267	LOC109432998	AGAP000303
OG0009268	LOC109404900	AGAP000156
OG0009269	LOC109408212	AGAP005005
OG0009270	LOC109414670	AGAP028111
OG0009271	LOC109621580	AGAP003329
OG0009273	LOC115270260	AGAP005138
OG0009274	LOC109411988	AGAP010302
OG0009275	LOC109418319	AGAP004440
OG0009276	LOC115264985	AGAP028573
OG0009277	LOC115263981	AGAP013339
OG0009279	LOC109432059	AGAP001735
OG0009280	LOC109397047, LOC115260033	AGAP028129
OG0009281	LOC109405093	AGAP000687
OG0009282	LOC109428461	AGAP000882
OG0009283	LOC109400662	AGAP029058
OG0009284	LOC115270955	AGAP006242
OG0009285	LOC109406599	AGAP029673
OG0009286	LOC109409735	AGAP007256
OG0009287	LOC109413665	AGAP002981
OG0009288	LOC109428528	AGAP001493
OG0009289	LOC109404459	AGAP013309
OG0009290	LOC109412593	AGAP003108
OG0009292	LOC109403728	AGAP013145
OG0009294	LOC109398552	AGAP029402
OG0009295	LOC109401644	AGAP011118
OG0009296	LOC109405556	AGAP013506
OG0009297	LOC109400727	AGAP006471
OG0009298	LOC109399110	AGAP029293
OG0009299	LOC134289493, LOC134289490	AGAP001873
OG0009300	LOC109397498	AGAP009661
OG0009301	LOC109398616	AGAP008961
OG0009302	LOC109402735	AGAP007107
OG0009305	LOC109404809	AGAP009324
OG0009306	LOC109406153	AGAP001790
OG0009307	LOC109406494	AGAP011704
OG0009308	LOC109406716	AGAP028651, AGAP010263
OG0009309	LOC109409686	AGAP007483
OG0009311	LOC109411644	AGAP003123
OG0009313	LOC109413246	AGAP000657
OG0009314	LOC109414278	AGAP005340
OG0009315	LOC109414393	AGAP002633
OG0009316	LOC109424072	AGAP004191
OG0009317	LOC109424152	AGAP005192
OG0009319	LOC109426613	AGAP005073
OG0009320	LOC109429095	AGAP003847
OG0009323	LOC109430855	AGAP007066
OG0009325	LOC109432827	AGAP001474
OG0009326	LOC109622511	AGAP007584
OG0009327	LOC109622538	AGAP007703
OG0009328	LOC109623020	AGAP013430
OG0009334	LOC115262247	AGAP013435
OG0009336	LOC115265463	AGAP002642
OG0009337	LOC115267424	AGAP000316
OG0009342	LOC134284465	AGAP002484
OG0009343	LOC134285143	AGAP029935, AGAP013364
OG0009387	LOC109415485	AGAP002907
OG0009389	LOC109621631	AGAP003483
OG0009390	LOC109423378	AGAP003199
OG0009391	LOC109409549	AGAP001096
OG0009392	LOC109400448	AGAP028205
OG0009393	LOC109405386	AGAP011202
OG0009394	LOC109424954	AGAP000367
OG0009395	LOC115253681	AGAP008997
OG0009396	LOC109413217	AGAP000364
OG0009397	LOC115265307	AGAP005675
OG0009398	LOC134290057	AGAP010684, AGAP012594
OG0009399	LOC115264418	AGAP008013
OG0009401	LOC109427223	AGAP003552
OG0009402	LOC115261426	AGAP003549
OG0009403	LOC109411608	AGAP002670
OG0009404	LOC109401758	AGAP004248
OG0009405	LOC109621484	AGAP011321
OG0009406	LOC109407693	AGAP011323
OG0009407	LOC109421750	AGAP001610
OG0009408	LOC109421758	AGAP007368
OG0009409	LOC109406346	AGAP000690
OG0009410	LOC109425900	AGAP012393
OG0009411	LOC109426024	AGAP012406
OG0009412	LOC109429927	AGAP007913
OG0009413	LOC109429890	AGAP007878
OG0009414	LOC109429550	AGAP028055
OG0009415	LOC109429541	AGAP007940
OG0009416	LOC109622067	AGAP002751
OG0009417	LOC109426489	AGAP011652
OG0009418	LOC115267810	AGAP011758
OG0009419	LOC109622277	AGAP010606
OG0009420	LOC109403348	AGAP011898
OG0009422	LOC109428430	AGAP010498
OG0009424	LOC115262194	AGAP002499
OG0009425	LOC109407564	AGAP012245
OG0009426	LOC109407335	AGAP008930
OG0009427	LOC109430792	AGAP004945
OG0009430	LOC109418958	AGAP007314
OG0009431	LOC109413015	AGAP007454
OG0009432	LOC109422403	AGAP011552
OG0009433	LOC109408557	AGAP007599
OG0009434	LOC109423361	AGAP007707
OG0009436	LOC109408350	AGAP007612
OG0009437	LOC109431579	AGAP028185
OG0009438	LOC109427680	AGAP004451
OG0009439	LOC109431400	AGAP010081
OG0009440	LOC109408126	AGAP007831
OG0009441	LOC109408121	AGAP013722
OG0009442	LOC109419060	AGAP007823
OG0009443	LOC115265693	AGAP007151
OG0009444	LOC109426670	AGAP005310
OG0009445	LOC109426651	AGAP006119
OG0009446	LOC109415860	AGAP008238
OG0009447	LOC109431726	AGAP005054
OG0009448	LOC109407727	AGAP008398
OG0009449	LOC109433084	AGAP010212
OG0009450	LOC109427907	AGAP009151
OG0009451	LOC109421436	AGAP008040
OG0009452	LOC109421440	AGAP008045
OG0009454	LOC109420015	AGAP008717
OG0009455	LOC115253599	AGAP002818
OG0009456	LOC109398829	AGAP029381
OG0009457	LOC109412594	AGAP003109
OG0009458	LOC109421343	AGAP007864
OG0009459	LOC109403184	AGAP010732
OG0009460	LOC115267594	AGAP006719
OG0009461	LOC115254015	AGAP009068
OG0009462	LOC109419806	AGAP002362
OG0009465	LOC109412787	AGAP003941
OG0009466	LOC109403871	AGAP013405
OG0009467	LOC109404027	AGAP004410
OG0009468	LOC109424388	AGAP011831
OG0009470	LOC109416867	AGAP003324
OG0009471	LOC115253989	AGAP002459
OG0009472	LOC109425700	AGAP012076
OG0009473	LOC109423732	AGAP005342
OG0009474	LOC109420715	AGAP009874
OG0009475	LOC109416104	AGAP005268
OG0009476	LOC115255134	AGAP008525
OG0009478	LOC109429948	AGAP008270
OG0009479	LOC134289872, LOC134290108	AGAP013489
OG0009480	LOC109401961	AGAP002117
OG0009481	LOC109411428	AGAP010387
OG0009482	LOC109408038	AGAP029397
OG0009483	LOC109419141	AGAP013335
OG0009484	LOC134290184, LOC134291537	AGAP008271
OG0009486	LOC109404656	AGAP009913
OG0009487	LOC134290006	AGAP001333
OG0009488	LOC134287541	AGAP003522
OG0009489	LOC109430726	AGAP003647
OG0009490	LOC109409921	AGAP010752
OG0009491	LOC109399111	AGAP029592
OG0009492	LOC109428104	AGAP013361
OG0009493	LOC109427300	AGAP002776
OG0009494	LOC109431348	AGAP010769
OG0009495	LOC109431404	AGAP001611
OG0009496	LOC109427769	AGAP000375
OG0009497	LOC109427777	AGAP009077
OG0009498	LOC109425953	AGAP012852, AGAP029733
OG0009499	LOC109406059	AGAP005566
OG0009500	LOC109425144	AGAP007976
OG0009501	LOC115257096	AGAP013423
OG0009502	LOC115257285, LOC115257284	AGAP029921
OG0009503	LOC109430453	AGAP003048
OG0009504	LOC134291441	AGAP004722
OG0009505	LOC109430499	AGAP013290
OG0009506	LOC115258755	AGAP009612
OG0009507	LOC109406932	AGAP013008
OG0009508	LOC109412112	AGAP001398
OG0009509	LOC109412124	AGAP001393
OG0009510	LOC115266720	AGAP001405
OG0009511	LOC109404021	AGAP001734
OG0009512	LOC109412134	AGAP003162
OG0009513	LOC109400287	AGAP009996
OG0009514	LOC109417087	AGAP029593
OG0009516	LOC115257293	AGAP003071
OG0009517	LOC109411503	AGAP001731
OG0009518	LOC115257278	AGAP004555
OG0009519	LOC109397340	AGAP005393
OG0009521	LOC134287044	AGAP004914
OG0009522	LOC109428976	AGAP010961
OG0009523	LOC109428974	AGAP010962, AGAP010964
OG0009526	LOC109414622	AGAP004151
OG0009528	LOC115265375	AGAP005842
OG0009529	LOC109410039	AGAP006236
OG0009530	LOC109405341	AGAP000398
OG0009531	LOC115262190	AGAP003358
OG0009532	LOC109408241	AGAP009631
OG0009533	LOC109410666	AGAP011275
OG0009534	LOC109425756	AGAP028727
OG0009535	LOC115262292	AGAP001206
OG0009536	LOC109402097	AGAP009262
OG0009537	LOC109404492, LOC115254080	AGAP002840
OG0009538	LOC115266946	AGAP010157
OG0009539	LOC109422819	AGAP028743
OG0009540	LOC109398884	AGAP002791
OG0009541	LOC134287714	AGAP008094
OG0009543	LOC109421943	AGAP029869
OG0009544	LOC109418448	AGAP002035
OG0009545	LOC134291603, LOC115262662	AGAP011367
OG0009546	LOC115253881	AGAP003238
OG0009547	LOC109412297	AGAP004063
OG0009548	LOC109412278	AGAP004067
OG0009549	LOC109418127	AGAP007476
OG0009551	LOC134284476	AGAP005242
OG0009552	LOC109408242	AGAP005256
OG0009553	LOC109416504	AGAP005229
OG0009554	LOC109426009	AGAP028193, AGAP011976
OG0009555	LOC109425987	AGAP029463, AGAP012648
OG0009556	LOC109399334	AGAP010497
OG0009557	LOC109405539	AGAP029303
OG0009558	LOC109399345	AGAP010496
OG0009559	LOC109422206	AGAP001177
OG0009560	LOC109421797	AGAP001166
OG0009561	LOC115262179	AGAP009499
OG0009562	LOC109411690	AGAP009495
OG0009563	LOC109411682	AGAP009494
OG0009564	LOC115253886	AGAP007945
OG0009565	LOC109398348	AGAP007915
OG0009566	LOC109398326	AGAP009888
OG0009567	LOC109422755	AGAP004911
OG0009568	LOC109414128	AGAP003278
OG0009569	LOC109427350	AGAP000878
OG0009570	LOC109414173	AGAP002514
OG0009571	LOC115265162	AGAP007652
OG0009572	LOC109421079	AGAP010244
