Orthogroup	AminimusMINIMUS1	LlongipalpisASM
OG0008423	AMIN000239	LOC129786064
OG0008424	AMIN000237	LOC129787962
OG0008425	AMIN002947	LOC129797270
OG0008427	AMIN003098	LOC129790398
OG0008428	AMIN003407	LOC129787272
OG0008429	AMIN000127	LOC129790170
OG0008431	AMIN004454	LOC129795995
OG0008433	AMIN009265	LOC129787623
OG0008435	AMIN008631	LOC129789373
OG0008441	AMIN002101	LOC129788814
OG0008442	AMIN005182	LOC129789921
OG0008443	AMIN002102	LOC129788815
OG0008444	AMIN003319	LOC129795215
OG0008446	AMIN004882	LOC129792236
OG0008447	AMIN000562	LOC129791714
OG0008448	AMIN005794	LOC129791317
OG0008449	AMIN005779	LOC129786001
OG0008450	AMIN005594	LOC129788686
OG0008451	AMIN016281	LOC129787576
OG0008453	AMIN000318	LOC129786323
OG0008455	AMIN000457	LOC129794799
OG0008457	AMIN000466	LOC129796067
OG0008463	AMIN010794	LOC129793660
OG0008464	AMIN010796	LOC129794294
OG0008465	AMIN005150	LOC129786168
OG0008466	AMIN001632	LOC129787767
OG0008468	AMIN004646	LOC129786630
OG0008470	AMIN008317	LOC129792149
OG0008471	AMIN004590	LOC129787908
OG0008472	AMIN003102	LOC129789639
OG0008475	AMIN010234	LOC129787490
OG0008477	AMIN010235	LOC129787716
OG0008478	AMIN009678	LOC129790397
OG0008479	AMIN007588	LOC129792991
OG0008481	AMIN002379	LOC129788674
OG0008482	AMIN002377	LOC129786469
OG0008488	AMIN011070	LOC129787970
OG0008490	AMIN003270	LOC129787404
OG0008493	AMIN011171	LOC129793127
OG0008494	AMIN009426	LOC129793355
OG0008497	AMIN003608	LOC129795762
OG0008501	AMIN008648	LOC129795978
OG0008504	AMIN006503	LOC129786537
OG0008506	AMIN016180	LOC129796461
OG0008509	AMIN016091	LOC129795700
OG0008510	AMIN004853	LOC129794493
OG0008513	AMIN003345	LOC129786339
OG0008518	AMIN010717	LOC129793121
OG0008520	AMIN006090	LOC129790471
OG0008521	AMIN009839	LOC129790468
OG0008525	AMIN003905	LOC129795936
OG0008526	AMIN003899	LOC129794636
OG0008529	AMIN007320	LOC129787345
OG0008531	AMIN008910	LOC129794612
OG0008535	AMIN010041	LOC129793537
OG0008536	AMIN006344	LOC129788628
OG0008539	AMIN006347	LOC129791938
OG0008540	AMIN008448	LOC129791880
OG0008542	AMIN005785	LOC129792599
OG0008543	AMIN005783	LOC129791825
OG0008546	AMIN000496	LOC129792024
OG0008548	AMIN002428	LOC129797219
OG0008552	AMIN005192	LOC129788146
OG0008556	AMIN004764	LOC129787201
OG0008560	AMIN010696	LOC129792287
OG0008561	AMIN010688	LOC129793563
OG0008567	AMIN002420	LOC129795757
OG0008570	AMIN000118	LOC129787860
OG0008571	AMIN006568	LOC129787163
OG0008575	AMIN005348	LOC129789917
OG0008577	AMIN000056	LOC129787539
OG0008578	AMIN001117	LOC129786569
OG0008579	AMIN001118	LOC129796961
OG0008580	AMIN001128	LOC129796976
OG0008581	AMIN010140	LOC129793662
OG0008583	AMIN000123	LOC129786527
OG0008584	AMIN000213	LOC129795355
OG0008585	AMIN007652	LOC129796276
OG0008586	AMIN007655	LOC129794153
OG0008591	AMIN004584	LOC129793760
OG0008592	AMIN016213	LOC129791608
OG0008594	AMIN003409	LOC129791061
OG0008595	AMIN011455	LOC129794141
OG0008596	AMIN010507	LOC129792703
OG0008598	AMIN011487	LOC129792940
OG0008599	AMIN009661	LOC129790297
OG0008610	AMIN008348	LOC129797105
OG0008611	AMIN006159	LOC129791124
OG0008612	AMIN007161	LOC129789530
OG0008615	AMIN010553	LOC129792055
OG0008616	AMIN009782	LOC129787926
OG0008620	AMIN011338	LOC129796296
OG0008621	AMIN011116	LOC129794256
OG0008622	AMIN004946	LOC129793679
OG0008623	AMIN000006	LOC129791968
OG0008624	AMIN000100	LOC129794872
OG0008626	AMIN004754	LOC129787396
OG0008627	AMIN002997	LOC129788003
OG0008628	AMIN004678	LOC129786541
OG0008631	AMIN010070	LOC129792273
OG0008632	AMIN009410	LOC129791402
OG0008634	AMIN005117	LOC129789785
OG0008635	AMIN007566	LOC129788744
OG0008637	AMIN009273	LOC129796770
OG0008638	AMIN005396	LOC129792759
OG0008640	AMIN010575	LOC129793265
OG0008647	AMIN007617	LOC129792953
OG0008650	AMIN006178	LOC129791888
OG0008651	AMIN007519	LOC129797728
OG0008652	AMIN007509	LOC129786543
OG0008653	AMIN000063	LOC129797814
OG0008657	AMIN000154	LOC129787055
OG0008658	AMIN015786	LOC129790077
OG0008659	AMIN010974	LOC129795234
OG0008663	AMIN010481	LOC129792861
OG0008664	AMIN003663	LOC129790392
OG0008665	AMIN008090	LOC129792773
OG0008666	AMIN002692	LOC129786524
OG0008671	AMIN010239	LOC129788004
OG0008673	AMIN001196	LOC129789076
OG0008675	AMIN002317	LOC129797177
OG0008676	AMIN000265	LOC129797005
OG0008677	AMIN015639	LOC129792844
OG0008679	AMIN007967	LOC129794237
OG0008681	AMIN000988	LOC129791260
OG0008682	AMIN002044	LOC129790019
OG0008684	AMIN004885	LOC129787081
OG0008685	AMIN000301	LOC129787298
OG0008688	AMIN010734	LOC129793149
OG0008689	AMIN010727	LOC129794162
OG0008690	AMIN010732	LOC129791682
OG0008694	AMIN002909	LOC129790766, LOC129796352
OG0008699	AMIN006716	LOC129789148
OG0008702	AMIN002382	LOC129786473
OG0008703	AMIN002352	LOC129794468
OG0008705	AMIN000524	LOC129786386
OG0008707	AMIN008037	LOC129794109
OG0008711	AMIN008095	LOC129796694
OG0008712	AMIN000138	LOC129797214
OG0008714	AMIN008771	LOC129795180
OG0008719	AMIN009002	LOC129796938
OG0008720	AMIN015826	LOC129786454
OG0008721	AMIN016283	LOC129791087
OG0008723	AMIN005309	LOC129790416
OG0008726	AMIN006544	LOC129794459
OG0008728	AMIN009036	LOC129795165
OG0008729	AMIN014272	LOC129786085
OG0008731	AMIN005612	LOC129789456
OG0008732	AMIN004212	LOC129790373
OG0008733	AMIN010804	LOC129791786
OG0008735	AMIN009667	LOC129790808
OG0008737	AMIN001804	LOC129788395
OG0008739	AMIN011483	LOC129792899
OG0008740	AMIN010837	LOC129792451
OG0008741	AMIN011484	LOC129789416, LOC129792060
OG0008742	AMIN010838	LOC129792380
OG0008743	AMIN015646	LOC129792448
OG0008744	AMIN000052	LOC129797472
OG0008746	AMIN000053	LOC129786169
OG0008747	AMIN009544	LOC129794739
OG0008748	AMIN006965	LOC129786059
OG0008752	AMIN003225	LOC129797767
OG0008759	AMIN004105	LOC129789827
OG0008762	AMIN005091	LOC129787263
OG0008764	AMIN005493	LOC129787626, LOC129795161
OG0008765	AMIN001958	LOC129790832
OG0008766	AMIN002063	LOC129788418
OG0008767	AMIN005556	LOC129795073
OG0008769	AMIN007288	LOC129794115
OG0008770	AMIN007291	LOC129792414
OG0008773	AMIN003386	LOC129787223
OG0008774	AMIN002759	LOC129788028
OG0008777	AMIN001572	LOC129787398
OG0008778	AMIN001573	LOC129787395
OG0008779	AMIN001690	LOC129789820
OG0008780	AMIN001571	LOC129787385
OG0008781	AMIN008084	LOC129793415
OG0008783	AMIN004327	LOC129794856
OG0008786	AMIN011118	LOC129792955
OG0008787	AMIN007569	LOC129792087
OG0008789	AMIN007915	LOC129792578
OG0008791	AMIN002181	LOC129797782
OG0008793	AMIN004668	LOC129795665
OG0008794	AMIN003643	LOC129788866
OG0008795	AMIN003646	LOC129788585
OG0008796	AMIN000343	LOC129797544
OG0008797	AMIN003645	LOC129789443
OG0008798	AMIN006801	LOC129789683
OG0008799	AMIN002007	LOC129790539
OG0008800	AMIN005647	LOC129788548
OG0008801	AMIN011530	LOC129797628
OG0008803	AMIN004936	LOC129795374
OG0008806	AMIN000018	LOC129787366
OG0008807	AMIN002765	LOC129787118
OG0008816	AMIN008151	LOC129793349
OG0008817	AMIN007514	LOC129796915
OG0008821	AMIN004789	LOC129787939
OG0008822	AMIN001024	LOC129786008
OG0008824	AMIN005617	LOC129796403
OG0008825	AMIN005618	LOC129787627
OG0008826	AMIN008451	LOC129789945
OG0008827	AMIN008411	LOC129797231
OG0008828	AMIN003122	LOC129796967
OG0008829	AMIN008452	LOC129789887
OG0008832	AMIN007824	LOC129793076
OG0008833	AMIN009338	LOC129796684
OG0008836	AMIN005067	LOC129797253
OG0008837	AMIN000269	LOC129792776
OG0008838	AMIN007851	LOC129792820
OG0008839	AMIN007828	LOC129789866
OG0008841	AMIN009188	LOC129794267
OG0008842	AMIN009189	LOC129794265
OG0008846	AMIN009774	LOC129794172
OG0008847	AMIN005065	LOC129797267
OG0008849	AMIN016238	LOC129786623
OG0008854	AMIN007624	LOC129794295
OG0008855	AMIN004110	LOC129789322
OG0008861	AMIN008093	LOC129793604
OG0008864	AMIN007772	LOC129790834
OG0008865	AMIN010344	LOC129791954
OG0008867	AMIN002844	LOC129793488
OG0008869	AMIN007215	LOC129791065
OG0008870	AMIN016292	LOC129789144
OG0008873	AMIN005655	LOC129788435
OG0008874	AMIN003732	LOC129787790
OG0008876	AMIN005593	LOC129788685
OG0008877	AMIN005795	LOC129793145
OG0008879	AMIN015512	LOC129792449
OG0008880	AMIN015637	LOC129792403
OG0008881	AMIN005516	LOC129788824
OG0008883	AMIN000303	LOC129787317
OG0008888	AMIN000333	LOC129797698
OG0008889	AMIN001053	LOC129796896
OG0008896	AMIN000723	LOC129795857
OG0008899	AMIN003699	LOC129797061
OG0008900	AMIN015820	LOC129797774
OG0008901	AMIN003698	LOC129797055
OG0008902	AMIN008484	LOC129796265
OG0008903	AMIN015586	LOC129792842
OG0008904	AMIN001770	LOC129786576
OG0008906	AMIN009582	LOC129791411
OG0008909	AMIN007735	LOC129792053
OG0008910	AMIN007734	LOC129793946
OG0008911	AMIN007771	LOC129793849
OG0008913	AMIN005752	LOC129786656
OG0008919	AMIN008725	LOC129795932
OG0008922	AMIN001448	LOC129788724
OG0008923	AMIN002385	LOC129797124
OG0008924	AMIN011308	LOC129787067
OG0008925	AMIN009237	LOC129795586
OG0008926	AMIN009271	LOC129797488
OG0008927	AMIN006118	LOC129787068
OG0008928	AMIN006115	LOC129792714
OG0008929	AMIN005814	LOC129789880
OG0008932	AMIN003742	LOC129796942
OG0008933	AMIN003513	LOC129786173
OG0008937	AMIN007763	LOC129792938
OG0008938	AMIN002847	LOC129785958
OG0008940	AMIN007107	LOC129789159
OG0008942	AMIN016028	LOC129791548
OG0008943	AMIN000066	LOC129788148
OG0008946	AMIN007894	LOC129792743
OG0008948	AMIN005199	LOC129787487
OG0008949	AMIN007724	LOC129794167
OG0008954	AMIN003164	LOC129797387
OG0008955	AMIN001459	LOC129789967
OG0008956	AMIN008185	LOC129794846
OG0008958	AMIN004274	LOC129793589
OG0008959	AMIN011429	LOC129791642
OG0008961	AMIN015948	LOC129791893
OG0008963	AMIN008425	LOC129793474
OG0008964	AMIN004667	LOC129788018
OG0008966	AMIN000712	LOC129786235
OG0008968	AMIN006092	LOC129788612
OG0008969	AMIN004941	LOC129795329
OG0008970	AMIN004940	LOC129786790
OG0008971	AMIN001139	LOC129790358
OG0008972	AMIN006498	LOC129790347
OG0008976	AMIN005542	LOC129789517
OG0008977	AMIN010429	LOC129793598
OG0008978	AMIN003391	LOC129787222
OG0008981	AMIN008633	LOC129789096
OG0008984	AMIN009496	LOC129790555
OG0008985	AMIN009687	LOC129795196
OG0008989	AMIN000388	LOC129795908
OG0008992	AMIN003945	LOC129797224
OG0008993	AMIN007137	LOC129790810
OG0008994	AMIN002584	LOC129786224
OG0008996	AMIN000168	LOC129797793
OG0008998	AMIN000382	LOC129786103
OG0009000	AMIN000762	LOC129795413
OG0009001	AMIN006197	LOC129792265
OG0009005	AMIN005649	LOC129790390
OG0009007	AMIN006694	LOC129791298
OG0009008	AMIN001119	LOC129786561
OG0009014	AMIN007733	LOC129793941
OG0009015	AMIN000505	LOC129797197
OG0009016	AMIN003601	LOC129794967
OG0009018	AMIN003751	LOC129785824
OG0009019	AMIN004038	LOC129788780
OG0009020	AMIN006683	LOC129792220
OG0009023	AMIN004741	LOC129797864
OG0009024	AMIN003618	LOC129795397
OG0009025	AMIN011024	LOC129791575
OG0009026	AMIN006584	LOC129785989
OG0009028	AMIN003112	LOC129790064
OG0009029	AMIN003604	LOC129796957
OG0009031	AMIN003783	LOC129786851
OG0009032	AMIN004414	LOC129794855
OG0009036	AMIN007746	LOC129792676
OG0009038	AMIN006046	LOC129793882
OG0009041	AMIN015490	LOC129796823
OG0009042	AMIN009954	LOC129793875
OG0009043	AMIN007100	LOC129789944
OG0009044	AMIN001173	LOC129789762
OG0009045	AMIN007632	LOC129794159
OG0009046	AMIN006983	LOC129796682
OG0009048	AMIN009730	LOC129794071
OG0009049	AMIN006457	LOC129787736
OG0009050	AMIN002957	LOC129790914
OG0009051	AMIN000257	LOC129791413
OG0009052	AMIN004834	LOC129794896
OG0009053	AMIN015763	LOC129788974
OG0009056	AMIN004088	LOC129786971
OG0009057	AMIN001439	LOC129794879
OG0009059	AMIN010831	LOC129791633
OG0009060	AMIN015864	LOC129792418
OG0009061	AMIN002043	LOC129789780
OG0009062	AMIN006990	LOC129795392
OG0009064	AMIN007918	LOC129793101
OG0009065	AMIN002080	LOC129789404
OG0009066	AMIN015677	LOC129786176
OG0009067	AMIN015968	LOC129794654
OG0009073	AMIN005592	LOC129788372
OG0009074	AMIN005240	LOC129790612
OG0009076	AMIN004303	LOC129797797
OG0009078	AMIN007083	LOC129789298
OG0009080	AMIN004850	LOC129796865
OG0009084	AMIN005049	LOC129789526
OG0009090	AMIN016227	LOC129792994
OG0009092	AMIN002816	LOC129786792
OG0009095	AMIN002771	LOC129786007
OG0009096	AMIN001278	LOC129786606, LOC129786597
OG0009098	AMIN003718	LOC129795848
OG0009103	AMIN004843	LOC129792850
OG0009104	AMIN002018	LOC129790857
OG0009107	AMIN004392	LOC129786700
OG0009109	AMIN005369	LOC129792887
OG0009111	AMIN004510	LOC129793580
OG0009112	AMIN001169	LOC129789673
OG0009114	AMIN007906	LOC129796467
OG0009119	AMIN004675	LOC129787267
OG0009123	AMIN001589	LOC129797529
OG0009124	AMIN005913	LOC129790443
OG0009125	AMIN001441	LOC129791300
OG0009128	AMIN003572	LOC129787494
OG0009130	AMIN009498	LOC129790557
OG0009134	AMIN002821	LOC129786753
OG0009135	AMIN008058	LOC129791708
OG0009136	AMIN005677	LOC129789914
OG0009137	AMIN005497	LOC129785878
OG0009144	AMIN010984	LOC129793097
OG0009146	AMIN003357	LOC129787076
OG0009148	AMIN015876	LOC129787711
OG0009150	AMIN001987	LOC129790927
OG0009155	AMIN004969	LOC129795835
OG0009156	AMIN005425	LOC129790030
OG0009158	AMIN005083	LOC129797667
OG0009159	AMIN009419	LOC129786204
OG0009160	AMIN000965	LOC129786272
OG0009163	AMIN016242	LOC129787528
OG0009164	AMIN008987	LOC129795537
OG0009165	AMIN005600	LOC129788867
OG0009166	AMIN015671	LOC129791622
OG0009169	AMIN004602	LOC129786754
OG0009172	AMIN004728	LOC129797094
OG0009174	AMIN010459	LOC129793860
OG0009176	AMIN007887	LOC129792471
OG0009178	AMIN011392	LOC129794308
OG0009180	AMIN007644	LOC129794139
OG0009182	AMIN007904	LOC129792393
OG0009185	AMIN000387	LOC129795863
OG0009186	AMIN003644	LOC129789789
OG0009187	AMIN007899	LOC129791246
OG0009190	AMIN001805	LOC129791198
OG0009191	AMIN007719	LOC129793462
OG0009194	AMIN001855	LOC129787258
OG0009197	AMIN007888	LOC129792359
OG0009199	AMIN010247	LOC129791924
OG0009203	AMIN001041	LOC129789792
OG0009209	AMIN007676	LOC129793021
OG0009213	AMIN000207	LOC129791322
OG0009216	AMIN009798	LOC129791407
OG0009217	AMIN005172	LOC129788788
OG0009219	AMIN003710	LOC129787520
OG0009222	AMIN001081	LOC129790126
OG0009223	AMIN004782	LOC129787762
OG0009224	AMIN016243	LOC129787577
OG0009226	AMIN005778	LOC129787991
OG0009230	AMIN002792	LOC129796406
OG0009232	AMIN005767	LOC129787264
OG0009238	AMIN009067	LOC129792355
OG0009239	AMIN001109	LOC129788155
OG0009242	AMIN010068	LOC129792274
OG0009245	AMIN001534	LOC129787898
OG0009247	AMIN003569	LOC129796773
OG0009252	AMIN004344	LOC129795654
OG0009255	AMIN009323	LOC129796418
OG0009257	AMIN000900	LOC129787429
OG0009259	AMIN003859	LOC129797818
OG0009261	AMIN003858	LOC129797819
OG0009262	AMIN002032	LOC129789289
OG0009263	AMIN011538	LOC129792216
OG0009264	AMIN004676	LOC129792943
OG0009265	AMIN000126	LOC129790252
OG0009267	AMIN001970	LOC129788554
OG0009269	AMIN011485	LOC129792065
OG0009271	AMIN002857	LOC129789351
OG0009272	AMIN003433	LOC129791425
OG0009273	AMIN007301	LOC129793295
OG0009274	AMIN000057	LOC129794130
OG0009275	AMIN004822	LOC129796238
OG0009278	AMIN008292	LOC129795297
OG0009279	AMIN003543	LOC129792432
OG0009280	AMIN014629	LOC129796266
OG0009282	AMIN001944	LOC129787262
OG0009286	AMIN010594	LOC129794047
OG0009288	AMIN005066	LOC129797263
OG0009291	AMIN000291	LOC129790567
OG0009292	AMIN003502	LOC129790589
OG0009293	AMIN010089	LOC129792963
OG0009294	AMIN006020	LOC129788819
OG0009295	AMIN008464	LOC129796468
OG0009297	AMIN007897	LOC129790032
OG0009300	AMIN001517	LOC129791351
OG0009301	AMIN009406	LOC129789011
OG0009302	AMIN011246	LOC129792660
OG0009305	AMIN001754	LOC129789155
OG0009306	AMIN000692	LOC129791043
OG0009308	AMIN001129	LOC129796972
OG0009309	AMIN010435	LOC129794223
OG0009311	AMIN004659	LOC129786094
OG0009313	AMIN005753	LOC129794269
OG0009314	AMIN007383	LOC129794156
OG0009315	AMIN003932	LOC129795268
OG0009316	AMIN004161	LOC129786384
OG0009317	AMIN007352	LOC129792813
OG0009319	AMIN007601	LOC129793494
OG0009320	AMIN004069	LOC129787477
OG0009323	AMIN011078	LOC129794307
OG0009325	AMIN002374	LOC129787946
OG0009326	AMIN010227	LOC129792627
OG0009328	AMIN002846	LOC129793497
OG0009334	AMIN005092	LOC129792322
OG0009336	AMIN003920	LOC129787817
OG0009337	AMIN001954	LOC129789468
OG0009355	AMIN002065	LOC129789181
OG0009362	AMIN001590, AMIN001215	LOC129794324
OG0009362	AMIN005878, AMIN001077	LOC129794283, LOC129796933
OG0009364	AMIN015681	LOC129791281, LOC129791415
OG0009367	AMIN009836	LOC129791032
OG0009390	AMIN002476	LOC129797308
OG0009391	AMIN016226	LOC129785889
OG0009392	AMIN014126	LOC129796969
OG0009395	AMIN009439	LOC129788055
OG0009403	AMIN003634	LOC129795037
OG0009406	AMIN009164	LOC129790382
OG0009409	AMIN005851	LOC129790925
OG0009410	AMIN008930	LOC129792768
OG0009411	AMIN008921	LOC129794630
OG0009413	AMIN007125	LOC129790715
OG0009421	AMIN004196	LOC129787787
OG0009423	AMIN004197	LOC129787806
OG0009435	AMIN010260	LOC129791962
OG0009438	AMIN004829	LOC129787618
OG0009449	AMIN015805	LOC129788463
OG0009455	AMIN003660	LOC129797318
OG0009457	AMIN003802	LOC129786988
OG0009458	AMIN007140	LOC129789444
OG0009463	AMIN003441	LOC129786969
OG0009465	AMIN000297	LOC129789981
OG0009468	AMIN004339	LOC129795182
OG0009470	AMIN002852	LOC129786149
OG0009475	AMIN010781	LOC129790420
OG0009492	AMIN000861	LOC129792784
OG0009494	AMIN005766	LOC129787265
OG0009503	AMIN003754	LOC129796929
OG0009507	AMIN000755	LOC129792843
OG0009510	AMIN000581	LOC129795339
OG0009511	AMIN015875	LOC129787709
OG0009513	AMIN015934	LOC129796256
OG0009515	AMIN000125	LOC129790237
OG0009517	AMIN003540	LOC129787949
OG0009520	AMIN007665	LOC129793859
OG0009524	AMIN014509	LOC129789132
OG0009528	AMIN011181	LOC129793257
OG0009529	AMIN011348	LOC129793088
OG0009530	AMIN005642	LOC129786205
OG0009545	AMIN016288	LOC129795686
OG0009546	AMIN000389	LOC129795883
OG0009551	AMIN011579	LOC129792653
OG0009560	AMIN016217	LOC129797183
OG0009564	AMIN007073	LOC129789047
OG0009572	AMIN001149	LOC129792459
OG0009577	AMIN002775	LOC129793352
OG0009579	AMIN003124	LOC129789734
OG0009589	AMIN002776	LOC129785847
OG0009605	AMIN004455	LOC129795754
OG0009607	AMIN000314	LOC129786338
OG0009609	AMIN016160	LOC129786271
OG0009611	AMIN001107	LOC129788152
OG0009616	AMIN008573	LOC129796955
OG0009617	AMIN009576	LOC129788449
OG0009619	AMIN009425	LOC129786213
OG0009625	AMIN004285	LOC129794740
OG0009631	AMIN005553	LOC129790767
OG0009638	AMIN001972	LOC129788553
OG0009650	AMIN004548	LOC129788710
OG0009673	AMIN004947	LOC129792626
OG0009674	AMIN000005	LOC129789135
OG0009675	AMIN004685	LOC129787420
OG0009684	AMIN000227	LOC129790587
OG0009688	AMIN000267	LOC129787004
OG0009691	AMIN002045	LOC129795855
OG0009692	AMIN003576	LOC129788998
OG0009702	AMIN011527	LOC129796456
OG0009709	AMIN001133	LOC129787775
OG0009723	AMIN014379	LOC129786393
OG0009730	AMIN008027	LOC129791757
OG0009732	AMIN002442	LOC129797034
OG0009734	AMIN007516	LOC129796916
OG0009736	AMIN008415	LOC129797320
OG0009738	AMIN001142	LOC129793608
OG0009740	AMIN001143	LOC129795317
OG0009747	AMIN016244	LOC129793039
OG0009752	AMIN001167	LOC129789966
OG0009756	AMIN001741	LOC129788432
OG0009758	AMIN016026	LOC129794132
OG0009760	AMIN002516	LOC129796781
OG0009761	AMIN009044	LOC129795053
OG0009762	AMIN016215	LOC129789457
OG0009763	AMIN016205	LOC129796485
OG0009767	AMIN011624	LOC129793628
OG0009774	AMIN016241	LOC129787276
OG0009783	AMIN005754	LOC129786655
OG0009786	AMIN002421	LOC129795416
OG0009789	AMIN005513	LOC129788443
OG0009798	AMIN010777	LOC129795130
OG0009799	AMIN002083	LOC129790762
OG0009803	AMIN010835	LOC129791811
OG0009809	AMIN015745	LOC129795164
OG0009814	AMIN011182	LOC129797729
OG0009822	AMIN004192	LOC129787801
OG0009832	AMIN016058	LOC129787328
OG0009833	AMIN006997	LOC129794586
OG0009848	AMIN010654	LOC129789842
OG0009853	AMIN005151	LOC129786163
OG0009865	AMIN007580	LOC129792475
OG0009879	AMIN007901	LOC129792736
OG0009883	AMIN005549	LOC129788829
OG0009884	AMIN016020	LOC129790506
OG0009894	AMIN009497	LOC129796637
OG0009908	AMIN005336	LOC129786801
OG0009909	AMIN015613	LOC129795788
OG0009910	AMIN010608	LOC129791646
OG0009915	AMIN016137	LOC129794154
OG0009917	AMIN002496	LOC129797579
OG0009926	AMIN006261	LOC129791625
OG0009929	AMIN011550, AMIN011552	LOC129793253
OG0009939	AMIN010215	LOC129794164
OG0009940	AMIN000230	LOC129796261
OG0009958	AMIN006004	LOC129788663
OG0009960	AMIN005209, AMIN005208	LOC129788186
OG0009962	AMIN005604	LOC129789527
OG0009965	AMIN003552	LOC129791130
OG0009967	AMIN004211	LOC129787831
OG0009969	AMIN003763	LOC129792797
OG0009970	AMIN016118	LOC129787616
OG0009973	AMIN006794	LOC129794158
OG0009979	AMIN000651	LOC129790150
OG0009984	AMIN011537	LOC129786922, LOC129791538
OG0009985	AMIN003070	LOC129797211
OG0009986	AMIN010738	LOC129791835
OG0009989	AMIN003300	LOC129792427
