Orthogroup	AminimusMINIMUS1	Aalbopictus_AalbF5
OG0008697	AMIN008365	LOC115257908
OG0008698	AMIN006384	LOC109401430
OG0008699	AMIN006716	LOC109417025
OG0008702	AMIN002382	LOC115261072
OG0008703	AMIN002352	LOC109415140
OG0008704	AMIN008011	LOC109422854
OG0008706	AMIN010578	LOC109412819
OG0008707	AMIN008037	LOC109426933
OG0008708	AMIN008038	LOC115265295
OG0008710	AMIN010617	LOC109400679
OG0008711	AMIN008095	LOC109412042
OG0008712	AMIN000138	LOC109414743
OG0008713	AMIN000361	LOC109411277
OG0008714	AMIN008771	LOC109421944
OG0008715	AMIN003234	LOC109404509
OG0008716	AMIN002988	LOC109416180
OG0008717	AMIN000268	LOC109416185
OG0008718	AMIN015522	LOC109406293
OG0008720	AMIN015826	LOC115255773
OG0008721	AMIN016283	LOC109428009, LOC109418238
OG0008722	AMIN004266	LOC109621915
OG0008723	AMIN005309	LOC109428359
OG0008724	AMIN008264	LOC109415224
OG0008725	AMIN008673	LOC109407903
OG0008726	AMIN006544	LOC109401282
OG0008728	AMIN009036	LOC109433159
OG0008729	AMIN014272	LOC115263794
OG0008730	AMIN002560	LOC109405774
OG0008732	AMIN004212	LOC109426544
OG0008733	AMIN010804	LOC109623147
OG0008735	AMIN009667	LOC109430133
OG0008736	AMIN001808	LOC109623400
OG0008737	AMIN001804	LOC109429618
OG0008738	AMIN008732	LOC109409838
OG0008739	AMIN011483	LOC109411146
OG0008740	AMIN010837	LOC109408206
OG0008742	AMIN010838	LOC109411133
OG0008743	AMIN015646	LOC109411138
OG0008744	AMIN000052	LOC109402436
OG0008746	AMIN000053	LOC109402450
OG0008747	AMIN009544	LOC109419092
OG0008748	AMIN006965	LOC134284272
OG0008750	AMIN010898	LOC109412510
OG0008751	AMIN000081	LOC109399854
OG0008752	AMIN003225	LOC115253603
OG0008753	AMIN004633	LOC109406157
OG0008754	AMIN000820	LOC109401778
OG0008755	AMIN000815	LOC109406137
OG0008756	AMIN000814	LOC109401784
OG0008757	AMIN000813	LOC109406136
OG0008758	AMIN004104	LOC109406160
OG0008759	AMIN004105	LOC109406135
OG0008761	AMIN005155	LOC115253473
OG0008762	AMIN005091	LOC115267166
OG0008763	AMIN001765	LOC109404807
OG0008764	AMIN005493	LOC109415571
OG0008765	AMIN001958	LOC109415572
OG0008766	AMIN002063	LOC109431478
OG0008767	AMIN005556	LOC109431512
OG0008770	AMIN007291	LOC115270277
OG0008771	AMIN007298	LOC115270263
OG0008772	AMIN007347	LOC109422843
OG0008773	AMIN003386	LOC109419344
OG0008774	AMIN002759	LOC109412153
OG0008775	AMIN002757	LOC109412158
OG0008776	AMIN003647	LOC109431413
OG0008777	AMIN001572	LOC109431824
OG0008778	AMIN001573	LOC109431831
OG0008779	AMIN001690	LOC109431814
OG0008780	AMIN001571	LOC109431815
OG0008781	AMIN008084	LOC115256971
OG0008782	AMIN005057	LOC134285053
OG0008783	AMIN004327	LOC109432652
OG0008784	AMIN006551	LOC109621516
OG0008786	AMIN011118	LOC109405153
OG0008787	AMIN007569	LOC109405151
OG0008788	AMIN011117	LOC109408011
OG0008789	AMIN007915	LOC109402723
OG0008790	AMIN002801	LOC115269864
OG0008791	AMIN002181	LOC109429501
OG0008792	AMIN002180	LOC109406843
OG0008793	AMIN004668	LOC109425515
OG0008794	AMIN003643	LOC109417286
OG0008795	AMIN003646	LOC109417289
OG0008796	AMIN000343	LOC109417046
OG0008797	AMIN003645	LOC109417290
OG0008798	AMIN006801	LOC134287884
OG0008799	AMIN002007	LOC115253729
OG0008800	AMIN005647	LOC109421817
OG0008801	AMIN011530	LOC109408213
OG0008802	AMIN011535	LOC109411155
OG0008803	AMIN004936	LOC115269328
OG0008805	AMIN002625	LOC109402384
OG0008806	AMIN000018	LOC109402471
OG0008807	AMIN002765	LOC109412141
OG0008809	AMIN010310	LOC109622404
OG0008810	AMIN007587	LOC109417953
OG0008812	AMIN002440	LOC109418300
OG0008813	AMIN002435	LOC109418285
OG0008814	AMIN008480	LOC115268230
OG0008815	AMIN015869	LOC109401099, LOC115266114
OG0008816	AMIN008151	LOC109413865
OG0008817	AMIN007514	LOC109405267
OG0008819	AMIN001237	LOC109418753
OG0008820	AMIN004791	LOC109399943
OG0008821	AMIN004789	LOC109399965
OG0008822	AMIN001024	LOC109427452
OG0008826	AMIN008451	LOC109428774
OG0008827	AMIN008411	LOC109428755
OG0008828	AMIN003122	LOC109424536
OG0008829	AMIN008452	LOC109428775
OG0008830	AMIN000186	LOC109400970
OG0008832	AMIN007824	LOC115270030
OG0008833	AMIN009338	LOC109401148
OG0008834	AMIN001673	LOC109398694
OG0008835	AMIN006299	LOC109428719
OG0008836	AMIN005067	LOC109428475
OG0008837	AMIN000269	LOC109431476
OG0008838	AMIN007851	LOC109404369
OG0008839	AMIN007828	LOC109403038
OG0008840	AMIN007205	LOC109427669
OG0008841	AMIN009188	LOC134291821
OG0008842	AMIN009189	LOC134289627
OG0008845	AMIN004693	LOC109430124
OG0008846	AMIN009774	LOC109427566
OG0008847	AMIN005065	LOC115260011
OG0008848	AMIN003791	LOC109412860
OG0008849	AMIN016238	LOC109410893
OG0008851	AMIN009587	LOC109427912
OG0008852	AMIN001656	LOC115255583
OG0008853	AMIN002358	LOC109400188
OG0008854	AMIN007624	LOC109399534
OG0008855	AMIN004110	LOC109429192
OG0008856	AMIN015884	LOC109398862
OG0008857	AMIN004807	LOC115269343
OG0008858	AMIN005228	LOC109415595
OG0008859	AMIN007602	LOC109417571
OG0008860	AMIN009967	LOC109424175
OG0008861	AMIN008093	LOC109412037
OG0008863	AMIN009615	LOC109417687
OG0008865	AMIN010344	LOC109423355
OG0008866	AMIN011563	LOC109430232
OG0008867	AMIN002844	LOC109406946
OG0008869	AMIN007215	LOC109424444
OG0008870	AMIN016292	LOC109433241
OG0008873	AMIN005655	LOC109422132
OG0008874	AMIN003732	LOC109416146
OG0008877	AMIN005795	LOC109414702
OG0008879	AMIN015512	LOC109411130
OG0008880	AMIN015637	LOC109408197
OG0008881	AMIN005516	LOC109405528
OG0008883	AMIN000303	LOC109400406
OG0008884	AMIN004445	LOC115266883, LOC115257587
OG0008885	AMIN008261	LOC115257375
OG0008886	AMIN011221	LOC109426796
OG0008887	AMIN008343	LOC109432294, LOC115267805
OG0008888	AMIN000333	LOC115257151
OG0008889	AMIN001053	LOC115266747
OG0008891	AMIN006332	LOC109420625
OG0008892	AMIN002434	LOC109428060
OG0008893	AMIN007488	LOC109418643
OG0008895	AMIN002019	LOC109398406
OG0008896	AMIN000723	LOC109417340
OG0008897	AMIN008610	LOC109404025
OG0008899	AMIN003699	LOC109421719
OG0008900	AMIN015820	LOC115258089
OG0008901	AMIN003698	LOC109426266
OG0008903	AMIN015586	LOC109621926
OG0008904	AMIN001770	LOC109429667
OG0008907	AMIN004875	LOC109400412
OG0008908	AMIN009984	LOC109406023
OG0008912	AMIN009270	LOC109401218
OG0008913	AMIN005752	LOC109405387
OG0008914	AMIN009895	LOC109411234
OG0008915	AMIN002498	LOC109411233
OG0008916	AMIN009753	LOC115253445
OG0008917	AMIN008986	LOC109401284
OG0008918	AMIN002989	LOC109411518
OG0008919	AMIN008725	LOC109418824
OG0008920	AMIN001734	LOC109404608, LOC109411777
OG0008921	AMIN001317	LOC109420928
OG0008922	AMIN001448	LOC109398697
OG0008924	AMIN011308	LOC109414259
OG0008925	AMIN009237	LOC109401271
OG0008926	AMIN009271	LOC109401182
OG0008927	AMIN006118	LOC109427575
OG0008928	AMIN006115	LOC109432696
OG0008929	AMIN005814	LOC109401893
OG0008930	AMIN000897	LOC109400267, LOC109423629
OG0008932	AMIN003742	LOC109430468
OG0008933	AMIN003513	LOC109429471
OG0008934	AMIN002357	LOC109415467
OG0008937	AMIN007763	LOC109422241
OG0008938	AMIN002847	LOC109622744
OG0008939	AMIN011208	LOC109417982
OG0008940	AMIN007107	LOC109429796
OG0008941	AMIN003093	LOC109407133
OG0008942	AMIN016028	LOC109419662
OG0008943	AMIN000066	LOC109622250
OG0008944	AMIN001137	LOC109429077
OG0008946	AMIN007894	LOC109402732
OG0008948	AMIN005199	LOC109415184
OG0008949	AMIN007724	LOC115268529
OG0008950	AMIN000189	LOC109401505
OG0008951	AMIN006818	LOC109415237
OG0008952	AMIN009414	LOC109414310
OG0008953	AMIN009521	LOC109407243
OG0008955	AMIN001459	LOC109405868
OG0008956	AMIN008185	LOC109428949
OG0008957	AMIN009109	LOC109428950
OG0008958	AMIN004274	LOC109408825
OG0008959	AMIN011429	LOC115268466
OG0008961	AMIN015948	LOC109400686
OG0008963	AMIN008425	LOC109411962
OG0008964	AMIN004667	LOC109623054
OG0008965	AMIN010058	LOC109413462
OG0008966	AMIN000712	LOC109402403
OG0008967	AMIN007635	LOC109404382
OG0008968	AMIN006092	LOC109411260
OG0008969	AMIN004941	LOC109400219, LOC134284710
OG0008970	AMIN004940	LOC109400257
OG0008971	AMIN001139	LOC109429097
OG0008972	AMIN006498	LOC115264342
OG0008973	AMIN004737	LOC109400497
OG0008974	AMIN011295	LOC109414248
OG0008976	AMIN005542	LOC109428376
OG0008977	AMIN010429	LOC109622566
OG0008978	AMIN003391	LOC109419263
OG0008979	AMIN010672	LOC109399384
OG0008981	AMIN008633	LOC109401303
OG0008982	AMIN005614	LOC115260183
OG0008983	AMIN004218	LOC109400757
OG0008984	AMIN009496	LOC109410811
OG0008985	AMIN009687	LOC109428038
OG0008986	AMIN015835	LOC109401794
OG0008987	AMIN006141	LOC109421029
OG0008988	AMIN008358	LOC109413137
OG0008989	AMIN000388	LOC109426230
OG0008990	AMIN005204	LOC109397607
OG0008992	AMIN003945	LOC109427305
OG0008993	AMIN007137	LOC109420460
OG0008994	AMIN002584	LOC109400064
OG0008995	AMIN002867	LOC115257070, LOC109422546
OG0008996	AMIN000168	LOC115261167
OG0008997	AMIN003936	LOC109415384
OG0008998	AMIN000382	LOC109416018
OG0009000	AMIN000762	LOC134291160
OG0009001	AMIN006197	LOC109417743
OG0009002	AMIN008634	LOC115262701
OG0009003	AMIN004746	LOC109400736
OG0009004	AMIN010667	LOC115265285
OG0009005	AMIN005649	LOC109432999
OG0009006	AMIN001072	LOC109415609
OG0009007	AMIN006694	LOC115258013
OG0009008	AMIN001119	LOC109406736
OG0009009	AMIN005143	LOC109424095
OG0009010	AMIN006389	LOC109401435
OG0009011	AMIN004137	LOC109423598
OG0009012	AMIN007825	LOC109403064
OG0009013	AMIN002432	LOC109428059
OG0009015	AMIN000505	LOC134289507
OG0009016	AMIN003601	LOC109404438
OG0009017	AMIN007231	LOC109429400
OG0009018	AMIN003751	LOC109430450
OG0009019	AMIN004038	LOC109432219
OG0009020	AMIN006683	LOC115257421
OG0009021	AMIN008711	LOC115254206
OG0009022	AMIN007236	LOC115266941
OG0009023	AMIN004741	LOC109414950
OG0009024	AMIN003618	LOC115261480
OG0009025	AMIN011024	LOC109621842
OG0009026	AMIN006584	LOC109411435
OG0009028	AMIN003112	LOC115268851
OG0009029	AMIN003604	LOC109404436
OG0009030	AMIN000796	LOC109398885
OG0009031	AMIN003783	LOC115253904
OG0009032	AMIN004414	LOC109431583
OG0009033	AMIN009806	LOC109432476
OG0009034	AMIN004909	LOC109429833
OG0009035	AMIN000548	LOC109427052
OG0009036	AMIN007746	LOC109418936
OG0009037	AMIN003375	LOC109423115
OG0009038	AMIN006046	LOC109415851
OG0009039	AMIN004719	LOC109622683
OG0009040	AMIN008971	LOC109432242
OG0009041	AMIN015490	LOC109403306
OG0009042	AMIN009954	LOC115270301
OG0009043	AMIN007100	LOC109429879
OG0009044	AMIN001173	LOC109428273
OG0009046	AMIN006983	LOC109407911
OG0009047	AMIN009360	LOC109425749
OG0009048	AMIN009730	LOC109417691
OG0009049	AMIN006457	LOC109416092
OG0009050	AMIN002957	LOC109415058
OG0009052	AMIN004834	LOC115266491
OG0009053	AMIN015763	LOC115258949
OG0009054	AMIN005079	LOC115256458
OG0009055	AMIN000238	LOC109408411
OG0009056	AMIN004088	LOC109429494
OG0009057	AMIN001439	LOC109420687
OG0009059	AMIN010831	LOC109426658
OG0009060	AMIN015864	LOC115264848, LOC109412338
OG0009061	AMIN002043	LOC109397817
OG0009062	AMIN006990	LOC109433445
OG0009063	AMIN000358	LOC109416838
OG0009064	AMIN007918	LOC109623121
OG0009066	AMIN015677	LOC134284273
OG0009067	AMIN015968	LOC115254624
OG0009068	AMIN005740	LOC109418620
OG0009070	AMIN010669	LOC109426622
OG0009072	AMIN000720	LOC109414144
OG0009073	AMIN005592	LOC109403544
OG0009074	AMIN005240	LOC109422128
OG0009076	AMIN004303	LOC109410720
OG0009078	AMIN007083	LOC115266773
OG0009079	AMIN001889	LOC109411714
OG0009083	AMIN000088	LOC115267089
OG0009084	AMIN005049	LOC109422801
OG0009086	AMIN010795	LOC109410055
OG0009089	AMIN003870	LOC109400074
OG0009090	AMIN016227	LOC134290210
OG0009091	AMIN002661	LOC109400279
OG0009092	AMIN002816	LOC109425594
OG0009094	AMIN007009	LOC109420324
OG0009095	AMIN002771	LOC109431109
OG0009097	AMIN000120	LOC109412877
OG0009098	AMIN003718	LOC109432807
OG0009099	AMIN001268	LOC109418656
OG0009100	AMIN006270	LOC115255388
OG0009101	AMIN016021	LOC109417761
OG0009102	AMIN009014	LOC109421932
OG0009103	AMIN004843	LOC109416769
OG0009104	AMIN002018	LOC109400384
OG0009105	AMIN004716	LOC109398469
OG0009106	AMIN004103	LOC115255977, LOC115255980
OG0009107	AMIN004392	LOC109397913
OG0009109	AMIN005369	LOC115256413
OG0009110	AMIN002944	LOC115266183, LOC109401139
OG0009111	AMIN004510	LOC109423300
OG0009112	AMIN001169	LOC109428281
OG0009113	AMIN002941	LOC109401734, LOC115269459
OG0009114	AMIN007906	LOC115270001
OG0009115	AMIN004833	LOC109401325
OG0009116	AMIN010124	LOC109424252, LOC134287156
OG0009118	AMIN001802	LOC109623402
OG0009119	AMIN004675	LOC109405198
OG0009120	AMIN011131	LOC109404747
OG0009121	AMIN007589	LOC109426751
OG0009122	AMIN004971	LOC109426452
OG0009123	AMIN001589	LOC115257630
OG0009124	AMIN005913	LOC109417005
OG0009125	AMIN001441	LOC109414182
OG0009126	AMIN010095	LOC109398077
OG0009127	AMIN010129	LOC109420859
OG0009128	AMIN003572	LOC109416761
OG0009129	AMIN005318	LOC134288282
OG0009130	AMIN009498	LOC109421253
OG0009131	AMIN009523	LOC109418499
OG0009132	AMIN009380	LOC109416140
OG0009134	AMIN002821	LOC109411303
OG0009135	AMIN008058	LOC109401001
OG0009136	AMIN005677	LOC109431450
OG0009138	AMIN005283	LOC109415352
OG0009139	AMIN005402	LOC109431337
OG0009140	AMIN007475	LOC109397782
OG0009142	AMIN011199	LOC109413859
OG0009143	AMIN011660	LOC115270398
OG0009144	AMIN010984	LOC109623120
OG0009146	AMIN003357	LOC109400513
OG0009147	AMIN000146	LOC109402777
OG0009148	AMIN015876	LOC109432046
OG0009149	AMIN000929	LOC109411176
OG0009150	AMIN001987	LOC115271009
OG0009155	AMIN004969	LOC109402136
OG0009157	AMIN004283	LOC109408766
OG0009159	AMIN009419	LOC115258541
OG0009161	AMIN008611	LOC109399688
OG0009162	AMIN007456	LOC115269384
OG0009163	AMIN016242	LOC109415660
OG0009165	AMIN005600	LOC109403575
OG0009166	AMIN015671	LOC109408071
OG0009167	AMIN011616	LOC109430814
OG0009168	AMIN009247	LOC109428930
OG0009169	AMIN004602	LOC109423224
OG0009170	AMIN001374	LOC109423806
OG0009171	AMIN001497	LOC109412683
OG0009172	AMIN004728	LOC109429302
OG0009173	AMIN000794	LOC109398843
OG0009174	AMIN010459	LOC109413093
OG0009176	AMIN007887	LOC109418044
OG0009177	AMIN003452	LOC109400490
OG0009178	AMIN011392	LOC109426637
OG0009179	AMIN002708	LOC109418371
OG0009180	AMIN007644	LOC109404346
OG0009182	AMIN007904	LOC109414216
OG0009183	AMIN008129	LOC109412775
OG0009185	AMIN000387	LOC109424046
OG0009186	AMIN003644	LOC109417287
OG0009187	AMIN007899	LOC115270005
OG0009188	AMIN001612	LOC109433141
OG0009190	AMIN001805	LOC109429617
OG0009191	AMIN007719	LOC109413863
OG0009192	AMIN002725	LOC109418389, LOC115262745
OG0009193	AMIN005668	LOC109408966
OG0009194	AMIN001855	LOC115259365
OG0009196	AMIN015768	LOC109432051
OG0009197	AMIN007888	LOC109418067
OG0009198	AMIN008070	LOC109397959
OG0009199	AMIN010247	LOC109408472
OG0009200	AMIN000380	LOC109416030
OG0009201	AMIN004945	LOC109420007
OG0009202	AMIN010015	LOC109423687
OG0009203	AMIN001041	LOC109410209
OG0009204	AMIN000036, AMIN000035	LOC115260603, LOC109426336
OG0009205	AMIN003228	LOC134285836
OG0009206	AMIN007657	LOC109417814
OG0009207	AMIN010849	LOC109407991
OG0009208	AMIN010577	LOC109409808
OG0009209	AMIN007676	LOC109397351
OG0009211	AMIN006865	LOC115267711
OG0009212	AMIN004467	LOC115263539
OG0009213	AMIN000207	LOC109414931
OG0009214	AMIN011146	LOC109621699
OG0009217	AMIN005172	LOC109401930
OG0009218	AMIN008420	LOC109417157
OG0009219	AMIN003710	LOC109405832
OG0009222	AMIN001081	LOC109409444
OG0009223	AMIN004782	LOC109421111
OG0009224	AMIN016243	LOC115271083
OG0009225	AMIN001382	LOC109424543
OG0009226	AMIN005778	LOC109401895
OG0009227	AMIN016249	LOC109431833
OG0009228	AMIN006045	LOC109398300
OG0009229	AMIN001939	LOC109428444
OG0009230	AMIN002792	LOC109410905
OG0009231	AMIN016184	LOC109406600
OG0009232	AMIN005767	LOC109427410
OG0009233	AMIN002605	LOC109399009
OG0009234	AMIN003182	LOC109408499
OG0009235	AMIN002837	LOC109419151, LOC109423139
OG0009236	AMIN004912	LOC109623085
OG0009238	AMIN009067	LOC109432946
OG0009239	AMIN001109	LOC109621322
OG0009241	AMIN015808	LOC109413765
OG0009242	AMIN010068	LOC115265773
OG0009243	AMIN002135	LOC109402251
OG0009244	AMIN006950	LOC115268103
OG0009245	AMIN001534	LOC109422131
OG0009246	AMIN004397	LOC109426010
OG0009247	AMIN003569	LOC115261346
OG0009248	AMIN014359	LOC109408513
OG0009249	AMIN001664	LOC109433050
OG0009251	AMIN008571	LOC109431307
OG0009252	AMIN004344	LOC115257895
OG0009253	AMIN003835	LOC109400058
OG0009254	AMIN002828	LOC109425555
OG0009255	AMIN009323	LOC109424346
OG0009258	AMIN005523	LOC115257039
OG0009259	AMIN003859	LOC115267364
OG0009261	AMIN003858	LOC115267387
OG0009262	AMIN002032	LOC109402224
OG0009263	AMIN011538	LOC109408251
OG0009264	AMIN004676	LOC109412873
OG0009265	AMIN000126	LOC109411508
OG0009266	AMIN005325	LOC134285189, LOC109421969
OG0009267	AMIN001970	LOC109432998
OG0009268	AMIN005441	LOC109404900
OG0009269	AMIN011485	LOC109408212
OG0009270	AMIN001025	LOC109414670
OG0009271	AMIN002857	LOC109621580
OG0009272	AMIN003433	LOC115266814
OG0009273	AMIN007301	LOC115270260
OG0009274	AMIN000057	LOC109411988
OG0009275	AMIN004822	LOC109418319
OG0009276	AMIN006760	LOC115264985
OG0009277	AMIN002723	LOC115263981
OG0009278	AMIN008292	LOC109407709
OG0009279	AMIN003543	LOC109432059
OG0009280	AMIN014629	LOC109397047, LOC115260033
OG0009281	AMIN005855	LOC109405093
OG0009282	AMIN001944	LOC109428461
OG0009283	AMIN010615	LOC109400662
OG0009284	AMIN008089	LOC115270955
OG0009285	AMIN016185	LOC109406599
OG0009286	AMIN010594	LOC109409735
OG0009288	AMIN005066	LOC109428528
OG0009289	AMIN003610	LOC109404459
OG0009292	AMIN003502	LOC109403728
OG0009294	AMIN006020	LOC109398552
OG0009295	AMIN008464	LOC109401644
OG0009296	AMIN005563	LOC109405556
OG0009297	AMIN007897	LOC109400727
OG0009298	AMIN009196	LOC109399110
OG0009300	AMIN001517	LOC109397498
OG0009301	AMIN009406	LOC109398616
OG0009302	AMIN011246	LOC109402735
OG0009305	AMIN001754	LOC109404809
OG0009306	AMIN000692	LOC109406153
OG0009307	AMIN008757	LOC109406494
OG0009308	AMIN001129	LOC109406716
OG0009309	AMIN010435	LOC109409686
OG0009311	AMIN004659	LOC109411644
OG0009313	AMIN005753	LOC109413246
OG0009314	AMIN007383	LOC109414278
OG0009315	AMIN003932	LOC109414393
OG0009316	AMIN004161	LOC109424072
OG0009317	AMIN007352	LOC109424152
OG0009319	AMIN007601	LOC109426613
OG0009320	AMIN004069	LOC109429095
OG0009323	AMIN011078	LOC109430855
OG0009325	AMIN002374	LOC109432827
OG0009326	AMIN010227	LOC109622511
OG0009327	AMIN010339	LOC109622538
OG0009328	AMIN002846	LOC109623020
OG0009334	AMIN005092	LOC115262247
OG0009336	AMIN003920	LOC115265463
OG0009337	AMIN001954	LOC115267424
OG0009342	AMIN002493	LOC134284465
OG0009387	AMIN000728	LOC109415485
OG0009389	AMIN015795	LOC109621631
OG0009390	AMIN002476	LOC109423378
OG0009391	AMIN016226	LOC109409549
OG0009392	AMIN014126	LOC109400448
OG0009395	AMIN009439	LOC115253681
OG0009398	AMIN008678	LOC134290057
OG0009403	AMIN003634	LOC109411608
OG0009405	AMIN009168	LOC109621484
OG0009406	AMIN009164	LOC109407693
OG0009408	AMIN010505	LOC109421758
OG0009409	AMIN005851	LOC109406346
OG0009410	AMIN008930	LOC109425900
OG0009411	AMIN008921	LOC109426024
OG0009413	AMIN007125	LOC109429890
OG0009418	AMIN004272	LOC115267810
OG0009429	AMIN006500	LOC109414924
OG0009430	AMIN010549	LOC109418958
OG0009431	AMIN010451	LOC109413015
OG0009436	AMIN010252	LOC109408350
OG0009438	AMIN004829	LOC109427680
OG0009440	AMIN007208	LOC109408126
OG0009441	AMIN006415	LOC109408121
OG0009442	AMIN006410	LOC109419060
OG0009443	AMIN010664	LOC115265693
OG0009444	AMIN007576	LOC109426670
OG0009447	AMIN011545	LOC109431726
OG0009448	AMIN005912	LOC109407727
OG0009449	AMIN015805	LOC109433084
OG0009450	AMIN009694	LOC109427907
OG0009451	AMIN006230	LOC109421436
OG0009455	AMIN003660	LOC115253599
OG0009457	AMIN003802	LOC109412594
OG0009458	AMIN007140	LOC109421343
OG0009461	AMIN009614	LOC115254015
OG0009465	AMIN000297	LOC109412787
OG0009467	AMIN004797	LOC109404027
OG0009468	AMIN004339	LOC109424388
OG0009470	AMIN002852	LOC109416867
OG0009475	AMIN010781	LOC109416104
OG0009476	AMIN001443	LOC115255134
OG0009478	AMIN006018	LOC109429948
OG0009480	AMIN000618	LOC109401961
OG0009481	AMIN006582	LOC109411428
OG0009482	AMIN015932	LOC109408038
OG0009484	AMIN006017	LOC134290184, LOC134291537
OG0009486	AMIN006827	LOC109404656
OG0009487	AMIN002157	LOC134290006
OG0009488	AMIN000875	LOC134287541
OG0009491	AMIN009201	LOC109399111
OG0009492	AMIN000861	LOC109428104
OG0009494	AMIN005766	LOC109431348
OG0009496	AMIN005673	LOC109427769
OG0009498	AMIN015635	LOC109425953
OG0009500	AMIN006292	LOC109425144
OG0009501	AMIN015855	LOC115257096
OG0009503	AMIN003754	LOC109430453
OG0009505	AMIN015871	LOC109430499
OG0009506	AMIN001467	LOC115258755
OG0009507	AMIN000755	LOC109406932
OG0009510	AMIN000581	LOC115266720
OG0009511	AMIN015875	LOC109404021
