Orthogroup	AaegyptiLVP_AGWG	AsinensisChina
OG0008939	AAEL014450	ASIC016883
OG0008941	AAEL014522	ASIC008060
OG0008944	AAEL014624	ASIC013433
OG0008945	AAEL014630	ASIC003516
OG0008946	AAEL014636	ASIC001102
OG0008947	AAEL014649	ASIC003741
OG0008950	AAEL014697	ASIC004629
OG0008951	AAEL014719	ASIC014631
OG0008952	AAEL014733	ASIC020743
OG0008953	AAEL014735	ASIC017225
OG0008954	AAEL014763, AAEL022827	ASIC003525
OG0008955	AAEL014799	ASIC006898
OG0008957	AAEL014828	ASIC006055
OG0008959	AAEL014852	ASIC016052
OG0008962	AAEL014909	ASIC006163
OG0008964	AAEL014946	ASIC019993
OG0008965	AAEL014961	ASIC019660
OG0008967	AAEL014978	ASIC013766
OG0008970	AAEL014994	ASIC009130
OG0008973	AAEL015048	ASIC004014
OG0008974	AAEL015059	ASIC016684
OG0008975	AAEL015066	ASIC021615
OG0008976	AAEL015095	ASIC006796
OG0008979	AAEL015412	ASIC016693
OG0008980	AAEL015425	ASIC017443, ASIC017439
OG0008981	AAEL015543	ASIC002476
OG0008982	AAEL015586	ASIC006253
OG0008983	AAEL016960	ASIC006159
OG0008986	AAEL017051	ASIC011547
OG0008987	AAEL017053	ASIC014423
OG0008988	AAEL017054	ASIC012753
OG0008989	AAEL017064	ASIC005451
OG0008990	AAEL017139	ASIC006345
OG0008991	AAEL017161	ASIC012208
OG0008995	AAEL017293	ASIC016825
OG0008997	AAEL017334	ASIC022263
OG0008999	AAEL017371	ASIC006376
OG0009000	AAEL017418	ASIC013308
OG0009001	AAEL017419	ASIC006926
OG0009002	AAEL017424	ASIC002475
OG0009003	AAEL017481	ASIC020590
OG0009004	AAEL017500	ASIC019250
OG0009005	AAEL017562	ASIC009543
OG0009006	AAEL017987	ASIC020424
OG0009009	AAEL018208	ASIC007610
OG0009010	AAEL018216	ASIC004894
OG0009012	AAEL018257	ASIC019538
OG0009013	AAEL018266	ASIC012190
OG0009014	AAEL018270	ASIC018933
OG0009017	AAEL018319	ASIC017360
OG0009019	AAEL018334	ASIC003545
OG0009021	AAEL018343	ASIC019423
OG0009022	AAEL018351	ASIC017373
OG0009027	AAEL019481	ASIC007590
OG0009028	AAEL019486	ASIC021386
OG0009030	AAEL019519	ASIC004175
OG0009031	AAEL019536	ASIC014680
OG0009032	AAEL019545	ASIC013003
OG0009033	AAEL019554	ASIC012066
OG0009034	AAEL019560	ASIC021897
OG0009035	AAEL019564	ASIC012665
OG0009037	AAEL019612	ASIC004068
OG0009039	AAEL019639	ASIC020921
OG0009040	AAEL019654	ASIC017945
OG0009044	AAEL019691	ASIC016250
OG0009045	AAEL019692	ASIC013771
OG0009046	AAEL019695	ASIC013652
OG0009047	AAEL019707	ASIC015433
OG0009051	AAEL019763	ASIC002149
OG0009054	AAEL019786	ASIC016996
OG0009055	AAEL019796	ASIC011250
OG0009056	AAEL019822	ASIC020112
OG0009057	AAEL019825	ASIC016021
OG0009058	AAEL019831	ASIC017044
OG0009061	AAEL019866	ASIC005361
OG0009063	AAEL019925	ASIC001710
OG0009065	AAEL019980	ASIC005220
OG0009067	AAEL020004	ASIC018036
OG0009068	AAEL020007	ASIC003979
OG0009070	AAEL020117	ASIC016690
OG0009072	AAEL020158	ASIC003335
OG0009073	AAEL020163	ASIC010275
OG0009075	AAEL020265	ASIC016703
OG0009077	AAEL020302	ASIC015387
OG0009078	AAEL020303	ASIC003725
OG0009079	AAEL020317	ASIC007219
OG0009082	AAEL020359	ASIC017045, ASIC021404
OG0009083	AAEL020362	ASIC014325
OG0009086	AAEL020419	ASIC012420
OG0009087	AAEL020423	ASIC021332
OG0009088	AAEL020472	ASIC020860, ASIC020863
OG0009089	AAEL020500	ASIC011159
OG0009091	AAEL020574	ASIC011976
OG0009093	AAEL020690	ASIC003791
OG0009094	AAEL020783	ASIC003405
OG0009096	AAEL020834	ASIC015459
OG0009097	AAEL020840	ASIC010883
OG0009099	AAEL020889	ASIC015607
OG0009100	AAEL020943	ASIC016227
OG0009101	AAEL021020	ASIC020779
OG0009102	AAEL021071	ASIC015485
OG0009104	AAEL021126	ASIC006794
OG0009105	AAEL021147	ASIC020926
OG0009107	AAEL021175	ASIC014815
OG0009108	AAEL021206	ASIC003961
OG0009109	AAEL021233	ASIC017124
OG0009114	AAEL021510	ASIC001042, ASIC001041
OG0009116	AAEL021568	ASIC019172
OG0009118	AAEL021608	ASIC006593
OG0009119	AAEL021625	ASIC011951
OG0009120	AAEL021656	ASIC016271
OG0009121	AAEL021667	ASIC018643
OG0009122	AAEL021738	ASIC002171
OG0009124	AAEL021826	ASIC017558
OG0009125	AAEL021846	ASIC016020
OG0009126	AAEL021870	ASIC019095
OG0009127	AAEL021878	ASIC019181
OG0009129	AAEL021973	ASIC005367
OG0009131	AAEL022016	ASIC017223
OG0009132	AAEL022025	ASIC012059
OG0009137	AAEL022352	ASIC006803
OG0009138	AAEL022387	ASIC010244
OG0009139	AAEL022486	ASIC004349
OG0009140	AAEL022500	ASIC011839
OG0009141	AAEL022505	ASIC015265
OG0009142	AAEL022575	ASIC016866
OG0009143	AAEL022674	ASIC018586
OG0009145	AAEL022712	ASIC007606
OG0009146	AAEL022734	ASIC004100
OG0009147	AAEL022779	ASIC010106
OG0009148	AAEL022787	ASIC011132
OG0009149	AAEL022804	ASIC020030
OG0009153	AAEL022970	ASIC015746
OG0009154	AAEL023028	ASIC009886
OG0009156	AAEL023159	ASIC020356
OG0009157	AAEL023219	ASIC018327
OG0009158	AAEL023242	ASIC017149
OG0009159	AAEL023279	ASIC012026
OG0009160	AAEL023292	ASIC006129
OG0009161	AAEL023322	ASIC018064
OG0009162	AAEL023400	ASIC011298
OG0009163	AAEL023407	ASIC008362
OG0009164	AAEL023475	ASIC015522
OG0009165	AAEL023497	ASIC006234
OG0009166	AAEL023506	ASIC011070
OG0009167	AAEL023518	ASIC014921
OG0009168	AAEL023534	ASIC020888
OG0009170	AAEL023618	ASIC006546
OG0009171	AAEL023678	ASIC017248
OG0009173	AAEL023721	ASIC004198
OG0009174	AAEL023787	ASIC019749
OG0009177	AAEL023907	ASIC004398
OG0009179	AAEL023945	ASIC009108
OG0009181	AAEL023991	ASIC001275
OG0009182	AAEL023992	ASIC001043
OG0009183	AAEL024012	ASIC014971
OG0009186	AAEL024070	ASIC013981
OG0009187	AAEL024100	ASIC000284
OG0009188	AAEL024106	ASIC010696
OG0009189	AAEL024222	ASIC005055
OG0009191	AAEL024342	ASIC016795
OG0009193	AAEL024421	ASIC009717
OG0009194	AAEL024424	ASIC007298
OG0009196	AAEL024504	ASIC011139
OG0009198	AAEL024549	ASIC016129
OG0009200	AAEL024669	ASIC009219
OG0009201	AAEL024714	ASIC013431
OG0009202	AAEL024984	ASIC012389
OG0009203	AAEL025019	ASIC010831
OG0009204	AAEL025086	ASIC014276
OG0009205	AAEL025109	ASIC005653
OG0009206	AAEL025123	ASIC013703
OG0009207	AAEL025164	ASIC011065
OG0009208	AAEL025201	ASIC007803
OG0009210	AAEL025232	ASIC017931
OG0009211	AAEL025238	ASIC018338
OG0009212	AAEL025248	ASIC022176
OG0009214	AAEL025281	ASIC016397
OG0009215	AAEL025311	ASIC003276, ASIC003274
OG0009216	AAEL025380	ASIC012112
OG0009218	AAEL025477	ASIC004765
OG0009219	AAEL025525	ASIC002332
OG0009220	AAEL029108, AAEL025555	ASIC011338
OG0009221	AAEL025560	ASIC012863
OG0009225	AAEL025809	ASIC006565
OG0009226	AAEL025815	ASIC020304
OG0009227	AAEL025845	ASIC011436
OG0009228	AAEL025868	ASIC013157
OG0009229	AAEL025929	ASIC007603
OG0009230	AAEL025979	ASIC009827
OG0009231	AAEL026004	ASIC009373
OG0009232	AAEL026028	ASIC007694
OG0009233	AAEL026038	ASIC008884
OG0009234	AAEL026093	ASIC009414
OG0009236	AAEL026128	ASIC021891
OG0009237	AAEL026160	ASIC011221
OG0009240	AAEL026382	ASIC004550
OG0009241	AAEL026406	ASIC016204
OG0009242	AAEL026415	ASIC019671
OG0009243	AAEL026432	ASIC005111
OG0009244	AAEL026461	ASIC017982
OG0009245	AAEL026468	ASIC020673
OG0009246	AAEL026490	ASIC014822
OG0009247	AAEL026496	ASIC010655
OG0009248	AAEL026501	ASIC008063
OG0009249	AAEL026514	ASIC010777
OG0009251	AAEL026522	ASIC018138
OG0009253	AAEL026608	ASIC002728
OG0009254	AAEL026727	ASIC013350
OG0009255	AAEL026736	ASIC015363
OG0009257	AAEL026825	ASIC003209
OG0009258	AAEL026862	ASIC006196
OG0009259	AAEL026878	ASIC011122
OG0009261	AAEL026926	ASIC011123
OG0009263	AAEL027145	ASIC019217
OG0009264	AAEL027199	ASIC011950
OG0009266	AAEL027343	ASIC003925
OG0009267	AAEL027371	ASIC020399
OG0009268	AAEL027399	ASIC017023
OG0009269	AAEL027408	ASIC016517
OG0009270	AAEL027541	ASIC008592
OG0009271	AAEL027562	ASIC021023
OG0009272	AAEL027571	ASIC010932
OG0009274	AAEL027601	ASIC013494
OG0009276	AAEL027651	ASIC002623
OG0009277	AAEL027675	ASIC021090
OG0009278	AAEL027686	ASIC019356
OG0009279	AAEL027705	ASIC011131
OG0009281	AAEL027798	ASIC009482
OG0009283	AAEL027814	ASIC016721
OG0009284	AAEL027864	ASIC003014
OG0009285	AAEL027869	ASIC009372
OG0009287	AAEL027977	ASIC005330
OG0009288	AAEL028002	ASIC000980
OG0009289	AAEL028086	ASIC001361
OG0009290	AAEL028092	ASIC005943
OG0009291	AAEL028094	ASIC014736
OG0009293	AAEL028180	ASIC019083
OG0009296	AAEL028247	ASIC007656
OG0009297	AAEL029013	ASIC000286
OG0009298	AAEL029102	ASIC002812
OG0009299	AAEL029117	ASIC008307
OG0009388	AAEL000026	ASIC002960
OG0009389	AAEL000101	ASIC000650
OG0009393	AAEL000196	ASIC012754
OG0009394	AAEL000219	ASIC019956
OG0009395	AAEL000238	ASIC012821
OG0009396	AAEL000251	ASIC009579
OG0009397	AAEL000281	ASIC012987
OG0009398	AAEL000292	ASIC022291
OG0009400	AAEL000431	ASIC013968
OG0009401	AAEL000436	ASIC001081
OG0009404	AAEL000495	ASIC005629
OG0009405	AAEL000542	ASIC007914
OG0009407	AAEL000566	ASIC008734
OG0009409	AAEL000626	ASIC009496
OG0009411	AAEL000649	ASIC018228
OG0009413	AAEL000683	ASIC007450
OG0009414	AAEL000687	ASIC007425
OG0009416	AAEL000809	ASIC008775
OG0009417	AAEL000836	ASIC004960
OG0009418	AAEL000857	ASIC018310
OG0009419	AAEL000941	ASIC017875
OG0009420	AAEL000943	ASIC018127
OG0009422	AAEL001080	ASIC015267
OG0009423	AAEL001092	ASIC021782
OG0009424	AAEL001134	ASIC000855
OG0009425	AAEL001140	ASIC015385
OG0009426	AAEL001202	ASIC006060
OG0009427	AAEL001250	ASIC016079
OG0009429	AAEL001314	ASIC013899
OG0009430	AAEL001328	ASIC007768
OG0009432	AAEL001515	ASIC011915
OG0009433	AAEL001564	ASIC010179
OG0009437	AAEL001587	ASIC013030, ASIC013027
OG0009439	AAEL001631	ASIC012862
OG0009442	AAEL001666	ASIC001446
OG0009443	AAEL001685	ASIC019244
OG0009444	AAEL001690	ASIC012213
OG0009446	AAEL001730	ASIC013154
OG0009450	AAEL001891	ASIC015873
OG0009451	AAEL001958	ASIC006982
OG0009452	AAEL001972	ASIC006977
OG0009454	AAEL002065	ASIC006509
OG0009459	AAEL002282	ASIC000160
OG0009460	AAEL002362	ASIC019159
OG0009462	AAEL002562	ASIC005549
OG0009463	AAEL002575	ASIC013385
OG0009466	AAEL002814	ASIC011983
OG0009470	AAEL002874	ASIC008920
OG0009471	AAEL002950	ASIC021077
OG0009473	AAEL003090	ASIC011785
OG0009478	AAEL003355	ASIC013083
OG0009482	AAEL003515	ASIC008614
OG0009483	AAEL003613	ASIC014879
OG0009484	AAEL003635	ASIC013084
OG0009485	AAEL003649	ASIC012186
OG0009486	AAEL003701	ASIC014620
OG0009488	AAEL003763	ASIC011988
OG0009489	AAEL003785	ASIC008916
OG0009491	AAEL003865	ASIC002820
OG0009493	AAEL003938	ASIC009703
OG0009494	AAEL004042	ASIC007705
OG0009495	AAEL004050	ASIC008735
OG0009496	AAEL004065	ASIC009592
OG0009497	AAEL004069	ASIC002240
OG0009499	AAEL004154	ASIC018823
OG0009506	AAEL004529	ASIC006888
OG0009508	AAEL004553	ASIC020821
OG0009509	AAEL004574	ASIC020827
OG0009514	AAEL004825	ASIC000089
OG0009515	AAEL004870	ASIC010878
OG0009518	AAEL024078, AAEL004883	ASIC021874
OG0009525	AAEL005029	ASIC006738
OG0009526	AAEL005080	ASIC021801
OG0009527	AAEL005136, AAEL026601	ASIC004805
OG0009531	AAEL005349	ASIC021709
OG0009532	AAEL005388	ASIC012123
OG0009534	AAEL005554	ASIC019414
OG0009535	AAEL005624	ASIC011595
OG0009536	AAEL005660	ASIC017298
OG0009538	AAEL005747	ASIC017369
OG0009541	AAEL005965	ASIC017676
OG0009542	AAEL005966	ASIC006767
OG0009544	AAEL006043	ASIC008995
OG0009545	AAEL006109	ASIC015244
OG0009547	AAEL006193	ASIC003510
OG0009549	AAEL006221	ASIC019779
OG0009550	AAEL006248	ASIC011563
OG0009552	AAEL006280	ASIC009196
OG0009553	AAEL006283	ASIC016084
OG0009556	AAEL006463	ASIC015264
OG0009558	AAEL006473	ASIC015351
OG0009559	AAEL006492	ASIC011438
OG0009561	AAEL006523	ASIC007251
OG0009562	AAEL006525	ASIC007255
OG0009563	AAEL006533	ASIC007256
OG0009564	AAEL006613	ASIC007283
OG0009566	AAEL006628	ASIC014373
OG0009568	AAEL006787	ASIC012630
OG0009570	AAEL006838	ASIC000874
OG0009573	AAEL006902	ASIC013414
OG0009575	AAEL006920	ASIC000522
OG0009576	AAEL006924	ASIC001836
OG0009578	AAEL006950	ASIC011840
OG0009582	AAEL006970	ASIC002674
OG0009583	AAEL006980	ASIC002673
OG0009584	AAEL007061	ASIC018011
OG0009586	AAEL007188	ASIC014298
OG0009587	AAEL007241	ASIC004491
OG0009590	AAEL007314	ASIC016474
OG0009591	AAEL007364	ASIC008432
OG0009592	AAEL007390	ASIC017863
OG0009594	AAEL007434	ASIC006592
OG0009596	AAEL007587	ASIC005663
OG0009597	AAEL007603	ASIC011410
OG0009598	AAEL007659	ASIC006356
OG0009599	AAEL007683	ASIC020848
OG0009603	AAEL007785	ASIC011251
OG0009609	AAEL008253	ASIC010571
OG0009610	AAEL021362, AAEL008254	ASIC008193
OG0009613	AAEL008415	ASIC007964
OG0009614	AAEL008422	ASIC005513
OG0009615	AAEL008561	ASIC016798
OG0009617	AAEL008665	ASIC014576
OG0009618	AAEL008678	ASIC002906
OG0009620	AAEL008697	ASIC006519
OG0009622	AAEL008797	ASIC008076
OG0009623	AAEL008806	ASIC008069
OG0009624	AAEL008910	ASIC012474
OG0009625	AAEL008914	ASIC018520
OG0009626	AAEL009005	ASIC013738
OG0009627	AAEL009011	ASIC013769
OG0009628	AAEL009036	ASIC012262
OG0009629	AAEL009082	ASIC016355
OG0009630	AAEL009156	ASIC020841
OG0009631	AAEL009167	ASIC001206
OG0009634	AAEL009288	ASIC019815
OG0009636	AAEL009338	ASIC006380
OG0009637	AAEL009432	ASIC012596
OG0009639	AAEL009543	ASIC019367
OG0009640	AAEL009569	ASIC021946, ASIC008346
OG0009641	AAEL009586	ASIC012815
OG0009642	AAEL009599	ASIC009737
OG0009643	AAEL009625	ASIC004611
OG0009644	AAEL009657	ASIC016908
OG0009646	AAEL009680	ASIC005414
OG0009648	AAEL009689	ASIC011283
OG0009649	AAEL009778	ASIC016969
OG0009650	AAEL009823	ASIC013499
OG0009652	AAEL009936	ASIC003446
OG0009653	AAEL009952	ASIC016038
OG0009655	AAEL009990	ASIC014330
OG0009656	AAEL010050	ASIC004065
OG0009657	AAEL010066	ASIC008171
OG0009658	AAEL010076	ASIC005405
OG0009660	AAEL010125	ASIC012884
OG0009662	AAEL010132	ASIC000889
OG0009664	AAEL010176	ASIC013250
OG0009666	AAEL010263	ASIC014347
OG0009667	AAEL010270	ASIC009989
OG0009669	AAEL010337	ASIC006387
OG0009670	AAEL010344	ASIC006386
OG0009671	AAEL010346	ASIC022107
OG0009672	AAEL010376	ASIC018915
OG0009675	AAEL010462	ASIC012008
OG0009676	AAEL010478	ASIC003206
OG0009677	AAEL010531	ASIC016859
OG0009679	AAEL010639	ASIC013515
OG0009682	AAEL010817	ASIC004643
OG0009683	AAEL010834	ASIC001054
OG0009687	AAEL011126	ASIC004627
OG0009689	AAEL011160	ASIC008033
OG0009690	AAEL011198	ASIC007582
OG0009695	AAEL011268	ASIC004102
OG0009696	AAEL011311	ASIC002640
OG0009697	AAEL011316	ASIC018311
OG0009698	AAEL011337	ASIC017534
OG0009700	AAEL011370	ASIC014119
OG0009701	AAEL011433	ASIC018003
OG0009703	AAEL011553	ASIC015478
OG0009710	AAEL011854	ASIC015021
OG0009714	AAEL011946	ASIC011362
OG0009715	AAEL011973	ASIC021209
OG0009716	AAEL011980	ASIC019168
OG0009717	AAEL011982	ASIC014302
OG0009718	AAEL012007	ASIC015257
OG0009719	AAEL012103	ASIC020440
OG0009720	AAEL012184	ASIC017341
OG0009724	AAEL012387	ASIC020242
OG0009726	AAEL012500	ASIC018024
OG0009727	AAEL012511	ASIC015183
OG0009729	AAEL012526	ASIC009951
OG0009730	AAEL012536	ASIC018689
OG0009731	AAEL012543	ASIC010019
OG0009732	AAEL012675	ASIC008764
OG0009735	AAEL012939	ASIC007085
OG0009736	AAEL012952	ASIC004775
OG0009739	AAEL013092	ASIC013426
OG0009740	AAEL013103	ASIC013425
OG0009742	AAEL013244	ASIC014847
OG0009744	AAEL013288, AAEL013300	ASIC014705
OG0009745	AAEL013295	ASIC014706
OG0009747	AAEL013425	ASIC008354
OG0009750	AAEL013593	ASIC009890
OG0009751	AAEL013649	ASIC011082
OG0009753	AAEL013689	ASIC011067
OG0009754	AAEL013756	ASIC013812
OG0009759	AAEL013965	ASIC008771
OG0009765	AAEL014267	ASIC008908
OG0009767	AAEL014339	ASIC009191
OG0009768	AAEL014589	ASIC013549
OG0009770	AAEL014656	ASIC002970
OG0009771	AAEL014698	ASIC013252
OG0009772	AAEL014739	ASIC009950
OG0009776	AAEL014934	ASIC017350
OG0009777	AAEL015070	ASIC003631
OG0009778	AAEL015107	ASIC009146
OG0009779	AAEL015288	ASIC003257
OG0009781	AAEL015456	ASIC019171
OG0009782	AAEL017038	ASIC012366, ASIC012365
OG0009783	AAEL017048	ASIC000594
OG0009784	AAEL017071	ASIC018907
OG0009789	AAEL017515	ASIC006359
OG0009791	AAEL017998	ASIC011693
OG0009793	AAEL018184	ASIC015888
OG0009794	AAEL018303	ASIC021215
OG0009796	AAEL019451	ASIC002512
OG0009797	AAEL019510	ASIC006655
OG0009798	AAEL019558	ASIC010423
OG0009801	AAEL019602	ASIC004116
OG0009804	AAEL019649	ASIC022079
OG0009805	AAEL019664	ASIC014240
OG0009807	AAEL019811	ASIC019409
OG0009808	AAEL019834	ASIC004955
OG0009809	AAEL019881	ASIC015915
OG0009810	AAEL019926	ASIC001714
OG0009811	AAEL019946	ASIC019158
OG0009812	AAEL020019	ASIC019899, ASIC019910
OG0009815	AAEL020219	ASIC007125
OG0009817	AAEL020285	ASIC008853
OG0009819	AAEL020561	ASIC021602
OG0009822	AAEL020715	ASIC021775
OG0009823	AAEL020758, AAEL027207, AAEL023277	ASIC002284
OG0009824	AAEL020775	ASIC010003
OG0009826	AAEL020934, AAEL022713	ASIC005771
OG0009827	AAEL021180	ASIC019647
OG0009831	AAEL021424	ASIC008459
OG0009835	AAEL022132	ASIC011110
OG0009836	AAEL022181	ASIC002457
OG0009837	AAEL022190	ASIC000639
OG0009838	AAEL022202	ASIC014453
OG0009840	AAEL022342	ASIC021628
OG0009841	AAEL022384	ASIC016093
OG0009842	AAEL022515, AAEL025739	ASIC010821
OG0009843	AAEL022590	ASIC021164
OG0009844	AAEL022705	ASIC002493
OG0009848	AAEL023026	ASIC007851
OG0009849	AAEL023110	ASIC020476
OG0009850	AAEL023113	ASIC013775
OG0009851	AAEL023144	ASIC019491
OG0009852	AAEL023212	ASIC014121
OG0009854	AAEL023523	ASIC005337
OG0009855	AAEL023591	ASIC004799
OG0009856	AAEL023644	ASIC018316
OG0009857	AAEL023652	ASIC002435
OG0009858	AAEL023709	ASIC007760
OG0009863	AAEL024189	ASIC005066
OG0009864	AAEL024306	ASIC003074
OG0009866	AAEL024377	ASIC021795
OG0009867	AAEL024425	ASIC002172
OG0009868	AAEL024880	ASIC018758
OG0009870	AAEL025217	ASIC016470
OG0009871	AAEL025237	ASIC013927
OG0009872	AAEL025375	ASIC005679
OG0009874	AAEL025467	ASIC008910
OG0009875	AAEL025574	ASIC005450
OG0009876	AAEL025867	ASIC003825
OG0009877	AAEL025889	ASIC002227
OG0009880	AAEL026174	ASIC005649
OG0009883	AAEL026237	ASIC020332
OG0009884	AAEL026310	ASIC020780
OG0009885	AAEL026396	ASIC016861
OG0009886	AAEL026441	ASIC021452
OG0009887	AAEL026591	ASIC011073
OG0009890	AAEL027233	ASIC016858
OG0009891	AAEL027402	ASIC019676
OG0009892	AAEL027407	ASIC007759
OG0009893	AAEL027434	ASIC019518
OG0009895	AAEL027506	ASIC010573
OG0009900	AAEL028052	ASIC009026
OG0009901	AAEL028069	ASIC009450
OG0009902	AAEL028080	ASIC014673
OG0009903	AAEL028168	ASIC006377
OG0009904	AAEL029094	ASIC016326
OG0010025	AAEL000578	ASIC005724
OG0010028	AAEL000812	ASIC020531
OG0010030	AAEL000980	ASIC005761
OG0010031	AAEL001037	ASIC002331
OG0010032	AAEL001082	ASIC021779
OG0010033	AAEL001095	ASIC021767
OG0010034	AAEL026503, AAEL001130	ASIC019382
OG0010035	AAEL001346	ASIC007766
OG0010040	AAEL001615	ASIC021539
OG0010041	AAEL001658	ASIC017638
OG0010042	AAEL001863	ASIC018726
OG0010043	AAEL001893, AAEL026644	ASIC013344
OG0010046	AAEL002128	ASIC011364
OG0010048	AAEL002356	ASIC011773
OG0010051	AAEL002486	ASIC007859
OG0010055	AAEL002797	ASIC021859
OG0010056	AAEL002811	ASIC011982
OG0010059	AAEL003113	ASIC019663
OG0010060	AAEL003405	ASIC018029
OG0010063	AAEL003640	ASIC022194
OG0010064	AAEL003644	ASIC022163
OG0010065	AAEL003691	ASIC014619
OG0010067	AAEL003764	ASIC011128
OG0010068	AAEL003869	ASIC008200
OG0010071	AAEL004203	ASIC021994
OG0010077	AAEL004569	ASIC020828
OG0010079	AAEL004689	ASIC016589
OG0010084	AAEL004956	ASIC020889
OG0010087	AAEL005030	ASIC006404
OG0010089	AAEL005143	ASIC005575
OG0010090	AAEL005221	ASIC009112
OG0010091	AAEL005896	ASIC000334
OG0010092	AAEL005900	ASIC000335
OG0010095	AAEL006197	ASIC003508
OG0010097	AAEL006317	ASIC000830
OG0010101	AAEL006643	ASIC011447
OG0010105	AAEL007013, AAEL022577	ASIC019438
OG0010106	AAEL007068	ASIC005056
OG0010107	AAEL007243	ASIC013832
OG0010110	AAEL007432	ASIC007857
OG0010112	AAEL007508	ASIC021861
OG0010113	AAEL007652	ASIC009999
OG0010114	AAEL007654	ASIC007250
OG0010116	AAEL007731	ASIC018789
OG0010119	AAEL008007	ASIC002875
OG0010121	AAEL008064	ASIC021443
OG0010122	AAEL008066	ASIC002160
OG0010124	AAEL008202	ASIC015161
OG0010125	AAEL008428	ASIC005524
OG0010126	AAEL008599	ASIC013610
OG0010127	AAEL008746	ASIC004975
OG0010128	AAEL008790	ASIC008070
OG0010129	AAEL008820	ASIC008079
OG0010131	AAEL008936	ASIC017499
OG0010132	AAEL009044	ASIC015036
OG0010133	AAEL009198	ASIC015978
OG0010136	AAEL009481	ASIC020376
OG0010137	AAEL015106, AAEL027607, AAEL009514	ASIC018093
OG0010147	AAEL010338	ASIC006385
OG0010150	AAEL010536	ASIC020733
OG0010154	AAEL010917	ASIC019843
OG0010155	AAEL011035	ASIC013778
OG0010156	AAEL011054	ASIC003806
OG0010157	AAEL011098	ASIC021531
OG0010158	AAEL011155	ASIC002141
OG0010159	AAEL011281	ASIC016100
OG0010160	AAEL011319	ASIC002637
OG0010161	AAEL011324	ASIC012724
OG0010163	AAEL011377	ASIC020489
OG0010164	AAEL011448	ASIC016741
OG0010165	AAEL011452	ASIC016732
OG0010167	AAEL011585	ASIC010038
OG0010168	AAEL011882	ASIC015788, ASIC017839
OG0010169	AAEL011923	ASIC018074
OG0010171	AAEL012069	ASIC005630
OG0010172	AAEL012150	ASIC013476
OG0010174	AAEL012782	ASIC009157
OG0010175	AAEL012863, AAEL013851	ASIC005339
OG0010177	AAEL013774	ASIC017664
OG0010178	AAEL013990	ASIC014500
OG0010179	AAEL014139	ASIC020767
OG0010183	AAEL014820	ASIC002827
OG0010184	AAEL014848	ASIC020677
OG0010186	AAEL015077	ASIC011227
OG0010190	AAEL017304	ASIC014582
OG0010191	AAEL017362	ASIC018452
OG0010194	AAEL019442	ASIC016340
OG0010195	AAEL019642	ASIC004238
OG0010199	AAEL020452	ASIC003679
OG0010200	AAEL020473	ASIC021444
OG0010203	AAEL020967	ASIC020924
OG0010209	AAEL022261	ASIC013781
OG0010210	AAEL022542	ASIC010298
OG0010216	AAEL023525	ASIC019472
OG0010217	AAEL023582	ASIC004221
OG0010220	AAEL023908	ASIC014937
OG0010223	AAEL024517	ASIC021571
OG0010224	AAEL024567	ASIC022360
OG0010227	AAEL025433	ASIC011947
OG0010228	AAEL025453	ASIC011518
OG0010230	AAEL025945	ASIC011686
OG0010231	AAEL026023	ASIC002563
OG0010232	AAEL026256	ASIC009665
OG0010233	AAEL026371	ASIC003448
OG0010235	AAEL026720	ASIC018620
OG0010238	AAEL026987	ASIC014657
OG0010243	AAEL027779	ASIC016812
OG0010245	AAEL028155	ASIC016723
OG0010247	AAEL029022	ASIC010767
OG0010249	AAEL029085	ASIC015028
OG0010406	AAEL001071	ASIC021769
OG0010410	AAEL001860	ASIC016245
OG0010418	AAEL002773	ASIC011974
OG0010429	AAEL004894	ASIC003256
OG0010436	AAEL006102	ASIC015241
OG0010438	AAEL006678	ASIC017266
OG0010444	AAEL007519	ASIC021883
OG0010445	AAEL007615	ASIC020290
OG0010449	AAEL008015	ASIC007600
OG0010451	AAEL008278	ASIC011265
OG0010452	AAEL008281	ASIC011264
OG0010455	AAEL009194	ASIC017862
