Orthogroup	LlongipalpisASM	AstephensiUCISS2018
OG0007497	LOC129786756	ASTEI20_032595
OG0007498	LOC129792598	ASTEI20_033006
OG0007499	LOC129791466	ASTEI20_044631
OG0007500	LOC129787550	ASTEI20_040397
OG0007503	LOC129788703	ASTEI20_045524
OG0007504	LOC129795505	ASTEI20_045904
OG0007505	LOC129795041	ASTEI20_039694
OG0007506	LOC129794338	ASTEI20_038460
OG0007507	LOC129793827	ASTEI20_031854
OG0007508	LOC129789306	ASTEI20_036161
OG0007509	LOC129787451	ASTEI20_040271
OG0007510	LOC129790526	ASTEI20_045900
OG0007511	LOC129788934	ASTEI20_045337
OG0007512	LOC129795538	ASTEI20_042302
OG0007513	LOC129791822	ASTEI20_040953
OG0007514	LOC129791941	ASTEI20_034573
OG0007515	LOC129788088	ASTEI20_037497
OG0007516	LOC129792605	ASTEI20_042945
OG0007517	LOC129788423	ASTEI20_045031
OG0007518	LOC129795490	ASTEI20_040648
OG0007519	LOC129795439	ASTEI20_036074
OG0007520	LOC129796052	ASTEI20_040022
OG0007521	LOC129788676	ASTEI20_045468
OG0007522	LOC129794229	ASTEI20_040969
OG0007523	LOC129790674	ASTEI20_044578
OG0007524	LOC129791781	ASTEI20_044027
OG0007525	LOC129792228	ASTEI20_041898
OG0007527	LOC129787964	ASTEI20_034957
OG0007528	LOC129793542	ASTEI20_038040
OG0007529	LOC129787814	ASTEI20_031907
OG0007530	LOC129792075	ASTEI20_035387
OG0007531	LOC129797537	ASTEI20_031956
OG0007532	LOC129788206	ASTEI20_043076
OG0007533	LOC129789638	ASTEI20_041762
OG0007534	LOC129787811	ASTEI20_036580
OG0007536	LOC129791667	ASTEI20_032989
OG0007537	LOC129791913	ASTEI20_038446
OG0007538	LOC129790051	ASTEI20_044572
OG0007539	LOC129790143	ASTEI20_034516
OG0007540	LOC129790145	ASTEI20_034626, ASTEI20_032758
OG0007541	LOC129785830	ASTEI20_034814
OG0007543	LOC129793161	ASTEI20_040810
OG0007544	LOC129787628	ASTEI20_036844
OG0007545	LOC129786374	ASTEI20_046032
OG0007546	LOC129795997	ASTEI20_046165
OG0007547	LOC129791220	ASTEI20_031507
OG0007548	LOC129790363	ASTEI20_041282
OG0007549	LOC129795435	ASTEI20_044404
OG0007550	LOC129794119	ASTEI20_045431
OG0007551	LOC129794056	ASTEI20_039375
OG0007552	LOC129786853	ASTEI20_032058
OG0007553	LOC129790668	ASTEI20_041029
OG0007554	LOC129791004	ASTEI20_045531
OG0007555	LOC129788383	ASTEI20_037913
OG0007556	LOC129791465	ASTEI20_044694
OG0007557	LOC129794828	ASTEI20_031878
OG0007558	LOC129791624	ASTEI20_032771
OG0007559	LOC129796922	ASTEI20_043399
OG0007560	LOC129796536	ASTEI20_031387
OG0007561	LOC129791705	ASTEI20_042741
OG0007562	LOC129796308	ASTEI20_036768
OG0007563	LOC129788053	ASTEI20_036439
OG0007564	LOC129787797	ASTEI20_031702
OG0007565	LOC129792095	ASTEI20_031965
OG0007566	LOC129791078	ASTEI20_035897
OG0007567	LOC129791125	ASTEI20_034617
OG0007568	LOC129792138	ASTEI20_035591
OG0007569	LOC129794110	ASTEI20_042461
OG0007570	LOC129785939	ASTEI20_045860
OG0007571	LOC129797163	ASTEI20_043033
OG0007572	LOC129794082	ASTEI20_035692
OG0007573	LOC129787541	ASTEI20_040896
OG0007574	LOC129791776	ASTEI20_033467
OG0007576	LOC129791784	ASTEI20_038938
OG0007577	LOC129790122	ASTEI20_044616
OG0007578	LOC129787025	ASTEI20_041520
OG0007579	LOC129797860	ASTEI20_043538
OG0007580	LOC129792893	ASTEI20_039424
OG0007581	LOC129793755	ASTEI20_033212
OG0007582	LOC129793624, LOC129790709	ASTEI20_034370
OG0007583	LOC129795484	ASTEI20_042340
OG0007584	LOC129797475	ASTEI20_038792
OG0007585	LOC129796607	ASTEI20_044057
OG0007586	LOC129796993	ASTEI20_036681
OG0007587	LOC129791606	ASTEI20_042593
OG0007588	LOC129787652	ASTEI20_036959
OG0007589	LOC129789875	ASTEI20_034545
OG0007590	LOC129797432	ASTEI20_044423
OG0007591	LOC129787858	ASTEI20_033263
OG0007592	LOC129787540	ASTEI20_040910
OG0007593	LOC129797265	ASTEI20_033392
OG0007594	LOC129787409	ASTEI20_034395
OG0007595	LOC129790544	ASTEI20_032329
OG0007597	LOC129790378	ASTEI20_031511
OG0007598	LOC129791449	ASTEI20_036512
OG0007599	LOC129787440	ASTEI20_045212
OG0007600	LOC129792836	ASTEI20_043817
OG0007601	LOC129795811	ASTEI20_043218
OG0007602	LOC129786009	ASTEI20_038861
OG0007603	LOC129792050	ASTEI20_030962
OG0007604	LOC129796109	ASTEI20_031716
OG0007605	LOC129796254	ASTEI20_042521
OG0007606	LOC129793469	ASTEI20_042476
OG0007607	LOC129793993	ASTEI20_036641
OG0007608	LOC129795491	ASTEI20_044017
OG0007610	LOC129789283	ASTEI20_039441
OG0007611	LOC129796651	ASTEI20_042328
OG0007612	LOC129797515	ASTEI20_032084
OG0007613	LOC129792338	ASTEI20_035749
OG0007614	LOC129791182	ASTEI20_035429
OG0007615	LOC129785890	ASTEI20_039191
OG0007616	LOC129793737	ASTEI20_033874
OG0007617	LOC129788727	ASTEI20_044599
OG0007618	LOC129786234	ASTEI20_041770
OG0007619	LOC129794206	ASTEI20_040975
OG0007620	LOC129787497	ASTEI20_037149
OG0007621	LOC129793302	ASTEI20_038867
OG0007622	LOC129791704	ASTEI20_037719
OG0007623	LOC129788945	ASTEI20_042549
OG0007624	LOC129791978	ASTEI20_036453
OG0007625	LOC129790598	ASTEI20_042558
OG0007626	LOC129787077	ASTEI20_034741
OG0007627	LOC129793475	ASTEI20_032080
OG0007628	LOC129794626	ASTEI20_039274
OG0007630	LOC129790072	ASTEI20_040431
OG0007631	LOC129792579	ASTEI20_045165
OG0007632	LOC129797153	ASTEI20_043919
OG0007633	LOC129794279	ASTEI20_036611
OG0007634	LOC129792483	ASTEI20_035652
OG0007635	LOC129792246	ASTEI20_040315
OG0007636	LOC129797866	ASTEI20_045910
OG0007637	LOC129796586	ASTEI20_040811
OG0007638	LOC129791819	ASTEI20_040220
OG0007639	LOC129790271	ASTEI20_044789
OG0007640	LOC129793169	ASTEI20_042310
OG0007641	LOC129789302	ASTEI20_031350
OG0007642	LOC129792480	ASTEI20_032441
OG0007643	LOC129788933	ASTEI20_032255
OG0007644	LOC129791572	ASTEI20_039086
OG0007645	LOC129786540	ASTEI20_036596
OG0007646	LOC129791774	ASTEI20_043557
OG0007648	LOC129790908	ASTEI20_041381
OG0007649	LOC129788734	ASTEI20_043252
OG0007650	LOC129797247	ASTEI20_038601
OG0007651	LOC129788385	ASTEI20_032253
OG0007652	LOC129793382	ASTEI20_031754
OG0007653	LOC129794729	ASTEI20_039395
OG0007654	LOC129794157	ASTEI20_038557
OG0007655	LOC129787748	ASTEI20_045542
OG0007656	LOC129788718	ASTEI20_036638
OG0007657	LOC129786030	ASTEI20_044535
OG0007658	LOC129792796	ASTEI20_043466
OG0007660	LOC129797469	ASTEI20_043780
OG0007661	LOC129794277	ASTEI20_038357
OG0007663	LOC129796935	ASTEI20_031244
OG0007664	LOC129797212	ASTEI20_043465
OG0007665	LOC129786013	ASTEI20_041063
OG0007666	LOC129790659	ASTEI20_044607
OG0007668	LOC129792819	ASTEI20_032601
OG0007669	LOC129786418	ASTEI20_045509
OG0007670	LOC129787882	ASTEI20_040913
OG0007671	LOC129791867	ASTEI20_034629
OG0007672	LOC129794569	ASTEI20_045342
OG0007674	LOC129794074	ASTEI20_042444
OG0007675	LOC129789485	ASTEI20_035701
OG0007676	LOC129789100	ASTEI20_035211
OG0007677	LOC129792930	ASTEI20_032328
OG0007678	LOC129792494	ASTEI20_040103
OG0007679	LOC129787121	ASTEI20_035385
OG0007680	LOC129790465	ASTEI20_046070
OG0007681	LOC129791234	ASTEI20_033321
OG0007682	LOC129789399	ASTEI20_039523
OG0007683	LOC129793501	ASTEI20_036907
OG0007684	LOC129795303	ASTEI20_040504
OG0007685	LOC129787892	ASTEI20_035642
OG0007686	LOC129785831	ASTEI20_042071
OG0007688	LOC129791567	ASTEI20_044814
OG0007689	LOC129786400	ASTEI20_033418
OG0007690	LOC129793130	ASTEI20_037873
OG0007691	LOC129788759	ASTEI20_037079
OG0007692	LOC129787891	ASTEI20_042127
OG0007693	LOC129790046	ASTEI20_038504
OG0007694	LOC129794244	ASTEI20_044039
OG0007695	LOC129791842	ASTEI20_035096
OG0007696	LOC129795455	ASTEI20_036039
OG0007697	LOC129793795	ASTEI20_032409
OG0007698	LOC129788732	ASTEI20_031194
OG0007699	LOC129797426	ASTEI20_032158
OG0007700	LOC129796701	ASTEI20_032056
OG0007701	LOC129786989	ASTEI20_042233
OG0007702	LOC129795285	ASTEI20_035978
OG0007703	LOC129794286	ASTEI20_039130
OG0007704	LOC129794341	ASTEI20_031521
OG0007705	LOC129789353	ASTEI20_042824
OG0007706	LOC129797785	ASTEI20_045275
OG0007707	LOC129786402	ASTEI20_043171
OG0007708	LOC129796525	ASTEI20_041689
OG0007709	LOC129785849	ASTEI20_039021
OG0007710	LOC129786514	ASTEI20_040215
OG0007711	LOC129789660	ASTEI20_042129
OG0007712	LOC129787006	ASTEI20_037604
OG0007713	LOC129796354	ASTEI20_040261
OG0007714	LOC129791286	ASTEI20_033040
OG0007715	LOC129787079	ASTEI20_032015
OG0007716	LOC129792570	ASTEI20_035192
OG0007717	LOC129786613	ASTEI20_042525
OG0007719	LOC129793952	ASTEI20_035475
OG0007720	LOC129793363	ASTEI20_033028
OG0007721	LOC129791595	ASTEI20_042929
OG0007722	LOC129788950	ASTEI20_032130
OG0007723	LOC129792553	ASTEI20_033371
OG0007724	LOC129795449	ASTEI20_032836
OG0007725	LOC129790129	ASTEI20_037487
OG0007726	LOC129790619	ASTEI20_036158
OG0007727	LOC129788428	ASTEI20_042286
OG0007728	LOC129788070	ASTEI20_037667
OG0007729	LOC129797721	ASTEI20_033735
OG0007730	LOC129787526	ASTEI20_032968
OG0007731	LOC129791326	ASTEI20_036852
OG0007732	LOC129790729	ASTEI20_037782
OG0007733	LOC129792629	ASTEI20_045729
OG0007734	LOC129793269	ASTEI20_035534
OG0007735	LOC129789592	ASTEI20_033507
OG0007736	LOC129797424	ASTEI20_043157
OG0007737	LOC129795463	ASTEI20_033774
OG0007738	LOC129786081	ASTEI20_041257
OG0007739	LOC129796044	ASTEI20_037229
OG0007740	LOC129787032	ASTEI20_044736
OG0007741	LOC129797736	ASTEI20_037057
OG0007742	LOC129790092	ASTEI20_037094
OG0007743	LOC129790706	ASTEI20_038264
OG0007744	LOC129795459	ASTEI20_032040
OG0007745	LOC129794683	ASTEI20_042236
OG0007748	LOC129786479	ASTEI20_038251
OG0007750	LOC129787521	ASTEI20_041474, ASTEI20_035366
OG0007751	LOC129796778	ASTEI20_037308
OG0007752	LOC129792718	ASTEI20_037249
OG0007753	LOC129790704	ASTEI20_044962
OG0007754	LOC129793448	ASTEI20_039715
OG0007755	LOC129790502	ASTEI20_035392
OG0007757	LOC129789829	ASTEI20_036975
OG0007758	LOC129786891	ASTEI20_032667
OG0007760	LOC129792375	ASTEI20_038131
OG0007761	LOC129794060	ASTEI20_034609
OG0007762	LOC129796351	ASTEI20_045518
OG0007763	LOC129792371	ASTEI20_035497
OG0007764	LOC129786215	ASTEI20_032943
OG0007765	LOC129795447	ASTEI20_031166
OG0007766	LOC129789661	ASTEI20_035476
OG0007767	LOC129786621	ASTEI20_032641
OG0007768	LOC129788438	ASTEI20_042908
OG0007770	LOC129787614	ASTEI20_040925
OG0007771	LOC129789143	ASTEI20_036582
OG0007772	LOC129788677	ASTEI20_041941
OG0007773	LOC129791455	ASTEI20_037088
OG0007774	LOC129791438	ASTEI20_031784
OG0007775	LOC129795085	ASTEI20_043601
OG0007778	LOC129788639	ASTEI20_033030
OG0007781	LOC129797683	ASTEI20_032930
OG0007782	LOC129790656	ASTEI20_034871
OG0007784	LOC129785836	ASTEI20_043075
OG0007785	LOC129794638	ASTEI20_040251
OG0007787	LOC129797373	ASTEI20_033150
OG0007796	LOC129793773	ASTEI20_034283
OG0007802	LOC129789261, LOC129789693	ASTEI20_039277
OG0007813	LOC129792057, LOC129792054	ASTEI20_034178
OG0007838	LOC129787581	ASTEI20_045303
OG0007839	LOC129797335	ASTEI20_032112
OG0007840	LOC129797750	ASTEI20_033148
OG0007842	LOC129787916	ASTEI20_031071
OG0007843	LOC129796800	ASTEI20_032964
OG0007846	LOC129788876	ASTEI20_032526
OG0007848	LOC129786394	ASTEI20_031677
OG0007849	LOC129796504	ASTEI20_037752
OG0007852	LOC129786373	ASTEI20_037408
OG0007855	LOC129786789	ASTEI20_040818
OG0007856	LOC129792478	ASTEI20_039733
OG0007857	LOC129787007, LOC129787013	ASTEI20_042413
OG0007858	LOC129792479	ASTEI20_032784
OG0007860	LOC129796634	ASTEI20_037634
OG0007862	LOC129797099	ASTEI20_037080
OG0007863	LOC129795864	ASTEI20_034681
OG0007864	LOC129792178	ASTEI20_030921
OG0007866	LOC129795725	ASTEI20_033990
OG0007867	LOC129789919	ASTEI20_044525
OG0007868	LOC129793144	ASTEI20_039710
OG0007875	LOC129795084	ASTEI20_042332
OG0007877	LOC129795301	ASTEI20_039304
OG0007878	LOC129796900	ASTEI20_043559
OG0007879	LOC129795703	ASTEI20_043004
OG0007881	LOC129795179	ASTEI20_034569
OG0007882	LOC129796339	ASTEI20_041669
OG0007884	LOC129795460	ASTEI20_031918
OG0007887	LOC129795721	ASTEI20_032977
OG0007888	LOC129785951	ASTEI20_037085
OG0007889	LOC129792222	ASTEI20_043903
OG0007890	LOC129796301	ASTEI20_034159
OG0007892	LOC129793883	ASTEI20_031150
OG0007893	LOC129795200	ASTEI20_043251
OG0007894	LOC129790670	ASTEI20_037515
OG0007895	LOC129789973	ASTEI20_035968
OG0007896	LOC129789401	ASTEI20_034111
OG0007897	LOC129797771	ASTEI20_045666
OG0007901	LOC129796222	ASTEI20_036024
OG0007902	LOC129796255	ASTEI20_045265
OG0007903	LOC129794576	ASTEI20_043890
OG0007904	LOC129794587	ASTEI20_032814
OG0007906	LOC129788035	ASTEI20_034015
OG0007907	LOC129787688	ASTEI20_043480
OG0007908	LOC129796884	ASTEI20_045272
OG0007909	LOC129792957	ASTEI20_040512, ASTEI20_039521
OG0007910	LOC129796700	ASTEI20_032911
OG0007911	LOC129787854	ASTEI20_033575
OG0007914	LOC129796572	ASTEI20_039561
OG0007915	LOC129787796	ASTEI20_032343
OG0007916	LOC129793637	ASTEI20_043941
OG0007917	LOC129791902	ASTEI20_033448, ASTEI20_039246
OG0007918	LOC129787804	ASTEI20_042530
OG0007919	LOC129791775	ASTEI20_039091
OG0007920	LOC129790346	ASTEI20_038230
OG0007922	LOC129795858	ASTEI20_034289
OG0007923	LOC129797704	ASTEI20_040866
OG0007924	LOC129786012	ASTEI20_031591
OG0007925	LOC129790353	ASTEI20_033244
OG0007926	LOC129795551	ASTEI20_033374
OG0007930	LOC129794633	ASTEI20_040494
OG0007931	LOC129790069	ASTEI20_044947
OG0007932	LOC129787057	ASTEI20_046067
OG0007934	LOC129788447	ASTEI20_036462
OG0007935	LOC129790972	ASTEI20_033809
OG0007936	LOC129788410	ASTEI20_036655
OG0007937	LOC129795417	ASTEI20_040893
OG0007938	LOC129791773	ASTEI20_036148
OG0007939	LOC129794140	ASTEI20_041535
OG0007941	LOC129794851	ASTEI20_041514
OG0007942	LOC129786119	ASTEI20_044587
OG0007944	LOC129793339	ASTEI20_030871
OG0007945	LOC129793301	ASTEI20_037370
OG0007946	LOC129792182	ASTEI20_039965
OG0007947	LOC129791641	ASTEI20_041492
OG0007949	LOC129793240	ASTEI20_036927
OG0007950	LOC129786959	ASTEI20_036906
OG0007952	LOC129790056	ASTEI20_041853
OG0007954	LOC129788537	ASTEI20_030848
OG0007955	LOC129788420	ASTEI20_044412
OG0007957	LOC129791969	ASTEI20_030835
OG0007958	LOC129795108	ASTEI20_040114
OG0007959	LOC129793947	ASTEI20_038335
OG0007960	LOC129794089	ASTEI20_033696
OG0007961	LOC129792503	ASTEI20_041816
OG0007963	LOC129787498	ASTEI20_037707
OG0007964	LOC129790174	ASTEI20_038564
OG0007965	LOC129793905	ASTEI20_032157
OG0007966	LOC129787574	ASTEI20_046133
OG0007968	LOC129793606	ASTEI20_044053
OG0007971	LOC129789162	ASTEI20_044637
OG0007973	LOC129791697	ASTEI20_043782
OG0007974	LOC129790805	ASTEI20_036709
OG0007975	LOC129793733	ASTEI20_035302
OG0007976	LOC129791687	ASTEI20_043868
OG0007977	LOC129790451	ASTEI20_035636
OG0007978	LOC129790463	ASTEI20_046173
OG0007980	LOC129791362	ASTEI20_045207
OG0007982	LOC129788454	ASTEI20_039795
OG0007983	LOC129791420	ASTEI20_037619
OG0007985	LOC129789182	ASTEI20_034186
OG0007986	LOC129794640	ASTEI20_037322
OG0007987	LOC129789102	ASTEI20_039878
OG0007988	LOC129792876	ASTEI20_036884
OG0007992	LOC129788842	ASTEI20_031022
OG0007995	LOC129788891	ASTEI20_038319
OG0007997	LOC129792657	ASTEI20_039569, ASTEI20_036685
OG0007998	LOC129797344	ASTEI20_044213
OG0007999	LOC129796054	ASTEI20_037193
OG0008000	LOC129794787	ASTEI20_043602
OG0008002	LOC129797062	ASTEI20_032559
OG0008003	LOC129790723	ASTEI20_035562
OG0008004	LOC129797315	ASTEI20_034808
OG0008005	LOC129797787	ASTEI20_040588
OG0008007	LOC129787643	ASTEI20_035850
OG0008009	LOC129794792	ASTEI20_037111
OG0008011	LOC129789446	ASTEI20_035837
OG0008012	LOC129790387	ASTEI20_039764
OG0008015	LOC129791590	ASTEI20_039950
OG0008019	LOC129797376	ASTEI20_032697
OG0008020	LOC129787803	ASTEI20_033623
OG0008021	LOC129797357	ASTEI20_038562
OG0008023	LOC129793920	ASTEI20_035989
OG0008024	LOC129787950	ASTEI20_035607
OG0008025	LOC129794142	ASTEI20_038484, ASTEI20_044272
OG0008026	LOC129797159	ASTEI20_045052
OG0008028	LOC129788044	ASTEI20_033412
OG0008031	LOC129790938	ASTEI20_041973
OG0008032	LOC129786188	ASTEI20_036627
OG0008034	LOC129788955	ASTEI20_032119
OG0008035	LOC129789843	ASTEI20_044438
OG0008036	LOC129797737	ASTEI20_034596
OG0008037	LOC129795075	ASTEI20_036491
OG0008052	LOC129797366	ASTEI20_032775
OG0008053	LOC129797664	ASTEI20_031056
OG0008054	LOC129787788	ASTEI20_032462
OG0008055	LOC129797539	ASTEI20_042491
OG0008056	LOC129787798	ASTEI20_034933
OG0008058	LOC129796978	ASTEI20_031973
OG0008060	LOC129796462	ASTEI20_037520
OG0008062	LOC129790256	ASTEI20_042238
OG0008063	LOC129787899	ASTEI20_039549
OG0008064	LOC129797139	ASTEI20_031054
OG0008065	LOC129789421	ASTEI20_036691
OG0008066	LOC129788763	ASTEI20_032017
OG0008070	LOC129789681	ASTEI20_032139
OG0008071	LOC129788345	ASTEI20_036311
OG0008073	LOC129794000	ASTEI20_045858
OG0008074	LOC129791556	ASTEI20_034766
OG0008077	LOC129791725	ASTEI20_036285
OG0008078	LOC129796174	ASTEI20_036888
OG0008080	LOC129786468	ASTEI20_043013
OG0008084	LOC129788001	ASTEI20_034137
OG0008086	LOC129790935	ASTEI20_035268
OG0008088	LOC129796243	ASTEI20_032340
OG0008090	LOC129791304	ASTEI20_033167, ASTEI20_034237
OG0008091	LOC129789484	ASTEI20_039332
OG0008094	LOC129796517	ASTEI20_039402
OG0008096	LOC129795727	ASTEI20_046180
OG0008098	LOC129786871	ASTEI20_046102
OG0008099	LOC129796546	ASTEI20_032849
OG0008100	LOC129795939	ASTEI20_031471
OG0008101	LOC129793390	ASTEI20_039281
OG0008104	LOC129797566	ASTEI20_032339
OG0008106	LOC129785871	ASTEI20_039858
OG0008107	LOC129793627	ASTEI20_038898
OG0008110	LOC129790884	ASTEI20_041584
OG0008111	LOC129787881	ASTEI20_042387
OG0008112	LOC129787941	ASTEI20_040376
OG0008114	LOC129788811	ASTEI20_044098
OG0008115	LOC129790076	ASTEI20_043665
OG0008119	LOC129796117	ASTEI20_030912
OG0008120	LOC129792167	ASTEI20_038586
OG0008121	LOC129790139	ASTEI20_043107
OG0008122	LOC129787470	ASTEI20_042617
OG0008123	LOC129790393	ASTEI20_043802
OG0008124	LOC129786627	ASTEI20_042769
OG0008125	LOC129792655	ASTEI20_033269
OG0008126	LOC129790809	ASTEI20_042973
OG0008127	LOC129792751	ASTEI20_036995
OG0008130	LOC129797078	ASTEI20_045942
OG0008131	LOC129786368	ASTEI20_043848
OG0008133	LOC129796799	ASTEI20_044845
OG0008134	LOC129794530	ASTEI20_041446
OG0008136	LOC129796974	ASTEI20_037757
OG0008137	LOC129787112	ASTEI20_041897
OG0008138	LOC129788596	ASTEI20_033755
OG0008139	LOC129789881	ASTEI20_036323
OG0008140	LOC129788742	ASTEI20_031384
OG0008141	LOC129789038	ASTEI20_033200
OG0008143	LOC129789704	ASTEI20_044490
OG0008144	LOC129796237	ASTEI20_037598
OG0008145	LOC129795101	ASTEI20_037286
OG0008146	LOC129795135	ASTEI20_044725
OG0008147	LOC129786171	ASTEI20_040753
OG0008148	LOC129795828	ASTEI20_038093
OG0008150	LOC129796408	ASTEI20_033137
OG0008151	LOC129791683	ASTEI20_032081
OG0008152	LOC129792674	ASTEI20_044227
OG0008153	LOC129788375	ASTEI20_033855
OG0008154	LOC129794258, LOC129788569	ASTEI20_031348
OG0008158	LOC129793629	ASTEI20_043277
OG0008159	LOC129792186	ASTEI20_042433
OG0008161	LOC129786138	ASTEI20_035646
OG0008163	LOC129793133	ASTEI20_036870
OG0008164	LOC129793759	ASTEI20_033979
OG0008168	LOC129791875	ASTEI20_042822
OG0008169	LOC129794198	ASTEI20_031617
OG0008170	LOC129786720	ASTEI20_043244
OG0008171	LOC129786347	ASTEI20_038972
OG0008172	LOC129796934	ASTEI20_039555
OG0008174	LOC129786208	ASTEI20_038401
OG0008175	LOC129786556	ASTEI20_034291
OG0008176	LOC129789552	ASTEI20_039509
OG0008177	LOC129789968	ASTEI20_031174
OG0008179	LOC129793074	ASTEI20_033547
OG0008180	LOC129791886	ASTEI20_043524
OG0008182	LOC129786843	ASTEI20_035672
OG0008183	LOC129797088	ASTEI20_045130
OG0008185	LOC129786990	ASTEI20_042207
OG0008186	LOC129786230	ASTEI20_034220
OG0008189	LOC129792235	ASTEI20_035879
OG0008190	LOC129787394	ASTEI20_043370
OG0008191	LOC129787434	ASTEI20_041500
OG0008192	LOC129791090	ASTEI20_031124
OG0008193	LOC129794342	ASTEI20_038159
OG0008194	LOC129792175	ASTEI20_033659
OG0008195	LOC129792173	ASTEI20_041670
OG0008196	LOC129793819	ASTEI20_044233
OG0008197	LOC129794165	ASTEI20_044902
OG0008200	LOC129787971	ASTEI20_034584
OG0008201	LOC129787989	ASTEI20_045143
OG0008203	LOC129786545	ASTEI20_037636
OG0008211	LOC129791958	ASTEI20_039443
OG0008212	LOC129792745	ASTEI20_046172
OG0008214	LOC129789927	ASTEI20_037554
OG0008216	LOC129788640	ASTEI20_033432
OG0008218	LOC129787825	ASTEI20_039360
OG0008219	LOC129787818	ASTEI20_043396
OG0008220	LOC129787834	ASTEI20_039037
OG0008222	LOC129795370	ASTEI20_033109
OG0008224	LOC129787241	ASTEI20_045326
OG0008225	LOC129792792	ASTEI20_042359
OG0008228	LOC129792337	ASTEI20_044715
OG0008229	LOC129792120	ASTEI20_042935
OG0008230	LOC129793208	ASTEI20_030958
OG0008232	LOC129790840	ASTEI20_043700
OG0008234	LOC129797696	ASTEI20_044772
OG0008235	LOC129797783	ASTEI20_030820
OG0008237	LOC129797726	ASTEI20_034437
OG0008238	LOC129796371	ASTEI20_031400
OG0008239	LOC129793465	ASTEI20_037438
OG0008242	LOC129791992	ASTEI20_040165
OG0008243	LOC129797755	ASTEI20_042616
OG0008244	LOC129790006	ASTEI20_041081
OG0008245	LOC129786040	ASTEI20_032505
OG0008246	LOC129793770	ASTEI20_043571
OG0008250	LOC129789933	ASTEI20_038791
OG0008252	LOC129796901	ASTEI20_032099
OG0008253	LOC129797303	ASTEI20_034897
OG0008254	LOC129787171	ASTEI20_041645
OG0008256	LOC129795713	ASTEI20_037920
OG0008259	LOC129797222	ASTEI20_035002
OG0008260	LOC129792619	ASTEI20_038528
OG0008261	LOC129790868	ASTEI20_041193
OG0008263	LOC129797014	ASTEI20_044365
OG0008265	LOC129790079	ASTEI20_038438
OG0008266	LOC129790564	ASTEI20_039118
OG0008267	LOC129792191	ASTEI20_040502
OG0008270	LOC129789969	ASTEI20_036892
OG0008271	LOC129787629	ASTEI20_034913
OG0008274	LOC129787597	ASTEI20_032367
OG0008275	LOC129786029	ASTEI20_041769
OG0008277	LOC129797063	ASTEI20_040452
OG0008279	LOC129786731	ASTEI20_031077
OG0008280	LOC129795604	ASTEI20_035523
OG0008281	LOC129792047	ASTEI20_042763
OG0008282	LOC129795668	ASTEI20_034567
