Orthogroup	LlongipalpisASM	AminimusMINIMUS1
OG0007082	LOC129796049	AMIN009347
OG0007083	LOC129786398	AMIN002855
OG0007084	LOC129796660	AMIN008719
OG0007085	LOC129786260	AMIN004876
OG0007086	LOC129789257	AMIN008205
OG0007087	LOC129788985	AMIN015766
OG0007088	LOC129792571	AMIN010079
OG0007089	LOC129790125	AMIN009657
OG0007090	LOC129795969	AMIN008510
OG0007091	LOC129793017	AMIN011047
OG0007092	LOC129796547	AMIN008543
OG0007093	LOC129791748	AMIN008025
OG0007094	LOC129795896	AMIN001130
OG0007095	LOC129792169	AMIN010065
OG0007096	LOC129793641	AMIN010395
OG0007097	LOC129797481	AMIN001047
OG0007098	LOC129792781	AMIN010870
OG0007099	LOC129793830	AMIN007591
OG0007100	LOC129790542	AMIN002008
OG0007101	LOC129788445	AMIN015807
OG0007102	LOC129786401	AMIN002630
OG0007103	LOC129787683	AMIN009816
OG0007104	LOC129796626	AMIN011663, AMIN003081
OG0007106	LOC129792474	AMIN004555
OG0007107	LOC129795343	AMIN009353
OG0007108	LOC129788382	AMIN009571
OG0007109	LOC129796543	AMIN004235
OG0007110	LOC129793094	AMIN010986
OG0007111	LOC129793189	AMIN016207
OG0007112	LOC129789165	AMIN006741
OG0007113	LOC129795389	AMIN000761
OG0007114	LOC129790530	AMIN009702
OG0007115	LOC129789846	AMIN005078
OG0007116	LOC129791658	AMIN008165
OG0007117	LOC129789277	AMIN009820
OG0007118	LOC129796427	AMIN008120
OG0007119	LOC129788573	AMIN009630
OG0007120	LOC129795099	AMIN004418
OG0007121	LOC129785984	AMIN000830
OG0007122	LOC129785983	AMIN000828
OG0007124	LOC129790107	AMIN000998
OG0007125	LOC129789564	AMIN006701
OG0007126	LOC129789883	AMIN001437
OG0007127	LOC129790647	AMIN006404
OG0007128	LOC129797033	AMIN009277
OG0007129	LOC129791419	AMIN016231
OG0007130	LOC129789821	AMIN003301
OG0007131	LOC129790007	AMIN001609
OG0007132	LOC129790999	AMIN016159
OG0007133	LOC129786358	AMIN004655
OG0007134	LOC129792180	AMIN010614
OG0007135	LOC129792366	AMIN010819
OG0007136	LOC129787935	AMIN011235
OG0007137	LOC129790041	AMIN002787
OG0007138	LOC129793594	AMIN010439
OG0007139	LOC129795967	AMIN008656
OG0007140	LOC129791808	AMIN008077
OG0007141	LOC129794052	AMIN010487
OG0007142	LOC129796519	AMIN007014
OG0007143	LOC129788424	AMIN001421
OG0007144	LOC129797299	AMIN002477
OG0007145	LOC129791785	AMIN001183
OG0007146	LOC129786826	AMIN000586
OG0007147	LOC129793347	AMIN015769
OG0007148	LOC129797260	AMIN016158
OG0007149	LOC129792717	AMIN009194
OG0007150	LOC129791018	AMIN002592
OG0007151	LOC129796068	AMIN006518
OG0007152	LOC129792046	AMIN010552
OG0007153	LOC129790529	AMIN001430
OG0007154	LOC129790541	AMIN001364
OG0007155	LOC129796858	AMIN002337
OG0007156	LOC129792757	AMIN008367
OG0007157	LOC129788834	AMIN001482
OG0007158	LOC129786643	AMIN016230
OG0007159	LOC129791553	AMIN009951
OG0007160	LOC129797369	AMIN007497
OG0007161	LOC129787937	AMIN003348
OG0007162	LOC129787489	AMIN007324
OG0007163	LOC129789409	AMIN011421
OG0007164	LOC129789296	AMIN004911
OG0007165	LOC129787338	AMIN003852
OG0007166	LOC129792081	AMIN010528
OG0007167	LOC129791906	AMIN007768
OG0007168	LOC129797478	AMIN008182
OG0007169	LOC129792866	AMIN010106
OG0007170	LOC129793273	AMIN010128
OG0007171	LOC129794469	AMIN008229
OG0007172	LOC129796249	AMIN008846
OG0007174	LOC129790642	AMIN002096
OG0007175	LOC129791536	AMIN007552
OG0007176	LOC129790899	AMIN008768
OG0007177	LOC129796384	AMIN015619
OG0007178	LOC129796559	AMIN004278
OG0007179	LOC129787958	AMIN005340
OG0007180	LOC129788837	AMIN009491
OG0007181	LOC129787934	AMIN002111
OG0007182	LOC129795170	AMIN008684
OG0007183	LOC129794014	AMIN011645
OG0007184	LOC129791366	AMIN004287
OG0007185	LOC129788907	AMIN005678
OG0007186	LOC129792096	AMIN008007
OG0007187	LOC129791060	AMIN005756
OG0007188	LOC129788513	AMIN009110
OG0007189	LOC129792276	AMIN007280
OG0007190	LOC129797779	AMIN003435
OG0007191	LOC129787469	AMIN002731
OG0007192	LOC129794042	AMIN010331
OG0007193	LOC129797842	AMIN003768
OG0007194	LOC129796891	AMIN004074
OG0007195	LOC129797754	AMIN003227
OG0007196	LOC129793058	AMIN007816
OG0007197	LOC129786651	AMIN004624
OG0007198	LOC129797852	AMIN005445
OG0007199	LOC129792834	AMIN007839
OG0007200	LOC129788696	AMIN008494
OG0007201	LOC129793201	AMIN007664
OG0007202	LOC129792923	AMIN001912
OG0007203	LOC129789925	AMIN004030
OG0007204	LOC129792910	AMIN010430
OG0007205	LOC129788846	AMIN005554
OG0007206	LOC129786977	AMIN003792
OG0007207	LOC129789581	AMIN005700
OG0007208	LOC129797442	AMIN006825
OG0007209	LOC129797832	AMIN003773
OG0007210	LOC129790182	AMIN006146
OG0007211	LOC129792948	AMIN011442
OG0007212	LOC129794143	AMIN011510
OG0007213	LOC129786850	AMIN000203
OG0007214	LOC129793293	AMIN010648
OG0007215	LOC129794226	AMIN009977
OG0007216	LOC129787456	AMIN001225
OG0007217	LOC129786411	AMIN000913
OG0007218	LOC129790462	AMIN000098
OG0007219	LOC129790488	AMIN001335
OG0007220	LOC129787167	AMIN002764
OG0007221	LOC129789335	AMIN003685
OG0007222	LOC129792914	AMIN007616
OG0007223	LOC129790477	AMIN009611
OG0007224	LOC129789825	AMIN005676
OG0007225	LOC129785940	AMIN004138
OG0007226	LOC129792916	AMIN007585
OG0007227	LOC129790641	AMIN007131
OG0007228	LOC129790905	AMIN007712
OG0007229	LOC129792545	AMIN010422
OG0007230	LOC129796914	AMIN007515
OG0007231	LOC129794111	AMIN010708
OG0007232	LOC129789878	AMIN001227, AMIN002147
OG0007233	LOC129790653	AMIN005949
OG0007234	LOC129788606	AMIN001009
OG0007235	LOC129794754	AMIN016019
OG0007236	LOC129788667	AMIN005428
OG0007237	LOC129791544	AMIN010347
OG0007238	LOC129791291	AMIN001936
OG0007239	LOC129792517	AMIN010966
OG0007240	LOC129795008	AMIN009842
OG0007241	LOC129793561	AMIN010686
OG0007242	LOC129792067	AMIN011168
OG0007243	LOC129793447	AMIN010440
OG0007244	LOC129794190	AMIN010380
OG0007245	LOC129790963	AMIN005174
OG0007246	LOC129792482	AMIN010851
OG0007247	LOC129789090	AMIN006676
OG0007248	LOC129793814, LOC129793804	AMIN005492
OG0007250	LOC129786295	AMIN005456
OG0007251	LOC129792302	AMIN009161
OG0007252	LOC129786432	AMIN003558
OG0007254	LOC129797522	AMIN007501
OG0007255	LOC129792956	AMIN011138
OG0007257	LOC129787531	AMIN003482
OG0007258	LOC129788067	AMIN006021
OG0007259	LOC129795809	AMIN003214
OG0007260	LOC129793554	AMIN010141
OG0007261	LOC129787852	AMIN004144
OG0007263	LOC129789840	AMIN001226
OG0007264	LOC129791230	AMIN003056
OG0007265	LOC129796783	AMIN000727
OG0007266	LOC129792685	AMIN003365
OG0007267	LOC129791395	AMIN008338
OG0007268	LOC129797379	AMIN009258
OG0007269	LOC129794769	AMIN009357
OG0007270	LOC129795664	AMIN000645
OG0007272	LOC129786159	AMIN004280
OG0007273	LOC129793353	AMIN006752
OG0007274	LOC129793338	AMIN010681
OG0007275	LOC129797045	AMIN000441
OG0007276	LOC129794887	AMIN004286
OG0007277	LOC129786021	AMIN005153
OG0007278	LOC129787248	AMIN010420
OG0007279	LOC129787522	AMIN005225
OG0007281	LOC129792351	AMIN010850
OG0007282	LOC129797740	AMIN002622
OG0007283	LOC129788915	AMIN006172
OG0007284	LOC129787012	AMIN005608
OG0007285	LOC129786238	AMIN003819
OG0007286	LOC129791547	AMIN016029
OG0007287	LOC129789685	AMIN005481
OG0007288	LOC129789540	AMIN005277
OG0007290	LOC129787846	AMIN015752
OG0007291	LOC129791620	AMIN011449
OG0007292	LOC129789307	AMIN003107
OG0007293	LOC129789642	AMIN000613
OG0007294	LOC129786396	AMIN005532
OG0007295	LOC129791887	AMIN005255
OG0007296	LOC129794784	AMIN008886
OG0007297	LOC129791621	AMIN011154
OG0007298	LOC129792454	AMIN004468
OG0007299	LOC129796002	AMIN010882
OG0007300	LOC129789106, LOC129788879	AMIN005113
OG0007301	LOC129791636	AMIN011264
OG0007302	LOC129795279	AMIN001266
OG0007303	LOC129794088	AMIN005679
OG0007304	LOC129788932	AMIN001814
OG0007305	LOC129787486	AMIN005197
OG0007306	LOC129787951	AMIN002978
OG0007307	LOC129791713	AMIN005260
OG0007308	LOC129796473	AMIN009016
OG0007309	LOC129787384	AMIN011068
OG0007310	LOC129793997	AMIN015989
OG0007311	LOC129791433	AMIN000765
OG0007312	LOC129791618	AMIN011157
OG0007313	LOC129792666	AMIN008046
OG0007315	LOC129790112	AMIN006429
OG0007316	LOC129790278, LOC129796160	AMIN015831
OG0007317	LOC129788072	AMIN003402
OG0007318	LOC129787023	AMIN005857
OG0007319	LOC129787513	AMIN005430
OG0007320	LOC129793290	AMIN011611
OG0007321	LOC129793702	AMIN011486
OG0007322	LOC129792224	AMIN004610
OG0007323	LOC129786424	AMIN003207
OG0007325	LOC129791623	AMIN011450
OG0007326	LOC129791655	AMIN003996
OG0007327	LOC129790820	AMIN002022
OG0007328	LOC129794990	AMIN003596
OG0007329	LOC129788941	AMIN007079
OG0007330	LOC129788878	AMIN006228
OG0007331	LOC129785865	AMIN000841
OG0007332	LOC129791240	AMIN002588
OG0007335	LOC129793717	AMIN010733
OG0007336	LOC129792472	AMIN007579
OG0007337	LOC129794668	AMIN009514
OG0007338	LOC129795527	AMIN006352
OG0007339	LOC129786164	AMIN008809
OG0007340	LOC129788161	AMIN000095
OG0007341	LOC129787871	AMIN000115
OG0007342	LOC129792921	AMIN010956
OG0007344	LOC129787031	AMIN003625
OG0007345	LOC129787613	AMIN003242
OG0007346	LOC129785873	AMIN005452
OG0007347	LOC129786641	AMIN010731
OG0007348	LOC129797280	AMIN010660
OG0007350	LOC129790735	AMIN000982
OG0007351	LOC129790772	AMIN005770
OG0007352	LOC129787151	AMIN004887
OG0007353	LOC129796790	AMIN006541
OG0007354	LOC129787728	AMIN011222
OG0007355	LOC129791652	AMIN002145
OG0007357	LOC129789317	AMIN005969
OG0007358	LOC129786991	AMIN004622
OG0007359	LOC129786311	AMIN005062
OG0007360	LOC129786161	AMIN009065
OG0007361	LOC129794099	AMIN001326
OG0007362	LOC129793455	AMIN011147
OG0007363	LOC129787392, LOC129793407	AMIN001776
OG0007364	LOC129797093	AMIN003641
OG0007365	LOC129793850	AMIN010290
OG0007366	LOC129793524	AMIN011184
OG0007367	LOC129789834	AMIN000938
OG0007368	LOC129786687	AMIN005750
OG0007369	LOC129786079	AMIN003976
OG0007370	LOC129793022	AMIN011013
OG0007371	LOC129789448	AMIN002595
OG0007372	LOC129794246	AMIN007678
OG0007373	LOC129790168	AMIN005308
OG0007374	LOC129789963	AMIN005816
OG0007375	LOC129787188	AMIN011374
OG0007376	LOC129788401	AMIN005737
OG0007377	LOC129794884	AMIN000578
OG0007378	LOC129792079	AMIN007747
OG0007380	LOC129787457	AMIN011306
OG0007381	LOC129792137	AMIN008173
OG0007382	LOC129794207	AMIN010035
OG0007383	LOC129790022	AMIN005540
OG0007384	LOC129786973	AMIN003134
OG0007385	LOC129790045	AMIN001890
OG0007386	LOC129786086	AMIN002033
OG0007387	LOC129796404	AMIN007041
OG0007388	LOC129787369	AMIN003728
OG0007389	LOC129788884	AMIN001552
OG0007390	LOC129794296	AMIN007626
OG0007391	LOC129791932	AMIN011253
OG0007393	LOC129786925	AMIN002956
OG0007395	LOC129794336	AMIN008988
OG0007396	LOC129793057	AMIN008082
OG0007397	LOC129790922	AMIN005132
OG0007398	LOC129795508	AMIN008049
OG0007399	LOC129795814	AMIN015617
OG0007400	LOC129797145	AMIN000142
OG0007401	LOC129791839	AMIN010142
OG0007402	LOC129793967	AMIN007760
OG0007403	LOC129792122	AMIN008172
OG0007404	LOC129794966	AMIN000485
OG0007405	LOC129791571	AMIN010407
OG0007406	LOC129788704	AMIN010607
OG0007407	LOC129792894	AMIN011269
OG0007408	LOC129786403	AMIN004281
OG0007409	LOC129795426	AMIN007434
OG0007410	LOC129797530	AMIN002895
OG0007412	LOC129786919	AMIN000890
OG0007413	LOC129786805	AMIN003823
OG0007414	LOC129793610	AMIN010280
OG0007415	LOC129792778	AMIN010872
OG0007416	LOC129786011	AMIN000681
OG0007417	LOC129788995	AMIN001908
OG0007419	LOC129791871	AMIN004775
OG0007420	LOC129793491	AMIN007725
OG0007421	LOC129794989	AMIN008854
OG0007422	LOC129794437	AMIN003023
OG0007423	LOC129792615	AMIN010538
OG0007424	LOC129787896	AMIN006608
OG0007425	LOC129788852	AMIN005539
OG0007426	LOC129796409	AMIN008808
OG0007427	LOC129793224, LOC129787195	AMIN010952
OG0007428	LOC129793532	AMIN007603
OG0007429	LOC129793584	AMIN010102
OG0007432	LOC129786575	AMIN008210
OG0007433	LOC129789192	AMIN009556
OG0007434	LOC129792279	AMIN007281
OG0007435	LOC129796141	AMIN008967
OG0007436	LOC129793514	AMIN009962
OG0007437	LOC129794532	AMIN006513
OG0007438	LOC129794012	AMIN011623
OG0007439	LOC129789563	AMIN009533
OG0007440	LOC129792945	AMIN010674
OG0007441	LOC129786677	AMIN000222
OG0007442	LOC129795167	AMIN008490
OG0007443	LOC129792106	AMIN011477
OG0007444	LOC129787929	AMIN001967
OG0007445	LOC129788812	AMIN005691
OG0007446	LOC129796850	AMIN010438
OG0007447	LOC129791723	AMIN004561
OG0007448	LOC129791806	AMIN011254
OG0007449	LOC129792720	AMIN010889
OG0007450	LOC129791457	AMIN006771
OG0007451	LOC129793165	AMIN006726
OG0007452	LOC129789888	AMIN006552
OG0007453	LOC129787529	AMIN003064
OG0007454	LOC129787981	AMIN009193
OG0007455	LOC129792816	AMIN007406
OG0007456	LOC129792177	AMIN010162
OG0007459	LOC129787048	AMIN003171
OG0007461	LOC129794323	AMIN010799
OG0007462	LOC129787968	AMIN000879
OG0007463	LOC129789228	AMIN009871
OG0007464	LOC129790817	AMIN001519
OG0007466	LOC129789985	AMIN001342
OG0007469	LOC129793147	AMIN007622
OG0007470	LOC129791820	AMIN011452
OG0007471	LOC129793209	AMIN011219
OG0007472	LOC129786666	AMIN005137
OG0007473	LOC129791518	AMIN011092
OG0007475	LOC129787202	AMIN004765
OG0007476	LOC129793841	AMIN007592
OG0007477	LOC129791532	AMIN011418
OG0007478	LOC129786312	AMIN005061
OG0007479	LOC129796037	AMIN008141
OG0007480	LOC129793159	AMIN007794
OG0007481	LOC129789310, LOC129789464	AMIN005362
OG0007482	LOC129791915	AMIN015927
OG0007483	LOC129792554	AMIN010442
OG0007484	LOC129786202	AMIN000570
OG0007487	LOC129789385	AMIN005974
OG0007488	LOC129793711	AMIN011651
OG0007489	LOC129787418	AMIN004687
OG0007490	LOC129789394	AMIN005259
OG0007491	LOC129794280	AMIN010330
OG0007492	LOC129790292	AMIN003864
OG0007493	LOC129789759	AMIN005135
OG0007494	LOC129791187	AMIN002141
OG0007496	LOC129787382	AMIN007346
OG0007497	LOC129786756	AMIN004745
OG0007498	LOC129792598	AMIN010904
OG0007499	LOC129791466	AMIN007770
OG0007500	LOC129787550	AMIN004756
OG0007503	LOC129788703	AMIN000612
OG0007504	LOC129795505	AMIN004484
OG0007505	LOC129795041	AMIN004990
OG0007506	LOC129794338	AMIN004361
OG0007507	LOC129793827	AMIN007914
OG0007508	LOC129789306	AMIN001556
OG0007509	LOC129787451	AMIN003640
OG0007510	LOC129790526	AMIN009723
OG0007511	LOC129788934	AMIN005641
OG0007512	LOC129795538	AMIN001598
OG0007513	LOC129791822	AMIN010362
OG0007514	LOC129791941	AMIN010854
OG0007515	LOC129788088	AMIN003813
OG0007516	LOC129792605	AMIN010504
OG0007517	LOC129788423	AMIN002463
OG0007518	LOC129795490	AMIN008896
OG0007519	LOC129795439	AMIN006224
OG0007520	LOC129796052	AMIN008138
OG0007521	LOC129788676	AMIN005233
OG0007522	LOC129794229	AMIN011390
OG0007523	LOC129790674	AMIN002104
OG0007524	LOC129791781	AMIN011647
OG0007525	LOC129792228	AMIN007410
OG0007527	LOC129787964	AMIN005341
OG0007528	LOC129793542	AMIN010833
OG0007529	LOC129787814	AMIN004202, AMIN005389
OG0007530	LOC129792075	AMIN007841
OG0007531	LOC129797537	AMIN000342
OG0007532	LOC129788206	AMIN003836
OG0007533	LOC129789638	AMIN005313
OG0007534	LOC129787811	AMIN004213
OG0007536	LOC129791667	AMIN011076
OG0007537	LOC129791913	AMIN010077
OG0007538	LOC129790051	AMIN001893
OG0007539	LOC129790143	AMIN001962
OG0007540	LOC129790145	AMIN000341
OG0007541	LOC129785830	AMIN006268
OG0007543	LOC129793161	AMIN015746
OG0007544	LOC129787628	AMIN002752
OG0007545	LOC129786374	AMIN007471
OG0007546	LOC129795997	AMIN004458
OG0007547	LOC129791220	AMIN008208
OG0007548	LOC129790363	AMIN006609
OG0007549	LOC129795435	AMIN008644
OG0007550	LOC129794119	AMIN007193
OG0007551	LOC129794056	AMIN009714
OG0007552	LOC129786853	AMIN000204
OG0007553	LOC129790668	AMIN000610
OG0007554	LOC129791004	AMIN001501
OG0007555	LOC129788383	AMIN009825
OG0007556	LOC129791465	AMIN005978
OG0007557	LOC129794828	AMIN000074
OG0007558	LOC129791624	AMIN001725
OG0007559	LOC129796922	AMIN009266
OG0007560	LOC129796536	AMIN004989
OG0007561	LOC129791705	AMIN008056
OG0007562	LOC129796308	AMIN008231
OG0007563	LOC129788053	AMIN009437
OG0007564	LOC129787797	AMIN000104
OG0007565	LOC129792095	AMIN008174
OG0007566	LOC129791078	AMIN005609
OG0007567	LOC129791125	AMIN006160
OG0007568	LOC129792138	AMIN010725
OG0007569	LOC129794110	AMIN007136
OG0007570	LOC129785939	AMIN010855
OG0007571	LOC129797163	AMIN000369
OG0007572	LOC129794082	AMIN015743
OG0007573	LOC129787541	AMIN000047
OG0007574	LOC129791776	AMIN015738
OG0007576	LOC129791784	AMIN011321
OG0007577	LOC129790122	AMIN008823
OG0007578	LOC129787025	AMIN003016
OG0007579	LOC129797860	AMIN000328
OG0007580	LOC129792893	AMIN007238
OG0007581	LOC129793755	AMIN010321
OG0007582	LOC129793624, LOC129790709	AMIN006839
OG0007583	LOC129795484	AMIN008953
OG0007584	LOC129797475	AMIN002497
OG0007585	LOC129796607	AMIN003519
OG0007586	LOC129796993	AMIN000526
OG0007587	LOC129791606	AMIN007399
OG0007588	LOC129787652	AMIN005217
OG0007589	LOC129789875	AMIN005812
OG0007590	LOC129797432	AMIN008457
OG0007591	LOC129787858	AMIN000119
OG0007592	LOC129787540	AMIN009267
OG0007593	LOC129797265	AMIN004618
OG0007594	LOC129787409	AMIN000896
OG0007595	LOC129790544	AMIN009510
OG0007597	LOC129790378	AMIN000753
OG0007598	LOC129791449	AMIN007212
OG0007599	LOC129787440	AMIN004686
OG0007600	LOC129792836	AMIN007555
OG0007601	LOC129795811	AMIN010978
OG0007602	LOC129786009	AMIN000783
OG0007603	LOC129792050	AMIN009913
OG0007604	LOC129796109	AMIN008337
OG0007605	LOC129796254	AMIN008463
OG0007606	LOC129793469	AMIN002902
OG0007607	LOC129793993	AMIN010921
OG0007608	LOC129795491	AMIN006644
OG0007610	LOC129789283	AMIN005718
OG0007611	LOC129796651	AMIN005280
OG0007612	LOC129797515	AMIN016105
OG0007613	LOC129792338	AMIN010200
OG0007614	LOC129791182	AMIN005368
OG0007615	LOC129785890	AMIN000329
OG0007616	LOC129793737	AMIN010622
OG0007617	LOC129788727	AMIN005591
OG0007618	LOC129786234	AMIN003795
OG0007619	LOC129794206	AMIN011503
OG0007620	LOC129787497	AMIN007340
OG0007621	LOC129793302	AMIN007550
OG0007622	LOC129791704	AMIN008060
OG0007623	LOC129788945	AMIN006266
OG0007624	LOC129791978	AMIN010897
OG0007625	LOC129790598	AMIN005534
OG0007626	LOC129787077	AMIN003359
OG0007627	LOC129793475	AMIN009923
OG0007628	LOC129794626	AMIN008922
OG0007630	LOC129790072	AMIN001749
OG0007631	LOC129792579	AMIN005123
OG0007632	LOC129797153	AMIN004855
OG0007633	LOC129794279	AMIN010936
OG0007634	LOC129792483	AMIN010866
OG0007635	LOC129792246	AMIN007315
OG0007636	LOC129797866	AMIN000250
OG0007637	LOC129796586	AMIN006912
OG0007638	LOC129791819	AMIN007278
OG0007639	LOC129790271	AMIN005349
OG0007640	LOC129793169	AMIN003578
OG0007641	LOC129789302	AMIN009382
OG0007642	LOC129792480	AMIN007704
OG0007643	LOC129788933	AMIN005173
OG0007644	LOC129791572	AMIN011266
OG0007645	LOC129786540	AMIN004920
OG0007646	LOC129791774	AMIN007284
OG0007648	LOC129790908	AMIN005854
OG0007649	LOC129788734	AMIN005165
OG0007650	LOC129797247	AMIN003693
OG0007651	LOC129788385	AMIN009553
OG0007652	LOC129793382	AMIN010039
OG0007653	LOC129794729	AMIN008811
OG0007654	LOC129794157	AMIN007132
OG0007655	LOC129787748	AMIN002758
OG0007656	LOC129788718	AMIN003294
OG0007657	LOC129786030	AMIN007537
OG0007658	LOC129792796	AMIN011129
OG0007660	LOC129797469	AMIN002707
OG0007661	LOC129794277	AMIN011034
OG0007663	LOC129796935	AMIN003743
OG0007664	LOC129797212	AMIN003333
OG0007665	LOC129786013	AMIN002654
OG0007666	LOC129790659	AMIN001862
OG0007668	LOC129792819	AMIN008086
OG0007669	LOC129786418	AMIN005453
OG0007670	LOC129787882	AMIN004700
OG0007671	LOC129791867	AMIN004803
OG0007672	LOC129794569	AMIN004135
OG0007674	LOC129794074	AMIN005645
OG0007675	LOC129789485	AMIN001435
OG0007676	LOC129789100	AMIN009949
OG0007677	LOC129792930	AMIN010005
OG0007678	LOC129792494	AMIN007372
OG0007679	LOC129787121	AMIN008675
OG0007680	LOC129790465	AMIN002054
OG0007681	LOC129791234	AMIN005813
OG0007682	LOC129789399	AMIN014201
OG0007683	LOC129793501	AMIN011612
OG0007684	LOC129795303	AMIN008545
OG0007685	LOC129787892	AMIN005086
OG0007686	LOC129785831	AMIN001029
OG0007688	LOC129791567	AMIN010555
OG0007689	LOC129786400	AMIN002539
OG0007690	LOC129793130	AMIN011173
OG0007691	LOC129788759	AMIN005297
OG0007692	LOC129787891	AMIN005103
OG0007693	LOC129790046	AMIN006814
OG0007694	LOC129794244	AMIN006194
OG0007695	LOC129791842	AMIN001907
OG0007696	LOC129795455	AMIN008326
OG0007697	LOC129793795	AMIN002126
OG0007698	LOC129788732	AMIN001733
OG0007699	LOC129797426	AMIN004759
OG0007700	LOC129796701	AMIN009334
OG0007701	LOC129786989	AMIN005138
OG0007702	LOC129795285	AMIN008805
OG0007703	LOC129794286	AMIN010579
OG0007704	LOC129794341	AMIN007790
OG0007705	LOC129789353	AMIN008871
OG0007706	LOC129797785	AMIN003804
OG0007707	LOC129786402	AMIN002262
OG0007708	LOC129796525	AMIN004229
OG0007709	LOC129785849	AMIN007974
OG0007710	LOC129786514	AMIN002390
OG0007711	LOC129789660	AMIN015751
OG0007712	LOC129787006	AMIN010238
OG0007713	LOC129796354	AMIN001267
OG0007714	LOC129791286	AMIN003099
