Orthogroup	LlongipalpisASM	Aalbopictus_AalbF5
OG0008325	LOC129789757	LOC109402498
OG0008326	LOC129796014	LOC115254161
OG0008329	LOC129786570	LOC109421805
OG0008331	LOC129790201	LOC109404628
OG0008332	LOC129789152	LOC109404638
OG0008334	LOC129793243	LOC109418985
OG0008335	LOC129787843	LOC109398194
OG0008336	LOC129789787	LOC109398638
OG0008338	LOC129789166	LOC109398295
OG0008339	LOC129794594	LOC109420401
OG0008340	LOC129787245	LOC109422747
OG0008341	LOC129797353	LOC109431878
OG0008343	LOC129792530	LOC109426592
OG0008345	LOC129792779	LOC109426587
OG0008346	LOC129788795	LOC109426594
OG0008351	LOC129794919	LOC109417077
OG0008352	LOC129795517	LOC109418820
OG0008353	LOC129792546	LOC109415077
OG0008356	LOC129790421	LOC109400128, LOC109621632
OG0008357	LOC129793694	LOC109423330
OG0008359	LOC129792455	LOC109421076
OG0008360	LOC129787624	LOC109431922
OG0008363	LOC129795524	LOC109408342
OG0008364	LOC129789098	LOC109405483
OG0008365	LOC129790250	LOC115261023
OG0008367	LOC129795497	LOC109398865
OG0008370	LOC129786981	LOC109417347
OG0008371	LOC129792801	LOC109421885
OG0008372	LOC129795322	LOC109426916, LOC115262587
OG0008378	LOC129786626	LOC109415663
OG0008380	LOC129797821	LOC109416385
OG0008381	LOC129786006	LOC115267359
OG0008382	LOC129797820	LOC115267392, LOC109416386
OG0008383	LOC129797709	LOC109409126
OG0008384	LOC129791219	LOC109409128
OG0008385	LOC129790268	LOC109421536
OG0008386	LOC129789828	LOC109421526
OG0008388	LOC129790986	LOC109397534
OG0008389	LOC129796395	LOC109432811
OG0008390	LOC129788799	LOC109420077
OG0008391	LOC129797484	LOC109416622
OG0008396	LOC129797171	LOC109400368
OG0008397	LOC129787450	LOC109408857
OG0008398	LOC129786719	LOC109414711
OG0008403	LOC129791045	LOC109425147
OG0008404	LOC129793250, LOC129793249	LOC115255815
OG0008405	LOC129790036	LOC109417714
OG0008406	LOC129785840	LOC109408290
OG0008407	LOC129786383	LOC109430375
OG0008409	LOC129793724	LOC109407255
OG0008410	LOC129795150	LOC134287981
OG0008412	LOC129786017	LOC134287979
OG0008413	LOC129786369	LOC109424110
OG0008414	LOC129791158	LOC115254562
OG0008415	LOC129791253	LOC109431142
OG0008416	LOC129793450	LOC109407679
OG0008417	LOC129788885	LOC109622871
OG0008419	LOC129791754	LOC134287325
OG0008421	LOC129789472	LOC109432080
OG0008422	LOC129790156	LOC109408223
OG0008423	LOC129786064	LOC109408413, LOC109408414
OG0008425	LOC129797270	LOC109422686
OG0008427	LOC129790398	LOC115258266
OG0008428	LOC129787272	LOC109406360
OG0008429	LOC129790170	LOC109416096
OG0008431	LOC129795995	LOC109433481
OG0008432	LOC129787020	LOC109411740
OG0008433	LOC129787623	LOC109401205
OG0008435	LOC129789373	LOC109401273
OG0008441	LOC129788814	LOC109427503
OG0008442	LOC129789921	LOC109427498
OG0008443	LOC129788815	LOC109427502
OG0008444	LOC129795215	LOC109415649
OG0008446	LOC129792236	LOC109416672
OG0008447	LOC129791714	LOC115261841
OG0008448	LOC129791317	LOC115255725
OG0008449	LOC129786001	LOC109401932
OG0008450	LOC129788686	LOC109414682
OG0008451	LOC129787576	LOC134284148
OG0008453	LOC129786323	LOC109414557
OG0008455	LOC129794799	LOC109406105
OG0008457	LOC129796067	LOC109407238
OG0008463	LOC129793660	LOC115265342
OG0008464	LOC129794294	LOC109409995
OG0008465	LOC129786168	LOC109432989
OG0008466	LOC129787767	LOC109419991
OG0008468	LOC129786630	LOC109427331
OG0008470	LOC129792149	LOC109420152
OG0008471	LOC129787908	LOC109423237
OG0008472	LOC129789639	LOC109416850
OG0008475	LOC129787490	LOC109622582
OG0008476	LOC129785886	LOC109409075
OG0008477	LOC129787716	LOC109408903
OG0008478	LOC129790397	LOC109433591
OG0008479	LOC129792991	LOC109426840
OG0008480	LOC129793864	LOC109424156
OG0008481	LOC129788674	LOC109621965
OG0008486	LOC129790782	LOC109429984
OG0008487	LOC129788012	LOC109411105
OG0008488	LOC129787970	LOC109408244
OG0008490	LOC129787404	LOC109398831
OG0008491	LOC129789987	LOC109429204
OG0008493	LOC129793127	LOC109409697
OG0008494	LOC129793355	LOC115258883
OG0008497	LOC129795762	LOC109404483
OG0008499	LOC129795379	LOC109418514, LOC109413087
OG0008501	LOC129795978	LOC115257884
OG0008504	LOC129786537	LOC109428992
OG0008506	LOC129796461	LOC109408437
OG0008509	LOC129795700	LOC109419378
OG0008510	LOC129794493	LOC109419354
OG0008513	LOC129786339	LOC109426169
OG0008516	LOC129794300	LOC109404371
OG0008517	LOC129794166	LOC109622784
OG0008518	LOC129793121	LOC109417988
OG0008520	LOC129790471	LOC134287927
OG0008521	LOC129790468	LOC134287924
OG0008525	LOC129795936	LOC109429157
OG0008526	LOC129794636	LOC109398879
OG0008528	LOC129790225	LOC109426834
OG0008529	LOC129787345	LOC109417877
OG0008531	LOC129794612	LOC109621463
OG0008533	LOC129793214	LOC109408031
OG0008535	LOC129793537	LOC109408032
OG0008536	LOC129788628	LOC109433105
OG0008539	LOC129791938	LOC109433049
OG0008540	LOC129791880	LOC109416702
OG0008541	LOC129790295	LOC109405114
OG0008542	LOC129792599	LOC115269374
OG0008543	LOC129791825	LOC115269373
OG0008544	LOC129795886	LOC109401170
OG0008546	LOC129792024	LOC109621638
OG0008547	LOC129795891	LOC109410611
OG0008548	LOC129797219	LOC109428053
OG0008552	LOC129788146	LOC109431502
OG0008556	LOC129787201	LOC115264094
OG0008559	LOC129793565	LOC109431704
OG0008560	LOC129792287	LOC115267506
OG0008561	LOC129793563	LOC109398018
OG0008565	LOC129796304	LOC109422358
OG0008567	LOC129795757	LOC109418266
OG0008570	LOC129787860	LOC109412880
OG0008571	LOC129787163	LOC109431049
OG0008575	LOC129789917	LOC109397808
OG0008577	LOC129787539	LOC109406738
OG0008578	LOC129786569	LOC115268955
OG0008579	LOC129796961	LOC109411936
OG0008580	LOC129796976	LOC109406739
OG0008581	LOC129793662	LOC109420866
OG0008582	LOC129796841, LOC129788195	LOC109425389
OG0008583	LOC129786527	LOC109412875
OG0008584	LOC129795355	LOC109412868
OG0008585	LOC129796276	LOC109417810
OG0008586	LOC129794153	LOC109426770
OG0008587	LOC129794188	LOC109417617
OG0008589	LOC129787845	LOC109400092
OG0008590	LOC129787851	LOC115254326, LOC109621241
OG0008591	LOC129793760	LOC115254371
OG0008592	LOC129791608	LOC115254252
OG0008594	LOC129791061	LOC109425466
OG0008595	LOC129794141	LOC109430680
OG0008596	LOC129792703	LOC109399247
OG0008597	LOC129792114	LOC109429053
OG0008598	LOC129792940	LOC134288147
OG0008599	LOC129790297	LOC109433555
OG0008607	LOC129788836	LOC109416254
OG0008610	LOC129797105	LOC109418572
OG0008611	LOC129791124	LOC115254901
OG0008612	LOC129789530	LOC109416537
OG0008615	LOC129792055	LOC109423293
OG0008616	LOC129787926	LOC115265635
OG0008621	LOC129794256	LOC109403054
OG0008622	LOC129793679	LOC109416353
OG0008623	LOC129791968	LOC109416357
OG0008624	LOC129794872	LOC109416387, LOC109430030
OG0008626	LOC129787396	LOC109430715
OG0008627	LOC129788003	LOC109430733
OG0008628	LOC129786541	LOC115261525
OG0008631	LOC129792273	LOC109423316
OG0008632	LOC129791402	LOC109398617
OG0008633	LOC129792335	LOC115270043
OG0008634	LOC129789785	LOC109424608
OG0008635	LOC129788744	LOC109405163
OG0008636	LOC129795104	LOC109401281
OG0008637	LOC129796770	LOC109413598
OG0008638	LOC129792759	LOC109402650
OG0008640	LOC129793265	LOC109409724
OG0008646	LOC129793754	LOC109409183
OG0008647	LOC129792953	LOC109399517
OG0008648	LOC129790327	LOC109419580
OG0008650	LOC129791888	LOC109622706
OG0008651	LOC129797728	LOC115268680
OG0008652	LOC129786543	LOC109401290
OG0008653	LOC129797814	LOC109401316
OG0008654	LOC129790568	LOC109409303
OG0008657	LOC129787055	LOC109402816
OG0008658	LOC129790077	LOC109401487
OG0008659	LOC129795234	LOC109403237
OG0008664	LOC129790392	LOC109622449
OG0008665	LOC129792773	LOC109403647
OG0008666	LOC129786524	LOC109413056
OG0008668	LOC129796142, LOC129789290, LOC129789214	LOC109425844
OG0008670	LOC129794290	LOC109622114
OG0008671	LOC129788004	LOC109419691
OG0008673	LOC129789076	LOC109420734
OG0008675	LOC129797177	LOC109416013
OG0008676	LOC129797005	LOC115254081
OG0008677	LOC129792844	LOC109621925
OG0008681	LOC129791260	LOC109417635
OG0008682	LOC129790019	LOC109397818
OG0008684	LOC129787081	LOC109412721
OG0008685	LOC129787298	LOC109411862
OG0008688	LOC129793149	LOC109415105
OG0008689	LOC129794162	LOC109407039
OG0008690	LOC129791682	LOC109415110
OG0008691	LOC129797101	LOC109431177
OG0008694	LOC129790766, LOC129796352	LOC109426220
OG0008696	LOC129786201	LOC109399056
OG0008699	LOC129789148	LOC109417025
OG0008700	LOC129786184	LOC109416886
OG0008701	LOC129786045	LOC109428885
OG0008702	LOC129786473	LOC115261072
OG0008703	LOC129794468	LOC109415140
OG0008707	LOC129794109	LOC109426933
OG0008709	LOC129792181	LOC109400677
OG0008711	LOC129796694	LOC109412042
OG0008712	LOC129797214	LOC109414743
OG0008714	LOC129795180	LOC109421944
OG0008720	LOC129786454	LOC115255773
OG0008721	LOC129791087	LOC109428009, LOC109418238
OG0008723	LOC129790416	LOC109428359
OG0008726	LOC129794459	LOC109401282
OG0008727	LOC129797531	LOC109414179
OG0008728	LOC129795165	LOC109433159
OG0008729	LOC129786085	LOC115263794
OG0008732	LOC129790373	LOC109426544
OG0008733	LOC129791786	LOC109623147
OG0008735	LOC129790808	LOC109430133
OG0008737	LOC129788395	LOC109429618
OG0008739	LOC129792899	LOC109411146
OG0008740	LOC129792451	LOC109408206
OG0008742	LOC129792380	LOC109411133
OG0008743	LOC129792448	LOC109411138
OG0008744	LOC129797472	LOC109402436
OG0008745	LOC129791910	LOC109405470
OG0008746	LOC129786169	LOC109402450
OG0008747	LOC129794739	LOC109419092
OG0008748	LOC129786059	LOC134284272
OG0008749	LOC129797498	LOC134291611
OG0008752	LOC129797767	LOC115253603
OG0008759	LOC129789827	LOC109406135
OG0008760	LOC129789978	LOC109401782
OG0008762	LOC129787263	LOC115267166
OG0008764	LOC129787626, LOC129795161	LOC109415571
OG0008765	LOC129790832	LOC109415572
OG0008766	LOC129788418	LOC109431478
OG0008767	LOC129795073	LOC109431512
OG0008768	LOC129792597	LOC109414485
OG0008770	LOC129792414	LOC115270277
OG0008773	LOC129787223	LOC109419344
OG0008774	LOC129788028	LOC109412153
OG0008777	LOC129787398	LOC109431824
OG0008778	LOC129787395	LOC109431831
OG0008779	LOC129789820	LOC109431814
OG0008780	LOC129787385	LOC109431815
OG0008781	LOC129793415	LOC115256971
OG0008783	LOC129794856	LOC109432652
OG0008785	LOC129792967	LOC109408007
OG0008786	LOC129792955	LOC109405153
OG0008787	LOC129792087	LOC109405151
OG0008789	LOC129792578	LOC109402723
OG0008791	LOC129797782	LOC109429501
OG0008793	LOC129795665	LOC109425515
OG0008794	LOC129788866	LOC109417286
OG0008795	LOC129788585	LOC109417289
OG0008796	LOC129797544	LOC109417046
OG0008797	LOC129789443	LOC109417290
OG0008798	LOC129789683	LOC134287884
OG0008799	LOC129790539	LOC115253729
OG0008800	LOC129788548	LOC109421817
OG0008801	LOC129797628	LOC109408213
OG0008803	LOC129795374	LOC115269328
OG0008804	LOC129792063	LOC109412496, LOC109420800
OG0008806	LOC129787366	LOC109402471
OG0008807	LOC129787118	LOC109412141
OG0008808	LOC129794217	LOC109429382
OG0008811	LOC129787648	LOC109418288
OG0008816	LOC129793349	LOC109413865
OG0008817	LOC129796915	LOC109405267
OG0008818	LOC129792936	LOC115263181
OG0008821	LOC129787939	LOC109399965
OG0008822	LOC129786008	LOC109427452
OG0008823	LOC129785979	LOC134287665, LOC109427477
OG0008826	LOC129789945	LOC109428774
OG0008827	LOC129797231	LOC109428755
OG0008828	LOC129796967	LOC109424536
OG0008829	LOC129789887	LOC109428775
OG0008831	LOC129790858	LOC109405103
OG0008832	LOC129793076	LOC115270030
OG0008833	LOC129796684	LOC109401148
OG0008836	LOC129797253	LOC109428475
OG0008837	LOC129792776	LOC109431476
OG0008838	LOC129792820	LOC109404369
OG0008839	LOC129789866	LOC109403038
OG0008841	LOC129794267	LOC134291821
OG0008842	LOC129794265	LOC134289627
OG0008843	LOC129794905	LOC109413114
OG0008844	LOC129787905	LOC109430195
OG0008846	LOC129794172	LOC109427566
OG0008847	LOC129797267	LOC115260011
OG0008849	LOC129786623	LOC109410893
OG0008850	LOC129793233	LOC109410892
OG0008854	LOC129794295	LOC109399534
OG0008855	LOC129789322	LOC109429192
OG0008861	LOC129793604	LOC109412037
OG0008862	LOC129791249	LOC109417689
OG0008865	LOC129791954	LOC109423355
OG0008867	LOC129793488	LOC109406946
OG0008868	LOC129789067	LOC109424428
OG0008869	LOC129791065	LOC109424444
OG0008870	LOC129789144	LOC109433241
OG0008873	LOC129788435	LOC109422132
OG0008874	LOC129787790	LOC109416146
OG0008875	LOC129787766	LOC109416145
OG0008877	LOC129793145	LOC109414702
OG0008878	LOC129788648	LOC109407200, LOC115258560
OG0008879	LOC129792449	LOC109411130
OG0008880	LOC129792403	LOC109408197
OG0008881	LOC129788824	LOC109405528
OG0008882	LOC129796144	LOC134284269
OG0008883	LOC129787317	LOC109400406
OG0008888	LOC129797698	LOC115257151
OG0008889	LOC129796896	LOC115266747
OG0008890	LOC129792700	LOC109400660
OG0008894	LOC129788441	LOC109421413
OG0008896	LOC129795857	LOC109417340
OG0008899	LOC129797061	LOC109421719
OG0008900	LOC129797774	LOC115258089
OG0008901	LOC129797055	LOC109426266
OG0008903	LOC129792842	LOC109621926
OG0008904	LOC129786576	LOC109429667
OG0008905	LOC129790086	LOC109415588
OG0008913	LOC129786656	LOC109405387
OG0008919	LOC129795932	LOC109418824
OG0008922	LOC129788724	LOC109398697
OG0008924	LOC129787067	LOC109414259
OG0008925	LOC129795586	LOC109401271
OG0008926	LOC129797488	LOC109401182
OG0008927	LOC129787068	LOC109427575
OG0008928	LOC129792714	LOC109432696
OG0008929	LOC129789880	LOC109401893
OG0008931	LOC129796946	LOC115268465
OG0008932	LOC129796942	LOC109430468
OG0008933	LOC129786173	LOC109429471
OG0008936	LOC129787994	LOC109405422
OG0008937	LOC129792938	LOC109422241
OG0008938	LOC129785958	LOC109622744
OG0008940	LOC129789159	LOC109429796
OG0008942	LOC129791548	LOC109419662
OG0008943	LOC129788148	LOC109622250
OG0008945	LOC129786275	LOC109397080
OG0008946	LOC129792743	LOC109402732
OG0008947	LOC129794043	LOC109429055
OG0008948	LOC129787487	LOC109415184
OG0008949	LOC129794167	LOC115268529
OG0008955	LOC129789967	LOC109405868
OG0008956	LOC129794846	LOC109428949
OG0008958	LOC129793589	LOC109408825
OG0008959	LOC129791642	LOC115268466
OG0008961	LOC129791893	LOC109400686
OG0008963	LOC129793474	LOC109411962
OG0008964	LOC129788018	LOC109623054
OG0008966	LOC129786235	LOC109402403
OG0008968	LOC129788612	LOC109411260
OG0008969	LOC129795329	LOC109400219, LOC134284710
OG0008970	LOC129786790	LOC109400257
OG0008971	LOC129790358	LOC109429097
OG0008972	LOC129790347	LOC115264342
OG0008975	LOC129796945	LOC115253425
OG0008976	LOC129789517	LOC109428376
OG0008977	LOC129793598	LOC109622566
OG0008978	LOC129787222	LOC109419263
OG0008981	LOC129789096	LOC109401303
OG0008984	LOC129790555	LOC109410811
OG0008985	LOC129795196	LOC109428038
OG0008989	LOC129795908	LOC109426230
OG0008991	LOC129792473	LOC115265269
OG0008992	LOC129797224	LOC109427305
OG0008993	LOC129790810	LOC109420460
OG0008994	LOC129786224	LOC109400064
OG0008996	LOC129797793	LOC115261167
OG0008998	LOC129786103	LOC109416018
OG0008999	LOC129791009	LOC109404811
OG0009000	LOC129795413	LOC134291160
OG0009001	LOC129792265	LOC109417743
OG0009005	LOC129790390	LOC109432999
OG0009007	LOC129791298	LOC115258013
OG0009008	LOC129786561	LOC109406736
OG0009015	LOC129797197	LOC134289507
OG0009016	LOC129794967	LOC109404438
OG0009018	LOC129785824	LOC109430450
OG0009019	LOC129788780	LOC109432219
OG0009020	LOC129792220	LOC115257421
OG0009023	LOC129797864	LOC109414950
OG0009024	LOC129795397	LOC115261480
OG0009025	LOC129791575	LOC109621842
OG0009026	LOC129785989	LOC109411435
OG0009027	LOC129790667	LOC109428579
OG0009028	LOC129790064	LOC115268851
OG0009029	LOC129796957	LOC109404436
OG0009031	LOC129786851	LOC115253904
OG0009032	LOC129794855	LOC109431583
OG0009036	LOC129792676	LOC109418936
OG0009038	LOC129793882	LOC109415851
OG0009041	LOC129796823	LOC109403306
OG0009042	LOC129793875	LOC115270301
OG0009043	LOC129789944	LOC109429879
OG0009044	LOC129789762	LOC109428273
OG0009046	LOC129796682	LOC109407911
OG0009048	LOC129794071	LOC109417691
OG0009049	LOC129787736	LOC109416092
OG0009050	LOC129790914	LOC109415058
OG0009052	LOC129794896	LOC115266491
OG0009053	LOC129788974	LOC115258949
OG0009056	LOC129786971	LOC109429494
OG0009057	LOC129794879	LOC109420687
OG0009058	LOC129789808	LOC109405085
OG0009059	LOC129791633	LOC109426658
OG0009060	LOC129792418	LOC115264848, LOC109412338
OG0009061	LOC129789780	LOC109397817
OG0009062	LOC129795392	LOC109433445
OG0009064	LOC129793101	LOC109623121
OG0009066	LOC129786176	LOC134284273
OG0009067	LOC129794654	LOC115254624
OG0009069	LOC129793495	LOC115254615, LOC115269881
OG0009073	LOC129788372	LOC109403544
OG0009074	LOC129790612	LOC109422128
OG0009075	LOC129785869	LOC109399415, LOC109400654
OG0009076	LOC129797797	LOC109410720
OG0009077	LOC129795802	LOC115260101
OG0009078	LOC129789298	LOC115266773
OG0009082	LOC129786872	LOC115253714
OG0009084	LOC129789526	LOC109422801
OG0009087	LOC129792296	LOC109418945
OG0009088	LOC129796851	LOC109425388
OG0009090	LOC129792994	LOC134290210
OG0009092	LOC129786792	LOC109425594
OG0009093	LOC129792457	LOC109419698
OG0009095	LOC129786007	LOC109431109
OG0009098	LOC129795848	LOC109432807
OG0009103	LOC129792850	LOC109416769
OG0009104	LOC129790857	LOC109400384
OG0009107	LOC129786700	LOC109397913
OG0009109	LOC129792887	LOC115256413
OG0009111	LOC129793580	LOC109423300
OG0009112	LOC129789673	LOC109428281
OG0009114	LOC129796467	LOC115270001
OG0009119	LOC129787267	LOC109405198
OG0009123	LOC129797529	LOC115257630
OG0009124	LOC129790443	LOC109417005
OG0009125	LOC129791300	LOC109414182
OG0009128	LOC129787494	LOC109416761
OG0009130	LOC129790557	LOC109421253
OG0009134	LOC129786753	LOC109411303
OG0009135	LOC129791708	LOC109401001
OG0009136	LOC129789914	LOC109431450
OG0009141	LOC129786118	LOC115262976
OG0009144	LOC129793097	LOC109623120
OG0009145	LOC129787485	LOC109415239
OG0009146	LOC129787076	LOC109400513
OG0009148	LOC129787711	LOC109432046
OG0009150	LOC129790927	LOC115271009
OG0009153	LOC129795656	LOC109410191
OG0009154	LOC129790941	LOC109422009
OG0009155	LOC129795835	LOC109402136
OG0009159	LOC129786204	LOC115258541
OG0009163	LOC129787528	LOC109415660
OG0009165	LOC129788867	LOC109403575
OG0009166	LOC129791622	LOC109408071
OG0009169	LOC129786754	LOC109423224
OG0009172	LOC129797094	LOC109429302
OG0009174	LOC129793860	LOC109413093
OG0009176	LOC129792471	LOC109418044
OG0009178	LOC129794308	LOC109426637
OG0009180	LOC129794139	LOC109404346
OG0009182	LOC129792393	LOC109414216
OG0009184	LOC129794051	LOC109428671, LOC109424301
OG0009185	LOC129795863	LOC109424046
OG0009186	LOC129789789	LOC109417287
OG0009187	LOC129791246	LOC115270005
OG0009190	LOC129791198	LOC109429617
OG0009191	LOC129793462	LOC109413863
OG0009194	LOC129787258	LOC115259365
OG0009197	LOC129792359	LOC109418067
OG0009199	LOC129791924	LOC109408472
OG0009203	LOC129789792	LOC109410209
OG0009209	LOC129793021	LOC109397351
OG0009210	LOC129794809	LOC115267720
OG0009213	LOC129791322	LOC109414931
OG0009217	LOC129788788	LOC109401930
OG0009219	LOC129787520	LOC109405832
OG0009220	LOC129797311	LOC134290023, LOC109409014
OG0009221	LOC129788570	LOC109411152
OG0009222	LOC129790126	LOC109409444
OG0009223	LOC129787762	LOC109421111
OG0009224	LOC129787577	LOC115271083
OG0009226	LOC129787991	LOC109401895
OG0009230	LOC129796406	LOC109410905
