Orthogroup	LlongipalpisASM	AsinensisChina
OG0007726	LOC129790619	ASIC000573
OG0007728	LOC129788070	ASIC009952
OG0007729	LOC129797721	ASIC002294
OG0007730	LOC129787526	ASIC012584
OG0007731	LOC129791326	ASIC010648
OG0007732	LOC129790729	ASIC013636
OG0007733	LOC129792629	ASIC018607
OG0007734	LOC129793269	ASIC021607
OG0007735	LOC129789592	ASIC013461
OG0007736	LOC129797424	ASIC004583
OG0007737	LOC129795463	ASIC005005
OG0007738	LOC129786081	ASIC015384
OG0007739	LOC129796044	ASIC017898
OG0007740	LOC129787032	ASIC005777
OG0007741	LOC129797736	ASIC004855
OG0007742	LOC129790092	ASIC006289
OG0007743	LOC129790706	ASIC010265
OG0007744	LOC129795459	ASIC011177
OG0007745	LOC129794683	ASIC008963
OG0007748	LOC129786479	ASIC014942
OG0007750	LOC129787521	ASIC021084
OG0007751	LOC129796778	ASIC011569
OG0007753	LOC129790704	ASIC017167
OG0007754	LOC129793448	ASIC014167
OG0007755	LOC129790502	ASIC002895
OG0007757	LOC129789829	ASIC005165
OG0007758	LOC129786891	ASIC002370
OG0007760	LOC129792375	ASIC003750
OG0007761	LOC129794060	ASIC019867
OG0007762	LOC129796351	ASIC002056
OG0007763	LOC129792371	ASIC019845
OG0007764	LOC129786215	ASIC008914
OG0007765	LOC129795447	ASIC015431
OG0007766	LOC129789661	ASIC009550
OG0007767	LOC129786621	ASIC012486
OG0007768	LOC129788438	ASIC010734
OG0007770	LOC129787614	ASIC009005
OG0007771	LOC129789143	ASIC009544
OG0007772	LOC129788677	ASIC003986
OG0007773	LOC129791455	ASIC010271
OG0007774	LOC129791438	ASIC014104
OG0007778	LOC129788639	ASIC002844
OG0007781	LOC129797683	ASIC011999
OG0007784	LOC129785836	ASIC004449
OG0007785	LOC129794638	ASIC020122
OG0007787	LOC129797373	ASIC014968
OG0007802	LOC129789261, LOC129789693	ASIC018100
OG0007843	LOC129796800	ASIC010652
OG0007846	LOC129788876	ASIC003492
OG0007848	LOC129786394	ASIC021028
OG0007849	LOC129796504	ASIC019020
OG0007855	LOC129786789	ASIC012747
OG0007856	LOC129792478	ASIC009185
OG0007857	LOC129787007, LOC129787013	ASIC009183
OG0007858	LOC129792479	ASIC009184
OG0007862	LOC129797099	ASIC019370
OG0007864	LOC129792178	ASIC012984
OG0007868	LOC129793144	ASIC019559
OG0007879	LOC129795703	ASIC001083
OG0007882	LOC129796339	ASIC021491
OG0007888	LOC129785951	ASIC008727, ASIC008726
OG0007889	LOC129792222	ASIC018808
OG0007891	LOC129794805	ASIC018224
OG0007896	LOC129789401	ASIC007458
OG0007901	LOC129796222	ASIC013906
OG0007906	LOC129788035	ASIC018022
OG0007907	LOC129787688	ASIC001194
OG0007908	LOC129796884	ASIC004823
OG0007910	LOC129796700	ASIC017467
OG0007911	LOC129787854	ASIC005760
OG0007914	LOC129796572	ASIC021756
OG0007915	LOC129787796	ASIC021776
OG0007916	LOC129793637	ASIC021768
OG0007918	LOC129787804	ASIC021774
OG0007919	LOC129791775	ASIC005138
OG0007920	LOC129790346	ASIC012289
OG0007922	LOC129795858	ASIC015397
OG0007924	LOC129786012	ASIC013634
OG0007925	LOC129790353	ASIC014547
OG0007926	LOC129795551	ASIC006882
OG0007930	LOC129794633	ASIC006677
OG0007931	LOC129790069	ASIC010844
OG0007935	LOC129790972	ASIC020496
OG0007938	LOC129791773	ASIC014909
OG0007946	LOC129792182	ASIC007748
OG0007947	LOC129791641	ASIC007744
OG0007952	LOC129790056	ASIC006233
OG0007955	LOC129788420	ASIC010763
OG0007958	LOC129795108	ASIC002973
OG0007961	LOC129792503	ASIC010182
OG0007963	LOC129787498	ASIC014076
OG0007965	LOC129793905	ASIC004789
OG0007966	LOC129787574	ASIC007436
OG0007975	LOC129793733	ASIC018474
OG0007978	LOC129790463	ASIC017747
OG0007983	LOC129791420	ASIC015839
OG0007985	LOC129789182	ASIC015757
OG0007987	LOC129789102	ASIC016769
OG0007990	LOC129792985	ASIC016801
OG0007995	LOC129788891	ASIC006979
OG0008003	LOC129790723	ASIC011331
OG0008005	LOC129797787	ASIC009870
OG0008007	LOC129787643	ASIC020450
OG0008012	LOC129790387	ASIC006103
OG0008018	LOC129796405	ASIC000165
OG0008019	LOC129797376	ASIC008484
OG0008020	LOC129787803	ASIC018198
OG0008021	LOC129797357	ASIC018197
OG0008024	LOC129787950	ASIC020342
OG0008031	LOC129790938	ASIC005209
OG0008032	LOC129786188	ASIC010258
OG0008034	LOC129788955	ASIC003494
OG0008035	LOC129789843	ASIC021889
OG0008052	LOC129797366	ASIC021858
OG0008053	LOC129797664	ASIC021860
OG0008055	LOC129797539	ASIC021862
OG0008058	LOC129796978	ASIC015364
OG0008060	LOC129796462	ASIC018238
OG0008062	LOC129790256	ASIC005269
OG0008063	LOC129787899	ASIC006258
OG0008065	LOC129789421	ASIC009469
OG0008066	LOC129788763	ASIC010273
OG0008067	LOC129794606	ASIC021685
OG0008070	LOC129789681	ASIC016756
OG0008073	LOC129794000	ASIC018408
OG0008078	LOC129796174	ASIC005101
OG0008080	LOC129786468	ASIC010434
OG0008084	LOC129788001	ASIC018647
OG0008088	LOC129796243	ASIC007899
OG0008090	LOC129791304	ASIC014410
OG0008096	LOC129795727	ASIC017760
OG0008107	LOC129793627	ASIC014608
OG0008108	LOC129788507	ASIC014616
OG0008109	LOC129792303	ASIC019175
OG0008110	LOC129790884	ASIC015174
OG0008111	LOC129787881	ASIC011989
OG0008115	LOC129790076	ASIC010276
OG0008120	LOC129792167	ASIC009777
OG0008125	LOC129792655	ASIC013803
OG0008131	LOC129786368	ASIC016729
OG0008138	LOC129788596	ASIC017271
OG0008139	LOC129789881	ASIC007557
OG0008141	LOC129789038	ASIC016966
OG0008143	LOC129789704	ASIC007546
OG0008146	LOC129795135	ASIC019493
OG0008150	LOC129796408	ASIC010412
OG0008152	LOC129792674	ASIC010411
OG0008154	LOC129794258, LOC129788569	ASIC016048
OG0008157	LOC129795141	ASIC015545
OG0008158	LOC129793629	ASIC007848
OG0008163	LOC129793133	ASIC013359
OG0008164	LOC129793759	ASIC013258
OG0008168	LOC129791875	ASIC015415
OG0008169	LOC129794198	ASIC019290
OG0008170	LOC129786720	ASIC019289
OG0008174	LOC129786208	ASIC006886
OG0008176	LOC129789552	ASIC013322
OG0008178	LOC129788034	ASIC020818
OG0008179	LOC129793074	ASIC016110
OG0008182	LOC129786843	ASIC011134
OG0008183	LOC129797088	ASIC021560
OG0008185	LOC129786990	ASIC021741
OG0008186	LOC129786230	ASIC011135
OG0008190	LOC129787394	ASIC001586
OG0008191	LOC129787434	ASIC008923
OG0008192	LOC129791090	ASIC016925
OG0008194	LOC129792175	ASIC016863
OG0008195	LOC129792173	ASIC019670
OG0008196	LOC129793819	ASIC016865
OG0008197	LOC129794165	ASIC021620
OG0008200	LOC129787971	ASIC010507
OG0008201	LOC129787989	ASIC010506
OG0008211	LOC129791958	ASIC008624
OG0008214	LOC129789927	ASIC006414
OG0008216	LOC129788640	ASIC007183
OG0008218	LOC129787825	ASIC021803
OG0008219	LOC129787818	ASIC021806
OG0008220	LOC129787834	ASIC021802
OG0008222	LOC129795370	ASIC004809
OG0008224	LOC129787241	ASIC015118
OG0008228	LOC129792337	ASIC003734
OG0008229	LOC129792120	ASIC016855
OG0008231	LOC129793611	ASIC003723
OG0008234	LOC129797696	ASIC002267
OG0008235	LOC129797783	ASIC002296
OG0008246	LOC129793770	ASIC012760
OG0008252	LOC129796901	ASIC013666
OG0008256	LOC129795713	ASIC019418
OG0008260	LOC129792619	ASIC011530
OG0008261	LOC129790868	ASIC009641
OG0008265	LOC129790079	ASIC017299
OG0008267	LOC129792191	ASIC018861
OG0008273	LOC129793312, LOC129790403	ASIC021039
OG0008274	LOC129787597	ASIC009596
OG0008279	LOC129786731	ASIC004162
OG0008281	LOC129792047	ASIC017674
OG0008282	LOC129795668	ASIC010315
OG0008283	LOC129792044	ASIC017675
OG0008286	LOC129794623	ASIC016655
OG0008290	LOC129790831	ASIC008997
OG0008292	LOC129796828	ASIC008996
OG0008294	LOC129790533	ASIC004558
OG0008297	LOC129786980	ASIC020871, ASIC020874
OG0008308	LOC129792926	ASIC020623
OG0008309	LOC129787765	ASIC015119
OG0008310	LOC129795584	ASIC000727
OG0008312	LOC129787318	ASIC004661
OG0008315	LOC129789255	ASIC012664
OG0008325	LOC129789757	ASIC013100
OG0008326	LOC129796014	ASIC015318
OG0008329	LOC129786570	ASIC011437
OG0008331	LOC129790201	ASIC007417
OG0008332	LOC129789152	ASIC007424
OG0008334	LOC129793243	ASIC012909
OG0008339	LOC129794594	ASIC016007
OG0008340	LOC129787245	ASIC011414
OG0008345	LOC129792779	ASIC003115
OG0008346	LOC129788795	ASIC016627
OG0008351	LOC129794919	ASIC004981
OG0008352	LOC129795517	ASIC005003
OG0008360	LOC129787624	ASIC001839
OG0008361	LOC129797720	ASIC001843
OG0008362	LOC129797659	ASIC001841
OG0008371	LOC129792801	ASIC006779
OG0008372	LOC129795322	ASIC018013
OG0008374	LOC129794520	ASIC005052
OG0008379	LOC129797355	ASIC005780
OG0008380	LOC129797821	ASIC011127
OG0008382	LOC129797820	ASIC011125
OG0008387	LOC129787780	ASIC018895
OG0008389	LOC129796395	ASIC013289
OG0008392	LOC129797427	ASIC010852
OG0008393	LOC129790990	ASIC010853
OG0008395	LOC129797166	ASIC012626
OG0008397	LOC129787450	ASIC021042
OG0008398	LOC129786719	ASIC016911
OG0008403	LOC129791045	ASIC017596
OG0008404	LOC129793250, LOC129793249	ASIC019786
OG0008406	LOC129785840	ASIC013317
OG0008413	LOC129786369	ASIC011373
OG0008415	LOC129791253	ASIC020849
OG0008419	LOC129791754	ASIC002386
OG0008422	LOC129790156	ASIC019223
OG0008424	LOC129787962	ASIC021425
OG0008427	LOC129790398	ASIC002698
OG0008431	LOC129795995	ASIC022361
OG0008432	LOC129787020	ASIC007156
OG0008433	LOC129787623	ASIC008471
OG0008441	LOC129788814	ASIC003914
OG0008443	LOC129788815	ASIC003913
OG0008444	LOC129795215	ASIC004675
OG0008448	LOC129791317	ASIC007589
OG0008449	LOC129786001	ASIC020305
OG0008450	LOC129788686	ASIC006225
OG0008451	LOC129787576	ASIC013268
OG0008455	LOC129794799	ASIC008331
OG0008476	LOC129785886	ASIC003823
OG0008477	LOC129787716	ASIC003737
OG0008478	LOC129790397	ASIC015794
OG0008479	LOC129792991	ASIC012196
OG0008480	LOC129793864	ASIC016796
OG0008482	LOC129786469	ASIC009844
OG0008486	LOC129790782	ASIC007339
OG0008487	LOC129788012	ASIC011010
OG0008491	LOC129789987	ASIC002369
OG0008493	LOC129793127	ASIC002907
OG0008494	LOC129793355	ASIC005729
OG0008499	LOC129795379	ASIC004972
OG0008504	LOC129786537	ASIC013895
OG0008510	LOC129794493	ASIC005418
OG0008516	LOC129794300	ASIC013737
OG0008517	LOC129794166	ASIC012248
OG0008518	LOC129793121	ASIC012261
OG0008528	LOC129790225	ASIC012334
OG0008529	LOC129787345	ASIC012335
OG0008533	LOC129793214	ASIC019626
OG0008540	LOC129791880	ASIC019288
OG0008541	LOC129790295	ASIC021869
OG0008542	LOC129792599	ASIC005197
OG0008543	LOC129791825	ASIC005186
OG0008544	LOC129795886	ASIC005992
OG0008547	LOC129795891	ASIC018135
OG0008559	LOC129793565	ASIC009884
OG0008565	LOC129796304	ASIC018287
OG0008570	LOC129787860	ASIC010885
OG0008578	LOC129786569	ASIC013452
OG0008579	LOC129796961	ASIC013451
OG0008580	LOC129796976	ASIC013440
OG0008581	LOC129793662	ASIC021616
OG0008582	LOC129796841, LOC129788195	ASIC020859
OG0008587	LOC129794188	ASIC013698
OG0008589	LOC129787845	ASIC005546
OG0008590	LOC129787851	ASIC002559
OG0008597	LOC129792114	ASIC019696
OG0008598	LOC129792940	ASIC016516
OG0008607	LOC129788836	ASIC012040
OG0008611	LOC129791124	ASIC014342
OG0008616	LOC129787926	ASIC006421
OG0008620	LOC129796296	ASIC018903
OG0008622	LOC129793679	ASIC014252
OG0008623	LOC129791968	ASIC014263
OG0008628	LOC129786541	ASIC011946
OG0008633	LOC129792335	ASIC016716
OG0008635	LOC129788744	ASIC015053
OG0008636	LOC129795104	ASIC009299
OG0008638	LOC129792759	ASIC015435
OG0008646	LOC129793754	ASIC022064
OG0008648	LOC129790327	ASIC004512
OG0008650	LOC129791888	ASIC017692
OG0008653	LOC129797814	ASIC013490
OG0008654	LOC129790568	ASIC008488
OG0008663	LOC129792861	ASIC019710
OG0008664	LOC129790392	ASIC014103
OG0008665	LOC129792773	ASIC003008
OG0008670	LOC129794290	ASIC003799
OG0008671	LOC129788004	ASIC003680
OG0008673	LOC129789076	ASIC013537
OG0008675	LOC129797177	ASIC011470
OG0008676	LOC129797005	ASIC002142
OG0008677	LOC129792844	ASIC012263
OG0008679	LOC129794237	ASIC003632
OG0008681	LOC129791260	ASIC009402
OG0008682	LOC129790019	ASIC009471
OG0008688	LOC129793149	ASIC016108
OG0008689	LOC129794162	ASIC016098
OG0008690	LOC129791682	ASIC016105
OG0008691	LOC129797101	ASIC007086
OG0008696	LOC129786201	ASIC021924
OG0008700	LOC129786184	ASIC018015
OG0008701	LOC129786045	ASIC017970
OG0008705	LOC129786386	ASIC008240
OG0008709	LOC129792181	ASIC016719
OG0008711	LOC129796694	ASIC011271
OG0008712	LOC129797214	ASIC014870
OG0008719	LOC129796938	ASIC015503
OG0008720	LOC129786454	ASIC011488
OG0008723	LOC129790416	ASIC009584
OG0008727	LOC129797531	ASIC000870
OG0008728	LOC129795165	ASIC015441
OG0008731	LOC129789456	ASIC006251
OG0008732	LOC129790373	ASIC012336
OG0008733	LOC129791786	ASIC012434
OG0008739	LOC129792899	ASIC016519
OG0008740	LOC129792451	ASIC011085
OG0008741	LOC129789416, LOC129792060	ASIC016518
OG0008742	LOC129792380	ASIC011084
OG0008743	LOC129792448	ASIC011083
OG0008745	LOC129791910	ASIC015130
OG0008747	LOC129794739	ASIC017190
OG0008748	LOC129786059	ASIC017870
OG0008749	LOC129797498	ASIC017759
OG0008760	LOC129789978	ASIC000396
OG0008762	LOC129787263	ASIC020432
OG0008765	LOC129790832	ASIC007118
OG0008766	LOC129788418	ASIC016938
OG0008767	LOC129795073	ASIC004461
OG0008768	LOC129792597	ASIC009177
OG0008769	LOC129794115	ASIC014902
OG0008777	LOC129787398	ASIC005914
OG0008778	LOC129787395	ASIC005915
OG0008779	LOC129789820	ASIC017746
OG0008780	LOC129787385	ASIC005912
OG0008785	LOC129792967	ASIC015048
OG0008789	LOC129792578	ASIC001027
OG0008791	LOC129797782	ASIC010539
OG0008793	LOC129795665	ASIC014057
OG0008794	LOC129788866	ASIC013980
OG0008795	LOC129788585	ASIC013983
OG0008796	LOC129797544	ASIC009760
OG0008797	LOC129789443	ASIC013982
OG0008799	LOC129790539	ASIC020486
OG0008800	LOC129788548	ASIC009541
OG0008801	LOC129797628	ASIC019229
OG0008806	LOC129787366	ASIC014250
OG0008808	LOC129794217	ASIC017392
OG0008811	LOC129787648	ASIC012155
OG0008816	LOC129793349	ASIC009150
OG0008817	LOC129796915	ASIC011803
OG0008818	LOC129792936	ASIC007483
OG0008824	LOC129796403	ASIC016931
OG0008825	LOC129787627	ASIC016942
OG0008826	LOC129789945	ASIC019291
OG0008828	LOC129796967	ASIC021388
OG0008829	LOC129789887	ASIC019292
OG0008832	LOC129793076	ASIC019540
OG0008833	LOC129796684	ASIC002462
OG0008836	LOC129797253	ASIC000799
OG0008837	LOC129792776	ASIC002138
OG0008839	LOC129789866	ASIC019535
OG0008843	LOC129794905	ASIC019958
OG0008844	LOC129787905	ASIC020942
OG0008847	LOC129797267	ASIC000978
OG0008849	LOC129786623	ASIC008359
OG0008850	LOC129793233	ASIC014996
OG0008854	LOC129794295	ASIC013784
OG0008862	LOC129791249	ASIC017329
OG0008864	LOC129790834	ASIC009899
OG0008868	LOC129789067	ASIC016251
OG0008870	LOC129789144	ASIC016248
OG0008871	LOC129786708, LOC129797037	ASIC018650
OG0008873	LOC129788435	ASIC009551
OG0008874	LOC129787790	ASIC008023
OG0008875	LOC129787766	ASIC008020
OG0008876	LOC129788685	ASIC006223
OG0008877	LOC129793145	ASIC006286
OG0008878	LOC129788648	ASIC006895
OG0008879	LOC129792449	ASIC011074
OG0008880	LOC129792403	ASIC011078
OG0008881	LOC129788824	ASIC006364
OG0008882	LOC129796144	ASIC015255
OG0008890	LOC129792700	ASIC018849
OG0008894	LOC129788441	ASIC006853
OG0008899	LOC129797061	ASIC001956
OG0008902	LOC129796265	ASIC014505
OG0008903	LOC129792842	ASIC012258
OG0008904	LOC129786576	ASIC006737
OG0008905	LOC129790086	ASIC005384
OG0008906	LOC129791411	ASIC012049
OG0008909	LOC129792053	ASIC018671
OG0008910	LOC129793946	ASIC018660
OG0008911	LOC129793849	ASIC009898
OG0008913	LOC129786656	ASIC000598
OG0008923	LOC129797124	ASIC020686
OG0008927	LOC129787068	ASIC014380
OG0008928	LOC129792714	ASIC014377
OG0008931	LOC129796946	ASIC008038
OG0008936	LOC129787994	ASIC014708
OG0008937	LOC129792938	ASIC019885
OG0008945	LOC129786275	ASIC003516
OG0008946	LOC129792743	ASIC001102
OG0008947	LOC129794043	ASIC003741
OG0008954	LOC129797387	ASIC003525
OG0008955	LOC129789967	ASIC006898
OG0008959	LOC129791642	ASIC016052
OG0008964	LOC129788018	ASIC019993
OG0008970	LOC129786790	ASIC009130
OG0008975	LOC129796945	ASIC021615
OG0008976	LOC129789517	ASIC006796
OG0008981	LOC129789096	ASIC002476
OG0008989	LOC129795908	ASIC005451
OG0008991	LOC129792473	ASIC012208
OG0008999	LOC129791009	ASIC006376
OG0009000	LOC129795413	ASIC013308
OG0009001	LOC129792265	ASIC006926
OG0009005	LOC129790390	ASIC009543
OG0009014	LOC129793941	ASIC018933
OG0009019	LOC129788780	ASIC003545
OG0009027	LOC129790667	ASIC007590
OG0009028	LOC129790064	ASIC021386
OG0009031	LOC129786851	ASIC014680
OG0009032	LOC129794855	ASIC013003
OG0009044	LOC129789762	ASIC016250
OG0009045	LOC129794159	ASIC013771
OG0009046	LOC129796682	ASIC013652
OG0009051	LOC129791413	ASIC002149
OG0009056	LOC129786971	ASIC020112
OG0009057	LOC129794879	ASIC016021
OG0009058	LOC129789808	ASIC017044
OG0009061	LOC129789780	ASIC005361
OG0009065	LOC129789404	ASIC005220
OG0009067	LOC129794654	ASIC018036
OG0009073	LOC129788372	ASIC010275
OG0009075	LOC129785869	ASIC016703
OG0009077	LOC129795802	ASIC015387
OG0009078	LOC129789298	ASIC003725
OG0009082	LOC129786872	ASIC017045, ASIC021404
OG0009087	LOC129792296	ASIC021332
OG0009088	LOC129796851	ASIC020860, ASIC020863
OG0009093	LOC129792457	ASIC003791
OG0009096	LOC129786606, LOC129786597	ASIC015459
OG0009104	LOC129790857	ASIC006794
OG0009107	LOC129786700	ASIC014815
OG0009109	LOC129792887	ASIC017124
OG0009114	LOC129796467	ASIC001042, ASIC001041
OG0009119	LOC129787267	ASIC011951
OG0009124	LOC129790443	ASIC017558
OG0009125	LOC129791300	ASIC016020
OG0009137	LOC129785878	ASIC006803
OG0009141	LOC129786118	ASIC015265
OG0009145	LOC129787485	ASIC007606
OG0009146	LOC129787076	ASIC004100
OG0009148	LOC129787711	ASIC011132
OG0009153	LOC129795656	ASIC015746
OG0009154	LOC129790941	ASIC009886
OG0009156	LOC129790030	ASIC020356
OG0009158	LOC129797667	ASIC017149
OG0009159	LOC129786204	ASIC012026
OG0009160	LOC129786272	ASIC006129
OG0009163	LOC129787528	ASIC008362
OG0009164	LOC129795537	ASIC015522
OG0009165	LOC129788867	ASIC006234
OG0009166	LOC129791622	ASIC011070
OG0009174	LOC129793860	ASIC019749
OG0009182	LOC129792393	ASIC001043
OG0009186	LOC129789789	ASIC013981
OG0009187	LOC129791246	ASIC000284
OG0009191	LOC129793462	ASIC016795
OG0009194	LOC129787258	ASIC007298
OG0009203	LOC129789792	ASIC010831
OG0009210	LOC129794809	ASIC017931
OG0009216	LOC129791407	ASIC012112
OG0009219	LOC129787520	ASIC002332
OG0009220	LOC129797311	ASIC011338
OG0009221	LOC129788570	ASIC012863
OG0009226	LOC129787991	ASIC020304
OG0009230	LOC129796406	ASIC009827
OG0009232	LOC129787264	ASIC007694
OG0009237	LOC129795740	ASIC011221
OG0009240	LOC129788199	ASIC004550
OG0009242	LOC129792274	ASIC019671
OG0009245	LOC129787898	ASIC020673
OG0009247	LOC129796773	ASIC010655
OG0009255	LOC129796418	ASIC015363
OG0009257	LOC129787429	ASIC003209
OG0009259	LOC129797818	ASIC011122
OG0009261	LOC129797819	ASIC011123
OG0009263	LOC129792216	ASIC019217
OG0009264	LOC129792943	ASIC011950
OG0009267	LOC129788554	ASIC020399
OG0009269	LOC129792065	ASIC016517
OG0009271	LOC129789351	ASIC021023
OG0009272	LOC129791425	ASIC010932
OG0009274	LOC129794130	ASIC013494
OG0009278	LOC129795297	ASIC019356
OG0009279	LOC129792432	ASIC011131
OG0009287	LOC129786186	ASIC005330
OG0009288	LOC129797263	ASIC000980
OG0009290	LOC129786840	ASIC005943
OG0009291	LOC129790567	ASIC014736
OG0009293	LOC129792963	ASIC019083
OG0009297	LOC129790032	ASIC000286
OG0009299	LOC129787565	ASIC008307
OG0009300	LOC129791351	ASIC005711
OG0009301	LOC129789011	ASIC020727
OG0009302	LOC129792660	ASIC011032
OG0009305	LOC129789155	ASIC006375
OG0009306	LOC129791043	ASIC010056
OG0009308	LOC129796972	ASIC013439
OG0009309	LOC129794223	ASIC019789
OG0009311	LOC129786094	ASIC013313
OG0009313	LOC129794269	ASIC000596
OG0009315	LOC129795268	ASIC022243
OG0009316	LOC129786384	ASIC007055
OG0009317	LOC129792813	ASIC018978
OG0009319	LOC129793494	ASIC018616
OG0009320	LOC129787477	ASIC003598
OG0009323	LOC129794307	ASIC018475
OG0009325	LOC129787946	ASIC020089
OG0009326	LOC129792627	ASIC016816
OG0009328	LOC129793497	ASIC014891
OG0009334	LOC129792322	ASIC009467
OG0009336	LOC129787817	ASIC014031
OG0009337	LOC129789468	ASIC017164
OG0009343	LOC129792147	ASIC006073, ASIC019513
OG0009355	LOC129789181	ASIC016934, ASIC016933
OG0009364	LOC129791281, LOC129791415	ASIC014581
OG0009367	LOC129791032	ASIC006114
OG0009388	LOC129796947	ASIC002960
OG0009393	LOC129786787	ASIC012754
OG0009394	LOC129788687	ASIC019956
OG0009395	LOC129788055	ASIC012821
OG0009396	LOC129788682	ASIC009579
OG0009397	LOC129792176	ASIC012987
OG0009400	LOC129793315	ASIC013968
OG0009401	LOC129795622	ASIC001081
OG0009404	LOC129792000	ASIC005629
OG0009407	LOC129795378	ASIC008734
OG0009409	LOC129790925	ASIC009496
OG0009411	LOC129794630	ASIC018228
OG0009413	LOC129790715	ASIC007450
OG0009416	LOC129786191	ASIC008775
OG0009417	LOC129794478	ASIC004960
OG0009419	LOC129788036	ASIC017875
OG0009420	LOC129787673	ASIC018127
OG0009422	LOC129790892	ASIC015267
OG0009423	LOC129787806	ASIC021782
OG0009424	LOC129787571	ASIC000855
OG0009425	LOC129787921	ASIC015385
OG0009426	LOC129786510	ASIC006060
OG0009427	LOC129791735	ASIC016079
OG0009432	LOC129794791	ASIC011915
OG0009433	LOC129793225	ASIC010179
