Orthogroup	LlongipalpisASM	AfunestusAfunGA1
OG0007557	LOC129794828	AFUN2_005366
OG0007558	LOC129791624	AFUN2_006325
OG0007559	LOC129796922	AFUN2_003611
OG0007560	LOC129796536	AFUN2_006137
OG0007561	LOC129791705	AFUN2_001806
OG0007562	LOC129796308	AFUN2_001647
OG0007563	LOC129788053	AFUN2_006000
OG0007564	LOC129787797	AFUN2_005121
OG0007565	LOC129792095	AFUN2_000639
OG0007566	LOC129791078	AFUN2_001753
OG0007567	LOC129791125	AFUN2_010428
OG0007568	LOC129792138	AFUN2_004236
OG0007569	LOC129794110	AFUN2_010727
OG0007570	LOC129785939	AFUN2_008563
OG0007571	LOC129797163	AFUN2_011373
OG0007572	LOC129794082	AFUN2_009067
OG0007573	LOC129787541	AFUN2_003964
OG0007574	LOC129791776	AFUN2_005898
OG0007576	LOC129791784	AFUN2_008009
OG0007577	LOC129790122	AFUN2_009153
OG0007578	LOC129787025	AFUN2_007237
OG0007579	LOC129797860	AFUN2_010597
OG0007580	LOC129792893	AFUN2_009165
OG0007581	LOC129793755	AFUN2_007706
OG0007582	LOC129793624, LOC129790709	AFUN2_000831
OG0007583	LOC129795484	AFUN2_004044
OG0007584	LOC129797475	AFUN2_011809
OG0007585	LOC129796607	AFUN2_001461
OG0007586	LOC129796993	AFUN2_004896
OG0007587	LOC129791606	AFUN2_005108
OG0007588	LOC129787652	AFUN2_001244
OG0007589	LOC129789875	AFUN2_014169
OG0007590	LOC129797432	AFUN2_000815
OG0007591	LOC129787858	AFUN2_006555
OG0007592	LOC129787540	AFUN2_005345
OG0007593	LOC129797265	AFUN2_013288
OG0007594	LOC129787409	AFUN2_014720
OG0007595	LOC129790544	AFUN2_011439
OG0007597	LOC129790378	AFUN2_005537
OG0007598	LOC129791449	AFUN2_003914
OG0007599	LOC129787440	AFUN2_012334
OG0007600	LOC129792836	AFUN2_013085
OG0007601	LOC129795811	AFUN2_011187
OG0007602	LOC129786009	AFUN2_001327
OG0007603	LOC129792050	AFUN2_008229
OG0007604	LOC129796109	AFUN2_003357
OG0007605	LOC129796254	AFUN2_012806
OG0007606	LOC129793469	AFUN2_009318
OG0007607	LOC129793993	AFUN2_011548
OG0007608	LOC129795491	AFUN2_006779
OG0007610	LOC129789283	AFUN2_006032
OG0007611	LOC129796651	AFUN2_002052
OG0007612	LOC129797515	AFUN2_013480
OG0007613	LOC129792338	AFUN2_013579
OG0007614	LOC129791182	AFUN2_012152
OG0007615	LOC129785890	AFUN2_000839
OG0007616	LOC129793737	AFUN2_010696
OG0007617	LOC129788727	AFUN2_012959
OG0007618	LOC129786234	AFUN2_010452
OG0007619	LOC129794206	AFUN2_001134
OG0007620	LOC129787497	AFUN2_010268
OG0007621	LOC129793302	AFUN2_014148
OG0007622	LOC129791704	AFUN2_000801
OG0007623	LOC129788945	AFUN2_011035
OG0007624	LOC129791978	AFUN2_003371
OG0007625	LOC129790598	AFUN2_004554
OG0007626	LOC129787077	AFUN2_008159
OG0007627	LOC129793475	AFUN2_008694
OG0007628	LOC129794626	AFUN2_010812
OG0007630	LOC129790072	AFUN2_000481
OG0007631	LOC129792579	AFUN2_010026
OG0007632	LOC129797153	AFUN2_000472
OG0007633	LOC129794279	AFUN2_007670
OG0007634	LOC129792483	AFUN2_013633
OG0007635	LOC129792246	AFUN2_005141
OG0007636	LOC129797866	AFUN2_004227
OG0007637	LOC129796586	AFUN2_012978
OG0007638	LOC129791819	AFUN2_004238
OG0007639	LOC129790271	AFUN2_003606
OG0007640	LOC129793169	AFUN2_007087
OG0007641	LOC129789302	AFUN2_004485
OG0007642	LOC129792480	AFUN2_001801
OG0007643	LOC129788933	AFUN2_007245
OG0007644	LOC129791572	AFUN2_003380
OG0007645	LOC129786540	AFUN2_007881
OG0007646	LOC129791774	AFUN2_012911
OG0007648	LOC129790908	AFUN2_008325
OG0007649	LOC129788734	AFUN2_000650
OG0007650	LOC129797247	AFUN2_006354
OG0007651	LOC129788385	AFUN2_001633
OG0007652	LOC129793382	AFUN2_012143
OG0007653	LOC129794729	AFUN2_014032
OG0007654	LOC129794157	AFUN2_008578
OG0007655	LOC129787748	AFUN2_006912
OG0007656	LOC129788718	AFUN2_013129
OG0007657	LOC129786030	AFUN2_007247
OG0007658	LOC129792796	AFUN2_007880
OG0007660	LOC129797469	AFUN2_004417
OG0007661	LOC129794277	AFUN2_013253
OG0007663	LOC129796935	AFUN2_002659
OG0007664	LOC129797212	AFUN2_009813
OG0007665	LOC129786013	AFUN2_012781
OG0007666	LOC129790659	AFUN2_010393
OG0007668	LOC129792819	AFUN2_011189
OG0007669	LOC129786418	AFUN2_013861
OG0007670	LOC129787882	AFUN2_008227
OG0007671	LOC129791867	AFUN2_005724
OG0007672	LOC129794569	AFUN2_010713
OG0007674	LOC129794074	AFUN2_013754
OG0007675	LOC129789485	AFUN2_005877
OG0007676	LOC129789100	AFUN2_010474
OG0007677	LOC129792930	AFUN2_002163
OG0007678	LOC129792494	AFUN2_009454
OG0007679	LOC129787121	AFUN2_010951
OG0007680	LOC129790465	AFUN2_001107
OG0007681	LOC129791234	AFUN2_014800
OG0007682	LOC129789399	AFUN2_010355
OG0007683	LOC129793501	AFUN2_001901
OG0007684	LOC129795303	AFUN2_002128
OG0007685	LOC129787892	AFUN2_013414
OG0007686	LOC129785831	AFUN2_008513
OG0007688	LOC129791567	AFUN2_001572
OG0007689	LOC129786400	AFUN2_009593
OG0007690	LOC129793130	AFUN2_004426
OG0007691	LOC129788759	AFUN2_001701
OG0007692	LOC129787891	AFUN2_007606
OG0007693	LOC129790046	AFUN2_010013
OG0007694	LOC129794244	AFUN2_012536
OG0007695	LOC129791842	AFUN2_008860
OG0007696	LOC129795455	AFUN2_012874
OG0007697	LOC129793795	AFUN2_007290
OG0007698	LOC129788732	AFUN2_014719
OG0007699	LOC129797426	AFUN2_005974
OG0007700	LOC129796701	AFUN2_005196
OG0007701	LOC129786989	AFUN2_012726
OG0007702	LOC129795285	AFUN2_014387
OG0007703	LOC129794286	AFUN2_001325
OG0007704	LOC129794341	AFUN2_005355
OG0007705	LOC129789353	AFUN2_014685
OG0007706	LOC129797785	AFUN2_007163
OG0007707	LOC129786402	AFUN2_004553
OG0007708	LOC129796525	AFUN2_009160
OG0007709	LOC129785849	AFUN2_009765
OG0007710	LOC129786514	AFUN2_013195
OG0007711	LOC129789660	AFUN2_012299
OG0007712	LOC129787006	AFUN2_004393
OG0007713	LOC129796354	AFUN2_006656
OG0007714	LOC129791286	AFUN2_002182
OG0007715	LOC129787079	AFUN2_009368
OG0007716	LOC129792570	AFUN2_013919
OG0007717	LOC129786613	AFUN2_001259
OG0007719	LOC129793952	AFUN2_013165
OG0007720	LOC129793363	AFUN2_002042
OG0007721	LOC129791595	AFUN2_006239
OG0007722	LOC129788950	AFUN2_001294
OG0007723	LOC129792553	AFUN2_000398
OG0007724	LOC129795449	AFUN2_010772
OG0007725	LOC129790129	AFUN2_011288
OG0007726	LOC129790619	AFUN2_004144
OG0007727	LOC129788428	AFUN2_001298
OG0007728	LOC129788070	AFUN2_011149
OG0007729	LOC129797721	AFUN2_004632
OG0007730	LOC129787526	AFUN2_005636
OG0007731	LOC129791326	AFUN2_003317
OG0007732	LOC129790729	AFUN2_004031
OG0007733	LOC129792629	AFUN2_013207
OG0007734	LOC129793269	AFUN2_013386
OG0007735	LOC129789592	AFUN2_012691
OG0007736	LOC129797424	AFUN2_007544
OG0007737	LOC129795463	AFUN2_013840
OG0007738	LOC129786081	AFUN2_011721
OG0007739	LOC129796044	AFUN2_007135
OG0007740	LOC129787032	AFUN2_010985
OG0007741	LOC129797736	AFUN2_009863
OG0007742	LOC129790092	AFUN2_013441
OG0007743	LOC129790706	AFUN2_004056
OG0007744	LOC129795459	AFUN2_004207
OG0007745	LOC129794683	AFUN2_001270
OG0007748	LOC129786479	AFUN2_011874
OG0007750	LOC129787521	AFUN2_013117
OG0007751	LOC129796778	AFUN2_014042
OG0007752	LOC129792718	AFUN2_014362
OG0007753	LOC129790704	AFUN2_012182
OG0007754	LOC129793448	AFUN2_011770
OG0007755	LOC129790502	AFUN2_001302
OG0007757	LOC129789829	AFUN2_013733
OG0007758	LOC129786891	AFUN2_002125
OG0007760	LOC129792375	AFUN2_007259
OG0007761	LOC129794060	AFUN2_007618
OG0007762	LOC129796351	AFUN2_004097
OG0007763	LOC129792371	AFUN2_007260
OG0007764	LOC129786215	AFUN2_001470
OG0007765	LOC129795447	AFUN2_007898
OG0007766	LOC129789661	AFUN2_012886
OG0007767	LOC129786621	AFUN2_007188
OG0007768	LOC129788438	AFUN2_002964
OG0007770	LOC129787614	AFUN2_001138
OG0007771	LOC129789143	AFUN2_007449
OG0007772	LOC129788677	AFUN2_012723
OG0007773	LOC129791455	AFUN2_008856
OG0007774	LOC129791438	AFUN2_011111
OG0007775	LOC129795085	AFUN2_006864
OG0007778	LOC129788639	AFUN2_010424
OG0007781	LOC129797683	AFUN2_007202
OG0007782	LOC129790656	AFUN2_006284, AFUN2_012377, AFUN2_003505, AFUN2_011588
OG0007784	LOC129785836	AFUN2_008965
OG0007785	LOC129794638	AFUN2_014127
OG0007787	LOC129797373	AFUN2_008597
OG0007796	LOC129793773	AFUN2_006767
OG0007802	LOC129789261, LOC129789693	AFUN2_012090
OG0007813	LOC129792057, LOC129792054	AFUN2_005227
OG0007838	LOC129787581	AFUN2_004824
OG0007839	LOC129797335	AFUN2_001249
OG0007840	LOC129797750	AFUN2_011085
OG0007842	LOC129787916	AFUN2_014343
OG0007843	LOC129796800	AFUN2_003724
OG0007846	LOC129788876	AFUN2_005445
OG0007848	LOC129786394	AFUN2_004267
OG0007849	LOC129796504	AFUN2_003965
OG0007852	LOC129786373	AFUN2_001689
OG0007853	LOC129795324	AFUN2_001708
OG0007855	LOC129786789	AFUN2_004320
OG0007856	LOC129792478	AFUN2_005009
OG0007857	LOC129787007, LOC129787013	AFUN2_006160
OG0007858	LOC129792479	AFUN2_002489
OG0007860	LOC129796634	AFUN2_003314
OG0007862	LOC129797099	AFUN2_012829
OG0007863	LOC129795864	AFUN2_014521
OG0007864	LOC129792178	AFUN2_004092
OG0007866	LOC129795725	AFUN2_011135
OG0007867	LOC129789919	AFUN2_006062
OG0007868	LOC129793144	AFUN2_003218
OG0007875	LOC129795084	AFUN2_009138
OG0007877	LOC129795301	AFUN2_010340
OG0007878	LOC129796900	AFUN2_014455
OG0007879	LOC129795703	AFUN2_004637
OG0007881	LOC129795179	AFUN2_006989
OG0007882	LOC129796339	AFUN2_014214
OG0007884	LOC129795460	AFUN2_001426
OG0007887	LOC129795721	AFUN2_000577
OG0007888	LOC129785951	AFUN2_007527
OG0007889	LOC129792222	AFUN2_009276
OG0007890	LOC129796301	AFUN2_002146
OG0007891	LOC129794805	AFUN2_012293
OG0007892	LOC129793883	AFUN2_014692
OG0007893	LOC129795200	AFUN2_008214
OG0007894	LOC129790670	AFUN2_000708
OG0007895	LOC129789973	AFUN2_001038
OG0007896	LOC129789401	AFUN2_006713
OG0007897	LOC129797771	AFUN2_005688
OG0007901	LOC129796222	AFUN2_014261
OG0007902	LOC129796255	AFUN2_008306
OG0007903	LOC129794576	AFUN2_012831
OG0007904	LOC129794587	AFUN2_011674
OG0007906	LOC129788035	AFUN2_013882
OG0007907	LOC129787688	AFUN2_003651
OG0007908	LOC129796884	AFUN2_001576
OG0007909	LOC129792957	AFUN2_008109
OG0007910	LOC129796700	AFUN2_007414
OG0007911	LOC129787854	AFUN2_009981
OG0007914	LOC129796572	AFUN2_004977
OG0007915	LOC129787796	AFUN2_001763
OG0007916	LOC129793637	AFUN2_008205
OG0007917	LOC129791902	AFUN2_012336
OG0007918	LOC129787804	AFUN2_007157
OG0007919	LOC129791775	AFUN2_006186
OG0007920	LOC129790346	AFUN2_008590
OG0007922	LOC129795858	AFUN2_004924
OG0007923	LOC129797704	AFUN2_012398
OG0007924	LOC129786012	AFUN2_001474
OG0007925	LOC129790353	AFUN2_013866
OG0007926	LOC129795551	AFUN2_007253
OG0007930	LOC129794633	AFUN2_004032
OG0007931	LOC129790069	AFUN2_003079
OG0007932	LOC129787057	AFUN2_013787
OG0007934	LOC129788447	AFUN2_013513
OG0007935	LOC129790972	AFUN2_013554
OG0007936	LOC129788410	AFUN2_010228
OG0007937	LOC129795417	AFUN2_013977
OG0007938	LOC129791773	AFUN2_011718
OG0007939	LOC129794140	AFUN2_009482
OG0007941	LOC129794851	AFUN2_011106
OG0007942	LOC129786119	AFUN2_012105
OG0007944	LOC129793339	AFUN2_002327
OG0007945	LOC129793301	AFUN2_002557
OG0007946	LOC129792182	AFUN2_010182
OG0007947	LOC129791641	AFUN2_007039
OG0007949	LOC129793240	AFUN2_007026
OG0007950	LOC129786959	AFUN2_013303
OG0007952	LOC129790056	AFUN2_005613
OG0007954	LOC129788537	AFUN2_011114
OG0007955	LOC129788420	AFUN2_001637
OG0007957	LOC129791969	AFUN2_000521
OG0007958	LOC129795108	AFUN2_003682
OG0007959	LOC129793947	AFUN2_012757
OG0007960	LOC129794089	AFUN2_002004
OG0007961	LOC129792503	AFUN2_000838
OG0007963	LOC129787498	AFUN2_013128
OG0007964	LOC129790174	AFUN2_005156
OG0007965	LOC129793905	AFUN2_006219
OG0007966	LOC129787574	AFUN2_004327
OG0007968	LOC129793606	AFUN2_008745
OG0007971	LOC129789162	AFUN2_004041
OG0007973	LOC129791697	AFUN2_010011
OG0007974	LOC129790805	AFUN2_013610
OG0007975	LOC129793733	AFUN2_001781
OG0007976	LOC129791687	AFUN2_013672
OG0007977	LOC129790451	AFUN2_000703
OG0007978	LOC129790463	AFUN2_008178
OG0007980	LOC129791362	AFUN2_002241
OG0007982	LOC129788454	AFUN2_008953
OG0007983	LOC129791420	AFUN2_012264
OG0007985	LOC129789182	AFUN2_004701
OG0007986	LOC129794640	AFUN2_011571
OG0007987	LOC129789102	AFUN2_003011
OG0007988	LOC129792876	AFUN2_003607
OG0007990	LOC129792985	AFUN2_004656
OG0007992	LOC129788842	AFUN2_014342
OG0007995	LOC129788891	AFUN2_008240
OG0007997	LOC129792657	AFUN2_008545
OG0007998	LOC129797344	AFUN2_002671
OG0007999	LOC129796054	AFUN2_010510
OG0008000	LOC129794787	AFUN2_002139
OG0008002	LOC129797062	AFUN2_003245
OG0008003	LOC129790723	AFUN2_008255
OG0008004	LOC129797315	AFUN2_012749
OG0008005	LOC129797787	AFUN2_013860
OG0008007	LOC129787643	AFUN2_000341
OG0008009	LOC129794792	AFUN2_005740
OG0008011	LOC129789446	AFUN2_012119
OG0008012	LOC129790387	AFUN2_010324
OG0008015	LOC129791590	AFUN2_011375
OG0008018	LOC129796405	AFUN2_009915
OG0008019	LOC129797376	AFUN2_012755
OG0008020	LOC129787803	AFUN2_003891
OG0008021	LOC129797357	AFUN2_013757
OG0008023	LOC129793920	AFUN2_014035
OG0008024	LOC129787950	AFUN2_005286
OG0008025	LOC129794142	AFUN2_008851
OG0008026	LOC129797159	AFUN2_005281
OG0008028	LOC129788044	AFUN2_008275
OG0008031	LOC129790938	AFUN2_001128
OG0008032	LOC129786188	AFUN2_012273
OG0008036	LOC129797737	AFUN2_003811
OG0008037	LOC129795075	AFUN2_012474
OG0008052	LOC129797366	AFUN2_000654
OG0008053	LOC129797664	AFUN2_002518
OG0008054	LOC129787788	AFUN2_002779
OG0008055	LOC129797539	AFUN2_006536
OG0008056	LOC129787798	AFUN2_012932
OG0008058	LOC129796978	AFUN2_014269
OG0008060	LOC129796462	AFUN2_012841
OG0008062	LOC129790256	AFUN2_002162
OG0008063	LOC129787899	AFUN2_007671
OG0008064	LOC129797139	AFUN2_003808
OG0008065	LOC129789421	AFUN2_014662
OG0008067	LOC129794606	AFUN2_004664
OG0008070	LOC129789681	AFUN2_013151
OG0008071	LOC129788345	AFUN2_013217
OG0008073	LOC129794000	AFUN2_007560
OG0008074	LOC129791556	AFUN2_012093
OG0008077	LOC129791725	AFUN2_007536
OG0008078	LOC129796174	AFUN2_004865
OG0008080	LOC129786468	AFUN2_000995
OG0008084	LOC129788001	AFUN2_000871
OG0008086	LOC129790935	AFUN2_001866
OG0008088	LOC129796243	AFUN2_012988
OG0008090	LOC129791304	AFUN2_002906
OG0008091	LOC129789484	AFUN2_011003
OG0008094	LOC129796517	AFUN2_003175
OG0008096	LOC129795727	AFUN2_008327
OG0008098	LOC129786871	AFUN2_008217
OG0008099	LOC129796546	AFUN2_014340
OG0008100	LOC129795939	AFUN2_003661
OG0008101	LOC129793390	AFUN2_011231
OG0008104	LOC129797566	AFUN2_002818
OG0008106	LOC129785871	AFUN2_001262
OG0008107	LOC129793627	AFUN2_013315
OG0008108	LOC129788507	AFUN2_002686
OG0008109	LOC129792303	AFUN2_007835
OG0008110	LOC129790884	AFUN2_004423
OG0008111	LOC129787881	AFUN2_013969
OG0008112	LOC129787941	AFUN2_003852
OG0008114	LOC129788811	AFUN2_009387
OG0008115	LOC129790076	AFUN2_011456
OG0008119	LOC129796117	AFUN2_003479
OG0008120	LOC129792167	AFUN2_009637
OG0008121	LOC129790139	AFUN2_009040
OG0008122	LOC129787470	AFUN2_013744
OG0008123	LOC129790393	AFUN2_003604
OG0008124	LOC129786627	AFUN2_001062
OG0008125	LOC129792655	AFUN2_004126
OG0008126	LOC129790809	AFUN2_006971
OG0008127	LOC129792751	AFUN2_003597
OG0008130	LOC129797078	AFUN2_002614
OG0008131	LOC129786368	AFUN2_001380
OG0008133	LOC129796799	AFUN2_006507
OG0008134	LOC129794530	AFUN2_006936
OG0008136	LOC129796974	AFUN2_006260
OG0008137	LOC129787112	AFUN2_002374
OG0008138	LOC129788596	AFUN2_005841
OG0008139	LOC129789881	AFUN2_012903
OG0008140	LOC129788742	AFUN2_005400
OG0008141	LOC129789038	AFUN2_010037
OG0008143	LOC129789704	AFUN2_012607
OG0008144	LOC129796237	AFUN2_005750
OG0008145	LOC129795101	AFUN2_009149
OG0008146	LOC129795135	AFUN2_008833
OG0008147	LOC129786171	AFUN2_005827
OG0008148	LOC129795828	AFUN2_012534
OG0008150	LOC129796408	AFUN2_010471
OG0008151	LOC129791683	AFUN2_007931
OG0008152	LOC129792674	AFUN2_006407
OG0008153	LOC129788375	AFUN2_013271
OG0008154	LOC129794258, LOC129788569	AFUN2_007146
OG0008157	LOC129795141	AFUN2_001330
OG0008158	LOC129793629	AFUN2_014105
OG0008159	LOC129792186	AFUN2_004793
OG0008161	LOC129786138	AFUN2_011633
OG0008163	LOC129793133	AFUN2_003568
OG0008164	LOC129793759	AFUN2_003987
OG0008168	LOC129791875	AFUN2_013639
OG0008169	LOC129794198	AFUN2_006002
OG0008170	LOC129786720	AFUN2_007051
OG0008171	LOC129786347	AFUN2_004753
OG0008172	LOC129796934	AFUN2_005856
OG0008174	LOC129786208	AFUN2_003631
OG0008175	LOC129786556	AFUN2_008010
OG0008176	LOC129789552	AFUN2_007263
OG0008177	LOC129789968	AFUN2_005446
OG0008178	LOC129788034	AFUN2_012834
OG0008179	LOC129793074	AFUN2_012825
OG0008180	LOC129791886	AFUN2_011807
OG0008182	LOC129786843	AFUN2_008656
OG0008183	LOC129797088	AFUN2_005000
OG0008185	LOC129786990	AFUN2_012494
OG0008186	LOC129786230	AFUN2_005722
OG0008189	LOC129792235	AFUN2_002068
OG0008190	LOC129787394	AFUN2_011750
OG0008191	LOC129787434	AFUN2_002112
OG0008192	LOC129791090	AFUN2_009654
OG0008193	LOC129794342	AFUN2_011796
OG0008194	LOC129792175	AFUN2_002400
OG0008195	LOC129792173	AFUN2_012792
OG0008196	LOC129793819	AFUN2_009045
OG0008197	LOC129794165	AFUN2_003019
OG0008200	LOC129787971	AFUN2_005709
OG0008201	LOC129787989	AFUN2_009577
OG0008203	LOC129786545	AFUN2_008611
OG0008211	LOC129791958	AFUN2_014036
OG0008212	LOC129792745	AFUN2_014273
OG0008214	LOC129789927	AFUN2_006960
OG0008216	LOC129788640	AFUN2_009310
OG0008218	LOC129787825	AFUN2_005477
OG0008219	LOC129787818	AFUN2_000506
OG0008220	LOC129787834	AFUN2_012596
OG0008222	LOC129795370	AFUN2_009742
OG0008224	LOC129787241	AFUN2_005444
OG0008225	LOC129792792	AFUN2_008543
OG0008228	LOC129792337	AFUN2_008254
OG0008229	LOC129792120	AFUN2_008594
OG0008230	LOC129793208	AFUN2_006013
OG0008231	LOC129793611	AFUN2_005781
OG0008232	LOC129790840	AFUN2_008137
OG0008234	LOC129797696	AFUN2_014288
OG0008235	LOC129797783	AFUN2_012184
OG0008237	LOC129797726	AFUN2_005914
OG0008238	LOC129796371	AFUN2_013664
OG0008239	LOC129793465	AFUN2_003143
OG0008242	LOC129791992	AFUN2_008495
OG0008243	LOC129797755	AFUN2_011553
OG0008244	LOC129790006	AFUN2_001505
OG0008245	LOC129786040	AFUN2_012039
OG0008246	LOC129793770	AFUN2_005948
OG0008250	LOC129789933	AFUN2_005864
OG0008252	LOC129796901	AFUN2_011103
OG0008253	LOC129797303	AFUN2_009391
OG0008254	LOC129787171	AFUN2_002789
OG0008256	LOC129795713	AFUN2_013881
OG0008259	LOC129797222	AFUN2_014449
OG0008260	LOC129792619	AFUN2_009632
OG0008261	LOC129790868	AFUN2_014565
OG0008263	LOC129797014	AFUN2_003680
OG0008265	LOC129790079	AFUN2_014014
OG0008266	LOC129790564	AFUN2_002214
OG0008267	LOC129792191	AFUN2_007822
OG0008270	LOC129789969	AFUN2_005454
OG0008271	LOC129787629	AFUN2_003296
OG0008274	LOC129787597	AFUN2_013700
OG0008275	LOC129786029	AFUN2_003643
OG0008277	LOC129797063	AFUN2_000523
OG0008279	LOC129786731	AFUN2_009273
OG0008280	LOC129795604	AFUN2_001017
OG0008281	LOC129792047	AFUN2_008353
OG0008282	LOC129795668	AFUN2_005945
OG0008283	LOC129792044	AFUN2_006896
OG0008285	LOC129792925	AFUN2_010194
OG0008286	LOC129794623	AFUN2_003830
OG0008290	LOC129790831	AFUN2_002355
OG0008291	LOC129788813	AFUN2_002587
OG0008292	LOC129796828	AFUN2_003308
OG0008294	LOC129790533	AFUN2_003977
OG0008295	LOC129789136	AFUN2_006951
OG0008303	LOC129796345	AFUN2_009036
OG0008305	LOC129796633	AFUN2_009268
OG0008307	LOC129785959	AFUN2_013114
OG0008308	LOC129792926	AFUN2_003081
OG0008309	LOC129787765	AFUN2_005263
OG0008310	LOC129795584	AFUN2_011401
OG0008312	LOC129787318	AFUN2_008054
OG0008315	LOC129789255	AFUN2_006747
OG0008316	LOC129794013	AFUN2_002541
OG0008319	LOC129792496	AFUN2_010112
OG0008321	LOC129792680	AFUN2_014115
OG0008322	LOC129791315	AFUN2_009061
OG0008323	LOC129794171	AFUN2_013143
OG0008325	LOC129789757	AFUN2_007495
OG0008326	LOC129796014	AFUN2_007349
OG0008329	LOC129786570	AFUN2_008299
OG0008331	LOC129790201	AFUN2_007582
OG0008332	LOC129789152	AFUN2_005032
OG0008334	LOC129793243	AFUN2_005191
OG0008335	LOC129787843	AFUN2_009588
OG0008336	LOC129789787	AFUN2_003543
OG0008338	LOC129789166	AFUN2_010793
OG0008339	LOC129794594	AFUN2_003948
OG0008340	LOC129787245	AFUN2_003188
OG0008341	LOC129797353	AFUN2_007410
OG0008343	LOC129792530	AFUN2_011402
OG0008345	LOC129792779	AFUN2_006445
OG0008346	LOC129788795	AFUN2_007107
OG0008351	LOC129794919	AFUN2_001130
OG0008353	LOC129792546	AFUN2_008651
OG0008356	LOC129790421	AFUN2_013981
OG0008357	LOC129793694	AFUN2_013082
OG0008359	LOC129792455	AFUN2_014622
OG0008360	LOC129787624	AFUN2_012640
OG0008361	LOC129797720	AFUN2_003897
OG0008362	LOC129797659	AFUN2_006451
OG0008363	LOC129795524	AFUN2_013340
OG0008364	LOC129789098	AFUN2_010374
OG0008365	LOC129790250	AFUN2_011347
OG0008367	LOC129795497	AFUN2_001475
OG0008370	LOC129786981	AFUN2_003241
OG0008371	LOC129792801	AFUN2_005064
OG0008372	LOC129795322	AFUN2_003112
OG0008374	LOC129794520	AFUN2_004335
OG0008378	LOC129786626	AFUN2_007865
OG0008379	LOC129797355	AFUN2_012916
OG0008380	LOC129797821	AFUN2_010247
OG0008381	LOC129786006	AFUN2_013334
OG0008382	LOC129797820	AFUN2_010048
OG0008383	LOC129797709	AFUN2_010610
OG0008384	LOC129791219	AFUN2_007374
OG0008385	LOC129790268	AFUN2_005193
OG0008386	LOC129789828	AFUN2_011714
OG0008387	LOC129787780	AFUN2_007012
OG0008388	LOC129790986	AFUN2_014165
OG0008389	LOC129796395	AFUN2_007086
OG0008390	LOC129788799	AFUN2_010045
OG0008391	LOC129797484	AFUN2_014739
OG0008392	LOC129797427	AFUN2_005513
OG0008393	LOC129790990	AFUN2_011878
OG0008395	LOC129797166	AFUN2_010753
OG0008396	LOC129797171	AFUN2_009455
OG0008397	LOC129787450	AFUN2_011492
OG0008398	LOC129786719	AFUN2_003433
OG0008403	LOC129791045	AFUN2_011918
OG0008404	LOC129793250, LOC129793249	AFUN2_005240
OG0008405	LOC129790036	AFUN2_002409
OG0008406	LOC129785840	AFUN2_002736
OG0008407	LOC129786383	AFUN2_002190
OG0008409	LOC129793724	AFUN2_001715
OG0008410	LOC129795150	AFUN2_007331
OG0008412	LOC129786017	AFUN2_011610
OG0008413	LOC129786369	AFUN2_014796
OG0008414	LOC129791158	AFUN2_008218
OG0008415	LOC129791253	AFUN2_013765
