Orthogroup	LlongipalpisASM	AdirusWRAIR2
OG0008312	LOC129787318	ADIR005322
OG0008315	LOC129789255	ADIR015791
OG0008316	LOC129794013	ADIR009814
OG0008319	LOC129792496	ADIR000809
OG0008321	LOC129792680	ADIR011432
OG0008322	LOC129791315	ADIR000610
OG0008323	LOC129794171	ADIR003588
OG0008325	LOC129789757	ADIR006372
OG0008326	LOC129796014	ADIR005650
OG0008331	LOC129790201	ADIR005901
OG0008334	LOC129793243	ADIR008128
OG0008335	LOC129787843	ADIR008804
OG0008336	LOC129789787	ADIR008809
OG0008338	LOC129789166	ADIR005982
OG0008339	LOC129794594	ADIR002144
OG0008340	LOC129787245	ADIR010007
OG0008341	LOC129797353	ADIR010001
OG0008343	LOC129792530	ADIR007726
OG0008345	LOC129792779	ADIR004170
OG0008346	LOC129788795	ADIR007727
OG0008351	LOC129794919	ADIR009648
OG0008352	LOC129795517	ADIR009636
OG0008353	LOC129792546	ADIR003366
OG0008356	LOC129790421	ADIR015937
OG0008357	LOC129793694	ADIR007123
OG0008359	LOC129792455	ADIR004056
OG0008360	LOC129787624	ADIR010324
OG0008361	LOC129797720	ADIR010327
OG0008362	LOC129797659	ADIR010329
OG0008363	LOC129795524	ADIR000123
OG0008364	LOC129789098	ADIR010502
OG0008365	LOC129790250	ADIR006189
OG0008367	LOC129795497	ADIR005500
OG0008370	LOC129786981	ADIR005837
OG0008374	LOC129794520	ADIR001828
OG0008378	LOC129786626	ADIR009925
OG0008379	LOC129797355	ADIR005559
OG0008380	LOC129797821	ADIR008285
OG0008381	LOC129786006	ADIR005534
OG0008383	LOC129797709	ADIR000615
OG0008384	LOC129791219	ADIR000614
OG0008385	LOC129790268	ADIR011467
OG0008386	LOC129789828	ADIR000613
OG0008387	LOC129787780	ADIR004186
OG0008388	LOC129790986	ADIR005155
OG0008389	LOC129796395	ADIR009860
OG0008390	LOC129788799	ADIR003999
OG0008391	LOC129797484	ADIR006481
OG0008392	LOC129797427	ADIR004710
OG0008393	LOC129790990	ADIR004948
OG0008395	LOC129797166	ADIR002788
OG0008396	LOC129797171	ADIR002789
OG0008398	LOC129786719	ADIR001348
OG0008405	LOC129790036	ADIR005404
OG0008407	LOC129786383	ADIR010632
OG0008409	LOC129793724	ADIR000682
OG0008410	LOC129795150	ADIR003466
OG0008412	LOC129786017	ADIR003467
OG0008414	LOC129791158	ADIR004991
OG0008415	LOC129791253	ADIR002563
OG0008416	LOC129793450	ADIR009528
OG0008417	LOC129788885	ADIR009366
OG0008419	LOC129791754	ADIR008845
OG0008421	LOC129789472	ADIR006522
OG0008422	LOC129790156	ADIR008637
OG0008424	LOC129787962	ADIR003406
OG0008425	LOC129797270	ADIR002555
OG0008428	LOC129787272	ADIR014908
OG0008429	LOC129790170	ADIR009065
OG0008432	LOC129787020	ADIR005951
OG0008433	LOC129787623	ADIR005257
OG0008435	LOC129789373	ADIR001910
OG0008441	LOC129788814	ADIR001255
OG0008442	LOC129789921	ADIR000870
OG0008443	LOC129788815	ADIR001254
OG0008446	LOC129792236	ADIR006740
OG0008447	LOC129791714	ADIR002474
OG0008453	LOC129786323	ADIR003247
OG0008457	LOC129796067	ADIR003052
OG0008463	LOC129793660	ADIR008782
OG0008464	LOC129794294	ADIR008779
OG0008465	LOC129786168	ADIR004629
OG0008466	LOC129787767	ADIR006773
OG0008468	LOC129786630	ADIR014916
OG0008470	LOC129792149	ADIR000040
OG0008471	LOC129787908	ADIR006673
OG0008472	LOC129789639	ADIR009006
OG0008475	LOC129787490	ADIR007017
OG0008476	LOC129785886	ADIR007083
OG0008477	LOC129787716	ADIR007016
OG0008479	LOC129792991	ADIR003847
OG0008480	LOC129793864	ADIR004223
OG0008481	LOC129788674	ADIR004468
OG0008482	LOC129786469	ADIR004471
OG0008486	LOC129790782	ADIR006063
OG0008487	LOC129788012	ADIR016082
OG0008488	LOC129787970	ADIR007891
OG0008490	LOC129787404	ADIR010542
OG0008493	LOC129793127	ADIR007787
OG0008494	LOC129793355	ADIR005032
OG0008497	LOC129795762	ADIR010149
OG0008501	LOC129795978	ADIR001892
OG0008504	LOC129786537	ADIR014823
OG0008506	LOC129796461	ADIR010590
OG0008509	LOC129795700	ADIR010555
OG0008510	LOC129794493	ADIR010599
OG0008513	LOC129786339	ADIR002427
OG0008516	LOC129794300	ADIR004303
OG0008517	LOC129794166	ADIR003899
OG0008518	LOC129793121	ADIR008570
OG0008520	LOC129790471	ADIR006340
OG0008521	LOC129790468	ADIR011469
OG0008525	LOC129795936	ADIR003513
OG0008526	LOC129794636	ADIR003519
OG0008528	LOC129790225	ADIR003831
OG0008531	LOC129794612	ADIR000550
OG0008533	LOC129793214	ADIR003586
OG0008535	LOC129793537	ADIR003585
OG0008536	LOC129788628	ADIR010947
OG0008539	LOC129791938	ADIR010944
OG0008540	LOC129791880	ADIR001748
OG0008541	LOC129790295	ADIR004419
OG0008543	LOC129791825	ADIR004394
OG0008546	LOC129792024	ADIR003081
OG0008547	LOC129795891	ADIR001979
OG0008548	LOC129797219	ADIR009888
OG0008552	LOC129788146	ADIR000858
OG0008556	LOC129787201	ADIR005434
OG0008559	LOC129793565	ADIR003879
OG0008560	LOC129792287	ADIR003886
OG0008561	LOC129793563	ADIR003876
OG0008565	LOC129796304	ADIR002233
OG0008567	LOC129795757	ADIR009881
OG0008570	LOC129787860	ADIR009073
OG0008571	LOC129787163	ADIR005597
OG0008575	LOC129789917	ADIR004132
OG0008577	LOC129787539	ADIR011719
OG0008578	LOC129786569	ADIR004087
OG0008579	LOC129796961	ADIR004086
OG0008580	LOC129796976	ADIR004076
OG0008583	LOC129786527	ADIR009070
OG0008584	LOC129795355	ADIR002584
OG0008585	LOC129796276	ADIR004293
OG0008586	LOC129794153	ADIR004291
OG0008587	LOC129794188	ADIR004286
OG0008589	LOC129787845	ADIR002603
OG0008591	LOC129793760	ADIR006667
OG0008592	LOC129791608	ADIR006888
OG0008594	LOC129791061	ADIR010499
OG0008595	LOC129794141	ADIR001640
OG0008596	LOC129792703	ADIR007308
OG0008597	LOC129792114	ADIR007284
OG0008598	LOC129792940	ADIR001602
OG0008599	LOC129790297	ADIR006210
OG0008607	LOC129788836	ADIR011344
OG0008610	LOC129797105	ADIR002050
OG0008611	LOC129791124	ADIR011276
OG0008612	LOC129789530	ADIR008551
OG0008615	LOC129792055	ADIR008197
OG0008620	LOC129796296	ADIR004181
OG0008621	LOC129794256	ADIR007843
OG0008622	LOC129793679	ADIR009029
OG0008623	LOC129791968	ADIR009039
OG0008624	LOC129794872	ADIR009089
OG0008626	LOC129787396	ADIR005422
OG0008627	LOC129788003	ADIR002614
OG0008631	LOC129792273	ADIR003614
OG0008632	LOC129791402	ADIR011401
OG0008633	LOC129792335	ADIR004142
OG0008634	LOC129789785	ADIR000917
OG0008636	LOC129795104	ADIR005685
OG0008637	LOC129796770	ADIR005249
OG0008638	LOC129792759	ADIR015729
OG0008640	LOC129793265	ADIR008220
OG0008646	LOC129793754	ADIR005106
OG0008647	LOC129792953	ADIR003561
OG0008648	LOC129790327	ADIR005007
OG0008650	LOC129791888	ADIR011255
OG0008651	LOC129797728	ADIR004114
OG0008652	LOC129786543	ADIR009827
OG0008654	LOC129790568	ADIR005013
OG0008657	LOC129787055	ADIR008923
OG0008658	LOC129790077	ADIR002627
OG0008659	LOC129795234	ADIR007497
OG0008663	LOC129792861	ADIR007276
OG0008665	LOC129792773	ADIR006942
OG0008666	LOC129786524	ADIR006381
OG0008670	LOC129794290	ADIR015907
OG0008673	LOC129789076	ADIR003976
OG0008676	LOC129797005	ADIR003379
OG0008677	LOC129792844	ADIR008572
OG0008679	LOC129794237	ADIR007418
OG0008682	LOC129790019	ADIR000956
OG0008684	LOC129787081	ADIR006743
OG0008685	LOC129787298	ADIR003345
OG0008688	LOC129793149	ADIR009796
OG0008689	LOC129794162	ADIR009803
OG0008690	LOC129791682	ADIR009798
OG0008691	LOC129797101	ADIR001130
OG0008694	LOC129790766, LOC129796352	ADIR002512
OG0008696	LOC129786201	ADIR004450
OG0008699	LOC129789148	ADIR009386
OG0008700	LOC129786184	ADIR000495
OG0008701	LOC129786045	ADIR009517
OG0008702	LOC129786473	ADIR002762
OG0008703	LOC129794468	ADIR010108
OG0008705	LOC129786386	ADIR010566
OG0008707	LOC129794109	ADIR007724
OG0008709	LOC129792181	ADIR004138
OG0008712	LOC129797214	ADIR005575
OG0008714	LOC129795180	ADIR001840
OG0008719	LOC129796938	ADIR015711
OG0008723	LOC129790416	ADIR001484
OG0008726	LOC129794459	ADIR009752
OG0008727	LOC129797531	ADIR010352
OG0008729	LOC129786085	ADIR010707
OG0008731	LOC129789456	ADIR001382
OG0008732	LOC129790373	ADIR002982
OG0008733	LOC129791786	ADIR008773
OG0008735	LOC129790808	ADIR006215
OG0008737	LOC129788395	ADIR006096
OG0008739	LOC129792899	ADIR001606
OG0008740	LOC129792451	ADIR008689
OG0008741	LOC129789416, LOC129792060	ADIR001605
OG0008742	LOC129792380	ADIR008690
OG0008743	LOC129792448	ADIR008692
OG0008744	LOC129797472	ADIR005867
OG0008745	LOC129791910	ADIR006722
OG0008746	LOC129786169	ADIR005868
OG0008748	LOC129786059	ADIR001874
OG0008749	LOC129797498	ADIR001873
OG0008752	LOC129797767	ADIR003461
OG0008759	LOC129789827	ADIR005506
OG0008760	LOC129789978	ADIR005507
OG0008764	LOC129787626, LOC129795161	ADIR001233
OG0008765	LOC129790832	ADIR005197
OG0008766	LOC129788418	ADIR001334
OG0008767	LOC129795073	ADIR001500
OG0008768	LOC129792597	ADIR009259
OG0008769	LOC129794115	ADIR003772
OG0008770	LOC129792414	ADIR003774
OG0008773	LOC129787223	ADIR002388
OG0008774	LOC129788028	ADIR006501
OG0008777	LOC129787398	ADIR004967
OG0008778	LOC129787395	ADIR004966
OG0008779	LOC129789820	ADIR011158
OG0008780	LOC129787385	ADIR004968
OG0008781	LOC129793415	ADIR006948
OG0008783	LOC129794856	ADIR010774
OG0008785	LOC129792967	ADIR006876
OG0008786	LOC129792955	ADIR007841
OG0008787	LOC129792087	ADIR006873
OG0008789	LOC129792578	ADIR007665
OG0008791	LOC129797782	ADIR009940
OG0008793	LOC129795665	ADIR002910
OG0008794	LOC129788866	ADIR010189
OG0008795	LOC129788585	ADIR010192
OG0008797	LOC129789443	ADIR010191
OG0008798	LOC129789683	ADIR004779
OG0008799	LOC129790539	ADIR001300
OG0008800	LOC129788548	ADIR003942
OG0008801	LOC129797628	ADIR008633
OG0008803	LOC129795374	ADIR004406
OG0008804	LOC129792063	ADIR007971
OG0008806	LOC129787366	ADIR009053
OG0008807	LOC129787118	ADIR006494
OG0008808	LOC129794217	ADIR014346
OG0008811	LOC129787648	ADIR015957
OG0008816	LOC129793349	ADIR009205
OG0008818	LOC129792936	ADIR007404
OG0008821	LOC129787939	ADIR005457
OG0008822	LOC129786008	ADIR004960
OG0008823	LOC129785979	ADIR004958
OG0008824	LOC129796403	ADIR001377
OG0008825	LOC129787627	ADIR001376
OG0008826	LOC129789945	ADIR001745
OG0008827	LOC129797231	ADIR001788
OG0008829	LOC129789887	ADIR001744
OG0008831	LOC129790858	ADIR000520
OG0008833	LOC129796684	ADIR000522
OG0008836	LOC129797253	ADIR000996
OG0008837	LOC129792776	ADIR003375
OG0008838	LOC129792820	ADIR007596
OG0008839	LOC129789866	ADIR007575
OG0008841	LOC129794267	ADIR016118
OG0008842	LOC129794265	ADIR002172
OG0008843	LOC129794905	ADIR001898
OG0008846	LOC129794172	ADIR006162
OG0008847	LOC129797267	ADIR000994
OG0008850	LOC129793233	ADIR003176
OG0008855	LOC129789322	ADIR005513
OG0008861	LOC129793604	ADIR009155
OG0008862	LOC129791249	ADIR004782
OG0008864	LOC129790834	ADIR007356
OG0008865	LOC129791954	ADIR007041
OG0008867	LOC129793488	ADIR008420
OG0008868	LOC129789067	ADIR011022
OG0008869	LOC129791065	ADIR009271
OG0008871	LOC129786708, LOC129797037	ADIR009825
OG0008875	LOC129787766	ADIR003099
OG0008876	LOC129788685	ADIR001401
OG0008879	LOC129792449	ADIR008697
OG0008880	LOC129792403	ADIR015608
OG0008881	LOC129788824	ADIR001265
OG0008882	LOC129796144	ADIR002113
OG0008883	LOC129787317	ADIR003343
OG0008888	LOC129797698	ADIR008410
OG0008889	LOC129796896	ADIR004728
OG0008890	LOC129792700	ADIR015584
OG0008894	LOC129788441	ADIR000626
OG0008896	LOC129795857	ADIR002761
OG0008899	LOC129797061	ADIR003131
OG0008900	LOC129797774	ADIR015960
OG0008901	LOC129797055	ADIR003132
OG0008902	LOC129796265	ADIR001712
OG0008903	LOC129792842	ADIR008568
OG0008905	LOC129790086	ADIR009529
OG0008906	LOC129791411	ADIR011351
OG0008909	LOC129792053	ADIR004201
OG0008910	LOC129793946	ADIR004202
OG0008911	LOC129793849	ADIR007355
OG0008913	LOC129786656	ADIR000896
OG0008919	LOC129795932	ADIR009634
OG0008922	LOC129788724	ADIR004864
OG0008923	LOC129797124	ADIR004496
OG0008924	LOC129787067	ADIR007991
OG0008925	LOC129795586	ADIR004525
OG0008926	LOC129797488	ADIR005251
OG0008929	LOC129789880	ADIR001077
OG0008931	LOC129796946	ADIR006453
OG0008932	LOC129796942	ADIR006452
OG0008933	LOC129786173	ADIR010390
OG0008936	LOC129787994	ADIR003299
OG0008937	LOC129792938	ADIR007347
OG0008938	LOC129785958	ADIR008423
OG0008940	LOC129789159	ADIR005932
OG0008942	LOC129791548	ADIR015899
OG0008943	LOC129788148	ADIR009265
OG0008945	LOC129786275	ADIR014702
OG0008946	LOC129792743	ADIR007642
OG0008947	LOC129794043	ADIR015910
OG0008948	LOC129787487	ADIR000864
OG0008949	LOC129794167	ADIR004217
OG0008954	LOC129797387	ADIR006596
OG0008956	LOC129794846	ADIR000398
OG0008958	LOC129793589	ADIR016130
OG0008961	LOC129791893	ADIR015852
OG0008963	LOC129793474	ADIR001773
OG0008964	LOC129788018	ADIR002911
OG0008966	LOC129786235	ADIR015693
OG0008968	LOC129788612	ADIR006338
OG0008969	LOC129795329	ADIR004401
OG0008970	LOC129786790	ADIR004402
OG0008971	LOC129790358	ADIR004066
OG0008972	LOC129790347	ADIR005788
OG0008975	LOC129796945	ADIR003693
OG0008976	LOC129789517	ADIR011666
OG0008977	LOC129793598	ADIR007220
OG0008978	LOC129787222	ADIR002385
OG0008981	LOC129789096	ADIR001908
OG0008984	LOC129790555	ADIR005098
OG0008985	LOC129795196	ADIR006234
OG0008991	LOC129792473	ADIR003855
OG0008992	LOC129797224	ADIR010235
OG0008993	LOC129790810	ADIR005963
OG0008994	LOC129786224	ADIR008899
OG0008996	LOC129797793	ADIR010686
OG0008998	LOC129786103	ADIR002802
OG0008999	LOC129791009	ADIR006137
OG0009000	LOC129795413	ADIR008516
OG0009001	LOC129792265	ADIR011238
OG0009007	LOC129791298	ADIR009361
OG0009008	LOC129786561	ADIR004085
OG0009014	LOC129793941	ADIR004203
OG0009015	LOC129797197	ADIR003090
OG0009016	LOC129794967	ADIR010141
OG0009018	LOC129785824	ADIR010568
OG0009020	LOC129792220	ADIR009333
OG0009023	LOC129797864	ADIR005407
OG0009024	LOC129795397	ADIR010159
OG0009025	LOC129791575	ADIR007391
OG0009026	LOC129785989	ADIR011620
OG0009027	LOC129790667	ADIR001475
OG0009028	LOC129790064	ADIR009017
OG0009029	LOC129796957	ADIR015514
OG0009031	LOC129786851	ADIR003289
OG0009032	LOC129794855	ADIR004373
OG0009036	LOC129792676	ADIR008170
OG0009038	LOC129793882	ADIR011181
OG0009041	LOC129796823	ADIR005807
OG0009042	LOC129793875	ADIR008587
OG0009043	LOC129789944	ADIR014500
OG0009044	LOC129789762	ADIR004031
OG0009045	LOC129794159	ADIR004311
OG0009046	LOC129796682	ADIR009471
OG0009048	LOC129794071	ADIR015881
OG0009049	LOC129787736	ADIR005786
OG0009050	LOC129790914	ADIR002565
OG0009051	LOC129791413	ADIR003386
OG0009052	LOC129794896	ADIR010619
OG0009053	LOC129788974	ADIR006838
OG0009056	LOC129786971	ADIR005490
OG0009057	LOC129794879	ADIR004874
OG0009058	LOC129789808	ADIR000823
OG0009059	LOC129791633	ADIR008685
OG0009060	LOC129792418	ADIR015830
OG0009061	LOC129789780	ADIR001423
OG0009062	LOC129795392	ADIR009463
OG0009064	LOC129793101	ADIR007668
OG0009065	LOC129789404	ADIR001239
OG0009066	LOC129786176	ADIR015598
OG0009073	LOC129788372	ADIR001402
OG0009074	LOC129790612	ADIR001360
OG0009076	LOC129797797	ADIR002183
OG0009077	LOC129795802	ADIR009545
OG0009080	LOC129796865	ADIR010603
OG0009082	LOC129786872	ADIR004524
OG0009084	LOC129789526	ADIR001096
OG0009087	LOC129792296	ADIR008180
OG0009090	LOC129792994	ADIR004491
OG0009092	LOC129786792	ADIR003216
OG0009093	LOC129792457	ADIR015905
OG0009095	LOC129786007	ADIR006486
OG0009098	LOC129795848	ADIR003114
OG0009103	LOC129792850	ADIR010609
OG0009104	LOC129790857	ADIR005191
OG0009109	LOC129792887	ADIR002376
OG0009111	LOC129793580	ADIR009924
OG0009112	LOC129789673	ADIR004035
OG0009114	LOC129796467	ADIR007653
OG0009119	LOC129787267	ADIR004550
OG0009123	LOC129797529	ADIR011380
OG0009124	LOC129790443	ADIR011149
OG0009125	LOC129791300	ADIR004872
OG0009128	LOC129787494	ADIR009916
OG0009130	LOC129790557	ADIR005100
OG0009134	LOC129786753	ADIR003221
OG0009135	LOC129791708	ADIR007705
OG0009136	LOC129789914	ADIR001145
OG0009137	LOC129785878	ADIR001227
OG0009141	LOC129786118	ADIR003447
OG0009144	LOC129793097	ADIR007509
OG0009145	LOC129787485	ADIR004596
OG0009146	LOC129787076	ADIR015777
OG0009148	LOC129787711	ADIR010360
OG0009150	LOC129790927	ADIR001469
OG0009153	LOC129795656	ADIR011072
OG0009154	LOC129790941	ADIR003878
OG0009155	LOC129795835	ADIR005705
OG0009156	LOC129790030	ADIR001113
OG0009158	LOC129797667	ADIR004633
OG0009159	LOC129786204	ADIR005024
OG0009160	LOC129786272	ADIR002960
OG0009164	LOC129795537	ADIR000233
OG0009165	LOC129788867	ADIR001394
OG0009169	LOC129786754	ADIR006685
OG0009172	LOC129797094	ADIR005391
OG0009174	LOC129793860	ADIR007251
OG0009176	LOC129792471	ADIR007636
OG0009178	LOC129794308	ADIR001695
OG0009180	LOC129794139	ADIR004300
OG0009182	LOC129792393	ADIR007652
OG0009184	LOC129794051	ADIR003734
OG0009185	LOC129795863	ADIR002806
OG0009186	LOC129789789	ADIR010190
OG0009187	LOC129791246	ADIR007647
OG0009190	LOC129791198	ADIR006095
OG0009191	LOC129793462	ADIR004224
OG0009194	LOC129787258	ADIR006047
OG0009197	LOC129792359	ADIR007637
OG0009199	LOC129791924	ADIR007114
OG0009209	LOC129793021	ADIR004272
OG0009213	LOC129791322	ADIR002579
OG0009216	LOC129791407	ADIR000632
OG0009217	LOC129788788	ADIR001436
OG0009222	LOC129790126	ADIR001535
OG0009223	LOC129787762	ADIR005450
OG0009224	LOC129787577	ADIR009929
OG0009238	LOC129792355	ADIR000312
OG0009239	LOC129788155	ADIR004097
OG0009240	LOC129788199	ADIR005304
OG0009242	LOC129792274	ADIR003612
OG0009247	LOC129796773	ADIR009913
OG0009252	LOC129795654	ADIR002335
OG0009255	LOC129796418	ADIR009585
OG0009257	LOC129787429	ADIR008342
OG0009259	LOC129797818	ADIR008283
OG0009260	LOC129791933	ADIR009300
OG0009261	LOC129797819	ADIR008284
OG0009262	LOC129789289	ADIR004611
OG0009263	LOC129792216	ADIR008642
OG0009264	LOC129792943	ADIR004549
OG0009265	LOC129790252	ADIR009066
OG0009267	LOC129788554	ADIR001454
OG0009269	LOC129792065	ADIR001604
OG0009271	LOC129789351	ADIR008432
OG0009272	LOC129791425	ADIR010475
OG0009273	LOC129793295	ADIR003766
OG0009274	LOC129794130	ADIR011720
OG0009275	LOC129796238	ADIR008359
OG0009278	LOC129795297	ADIR002047
OG0009279	LOC129792432	ADIR010361
OG0009282	LOC129787262	ADIR001128
OG0009286	LOC129794047	ADIR008234
OG0009287	LOC129786186	ADIR003148
OG0009288	LOC129797263	ADIR000995
OG0009290	LOC129786840	ADIR003310
OG0009291	LOC129790567	ADIR003354
OG0009292	LOC129790589	ADIR010402
OG0009293	LOC129792963	ADIR003635
OG0009294	LOC129788819	ADIR000596
OG0009295	LOC129796468	ADIR001732
OG0009297	LOC129790032	ADIR007645
OG0009300	LOC129791351	ADIR005020
OG0009301	LOC129789011	ADIR011404
OG0009302	LOC129792660	ADIR008057
OG0009305	LOC129789155	ADIR006135
OG0009306	LOC129791043	ADIR002493
OG0009308	LOC129796972	ADIR004075
OG0009309	LOC129794223	ADIR007226
OG0009311	LOC129786094	ADIR003330
OG0009313	LOC129794269	ADIR000897
OG0009314	LOC129794156	ADIR003747
OG0009315	LOC129795268	ADIR010222
OG0009316	LOC129786384	ADIR008479
OG0009317	LOC129792813	ADIR001564
OG0009319	LOC129793494	ADIR008670
OG0009320	LOC129787477	ADIR006551
OG0009323	LOC129794307	ADIR007885
OG0009325	LOC129787946	ADIR004474
OG0009326	LOC129792627	ADIR007095
OG0009328	LOC129793497	ADIR008422
OG0009334	LOC129792322	ADIR004636
OG0009336	LOC129787817	ADIR010209
OG0009337	LOC129789468	ADIR005202
OG0009343	LOC129792147	ADIR015493
OG0009355	LOC129789181	ADIR001336
OG0009362	LOC129794324, LOC129794283, LOC129796933	ADIR011702
OG0009364	LOC129791281, LOC129791415	ADIR015618
OG0009388	LOC129796947	ADIR010611
OG0009391	LOC129785889	ADIR010124
OG0009392	LOC129796969	ADIR005656
OG0009393	LOC129786787	ADIR000089
OG0009395	LOC129788055	ADIR005044
OG0009400	LOC129793315	ADIR010181
OG0009406	LOC129790382	ADIR002147
OG0009409	LOC129790925	ADIR000947
OG0009412	LOC129790754	ADIR014498
OG0009413	LOC129790715	ADIR005952
OG0009415	LOC129789671	ADIR015880
OG0009417	LOC129794478	ADIR001811
OG0009421	LOC129787787	ADIR002999
OG0009423	LOC129787806	ADIR002998
OG0009435	LOC129791962	ADIR007148
OG0009438	LOC129787618	ADIR010625
OG0009445	LOC129792726	ADIR003883
OG0009456	LOC129786712	ADIR003505
OG0009458	LOC129789444	ADIR005967
OG0009463	LOC129786969	ADIR010467
OG0009470	LOC129786149	ADIR008427
OG0009472	LOC129792640	ADIR016137
OG0009474	LOC129792346	ADIR011336
OG0009485	LOC129793027	ADIR004487
OG0009490	LOC129794773	ADIR010818
OG0009504	LOC129786349	ADIR014791
OG0009507	LOC129792843	ADIR008510
OG0009511	LOC129787709	ADIR015982
OG0009515	LOC129790237	ADIR009067
OG0009517	LOC129787949	ADIR010364
OG0009520	LOC129793859	ADIR004281
OG0009524	LOC129789132	ADIR014509
OG0009526	LOC129787826	ADIR002988
OG0009528	LOC129793257	ADIR007777
OG0009533	LOC129786502	ADIR011547
OG0009541	LOC129792049	ADIR011256
OG0009544	LOC129797392	ADIR015782
OG0009545	LOC129795686	ADIR016171
OG0009546	LOC129795883	ADIR002808
OG0009551	LOC129792653	ADIR009819
OG0009572	LOC129792459	ADIR004055
OG0009577	LOC129793352	ADIR006483
OG0009579	LOC129789734	ADIR005801
OG0009589	LOC129785847	ADIR006482
OG0009607	LOC129786338	ADIR003251
