Orthogroup	LlongipalpisASM	AgambiaePEST
OG0007498	LOC129792598	AGAP005599
OG0007499	LOC129791466	AGAP006625
OG0007500	LOC129787550	AGAP004363
OG0007503	LOC129788703	AGAP002828
OG0007504	LOC129795505	AGAP010872
OG0007505	LOC129795041	AGAP028121
OG0007506	LOC129794338	AGAP011027
OG0007507	LOC129793827	AGAP006452
OG0007508	LOC129789306	AGAP009008
OG0007509	LOC129787451	AGAP002663
OG0007510	LOC129790526	AGAP009180
OG0007511	LOC129788934	AGAP000273
OG0007512	LOC129795538	AGAP008842
OG0007513	LOC129791822	AGAP007725
OG0007514	LOC129791941	AGAP005532
OG0007515	LOC129788088	AGAP004090
OG0007516	LOC129792605	AGAP007367
OG0007517	LOC129788423	AGAP002080
OG0007518	LOC129795490	AGAP029600
OG0007519	LOC129795439	AGAP008047
OG0007520	LOC129796052	AGAP004798
OG0007521	LOC129788676	AGAP028591
OG0007522	LOC129794229	AGAP005448
OG0007523	LOC129790674	AGAP000043
OG0007524	LOC129791781	AGAP004866
OG0007525	LOC129792228	AGAP005376
OG0007527	LOC129787964	AGAP007760
OG0007528	LOC129793542	AGAP005507
OG0007529	LOC129787814	AGAP004154
OG0007530	LOC129792075	AGAP006528
OG0007531	LOC129797537	AGAP003303
OG0007532	LOC129788206	AGAP004108
OG0007533	LOC129789638	AGAP000589
OG0007534	LOC129787811	AGAP004144
OG0007536	LOC129791667	AGAP005778
OG0007537	LOC129791913	AGAP006764
OG0007538	LOC129790051	AGAP009518
OG0007539	LOC129790143	AGAP000309
OG0007541	LOC129785830	AGAP029532
OG0007543	LOC129793161	AGAP006038
OG0007544	LOC129787628	AGAP003183
OG0007545	LOC129786374	AGAP029796
OG0007546	LOC129795997	AGAP012190
OG0007547	LOC129791220	AGAP028194
OG0007548	LOC129790363	AGAP000943
OG0007549	LOC129795435	AGAP029609
OG0007550	LOC129794119	AGAP008817
OG0007551	LOC129794056	AGAP009167
OG0007552	LOC129786853	AGAP003159
OG0007553	LOC129790668	AGAP002830
OG0007554	LOC129791004	AGAP009645
OG0007555	LOC129788383	AGAP008488
OG0007556	LOC129791465	AGAP008324
OG0007557	LOC129794828	AGAP012023
OG0007558	LOC129791624	AGAP009282
OG0007559	LOC129796922	AGAP010875
OG0007560	LOC129796536	AGAP010432
OG0007561	LOC129791705	AGAP006266
OG0007562	LOC129796308	AGAP029616
OG0007563	LOC129788053	AGAP008995
OG0007564	LOC129787797	AGAP004653
OG0007565	LOC129792095	AGAP004888
OG0007566	LOC129791078	AGAP000467
OG0007567	LOC129791125	AGAP008115
OG0007568	LOC129792138	AGAP005226
OG0007569	LOC129794110	AGAP007868
OG0007570	LOC129785939	AGAP005533
OG0007571	LOC129797163	AGAP003269
OG0007572	LOC129794082	AGAP001287
OG0007573	LOC129787541	AGAP004623
OG0007574	LOC129791776	AGAP005471
OG0007576	LOC129791784	AGAP029656
OG0007577	LOC129790122	AGAP011620
OG0007578	LOC129787025	AGAP004284
OG0007579	LOC129797860	AGAP003312
OG0007580	LOC129792893	AGAP010160
OG0007581	LOC129793755	AGAP007682
OG0007582	LOC129793624, LOC129790709	AGAP028648
OG0007583	LOC129795484	AGAP012369
OG0007584	LOC129797475	AGAP013007
OG0007585	LOC129796607	AGAP001710
OG0007586	LOC129796993	AGAP001337
OG0007587	LOC129791606	AGAP005356
OG0007588	LOC129787652	AGAP000617
OG0007589	LOC129789875	AGAP000249
OG0007590	LOC129797432	AGAP029243
OG0007591	LOC129787858	AGAP004664
OG0007592	LOC129787540	AGAP010876
OG0007593	LOC129797265	AGAP002333
OG0007594	LOC129787409	AGAP003498
OG0007595	LOC129790544	AGAP009775
OG0007597	LOC129790378	AGAP002931
OG0007598	LOC129791449	AGAP007835
OG0007599	LOC129787440	AGAP002367
OG0007600	LOC129792836	AGAP005622
OG0007601	LOC129795811	AGAP005953
OG0007602	LOC129786009	AGAP002775
OG0007603	LOC129792050	AGAP006073
OG0007604	LOC129796109	AGAP012174
OG0007605	LOC129796254	AGAP011119
OG0007606	LOC129793469	AGAP003797
OG0007607	LOC129793993	AGAP006022
OG0007608	LOC129795491	AGAP010080
OG0007610	LOC129789283	AGAP000635
OG0007611	LOC129796651	AGAP000533
OG0007612	LOC129797515	AGAP029190
OG0007613	LOC129792338	AGAP005101
OG0007614	LOC129791182	AGAP001035
OG0007615	LOC129785890	AGAP003311
OG0007616	LOC129793737	AGAP007212
OG0007617	LOC129788727	AGAP000445
OG0007618	LOC129786234	AGAP003091
OG0007619	LOC129794206	AGAP005019
OG0007620	LOC129787497	AGAP005175
OG0007621	LOC129793302	AGAP005617
OG0007622	LOC129791704	AGAP006265
OG0007623	LOC129788945	AGAP007999
OG0007624	LOC129791978	AGAP005585
OG0007625	LOC129790598	AGAP000219
OG0007626	LOC129787077	AGAP013384
OG0007627	LOC129793475	AGAP006083
OG0007628	LOC129794626	AGAP012404
OG0007630	LOC129790072	AGAP009315
OG0007631	LOC129792579	AGAP000955
OG0007632	LOC129797153	AGAP004476
OG0007633	LOC129794279	AGAP005995
OG0007634	LOC129792483	AGAP005546
OG0007635	LOC129792246	AGAP005153
OG0007636	LOC129797866	AGAP003887
OG0007637	LOC129796586	AGAP012256
OG0007638	LOC129791819	AGAP005115
OG0007639	LOC129790271	AGAP000011
OG0007640	LOC129793169	AGAP002736
OG0007641	LOC129789302	AGAP008939
OG0007642	LOC129792480	AGAP006932
OG0007643	LOC129788933	AGAP000727
OG0007644	LOC129791572	AGAP007126
OG0007645	LOC129786540	AGAP004553
OG0007646	LOC129791774	AGAP005122
OG0007648	LOC129790908	AGAP000688
OG0007649	LOC129788734	AGAP000737
OG0007650	LOC129797247	AGAP002992
OG0007651	LOC129788385	AGAP009827
OG0007652	LOC129793382	AGAP006805
OG0007653	LOC129794729	AGAP028628
OG0007654	LOC129794157	AGAP007872
OG0007655	LOC129787748	AGAP013292
OG0007656	LOC129788718	AGAP001985
OG0007657	LOC129786030	AGAP006031
OG0007658	LOC129792796	AGAP007010
OG0007660	LOC129797469	AGAP002441
OG0007661	LOC129794277	AGAP005727
OG0007663	LOC129796935	AGAP003038
OG0007664	LOC129797212	AGAP013079
OG0007665	LOC129786013	AGAP002391
OG0007666	LOC129790659	AGAP009487
OG0007668	LOC129792819	AGAP006245
OG0007669	LOC129786418	AGAP000143
OG0007670	LOC129787882	AGAP013001
OG0007671	LOC129791867	AGAP004419
OG0007672	LOC129794569	AGAP012739, AGAP004219
OG0007674	LOC129794074	AGAP000395
OG0007675	LOC129789485	AGAP008798
OG0007676	LOC129789100	AGAP006104
OG0007677	LOC129792930	AGAP005874
OG0007678	LOC129792494	AGAP005328
OG0007679	LOC129787121	AGAP010687
OG0007680	LOC129790465	AGAP000863
OG0007681	LOC129791234	AGAP000247
OG0007682	LOC129789399	AGAP008153
OG0007683	LOC129793501	AGAP004828
OG0007684	LOC129795303	AGAP011038
OG0007685	LOC129787892	AGAP000121
OG0007686	LOC129785831	AGAP009034
OG0007688	LOC129791567	AGAP007307
OG0007689	LOC129786400	AGAP002529
OG0007690	LOC129793130	AGAP005832
OG0007691	LOC129788759	AGAP000544
OG0007692	LOC129787891	AGAP000977
OG0007693	LOC129790046	AGAP009925
OG0007694	LOC129794244	AGAP008080
OG0007695	LOC129791842	AGAP028642
OG0007696	LOC129795455	AGAP012161
OG0007697	LOC129793795	AGAP000062
OG0007698	LOC129788732	AGAP009291
OG0007699	LOC129797426	AGAP004367
OG0007700	LOC129796701	AGAP012365
OG0007701	LOC129786989	AGAP000760
OG0007702	LOC129795285	AGAP011640
OG0007703	LOC129794286	AGAP007280
OG0007704	LOC129794341	AGAP006605
OG0007705	LOC129789353	AGAP011568
OG0007706	LOC129797785	AGAP003112
OG0007707	LOC129786402	AGAP001209
OG0007708	LOC129796525	AGAP011331
OG0007709	LOC129785849	AGAP006394
OG0007710	LOC129786514	AGAP001491
OG0007711	LOC129789660	AGAP008673
OG0007712	LOC129787006	AGAP007573
OG0007713	LOC129796354	AGAP010519
OG0007714	LOC129791286	AGAP002168
OG0007715	LOC129787079	AGAP002051
OG0007716	LOC129792570	AGAP011590
OG0007717	LOC129786613	AGAP009570
OG0007719	LOC129793952	AGAP006817
OG0007720	LOC129793363	AGAP006941
OG0007721	LOC129791595	AGAP007125
OG0007722	LOC129788950	AGAP009975
OG0007723	LOC129792553	AGAP006165
OG0007724	LOC129795449	AGAP029760
OG0007725	LOC129790129	AGAP009450
OG0007726	LOC129790619	AGAP000039
OG0007727	LOC129788428	AGAP002002
OG0007728	LOC129788070	AGAP008634
OG0007729	LOC129797721	AGAP003814
OG0007730	LOC129787526	AGAP004112
OG0007731	LOC129791326	AGAP013772
OG0007732	LOC129790729	AGAP007985
OG0007733	LOC129792629	AGAP005070
OG0007734	LOC129793269	AGAP006699
OG0007735	LOC129789592	AGAP010282
OG0007736	LOC129797424	AGAP001979
OG0007737	LOC129795463	AGAP011731
OG0007738	LOC129786081	AGAP012246
OG0007739	LOC129796044	AGAP010597
OG0007740	LOC129787032	AGAP004288
OG0007741	LOC129797736	AGAP001711
OG0007742	LOC129790092	AGAP000893
OG0007743	LOC129790706	AGAP000412
OG0007744	LOC129795459	AGAP010436
OG0007745	LOC129794683	AGAP028496
OG0007748	LOC129786479	AGAP000886
OG0007750	LOC129787521	AGAP002456
OG0007751	LOC129796778	AGAP001118
OG0007752	LOC129792718	AGAP000957
OG0007753	LOC129790704	AGAP000313
OG0007754	LOC129793448	AGAP029905
OG0007755	LOC129790502	AGAP005427
OG0007757	LOC129789829	AGAP000090
OG0007758	LOC129786891	AGAP001348
OG0007760	LOC129792375	AGAP007683
OG0007761	LOC129794060	AGAP007545
OG0007762	LOC129796351	AGAP004178
OG0007763	LOC129792371	AGAP007530
OG0007764	LOC129786215	AGAP003645
OG0007765	LOC129795447	AGAP012219
OG0007766	LOC129789661	AGAP000388
OG0007767	LOC129786621	AGAP001747
OG0007768	LOC129788438	AGAP009234
OG0007770	LOC129787614	AGAP001442
OG0007771	LOC129789143	AGAP000975
OG0007772	LOC129788677	AGAP000358
OG0007773	LOC129791455	AGAP029047
OG0007774	LOC129791438	AGAP003396
OG0007775	LOC129795085	AGAP010783
OG0007778	LOC129788639	AGAP002234
OG0007781	LOC129797683	AGAP003515
OG0007784	LOC129785836	AGAP013476
OG0007785	LOC129794638	AGAP012883, AGAP004271
OG0007787	LOC129797373	AGAP004790, AGAP004788
OG0007796	LOC129793773	AGAP003558
OG0007802	LOC129789261, LOC129789693	AGAP011915
OG0007813	LOC129792057, LOC129792054	AGAP007292, AGAP012677, AGAP007291, AGAP007293
OG0007838	LOC129787581	AGAP002923
OG0007839	LOC129797335	AGAP002918
OG0007840	LOC129797750	AGAP002742
OG0007842	LOC129787916	AGAP003154
OG0007843	LOC129796800	AGAP002744
OG0007846	LOC129788876	AGAP004080
OG0007848	LOC129786394	AGAP002477
OG0007849	LOC129796504	AGAP006071
OG0007852	LOC129786373	AGAP010488
OG0007853	LOC129795324	AGAP004710
OG0007855	LOC129786789	AGAP028621
OG0007856	LOC129792478	AGAP004845
OG0007857	LOC129787007, LOC129787013	AGAP004847
OG0007858	LOC129792479	AGAP004846
OG0007860	LOC129796634	AGAP010348, AGAP012593
OG0007862	LOC129797099	AGAP012134
OG0007863	LOC129795864	AGAP010349
OG0007864	LOC129792178	AGAP005674
OG0007866	LOC129795725	AGAP012136
OG0007867	LOC129789919	AGAP008014
OG0007868	LOC129793144	AGAP006575
OG0007875	LOC129795084	AGAP011035
OG0007877	LOC129795301	AGAP011037
OG0007878	LOC129796900	AGAP002087
OG0007879	LOC129795703	AGAP003553
OG0007881	LOC129795179	AGAP002713
OG0007882	LOC129796339	AGAP003205
OG0007884	LOC129795460	AGAP028523
OG0007887	LOC129795721	AGAP010460
OG0007888	LOC129785951	AGAP001604
OG0007889	LOC129792222	AGAP005559
OG0007890	LOC129796301	AGAP001763
OG0007891	LOC129794805	AGAP012409
OG0007892	LOC129793883	AGAP012389
OG0007893	LOC129795200	AGAP012392
OG0007894	LOC129790670	AGAP007914
OG0007895	LOC129789973	AGAP007936
OG0007896	LOC129789401	AGAP007875
OG0007897	LOC129797771	AGAP007339
OG0007901	LOC129796222	AGAP010397
OG0007902	LOC129796255	AGAP003919
OG0007903	LOC129794576	AGAP010784
OG0007904	LOC129794587	AGAP010926
OG0007906	LOC129788035	AGAP029323
OG0007907	LOC129787688	AGAP010789
OG0007908	LOC129796884	AGAP028143
OG0007909	LOC129792957	AGAP010574
OG0007910	LOC129796700	AGAP011583
OG0007911	LOC129787854	AGAP004283
OG0007914	LOC129796572	AGAP004170
OG0007915	LOC129787796	AGAP004162
OG0007916	LOC129793637	AGAP004166
OG0007917	LOC129791902	AGAP002671
OG0007918	LOC129787804	AGAP004163
OG0007919	LOC129791775	AGAP000941
OG0007920	LOC129790346	AGAP005177
OG0007923	LOC129797704	AGAP002491
OG0007924	LOC129786012	AGAP008338
OG0007925	LOC129790353	AGAP009842
OG0007926	LOC129795551	AGAP009617
OG0007930	LOC129794633	AGAP012645
OG0007931	LOC129790069	AGAP009071
OG0007932	LOC129787057	AGAP009072
OG0007934	LOC129788447	AGAP009695
OG0007935	LOC129790972	AGAP000093
OG0007936	LOC129788410	AGAP009699
OG0007937	LOC129795417	AGAP005604
OG0007938	LOC129791773	AGAP005120
OG0007939	LOC129794140	AGAP001290
OG0007941	LOC129794851	AGAP013277
OG0007942	LOC129786119	AGAP001301
OG0007944	LOC129793339	AGAP006990
OG0007945	LOC129793301	AGAP005136
OG0007946	LOC129792182	AGAP007242
OG0007947	LOC129791641	AGAP007246
OG0007949	LOC129793240	AGAP007522
OG0007950	LOC129786959	AGAP007397
OG0007952	LOC129790056	AGAP000456
OG0007954	LOC129788537	AGAP029467
OG0007955	LOC129788420	AGAP008884
OG0007957	LOC129791969	AGAP011565
OG0007958	LOC129795108	AGAP011563
OG0007959	LOC129793947	AGAP007614
OG0007960	LOC129794089	AGAP007595
OG0007961	LOC129792503	AGAP007603
OG0007963	LOC129787498	AGAP002836
OG0007964	LOC129790174	AGAP012684
OG0007965	LOC129793905	AGAP011178
OG0007966	LOC129787574	AGAP007889
OG0007968	LOC129793606	AGAP007825
OG0007971	LOC129789162	AGAP008253
OG0007973	LOC129791697	AGAP005776
OG0007974	LOC129790805	AGAP005049
OG0007975	LOC129793733	AGAP007068
OG0007976	LOC129791687	AGAP005775
OG0007977	LOC129790451	AGAP008399
OG0007978	LOC129790463	AGAP008406
OG0007980	LOC129791362	AGAP007991
OG0007982	LOC129788454	AGAP010213
OG0007983	LOC129791420	AGAP009138
OG0007985	LOC129789182	AGAP009155
OG0007986	LOC129794640	AGAP011517
OG0007987	LOC129789102	AGAP005363
OG0007988	LOC129792876	AGAP007177
OG0007990	LOC129792985	AGAP006953
OG0007992	LOC129788842	AGAP008036
OG0007995	LOC129788891	AGAP008043
OG0007997	LOC129792657	AGAP005651
OG0007998	LOC129797344	AGAP003145
OG0007999	LOC129796054	AGAP002805
OG0008000	LOC129794787	AGAP002808
OG0008002	LOC129797062	AGAP002812
OG0008003	LOC129790723	AGAP003143
OG0008004	LOC129797315	AGAP002819
OG0008005	LOC129797787	AGAP004370
OG0008007	LOC129787643	AGAP000671
OG0008009	LOC129794792	AGAP008491
OG0008011	LOC129789446	AGAP008493
OG0008012	LOC129790387	AGAP006964
OG0008015	LOC129791590	AGAP006438
OG0008018	LOC129796405	AGAP010729
OG0008019	LOC129797376	AGAP010935
OG0008020	LOC129787803	AGAP011824
OG0008021	LOC129797357	AGAP028538
OG0008023	LOC129793920	AGAP000057
OG0008024	LOC129787950	AGAP000051
OG0008025	LOC129794142	AGAP007144
OG0008026	LOC129797159	AGAP009667
OG0008028	LOC129788044	AGAP002470
OG0008031	LOC129790938	AGAP000790
OG0008034	LOC129788955	AGAP004078
OG0008035	LOC129789843	AGAP004545
OG0008036	LOC129797737	AGAP001622
OG0008037	LOC129795075	AGAP010465
OG0008052	LOC129797366	AGAP002609
OG0008053	LOC129797664	AGAP002608
OG0008054	LOC129787788	AGAP004411
OG0008055	LOC129797539	AGAP002607
OG0008056	LOC129787798	AGAP002398
OG0008058	LOC129796978	AGAP029452
OG0008060	LOC129796462	AGAP012101
OG0008062	LOC129790256	AGAP001677
OG0008063	LOC129787899	AGAP013279
OG0008064	LOC129797139	AGAP000439
OG0008065	LOC129789421	AGAP000911
OG0008066	LOC129788763	AGAP000444
OG0008067	LOC129794606	AGAP003369
OG0008070	LOC129789681	AGAP005375
OG0008071	LOC129788345	AGAP000233
OG0008073	LOC129794000	AGAP005735
OG0008074	LOC129791556	AGAP007133
OG0008077	LOC129791725	AGAP006261
OG0008078	LOC129796174	AGAP012029
OG0008080	LOC129786468	AGAP005282
OG0008084	LOC129788001	AGAP005271
OG0008086	LOC129790935	AGAP010385
OG0008088	LOC129796243	AGAP011310
OG0008090	LOC129791304	AGAP008141
OG0008091	LOC129789484	AGAP008163
OG0008094	LOC129796517	AGAP011753
OG0008096	LOC129795727	AGAP012207
OG0008098	LOC129786871	AGAP001620
OG0008099	LOC129796546	AGAP010389
OG0008100	LOC129795939	AGAP011721
OG0008101	LOC129793390	AGAP005878
OG0008104	LOC129797566	AGAP000340
OG0008106	LOC129785871	AGAP003051
OG0008107	LOC129793627	AGAP009902
OG0008108	LOC129788507	AGAP029875
OG0008109	LOC129792303	AGAP006704
OG0008110	LOC129790884	AGAP004487
OG0008111	LOC129787881	AGAP012974
OG0008112	LOC129787941	AGAP004361
OG0008114	LOC129788811	AGAP000271
OG0008115	LOC129790076	AGAP000261
OG0008119	LOC129796117	AGAP004457
OG0008120	LOC129792167	AGAP001684
OG0008121	LOC129790139	AGAP001681
OG0008122	LOC129787470	AGAP002385
OG0008123	LOC129790393	AGAP001682
OG0008124	LOC129786627	AGAP002389
OG0008125	LOC129792655	AGAP002619
OG0008126	LOC129790809	AGAP003538
OG0008127	LOC129792751	AGAP004441
OG0008130	LOC129797078	AGAP029720
OG0008131	LOC129786368	AGAP005390
OG0008133	LOC129796799	AGAP002974
OG0008134	LOC129794530	AGAP013509
OG0008136	LOC129796974	AGAP002967
OG0008137	LOC129787112	AGAP003779
OG0008138	LOC129788596	AGAP008619
OG0008139	LOC129789881	AGAP001076
OG0008140	LOC129788742	AGAP010685
OG0008141	LOC129789038	AGAP002221
OG0008143	LOC129789704	AGAP009012
OG0008144	LOC129796237	AGAP012257
OG0008145	LOC129795101	AGAP005123
OG0008146	LOC129795135	AGAP011056
OG0008147	LOC129786171	AGAP002258
OG0008148	LOC129795828	AGAP001957
OG0008150	LOC129796408	AGAP004885
OG0008151	LOC129791683	AGAP006251
OG0008152	LOC129792674	AGAP004886
OG0008153	LOC129788375	AGAP000107
OG0008154	LOC129794258, LOC129788569	AGAP004933
OG0008157	LOC129795141	AGAP029644
OG0008158	LOC129793629	AGAP007249
OG0008159	LOC129792186	AGAP007241
OG0008161	LOC129786138	AGAP009031
OG0008163	LOC129793133	AGAP013118
OG0008164	LOC129793759	AGAP013357
OG0008168	LOC129791875	AGAP010543
OG0008169	LOC129794198	AGAP011131
OG0008170	LOC129786720	AGAP011132
OG0008171	LOC129786347	AGAP029687
OG0008172	LOC129796934	AGAP013029
OG0008174	LOC129786208	AGAP009614
OG0008175	LOC129786556	AGAP002059
OG0008176	LOC129789552	AGAP001406
OG0008177	LOC129789968	AGAP004495
OG0008178	LOC129788034	AGAP001400
OG0008179	LOC129793074	AGAP005215
OG0008180	LOC129791886	AGAP006508
OG0008182	LOC129786843	AGAP001737
OG0008183	LOC129797088	AGAP003437
OG0008185	LOC129786990	AGAP004374
OG0008186	LOC129786230	AGAP001738
OG0008189	LOC129792235	AGAP005379
OG0008190	LOC129787394	AGAP004237
OG0008192	LOC129791090	AGAP000848
OG0008193	LOC129794342	AGAP006606
OG0008194	LOC129792175	AGAP005857
OG0008195	LOC129792173	AGAP006774
OG0008196	LOC129793819	AGAP005858
OG0008197	LOC129794165	AGAP006681
OG0008200	LOC129787971	AGAP001730
OG0008201	LOC129787989	AGAP001729
OG0008203	LOC129786545	AGAP004550
OG0008211	LOC129791958	AGAP009992
OG0008212	LOC129792745	AGAP008181
OG0008214	LOC129789927	AGAP008432
OG0008216	LOC129788640	AGAP007244
OG0008218	LOC129787825	AGAP004149
OG0008219	LOC129787818	AGAP004147
OG0008220	LOC129787834	AGAP004150
OG0008222	LOC129795370	AGAP011346
OG0008224	LOC129787241	AGAP002330
OG0008225	LOC129792792	AGAP007625
OG0008228	LOC129792337	AGAP007628
OG0008229	LOC129792120	AGAP005851
OG0008230	LOC129793208	AGAP007634
OG0008231	LOC129793611	AGAP007637
OG0008232	LOC129790840	AGAP009791
OG0008234	LOC129797696	AGAP003809
OG0008235	LOC129797783	AGAP003816
OG0008237	LOC129797726	AGAP003810
OG0008238	LOC129796371	AGAP004443
OG0008239	LOC129793465	AGAP003798
OG0008242	LOC129791992	AGAP006372
OG0008243	LOC129797755	AGAP007564
OG0008244	LOC129790006	AGAP008849
OG0008245	LOC129786040	AGAP003371
OG0008246	LOC129793770	AGAP029412
OG0008250	LOC129789933	AGAP029403
OG0008252	LOC129796901	AGAP029139
OG0008253	LOC129797303	AGAP001110
OG0008254	LOC129787171	AGAP002175
OG0008256	LOC129795713	AGAP010629
OG0008259	LOC129797222	AGAP001253
OG0008260	LOC129792619	AGAP001239
OG0008261	LOC129790868	AGAP000724
OG0008263	LOC129797014	AGAP001257
OG0008265	LOC129790079	AGAP009263
OG0008266	LOC129790564	AGAP009264
OG0008267	LOC129792191	AGAP006908
OG0008270	LOC129789969	AGAP008600
OG0008271	LOC129787629	AGAP002559
OG0008273	LOC129793312, LOC129790403	AGAP002468
OG0008274	LOC129787597	AGAP000667
OG0008275	LOC129786029	AGAP010892
OG0008277	LOC129797063	AGAP003533
OG0008279	LOC129786731	AGAP002893
OG0008280	LOC129795604	AGAP011512
OG0008281	LOC129792047	AGAP008097
OG0008283	LOC129792044	AGAP008095
OG0008285	LOC129792925	AGAP005725
OG0008290	LOC129790831	AGAP002036
OG0008291	LOC129788813	AGAP010345
OG0008292	LOC129796828	AGAP002037
OG0008294	LOC129790533	AGAP013039
OG0008295	LOC129789136	AGAP001987
OG0008297	LOC129786980	AGAP003889
OG0008303	LOC129796345	AGAP003242
OG0008305	LOC129796633	AGAP003264
OG0008307	LOC129785959	AGAP004524
OG0008309	LOC129787765	AGAP004491
OG0008310	LOC129795584	AGAP001562
OG0008312	LOC129787318	AGAP002016
OG0008315	LOC129789255	AGAP001366
OG0008316	LOC129794013	AGAP005236
OG0008319	LOC129792496	AGAP000954
OG0008321	LOC129792680	AGAP008936
OG0008322	LOC129791315	AGAP008297
OG0008323	LOC129794171	AGAP006799
OG0008325	LOC129789757	AGAP008226
OG0008326	LOC129796014	AGAP010492
OG0008329	LOC129786570	AGAP001179
OG0008331	LOC129790201	AGAP007926
OG0008332	LOC129789152	AGAP007922
OG0008334	LOC129793243	AGAP006040
OG0008335	LOC129787843	AGAP005434
OG0008336	LOC129789787	AGAP005428
OG0008338	LOC129789166	AGAP007949
OG0008339	LOC129794594	AGAP011327
OG0008340	LOC129787245	AGAP001223
OG0008341	LOC129797353	AGAP001229
OG0008343	LOC129792530	AGAP006366
OG0008345	LOC129792779	AGAP006238
OG0008346	LOC129788795	AGAP006365
