Orthogroup	LlongipalpisASM	CquinquefasciatusJHB2020
OG0007875	LOC129795084	CQUJHB002236
OG0007877	LOC129795301	CQUJHB003384
OG0007878	LOC129796900	CQUJHB004431
OG0007879	LOC129795703	CQUJHB011552
OG0007881	LOC129795179	CQUJHB004580
OG0007882	LOC129796339	CQUJHB017565
OG0007884	LOC129795460	CQUJHB004090
OG0007887	LOC129795721	CQUJHB014425
OG0007888	LOC129785951	CQUJHB002171
OG0007889	LOC129792222	CQUJHB009198
OG0007890	LOC129796301	CQUJHB013295
OG0007891	LOC129794805	CQUJHB010364
OG0007892	LOC129793883	CQUJHB002984
OG0007893	LOC129795200	CQUJHB002679
OG0007894	LOC129790670	CQUJHB017124
OG0007895	LOC129789973	CQUJHB017191
OG0007896	LOC129789401	CQUJHB006015
OG0007897	LOC129797771	CQUJHB000920
OG0007901	LOC129796222	CQUJHB003563
OG0007902	LOC129796255	CQUJHB007210
OG0007903	LOC129794576	CQUJHB005882
OG0007904	LOC129794587	CQUJHB012189
OG0007906	LOC129788035	CQUJHB008965
OG0007907	LOC129787688	CQUJHB002540
OG0007908	LOC129796884	CQUJHB009521
OG0007909	LOC129792957	CQUJHB014144
OG0007910	LOC129796700	CQUJHB017460
OG0007911	LOC129787854	CQUJHB012730
OG0007917	LOC129791902	CQUJHB012412
OG0007920	LOC129790346	CQUJHB011052
OG0007922	LOC129795858	CQUJHB017530
OG0007923	LOC129797704	CQUJHB010809
OG0007924	LOC129786012	CQUJHB000742
OG0007925	LOC129790353	CQUJHB015046
OG0007931	LOC129790069	CQUJHB008367
OG0007932	LOC129787057	CQUJHB002193
OG0007934	LOC129788447	CQUJHB002051
OG0007935	LOC129790972	CQUJHB010672
OG0007936	LOC129788410	CQUJHB007425
OG0007937	LOC129795417	CQUJHB003462
OG0007938	LOC129791773	CQUJHB012800
OG0007939	LOC129794140	CQUJHB014267
OG0007941	LOC129794851	CQUJHB005315
OG0007942	LOC129786119	CQUJHB000754
OG0007944	LOC129793339	CQUJHB017600
OG0007945	LOC129793301	CQUJHB005989
OG0007946	LOC129792182	CQUJHB004458
OG0007947	LOC129791641	CQUJHB015422
OG0007949	LOC129793240	CQUJHB005908
OG0007950	LOC129786959	CQUJHB018281
OG0007954	LOC129788537	CQUJHB000888
OG0007955	LOC129788420	CQUJHB005156
OG0007957	LOC129791969	CQUJHB014350
OG0007958	LOC129795108	CQUJHB000657
OG0007959	LOC129793947	CQUJHB000254
OG0007960	LOC129794089	CQUJHB004144
OG0007961	LOC129792503	CQUJHB000042
OG0007964	LOC129790174	CQUJHB009453
OG0007965	LOC129793905	CQUJHB013089
OG0007968	LOC129793606	CQUJHB014260
OG0007971	LOC129789162	CQUJHB002579
OG0007973	LOC129791697	CQUJHB010741
OG0007974	LOC129790805	CQUJHB001638
OG0007975	LOC129793733	CQUJHB005786
OG0007976	LOC129791687	CQUJHB007794
OG0007977	LOC129790451	CQUJHB010368
OG0007980	LOC129791362	CQUJHB017819
OG0007982	LOC129788454	CQUJHB000289
OG0007985	LOC129789182	CQUJHB009159
OG0007986	LOC129794640	CQUJHB011175
OG0007987	LOC129789102	CQUJHB014986
OG0007988	LOC129792876	CQUJHB008684
OG0007990	LOC129792985	CQUJHB000708
OG0007992	LOC129788842	CQUJHB013107
OG0007995	LOC129788891	CQUJHB018008
OG0007997	LOC129792657	CQUJHB002905
OG0007998	LOC129797344	CQUJHB002755
OG0007999	LOC129796054	CQUJHB009049
OG0008000	LOC129794787	CQUJHB004702
OG0008002	LOC129797062	CQUJHB010619
OG0008003	LOC129790723	CQUJHB002613
OG0008004	LOC129797315	CQUJHB000058
OG0008005	LOC129797787	CQUJHB018382
OG0008007	LOC129787643	CQUJHB010467
OG0008009	LOC129794792	CQUJHB012559
OG0008011	LOC129789446	CQUJHB014925
OG0008012	LOC129790387	CQUJHB014493
OG0008015	LOC129791590	CQUJHB016328
OG0008018	LOC129796405	CQUJHB017176
OG0008019	LOC129797376	CQUJHB003317
OG0008020	LOC129787803	CQUJHB013051
OG0008021	LOC129797357	CQUJHB013757
OG0008023	LOC129793920	CQUJHB010025
OG0008026	LOC129797159	CQUJHB012528
OG0008028	LOC129788044	CQUJHB015044
OG0008032	LOC129786188	CQUJHB011100
OG0008034	LOC129788955	CQUJHB011240
OG0008035	LOC129789843	CQUJHB014263
OG0008036	LOC129797737	CQUJHB015735
OG0008037	LOC129795075	CQUJHB017071
OG0008054	LOC129787788	CQUJHB000515
OG0008056	LOC129787798	CQUJHB005350
OG0008058	LOC129796978	CQUJHB018463
OG0008062	LOC129790256	CQUJHB016305
OG0008063	LOC129787899	CQUJHB016961
OG0008064	LOC129797139	CQUJHB013232
OG0008065	LOC129789421	CQUJHB014414
OG0008066	LOC129788763	CQUJHB011270
OG0008067	LOC129794606	CQUJHB013522
OG0008071	LOC129788345	CQUJHB005433
OG0008073	LOC129794000	CQUJHB009887
OG0008074	LOC129791556	CQUJHB008288
OG0008077	LOC129791725	CQUJHB017483
OG0008078	LOC129796174	CQUJHB015035
OG0008080	LOC129786468	CQUJHB009767
OG0008084	LOC129788001	CQUJHB001315
OG0008086	LOC129790935	CQUJHB017370
OG0008088	LOC129796243	CQUJHB004881
OG0008090	LOC129791304	CQUJHB017850
OG0008091	LOC129789484	CQUJHB003865
OG0008094	LOC129796517	CQUJHB002607
OG0008096	LOC129795727	CQUJHB012784
OG0008098	LOC129786871	CQUJHB002014
OG0008099	LOC129796546	CQUJHB001216
OG0008100	LOC129795939	CQUJHB003868
OG0008101	LOC129793390	CQUJHB005048
OG0008104	LOC129797566	CQUJHB009722
OG0008106	LOC129785871	CQUJHB015159
OG0008107	LOC129793627	CQUJHB008794
OG0008108	LOC129788507	CQUJHB002523
OG0008109	LOC129792303	CQUJHB006620
OG0008112	LOC129787941	CQUJHB012181
OG0008114	LOC129788811	CQUJHB001580
OG0008115	LOC129790076	CQUJHB009108
OG0008119	LOC129796117	CQUJHB002021
OG0008121	LOC129790139	CQUJHB014234
OG0008122	LOC129787470	CQUJHB008678
OG0008123	LOC129790393	CQUJHB000311
OG0008124	LOC129786627	CQUJHB017393
OG0008125	LOC129792655	CQUJHB011061
OG0008126	LOC129790809	CQUJHB011885
OG0008127	LOC129792751	CQUJHB016549
OG0008130	LOC129797078	CQUJHB003398
OG0008131	LOC129786368	CQUJHB015081
OG0008133	LOC129796799	CQUJHB006243
OG0008134	LOC129794530	CQUJHB013559
OG0008136	LOC129796974	CQUJHB015670
OG0008137	LOC129787112	CQUJHB008146
OG0008144	LOC129796237	CQUJHB013154
OG0008145	LOC129795101	CQUJHB017715
OG0008146	LOC129795135	CQUJHB005054
OG0008147	LOC129786171	CQUJHB006092
OG0008148	LOC129795828	CQUJHB017493
OG0008150	LOC129796408	CQUJHB004585
OG0008151	LOC129791683	CQUJHB009210
OG0008152	LOC129792674	CQUJHB005617
OG0008153	LOC129788375	CQUJHB012861
OG0008154	LOC129794258, LOC129788569	CQUJHB012767
OG0008157	LOC129795141	CQUJHB013867
OG0008158	LOC129793629	CQUJHB008993
OG0008159	LOC129792186	CQUJHB016034
OG0008161	LOC129786138	CQUJHB016174
OG0008163	LOC129793133	CQUJHB006846
OG0008164	LOC129793759	CQUJHB010840
OG0008168	LOC129791875	CQUJHB013829
OG0008171	LOC129786347	CQUJHB001080
OG0008172	LOC129796934	CQUJHB010527
OG0008174	LOC129786208	CQUJHB008619
OG0008175	LOC129786556	CQUJHB013887
OG0008176	LOC129789552	CQUJHB004058
OG0008177	LOC129789968	CQUJHB015249
OG0008178	LOC129788034	CQUJHB014065
OG0008179	LOC129793074	CQUJHB017249
OG0008180	LOC129791886	CQUJHB015240
OG0008189	LOC129792235	CQUJHB011821
OG0008190	LOC129787394	CQUJHB001945
OG0008191	LOC129787434	CQUJHB009177
OG0008192	LOC129791090	CQUJHB008735
OG0008193	LOC129794342	CQUJHB014931
OG0008197	LOC129794165	CQUJHB012720
OG0008203	LOC129786545	CQUJHB014563
OG0008211	LOC129791958	CQUJHB013832
OG0008212	LOC129792745	CQUJHB006750
OG0008214	LOC129789927	CQUJHB012666
OG0008216	LOC129788640	CQUJHB008532
OG0008222	LOC129795370	CQUJHB007254
OG0008224	LOC129787241	CQUJHB003282
OG0008225	LOC129792792	CQUJHB000093
OG0008228	LOC129792337	CQUJHB012533, CQUJHB004735
OG0008229	LOC129792120	CQUJHB007261
OG0008230	LOC129793208	CQUJHB012436
OG0008231	LOC129793611	CQUJHB002489
OG0008232	LOC129790840	CQUJHB014309
OG0008234	LOC129797696	CQUJHB010269
OG0008235	LOC129797783	CQUJHB015584
OG0008237	LOC129797726	CQUJHB011064
OG0008238	LOC129796371	CQUJHB016803
OG0008239	LOC129793465	CQUJHB016948
OG0008242	LOC129791992	CQUJHB017672
OG0008243	LOC129797755	CQUJHB008374
OG0008244	LOC129790006	CQUJHB017760
OG0008245	LOC129786040	CQUJHB009351
OG0008246	LOC129793770	CQUJHB003447
OG0008250	LOC129789933	CQUJHB007152
OG0008252	LOC129796901	CQUJHB011847
OG0008253	LOC129797303	CQUJHB011253
OG0008254	LOC129787171	CQUJHB005269
OG0008256	LOC129795713	CQUJHB005477
OG0008259	LOC129797222	CQUJHB014589
OG0008260	LOC129792619	CQUJHB006096
OG0008261	LOC129790868	CQUJHB006884
OG0008263	LOC129797014	CQUJHB007451
OG0008265	LOC129790079	CQUJHB017443
OG0008266	LOC129790564	CQUJHB005172
OG0008270	LOC129789969	CQUJHB018272
OG0008271	LOC129787629	CQUJHB007746
OG0008273	LOC129793312, LOC129790403	CQUJHB007610
OG0008274	LOC129787597	CQUJHB003691
OG0008275	LOC129786029	CQUJHB016260
OG0008277	LOC129797063	CQUJHB007091
OG0008279	LOC129786731	CQUJHB008558
OG0008280	LOC129795604	CQUJHB002717
OG0008282	LOC129795668	CQUJHB016435
OG0008285	LOC129792925	CQUJHB012901
OG0008286	LOC129794623	CQUJHB010942
OG0008291	LOC129788813	CQUJHB017781
OG0008294	LOC129790533	CQUJHB010212
OG0008295	LOC129789136	CQUJHB012482
OG0008297	LOC129786980	CQUJHB002866
OG0008303	LOC129796345	CQUJHB011525
OG0008305	LOC129796633	CQUJHB017563
OG0008307	LOC129785959	CQUJHB015657
OG0008308	LOC129792926	CQUJHB005202
OG0008310	LOC129795584	CQUJHB001495
OG0008312	LOC129787318	CQUJHB008041
OG0008313	LOC129787773	CQUJHB008472
OG0008315	LOC129789255	CQUJHB001138
OG0008316	LOC129794013	CQUJHB000481
OG0008319	LOC129792496	CQUJHB017373
OG0008321	LOC129792680	CQUJHB017156
OG0008322	LOC129791315	CQUJHB010783
OG0008323	LOC129794171	CQUJHB009082
OG0008325	LOC129789757	CQUJHB005926
OG0008326	LOC129796014	CQUJHB013144
OG0008329	LOC129786570	CQUJHB005268
OG0008331	LOC129790201	CQUJHB004057
OG0008332	LOC129789152	CQUJHB015601
OG0008334	LOC129793243	CQUJHB008500
OG0008335	LOC129787843	CQUJHB004822
OG0008336	LOC129789787	CQUJHB006455
OG0008338	LOC129789166	CQUJHB005264
OG0008339	LOC129794594	CQUJHB002621
OG0008341	LOC129797353	CQUJHB011142
OG0008343	LOC129792530	CQUJHB006500
OG0008345	LOC129792779	CQUJHB014247
OG0008346	LOC129788795	CQUJHB004000
OG0008351	LOC129794919	CQUJHB017869
OG0008352	LOC129795517	CQUJHB007325
OG0008353	LOC129792546	CQUJHB006450
OG0008356	LOC129790421	CQUJHB009944
OG0008357	LOC129793694	CQUJHB010362
OG0008359	LOC129792455	CQUJHB006139
OG0008360	LOC129787624	CQUJHB006226
OG0008361	LOC129797720	CQUJHB014978
OG0008362	LOC129797659	CQUJHB007866
OG0008363	LOC129795524	CQUJHB009141
OG0008364	LOC129789098	CQUJHB003860
OG0008365	LOC129790250	CQUJHB004139
OG0008367	LOC129795497	CQUJHB007668
OG0008370	LOC129786981	CQUJHB000025
OG0008371	LOC129792801	CQUJHB013376
OG0008372	LOC129795322	CQUJHB013753
OG0008374	LOC129794520	CQUJHB016683
OG0008378	LOC129786626	CQUJHB001624
OG0008379	LOC129797355	CQUJHB001934
OG0008381	LOC129786006	CQUJHB013727
OG0008383	LOC129797709	CQUJHB003710
OG0008384	LOC129791219	CQUJHB006045
OG0008385	LOC129790268	CQUJHB004550
OG0008386	LOC129789828	CQUJHB015623
OG0008387	LOC129787780	CQUJHB006978
OG0008388	LOC129790986	CQUJHB002870
OG0008390	LOC129788799	CQUJHB017694
OG0008391	LOC129797484	CQUJHB000591
OG0008392	LOC129797427	CQUJHB013615
OG0008393	LOC129790990	CQUJHB008415
OG0008395	LOC129797166	CQUJHB007734
OG0008396	LOC129797171	CQUJHB012753
OG0008397	LOC129787450	CQUJHB005181
OG0008398	LOC129786719	CQUJHB002498
OG0008403	LOC129791045	CQUJHB000318
OG0008404	LOC129793250, LOC129793249	CQUJHB009938
OG0008405	LOC129790036	CQUJHB003119
OG0008406	LOC129785840	CQUJHB009909
OG0008407	LOC129786383	CQUJHB017651
OG0008409	LOC129793724	CQUJHB005497
OG0008410	LOC129795150	CQUJHB004940
OG0008412	LOC129786017	CQUJHB011158
OG0008413	LOC129786369	CQUJHB000730
OG0008414	LOC129791158	CQUJHB013256
OG0008415	LOC129791253	CQUJHB001284
OG0008416	LOC129793450	CQUJHB016985
OG0008417	LOC129788885	CQUJHB017622
OG0008421	LOC129789472	CQUJHB006295
OG0008423	LOC129786064	CQUJHB001213
OG0008424	LOC129787962	CQUJHB010031
OG0008425	LOC129797270	CQUJHB016721
OG0008427	LOC129790398	CQUJHB014229
OG0008428	LOC129787272	CQUJHB005084
OG0008429	LOC129790170	CQUJHB008307
OG0008431	LOC129795995	CQUJHB015734
OG0008432	LOC129787020	CQUJHB017867
OG0008433	LOC129787623	CQUJHB012508
OG0008435	LOC129789373	CQUJHB006844
OG0008441	LOC129788814	CQUJHB013378
OG0008442	LOC129789921	CQUJHB018166
OG0008443	LOC129788815	CQUJHB004464
OG0008444	LOC129795215	CQUJHB015852
OG0008446	LOC129792236	CQUJHB013422
OG0008447	LOC129791714	CQUJHB001282
OG0008448	LOC129791317	CQUJHB010316
OG0008449	LOC129786001	CQUJHB001853
OG0008450	LOC129788686	CQUJHB005316
OG0008451	LOC129787576	CQUJHB003547
OG0008453	LOC129786323	CQUJHB016276
OG0008455	LOC129794799	CQUJHB012832
OG0008457	LOC129796067	CQUJHB008717
OG0008463	LOC129793660	CQUJHB008660
OG0008464	LOC129794294	CQUJHB010224
OG0008465	LOC129786168	CQUJHB015410
OG0008466	LOC129787767	CQUJHB011986
OG0008468	LOC129786630	CQUJHB015787
OG0008470	LOC129792149	CQUJHB014750
OG0008471	LOC129787908	CQUJHB003041
OG0008472	LOC129789639	CQUJHB003421
OG0008475	LOC129787490	CQUJHB013996
OG0008476	LOC129785886	CQUJHB009378
OG0008477	LOC129787716	CQUJHB017385
OG0008478	LOC129790397	CQUJHB009633
OG0008480	LOC129793864	CQUJHB013284
OG0008481	LOC129788674	CQUJHB015702
OG0008482	LOC129786469	CQUJHB017146
OG0008486	LOC129790782	CQUJHB013697
OG0008487	LOC129788012	CQUJHB004609
OG0008488	LOC129787970	CQUJHB008737
OG0008490	LOC129787404	CQUJHB010539
OG0008491	LOC129789987	CQUJHB004672, CQUJHB001801
OG0008497	LOC129795762	CQUJHB014823
OG0008499	LOC129795379	CQUJHB011758
OG0008501	LOC129795978	CQUJHB017703
OG0008504	LOC129786537	CQUJHB011212
OG0008506	LOC129796461	CQUJHB012048
OG0008509	LOC129795700	CQUJHB008369
OG0008513	LOC129786339	CQUJHB003539
OG0008516	LOC129794300	CQUJHB002721
OG0008517	LOC129794166	CQUJHB007896
OG0008520	LOC129790471	CQUJHB011181
OG0008521	LOC129790468	CQUJHB013299
OG0008525	LOC129795936	CQUJHB009253
OG0008526	LOC129794636	CQUJHB003672
OG0008528	LOC129790225	CQUJHB008426
OG0008529	LOC129787345	CQUJHB007911
OG0008531	LOC129794612	CQUJHB004939
OG0008533	LOC129793214	CQUJHB008358
OG0008535	LOC129793537	CQUJHB010480
OG0008536	LOC129788628	CQUJHB015259
OG0008539	LOC129791938	CQUJHB013445
OG0008541	LOC129790295	CQUJHB001214
OG0008542	LOC129792599	CQUJHB013448
OG0008543	LOC129791825	CQUJHB014999
OG0008544	LOC129795886	CQUJHB005033
OG0008546	LOC129792024	CQUJHB013756
OG0008547	LOC129795891	CQUJHB017764
OG0008548	LOC129797219	CQUJHB000034
OG0008552	LOC129788146	CQUJHB011668
OG0008556	LOC129787201	CQUJHB008206
OG0008559	LOC129793565	CQUJHB015602
OG0008560	LOC129792287	CQUJHB012874
OG0008561	LOC129793563	CQUJHB018246
OG0008565	LOC129796304	CQUJHB014201
OG0008567	LOC129795757	CQUJHB001980
OG0008571	LOC129787163	CQUJHB004067
OG0008575	LOC129789917	CQUJHB004087
OG0008577	LOC129787539	CQUJHB000559
OG0008581	LOC129793662	CQUJHB016645
OG0008582	LOC129796841, LOC129788195	CQUJHB011912
OG0008583	LOC129786527	CQUJHB000021
OG0008584	LOC129795355	CQUJHB010300
OG0008585	LOC129796276	CQUJHB014330
OG0008586	LOC129794153	CQUJHB016823
OG0008587	LOC129794188	CQUJHB010176
OG0008589	LOC129787845	CQUJHB012224
OG0008590	LOC129787851	CQUJHB008368
OG0008591	LOC129793760	CQUJHB012946
OG0008592	LOC129791608	CQUJHB016274
OG0008594	LOC129791061	CQUJHB013728
OG0008595	LOC129794141	CQUJHB006154
OG0008596	LOC129792703	CQUJHB004954
OG0008597	LOC129792114	CQUJHB009783
OG0008599	LOC129790297	CQUJHB009682
OG0008607	LOC129788836	CQUJHB000974
OG0008610	LOC129797105	CQUJHB018074
OG0008612	LOC129789530	CQUJHB003621
OG0008615	LOC129792055	CQUJHB002426
OG0008616	LOC129787926	CQUJHB006730
OG0008620	LOC129796296	CQUJHB005728
OG0008621	LOC129794256	CQUJHB009437
OG0008626	LOC129787396	CQUJHB012498
OG0008627	LOC129788003	CQUJHB012236
OG0008628	LOC129786541	CQUJHB016465
OG0008631	LOC129792273	CQUJHB009434
OG0008632	LOC129791402	CQUJHB001644
OG0008633	LOC129792335	CQUJHB011752
OG0008634	LOC129789785	CQUJHB005785
OG0008635	LOC129788744	CQUJHB005088
OG0008636	LOC129795104	CQUJHB000314
OG0008637	LOC129796770	CQUJHB013629
OG0008638	LOC129792759	CQUJHB006872
OG0008640	LOC129793265	CQUJHB012470
OG0008646	LOC129793754	CQUJHB004692
OG0008647	LOC129792953	CQUJHB002708
OG0008648	LOC129790327	CQUJHB007604
OG0008651	LOC129797728	CQUJHB006717
OG0008652	LOC129786543	CQUJHB014909
OG0008653	LOC129797814	CQUJHB011382
OG0008654	LOC129790568	CQUJHB016635
OG0008657	LOC129787055	CQUJHB013267
OG0008658	LOC129790077	CQUJHB008795
OG0008659	LOC129795234	CQUJHB001904
OG0008663	LOC129792861	CQUJHB010765
OG0008664	LOC129790392	CQUJHB017054
OG0008666	LOC129786524	CQUJHB017456
OG0008668	LOC129796142, LOC129789290, LOC129789214	CQUJHB013627, CQUJHB006942, CQUJHB014423, CQUJHB001627
OG0008670	LOC129794290	CQUJHB006947
OG0008671	LOC129788004	CQUJHB018170
OG0008673	LOC129789076	CQUJHB000884
OG0008675	LOC129797177	CQUJHB001879
OG0008676	LOC129797005	CQUJHB001752
OG0008679	LOC129794237	CQUJHB017570
OG0008681	LOC129791260	CQUJHB016746
OG0008684	LOC129787081	CQUJHB000450
OG0008685	LOC129787298	CQUJHB005085
OG0008691	LOC129797101	CQUJHB010569
OG0008696	LOC129786201	CQUJHB012569
OG0008699	LOC129789148	CQUJHB001669
OG0008700	LOC129786184	CQUJHB008102
OG0008701	LOC129786045	CQUJHB015438
OG0008702	LOC129786473	CQUJHB016966
OG0008703	LOC129794468	CQUJHB012905
OG0008705	LOC129786386	CQUJHB006013
OG0008707	LOC129794109	CQUJHB006757
OG0008709	LOC129792181	CQUJHB013508
OG0008711	LOC129796694	CQUJHB014340
OG0008712	LOC129797214	CQUJHB014807
OG0008714	LOC129795180	CQUJHB006006
OG0008719	LOC129796938	CQUJHB000877
OG0008720	LOC129786454	CQUJHB002419
OG0008721	LOC129791087	CQUJHB015404
OG0008726	LOC129794459	CQUJHB006244
OG0008727	LOC129797531	CQUJHB002371
OG0008728	LOC129795165	CQUJHB013011
OG0008729	LOC129786085	CQUJHB007667
OG0008731	LOC129789456	CQUJHB016695
OG0008735	LOC129790808	CQUJHB001662
OG0008737	LOC129788395	CQUJHB003134
OG0008744	LOC129797472	CQUJHB017504
OG0008745	LOC129791910	CQUJHB001135
OG0008746	LOC129786169	CQUJHB008827
OG0008747	LOC129794739	CQUJHB011338
OG0008748	LOC129786059	CQUJHB011683
OG0008749	LOC129797498	CQUJHB010663
OG0008752	LOC129797767	CQUJHB015479
OG0008759	LOC129789827	CQUJHB002660
OG0008760	LOC129789978	CQUJHB008702
OG0008762	LOC129787263	CQUJHB001586
OG0008768	LOC129792597	CQUJHB011816
OG0008769	LOC129794115	CQUJHB011748
OG0008770	LOC129792414	CQUJHB002360
OG0008773	LOC129787223	CQUJHB018231
OG0008774	LOC129788028	CQUJHB001893
OG0008781	LOC129793415	CQUJHB012493
OG0008783	LOC129794856	CQUJHB006035
OG0008785	LOC129792967	CQUJHB016773
OG0008786	LOC129792955	CQUJHB005952
OG0008787	LOC129792087	CQUJHB003280
OG0008791	LOC129797782	CQUJHB018285
OG0008796	LOC129797544	CQUJHB005717
OG0008798	LOC129789683	CQUJHB007765
OG0008803	LOC129795374	CQUJHB000273
OG0008804	LOC129792063	CQUJHB000779
OG0008806	LOC129787366	CQUJHB017904
OG0008807	LOC129787118	CQUJHB011461
OG0008808	LOC129794217	CQUJHB016236
OG0008811	LOC129787648	CQUJHB005060
OG0008817	LOC129796915	CQUJHB011274
OG0008818	LOC129792936	CQUJHB017998
OG0008821	LOC129787939	CQUJHB011365
OG0008822	LOC129786008	CQUJHB002153
OG0008823	LOC129785979	CQUJHB012196
OG0008824	LOC129796403	CQUJHB012675
OG0008825	LOC129787627	CQUJHB005374
OG0008827	LOC129797231	CQUJHB000910
OG0008828	LOC129796967	CQUJHB014874
OG0008831	LOC129790858	CQUJHB010780
OG0008832	LOC129793076	CQUJHB014402
OG0008833	LOC129796684	CQUJHB015939
OG0008838	LOC129792820	CQUJHB004646
OG0008839	LOC129789866	CQUJHB012926
OG0008841	LOC129794267	CQUJHB002399
OG0008842	LOC129794265	CQUJHB003164
OG0008843	LOC129794905	CQUJHB007221
OG0008844	LOC129787905	CQUJHB008889
OG0008846	LOC129794172	CQUJHB014124
OG0008849	LOC129786623	CQUJHB004924
OG0008850	LOC129793233	CQUJHB002703
OG0008854	LOC129794295	CQUJHB011904
OG0008855	LOC129789322	CQUJHB010735
OG0008861	LOC129793604	CQUJHB006642
OG0008862	LOC129791249	CQUJHB011121
OG0008864	LOC129790834	CQUJHB010608
OG0008865	LOC129791954	CQUJHB015389
OG0008867	LOC129793488	CQUJHB009953
OG0008868	LOC129789067	CQUJHB012891
OG0008869	LOC129791065	CQUJHB000299
OG0008870	LOC129789144	CQUJHB015845
OG0008871	LOC129786708, LOC129797037	CQUJHB004938
OG0008873	LOC129788435	CQUJHB017621
OG0008874	LOC129787790	CQUJHB007642
OG0008875	LOC129787766	CQUJHB010258
OG0008876	LOC129788685	CQUJHB002580
OG0008877	LOC129793145	CQUJHB011687
OG0008878	LOC129788648	CQUJHB010899
OG0008882	LOC129796144	CQUJHB003890
OG0008883	LOC129787317	CQUJHB003660
OG0008888	LOC129797698	CQUJHB011916
OG0008889	LOC129796896	CQUJHB016149
OG0008890	LOC129792700	CQUJHB013297
OG0008894	LOC129788441	CQUJHB005613
OG0008896	LOC129795857	CQUJHB013118
OG0008899	LOC129797061	CQUJHB012102
OG0008900	LOC129797774	CQUJHB010488
OG0008901	LOC129797055	CQUJHB012944
OG0008902	LOC129796265	CQUJHB008994
OG0008904	LOC129786576	CQUJHB005600
OG0008905	LOC129790086	CQUJHB012438
OG0008906	LOC129791411	CQUJHB000798
OG0008909	LOC129792053	CQUJHB017457
OG0008910	LOC129793946	CQUJHB014748
OG0008911	LOC129793849	CQUJHB013133
OG0008913	LOC129786656	CQUJHB002548
OG0008919	LOC129795932	CQUJHB007153
OG0008922	LOC129788724	CQUJHB014275
OG0008923	LOC129797124	CQUJHB011043
OG0008924	LOC129787067	CQUJHB001361
OG0008925	LOC129795586	CQUJHB000014
OG0008926	LOC129797488	CQUJHB003307
OG0008927	LOC129787068	CQUJHB017063
OG0008928	LOC129792714	CQUJHB000576
OG0008929	LOC129789880	CQUJHB008318
OG0008931	LOC129796946	CQUJHB014173
OG0008932	LOC129796942	CQUJHB005839
OG0008933	LOC129786173	CQUJHB004089
OG0008936	LOC129787994	CQUJHB012458
OG0008938	LOC129785958	CQUJHB012266
OG0008940	LOC129789159	CQUJHB004972
OG0008942	LOC129791548	CQUJHB017921
OG0008943	LOC129788148	CQUJHB003210
OG0008945	LOC129786275	CQUJHB000670
OG0008947	LOC129794043	CQUJHB005478
OG0008948	LOC129787487	CQUJHB000088
OG0008949	LOC129794167	CQUJHB016464
OG0008955	LOC129789967	CQUJHB012066
OG0008956	LOC129794846	CQUJHB018352
OG0008958	LOC129793589	CQUJHB011584
OG0008959	LOC129791642	CQUJHB009725
OG0008961	LOC129791893	CQUJHB004351
OG0008963	LOC129793474	CQUJHB012710
OG0008966	LOC129786235	CQUJHB005311
