Orthogroup	AsinensisChina	Aalbopictus_AalbF5
OG0008218	ASIC021803	LOC109424826
OG0008219	ASIC021806	LOC109424828
OG0008220	ASIC021802	LOC109414621
OG0008221	ASIC005570	LOC115267827
OG0008222	ASIC004809	LOC134289652
OG0008223	ASIC005567	LOC115267837
OG0008224	ASIC015118	LOC115266664
OG0008226	ASIC016834	LOC109409688
OG0008227	ASIC003730	LOC109409663
OG0008228	ASIC003734	LOC115265367
OG0008229	ASIC016855	LOC115265364, LOC109406061
OG0008231	ASIC003723	LOC109409670
OG0008233	ASIC009119	LOC109415779
OG0008234	ASIC002267	LOC109423719
OG0008235	ASIC002296	LOC109423643
OG0008236	ASIC002295	LOC109415338
OG0008240	ASIC003544	LOC115263724
OG0008241	ASIC013934	LOC109431959
OG0008247	ASIC021711	LOC115261548
OG0008248	ASIC012764	LOC115255108
OG0008249	ASIC021706	LOC109419134
OG0008251	ASIC012772	LOC109400980
OG0008252	ASIC013666	LOC109433502
OG0008255	ASIC010765	LOC109421034
OG0008256	ASIC019418	LOC109407584
OG0008257	ASIC019428	LOC109425911
OG0008258	ASIC011534	LOC109406116
OG0008260	ASIC011530	LOC109422513
OG0008261	ASIC009641	LOC109422007
OG0008262	ASIC011540	LOC109406121
OG0008264	ASIC012045	LOC109416136, LOC109397922
OG0008265	ASIC017299	LOC109402100
OG0008267	ASIC018861	LOC109425682
OG0008268	ASIC014424	LOC115258911
OG0008269	ASIC017355	LOC109429390
OG0008272	ASIC005234	LOC109400933, LOC109422793
OG0008273	ASIC021039	LOC109410072
OG0008274	ASIC009596	LOC109423013
OG0008276	ASIC004171	LOC109429175
OG0008279	ASIC004162	LOC109421097
OG0008281	ASIC017674	LOC109419965
OG0008282	ASIC010315	LOC115264652
OG0008283	ASIC017675	LOC109419964
OG0008284	ASIC010319	LOC109412618
OG0008286	ASIC016655	LOC109402818
OG0008287	ASIC003203	LOC115264125
OG0008288	ASIC007208	LOC109416812
OG0008289	ASIC000174	LOC109421942
OG0008290	ASIC008997	LOC109418444
OG0008292	ASIC008996	LOC109426175
OG0008293	ASIC008993	LOC115263432
OG0008294	ASIC004558	LOC109427107
OG0008296	ASIC009859	LOC109431948
OG0008297	ASIC020871, ASIC020874	LOC109415540
OG0008298	ASIC015238	LOC115262576
OG0008299	ASIC004852	LOC109415667
OG0008300	ASIC004850	LOC109415674
OG0008301	ASIC007047	LOC109413687
OG0008304	ASIC010340	LOC109426243
OG0008308	ASIC020623	LOC109422557
OG0008309	ASIC015119	LOC109425249
OG0008310	ASIC000727	LOC109418312
OG0008311	ASIC002546	LOC109427872
OG0008312	ASIC004661	LOC109428095
OG0008314	ASIC012673	LOC109416234
OG0008315	ASIC012664	LOC109427051
OG0008317	ASIC005140	LOC115261967
OG0008318	ASIC000824	LOC109414189
OG0008320	ASIC008382	LOC109414062
OG0008325	ASIC013100	LOC109402498
OG0008326	ASIC015318	LOC115254161
OG0008327	ASIC015274	LOC109399404
OG0008328	ASIC011435	LOC109421807
OG0008329	ASIC011437	LOC109421805
OG0008331	ASIC007417	LOC109404628
OG0008332	ASIC007424	LOC109404638
OG0008334	ASIC012909	LOC109418985
OG0008339	ASIC016007	LOC109420401
OG0008340	ASIC011414	LOC109422747
OG0008342	ASIC011469	LOC109422753
OG0008344	ASIC003119	LOC109426582
OG0008345	ASIC003115	LOC109426587
OG0008346	ASIC016627	LOC109426594
OG0008347	ASIC003121	LOC109426580
OG0008348	ASIC016332	LOC109427172
OG0008349	ASIC019995	LOC109406569
OG0008350	ASIC004988	LOC109418792
OG0008351	ASIC004981	LOC109417077
OG0008352	ASIC005003	LOC109418820
OG0008354	ASIC007563	LOC109427511
OG0008355	ASIC000875	LOC109414171
OG0008358	ASIC013413	LOC115253617
OG0008360	ASIC001839	LOC109431922
OG0008366	ASIC002679	LOC109430153
OG0008368	ASIC004602	LOC115261357
OG0008369	ASIC020148	LOC109414114
OG0008371	ASIC006779	LOC109421885
OG0008372	ASIC018013	LOC109426916, LOC115262587
OG0008373	ASIC015516	LOC109621238, LOC134284212
OG0008375	ASIC015086	LOC109403201
OG0008376	ASIC018550	LOC109431741
OG0008377	ASIC015259	LOC115262664
OG0008380	ASIC011127	LOC109416385
OG0008382	ASIC011125	LOC115267392, LOC109416386
OG0008389	ASIC013289	LOC109432811
OG0008397	ASIC021042	LOC109408857
OG0008398	ASIC016911	LOC109414711
OG0008399	ASIC015432	LOC115253452
OG0008400	ASIC019433, ASIC019431	LOC109407536
OG0008401	ASIC012348	LOC109422586
OG0008402	ASIC020663	LOC109425150
OG0008403	ASIC017596	LOC109425147
OG0008404	ASIC019786	LOC115255815
OG0008406	ASIC013317	LOC109408290
OG0008408	ASIC012376	LOC109411129
OG0008411	ASIC013936	LOC109417417
OG0008413	ASIC011373	LOC109424110
OG0008415	ASIC020849	LOC109431142
OG0008418	ASIC007220	LOC109411713
OG0008419	ASIC002386	LOC134287325
OG0008420	ASIC017137	LOC109397180
OG0008422	ASIC019223	LOC109408223
OG0008426	ASIC011231	LOC109401125
OG0008427	ASIC002698	LOC115258266
OG0008430	ASIC017786	LOC109433512
OG0008431	ASIC022361	LOC109433481
OG0008432	ASIC007156	LOC109411740
OG0008433	ASIC008471	LOC109401205
OG0008434	ASIC002455	LOC109401317
OG0008436	ASIC011573	LOC109427066
OG0008437	ASIC020795	LOC115255347
OG0008438	ASIC020793	LOC109417701
OG0008439	ASIC012974	LOC109622844
OG0008440	ASIC010009	LOC109621841
OG0008441	ASIC003914	LOC109427503
OG0008443	ASIC003913	LOC109427502
OG0008444	ASIC004675	LOC109415649
OG0008448	ASIC007589	LOC115255725
OG0008449	ASIC020305	LOC109401932
OG0008450	ASIC006225	LOC109414682
OG0008451	ASIC013268	LOC134284148
OG0008452	ASIC013277	LOC134289724
OG0008454	ASIC008320	LOC109426343
OG0008455	ASIC008331	LOC109406105
OG0008456	ASIC008326	LOC115268884
OG0008458	ASIC010463	LOC115258092
OG0008459	ASIC015144	LOC109409759
OG0008460	ASIC015145	LOC109432131
OG0008461	ASIC011112	LOC109401336
OG0008462	ASIC015380	LOC109402340
OG0008467	ASIC009648	LOC109402074
OG0008469	ASIC019337	LOC109431251
OG0008474	ASIC016813	LOC109622400
OG0008476	ASIC003823	LOC109409075
OG0008477	ASIC003737	LOC109408903
OG0008478	ASIC015794	LOC109433591
OG0008479	ASIC012196	LOC109426840
OG0008480	ASIC016796	LOC109424156
OG0008483	ASIC013608	LOC115255161
OG0008484	ASIC013611	LOC109420740
OG0008485	ASIC018722	LOC109414727
OG0008486	ASIC007339	LOC109429984
OG0008487	ASIC011010	LOC109411105
OG0008489	ASIC011023	LOC109408169
OG0008491	ASIC002369	LOC109429204
OG0008492	ASIC014552	LOC109428255
OG0008493	ASIC002907	LOC109409697
OG0008494	ASIC005729	LOC115258883
OG0008495	ASIC020096	LOC109411236
OG0008496	ASIC001364	LOC109404499
OG0008498	ASIC019947	LOC109413098
OG0008499	ASIC004972	LOC109418514, LOC109413087
OG0008500	ASIC015494	LOC115257693
OG0008502	ASIC015491	LOC115257525
OG0008503	ASIC013894	LOC109428993
OG0008504	ASIC013895	LOC109428992
OG0008505	ASIC019200	LOC109430866
OG0008507	ASIC021400	LOC109408423
OG0008508	ASIC008077	LOC109408441
OG0008510	ASIC005418	LOC109419354
OG0008511	ASIC008250	LOC109419377
OG0008512	ASIC008257	LOC109408442
OG0008514	ASIC011175	LOC109418767, LOC109406490
OG0008515	ASIC000285	LOC115270006, LOC115270025
OG0008516	ASIC013737	LOC109404371
OG0008517	ASIC012248	LOC109622784
OG0008518	ASIC012261	LOC109417988
OG0008519	ASIC014077	LOC109404973
OG0008522	ASIC004337	LOC134287918
OG0008523	ASIC016352	LOC109411450
OG0008524	ASIC009413	LOC109405712
OG0008528	ASIC012334	LOC109426834
OG0008529	ASIC012335	LOC109417877
OG0008530	ASIC017860	LOC109621465
OG0008532	ASIC004222	LOC109399857
OG0008533	ASIC019626	LOC109408031
OG0008534	ASIC019628	LOC115253635
OG0008537	ASIC014200	LOC109433066
OG0008538	ASIC014208	LOC109411250
OG0008540	ASIC019288	LOC109416702
OG0008541	ASIC021869	LOC109405114
OG0008542	ASIC005197	LOC115269374
OG0008543	ASIC005186	LOC115269373
OG0008544	ASIC005992	LOC109401170
OG0008545	ASIC008206	LOC109432457
OG0008547	ASIC018135	LOC109410611
OG0008549	ASIC010235	LOC109397735
OG0008550	ASIC017917	LOC109399564
OG0008551	ASIC015330	LOC109399552
OG0008554	ASIC015985	LOC109402341
OG0008555	ASIC021944	LOC109413944
OG0008558	ASIC009738	LOC109405844
OG0008559	ASIC009884	LOC109431704
OG0008563	ASIC021901	LOC115259770
OG0008564	ASIC016910	LOC109401872
OG0008565	ASIC018287	LOC109422358
OG0008566	ASIC018891	LOC109622208
OG0008568	ASIC011287	LOC109397789
OG0008569	ASIC002286	LOC109422621
OG0008570	ASIC010885	LOC109412880
OG0008572	ASIC015889	LOC109431051
OG0008573	ASIC015895	LOC109407805
OG0008574	ASIC015893	LOC109411563
OG0008576	ASIC016967	LOC109422118
OG0008578	ASIC013452	LOC115268955
OG0008579	ASIC013451	LOC109411936
OG0008580	ASIC013440	LOC109406739
OG0008581	ASIC021616	LOC109420866
OG0008582	ASIC020859	LOC109425389
OG0008587	ASIC013698	LOC109417617
OG0008588	ASIC013704	LOC109417813
OG0008589	ASIC005546	LOC109400092
OG0008590	ASIC002559	LOC115254326, LOC109621241
OG0008593	ASIC004069	LOC109423116
OG0008597	ASIC019696	LOC109429053
OG0008598	ASIC016516	LOC134288147
OG0008600	ASIC018572	LOC115254099
OG0008601	ASIC010751	LOC109401411
OG0008602	ASIC004882	LOC109401398
OG0008603	ASIC004311	LOC109412312
OG0008604	ASIC004308	LOC109422562
OG0008605	ASIC011594	LOC109412306
OG0008606	ASIC008140	LOC109431998
OG0008607	ASIC012040	LOC109416254
OG0008608	ASIC008678	LOC109416265
OG0008609	ASIC017235	LOC109405621
OG0008611	ASIC014342	LOC115254901
OG0008613	ASIC019460	LOC109425771
OG0008614	ASIC019440	LOC109407507
OG0008616	ASIC006421	LOC115265635
OG0008617	ASIC022101	LOC109416261
OG0008618	ASIC013010	LOC109431580
OG0008619	ASIC018917	LOC109408691
OG0008622	ASIC014252	LOC109416353
OG0008623	ASIC014263	LOC109416357
OG0008625	ASIC014954	LOC109424641
OG0008628	ASIC011946	LOC115261525
OG0008629	ASIC006034	LOC115264135
OG0008630	ASIC006728	LOC109406512
OG0008633	ASIC016716	LOC115270043
OG0008635	ASIC015053	LOC109405163
OG0008636	ASIC009299	LOC109401281
OG0008638	ASIC015435	LOC109402650
OG0008639	ASIC006175	LOC109403606
OG0008641	ASIC012456	LOC109401330
OG0008642	ASIC019893	LOC109401534
OG0008643	ASIC007879	LOC109425735
OG0008644	ASIC019891	LOC109401545
OG0008645	ASIC022075	LOC109421490
OG0008646	ASIC022064	LOC109409183
OG0008648	ASIC004512	LOC109419580
OG0008649	ASIC022115	LOC115265602
OG0008650	ASIC017692	LOC109622706
OG0008653	ASIC013490	LOC109401316
OG0008654	ASIC008488	LOC109409303
OG0008655	ASIC003590	LOC115263731
OG0008656	ASIC003593	LOC109432126
OG0008660	ASIC001036	LOC109402742
OG0008661	ASIC015085	LOC109403234
OG0008662	ASIC012027	LOC109398676
OG0008664	ASIC014103	LOC109622449
OG0008665	ASIC003008	LOC109403647
OG0008669	ASIC022168	LOC115266850
OG0008670	ASIC003799	LOC109622114
OG0008671	ASIC003680	LOC109419691
OG0008672	ASIC020688	LOC115262712
OG0008673	ASIC013537	LOC109420734
OG0008674	ASIC008461	LOC109421775
OG0008675	ASIC011470	LOC109416013
OG0008676	ASIC002142	LOC115254081
OG0008677	ASIC012263	LOC109621925
OG0008678	ASIC003624	LOC109408683
OG0008680	ASIC020039	LOC115265614
OG0008681	ASIC009402	LOC109417635
OG0008682	ASIC009471	LOC109397818
OG0008683	ASIC004686	LOC109425050
OG0008686	ASIC004105	LOC109400453, LOC134287343
OG0008687	ASIC004106	LOC109408301
OG0008688	ASIC016108	LOC109415105
OG0008689	ASIC016098	LOC109407039
OG0008690	ASIC016105	LOC109415110
OG0008691	ASIC007086	LOC109431177
OG0008692	ASIC010289	LOC109431186
OG0008693	ASIC014153	LOC109424226
OG0008695	ASIC002641	LOC109412673
OG0008696	ASIC021924	LOC109399056
OG0008697	ASIC012711	LOC115257908
OG0008698	ASIC004861	LOC109401430
OG0008700	ASIC018015	LOC109416886
OG0008701	ASIC017970	LOC109428885
OG0008704	ASIC016641	LOC109422854
OG0008706	ASIC007805	LOC109412819
OG0008708	ASIC018710	LOC115265295
OG0008709	ASIC016719	LOC109400677
OG0008710	ASIC016720	LOC109400679
OG0008711	ASIC011271	LOC109412042
OG0008712	ASIC014870	LOC109414743
OG0008713	ASIC009258	LOC109411277
OG0008715	ASIC014070	LOC109404509
OG0008716	ASIC014063, ASIC014064	LOC109416180
OG0008717	ASIC002139	LOC109416185
OG0008718	ASIC014065	LOC109406293
OG0008720	ASIC011488	LOC115255773
OG0008722	ASIC015228	LOC109621915
OG0008723	ASIC009584	LOC109428359
OG0008724	ASIC018019	LOC109415224
OG0008725	ASIC022345	LOC109407903
OG0008727	ASIC000870	LOC109414179
OG0008728	ASIC015441	LOC109433159
OG0008730	ASIC021550	LOC109405774
OG0008732	ASIC012336	LOC109426544
OG0008733	ASIC012434	LOC109623147
OG0008736	ASIC007398	LOC109623400
OG0008738	ASIC010476	LOC109409838
OG0008739	ASIC016519	LOC109411146
OG0008740	ASIC011085	LOC109408206
OG0008742	ASIC011084	LOC109411133
OG0008743	ASIC011083	LOC109411138
OG0008745	ASIC015130	LOC109405470
OG0008747	ASIC017190	LOC109419092
OG0008748	ASIC017870	LOC134284272
OG0008749	ASIC017759	LOC134291611
OG0008750	ASIC011745	LOC109412510
OG0008751	ASIC014310	LOC109399854
OG0008753	ASIC008075	LOC109406157
OG0008754	ASIC011788	LOC109401778
OG0008755	ASIC011723	LOC109406137
OG0008756	ASIC011724	LOC109401784
OG0008757	ASIC011727	LOC109406136
OG0008758	ASIC005631	LOC109406160
OG0008760	ASIC000396	LOC109401782
OG0008761	ASIC009532	LOC115253473
OG0008762	ASIC020432	LOC115267166
OG0008763	ASIC006742	LOC109404807
OG0008765	ASIC007118	LOC109415572
OG0008766	ASIC016938	LOC109431478
OG0008767	ASIC004461	LOC109431512
OG0008768	ASIC009177	LOC109414485
OG0008771	ASIC014922	LOC115270263
OG0008772	ASIC019216	LOC109422843
OG0008775	ASIC016853	LOC109412158
OG0008776	ASIC013984	LOC109431413
OG0008777	ASIC005914	LOC109431824
OG0008778	ASIC005915	LOC109431831
OG0008779	ASIC017746	LOC109431814
OG0008780	ASIC005912	LOC109431815
OG0008782	ASIC020497	LOC134285053
OG0008784	ASIC015904	LOC109621516
OG0008785	ASIC015048	LOC109408007
OG0008788	ASIC015047	LOC109408011
OG0008789	ASIC001027	LOC109402723
OG0008790	ASIC009804	LOC115269864
OG0008791	ASIC010539	LOC109429501
OG0008792	ASIC010542	LOC109406843
OG0008793	ASIC014057	LOC109425515
OG0008794	ASIC013980	LOC109417286
OG0008795	ASIC013983	LOC109417289
OG0008796	ASIC009760	LOC109417046
OG0008797	ASIC013982	LOC109417290
OG0008799	ASIC020486	LOC115253729
OG0008800	ASIC009541	LOC109421817
OG0008801	ASIC019229	LOC109408213
OG0008802	ASIC019222	LOC109411155
OG0008805	ASIC003513	LOC109402384
OG0008806	ASIC014250	LOC109402471
OG0008808	ASIC017392	LOC109429382
OG0008809	ASIC003816	LOC109622404
OG0008810	ASIC012198	LOC109417953
OG0008811	ASIC012155	LOC109418288
OG0008812	ASIC008761	LOC109418300
OG0008813	ASIC012154	LOC109418285
OG0008814	ASIC014461	LOC115268230
OG0008816	ASIC009150	LOC109413865
OG0008817	ASIC011803	LOC109405267
OG0008818	ASIC007483	LOC115263181
OG0008819	ASIC002594	LOC109418753
OG0008820	ASIC012637	LOC109399943
OG0008826	ASIC019291	LOC109428774
OG0008828	ASIC021388	LOC109424536
OG0008829	ASIC019292	LOC109428775
OG0008830	ASIC013203	LOC109400970
OG0008832	ASIC019540	LOC115270030
OG0008833	ASIC002462	LOC109401148
OG0008834	ASIC006052	LOC109398694
OG0008835	ASIC017613	LOC109428719
OG0008836	ASIC000799	LOC109428475
OG0008837	ASIC002138	LOC109431476
OG0008839	ASIC019535	LOC109403038
OG0008840	ASIC008573	LOC109427669
OG0008843	ASIC019958	LOC109413114
OG0008844	ASIC020942	LOC109430195
OG0008845	ASIC003530	LOC109430124
OG0008847	ASIC000978	LOC115260011
OG0008848	ASIC014704	LOC109412860
OG0008849	ASIC008359	LOC109410893
OG0008850	ASIC014996	LOC109410892
OG0008851	ASIC012044	LOC109427912
OG0008852	ASIC010770	LOC115255583
OG0008853	ASIC011584	LOC109400188
OG0008854	ASIC013784	LOC109399534
OG0008856	ASIC001571	LOC109398862
OG0008857	ASIC020234	LOC115269343
OG0008858	ASIC007701	LOC109415595
OG0008859	ASIC018613	LOC109417571
OG0008860	ASIC021150	LOC109424175
OG0008862	ASIC017329	LOC109417689
OG0008863	ASIC009247	LOC109417687
OG0008866	ASIC012383	LOC109430232
OG0008868	ASIC016251	LOC109424428
OG0008870	ASIC016248	LOC109433241
OG0008872	ASIC000813	LOC115262361
OG0008873	ASIC009551	LOC109422132
OG0008874	ASIC008023	LOC109416146
OG0008875	ASIC008020	LOC109416145
OG0008877	ASIC006286	LOC109414702
OG0008878	ASIC006895	LOC109407200, LOC115258560
OG0008879	ASIC011074	LOC109411130
OG0008880	ASIC011078	LOC109408197
OG0008881	ASIC006364	LOC109405528
OG0008882	ASIC015255	LOC134284269
OG0008884	ASIC022346	LOC115266883, LOC115257587
OG0008885	ASIC017985	LOC115257375
OG0008886	ASIC016574	LOC109426796
OG0008887	ASIC003652	LOC109432294, LOC115267805
OG0008890	ASIC018849	LOC109400660
OG0008891	ASIC017663	LOC109420625
OG0008892	ASIC012152	LOC109428060
OG0008893	ASIC011826	LOC109418643
OG0008894	ASIC006853	LOC109421413
OG0008895	ASIC006790	LOC109398406
OG0008897	ASIC018065	LOC109404025
OG0008899	ASIC001956	LOC109421719
OG0008903	ASIC012258	LOC109621926
OG0008904	ASIC006737	LOC109429667
OG0008905	ASIC005384	LOC109415588
OG0008907	ASIC020173	LOC109400412
OG0008908	ASIC021177	LOC109406023
OG0008912	ASIC008476	LOC109401218
OG0008913	ASIC000598	LOC109405387
OG0008914	ASIC012932	LOC109411234
OG0008915	ASIC000840	LOC109411233
OG0008916	ASIC020754	LOC115253445
OG0008917	ASIC015523	LOC109401284
OG0008918	ASIC014062	LOC109411518
OG0008920	ASIC013835	LOC109404608, LOC109411777
OG0008921	ASIC002631	LOC109420928
OG0008927	ASIC014380	LOC109427575
OG0008928	ASIC014377	LOC109432696
OG0008930	ASIC003201	LOC109400267, LOC109423629
OG0008931	ASIC008038	LOC115268465
OG0008934	ASIC011582	LOC109415467
OG0008936	ASIC014708	LOC109405422
OG0008937	ASIC019885	LOC109422241
OG0008939	ASIC016883	LOC109417982
OG0008941	ASIC008060	LOC109407133
OG0008944	ASIC013433	LOC109429077
OG0008945	ASIC003516	LOC109397080
OG0008946	ASIC001102	LOC109402732
OG0008947	ASIC003741	LOC109429055
OG0008950	ASIC004629	LOC109401505
OG0008951	ASIC014631	LOC109415237
OG0008952	ASIC020743	LOC109414310
OG0008953	ASIC017225	LOC109407243
OG0008955	ASIC006898	LOC109405868
OG0008957	ASIC006055	LOC109428950
OG0008959	ASIC016052	LOC115268466
OG0008962	ASIC006163	LOC109402412, LOC109423538
OG0008964	ASIC019993	LOC109623054
OG0008965	ASIC019660	LOC109413462
OG0008967	ASIC013766	LOC109404382
OG0008970	ASIC009130	LOC109400257
OG0008973	ASIC004014	LOC109400497
OG0008974	ASIC016684	LOC109414248
OG0008975	ASIC021615	LOC115253425
OG0008976	ASIC006796	LOC109428376
OG0008979	ASIC016693	LOC109399384
OG0008980	ASIC017443, ASIC017439	LOC109410777
OG0008981	ASIC002476	LOC109401303
OG0008982	ASIC006253	LOC115260183
OG0008983	ASIC006159	LOC109400757
OG0008986	ASIC011547	LOC109401794
OG0008987	ASIC014423	LOC109421029
OG0008988	ASIC012753	LOC109413137
OG0008989	ASIC005451	LOC109426230
OG0008990	ASIC006345	LOC109397607
OG0008991	ASIC012208	LOC115265269
OG0008995	ASIC016825	LOC115257070, LOC109422546
OG0008997	ASIC022263	LOC109415384
OG0008999	ASIC006376	LOC109404811
OG0009000	ASIC013308	LOC134291160
OG0009001	ASIC006926	LOC109417743
OG0009002	ASIC002475	LOC115262701
OG0009003	ASIC020590	LOC109400736
OG0009004	ASIC019250	LOC115265285
OG0009005	ASIC009543	LOC109432999
OG0009006	ASIC020424	LOC109415609
OG0009009	ASIC007610	LOC109424095
OG0009010	ASIC004894	LOC109401435
OG0009012	ASIC019538	LOC109403064
OG0009013	ASIC012190	LOC109428059
OG0009017	ASIC017360	LOC109429400
OG0009019	ASIC003545	LOC109432219
OG0009021	ASIC019423	LOC115254206
OG0009022	ASIC017373	LOC115266941
OG0009027	ASIC007590	LOC109428579
OG0009028	ASIC021386	LOC115268851
OG0009030	ASIC004175	LOC109398885
OG0009031	ASIC014680	LOC115253904
OG0009032	ASIC013003	LOC109431583
OG0009033	ASIC012066	LOC109432476
OG0009034	ASIC021897	LOC109429833
OG0009035	ASIC012665	LOC109427052
OG0009037	ASIC004068	LOC109423115
OG0009039	ASIC020921	LOC109622683
OG0009040	ASIC017945	LOC109432242
OG0009044	ASIC016250	LOC109428273
OG0009046	ASIC013652	LOC109407911
OG0009047	ASIC015433	LOC109425749
OG0009054	ASIC016996	LOC115256458
OG0009055	ASIC011250	LOC109408411
OG0009056	ASIC020112	LOC109429494
OG0009057	ASIC016021	LOC109420687
OG0009058	ASIC017044	LOC109405085
OG0009061	ASIC005361	LOC109397817
OG0009063	ASIC001710	LOC109416838
OG0009067	ASIC018036	LOC115254624
OG0009068	ASIC003979	LOC109418620
OG0009070	ASIC016690	LOC109426622
OG0009072	ASIC003335	LOC109414144
OG0009073	ASIC010275	LOC109403544
OG0009075	ASIC016703	LOC109399415, LOC109400654
OG0009077	ASIC015387	LOC115260101
OG0009078	ASIC003725	LOC115266773
OG0009079	ASIC007219	LOC109411714
OG0009082	ASIC017045, ASIC021404	LOC115253714
OG0009083	ASIC014325	LOC115267089
OG0009086	ASIC012420	LOC109410055
OG0009087	ASIC021332	LOC109418945
OG0009088	ASIC020860, ASIC020863	LOC109425388
OG0009089	ASIC011159	LOC109400074
OG0009091	ASIC011976	LOC109400279
OG0009093	ASIC003791	LOC109419698
OG0009094	ASIC003405	LOC109420324
OG0009097	ASIC010883	LOC109412877
OG0009099	ASIC015607	LOC109418656
OG0009100	ASIC016227	LOC115255388
OG0009101	ASIC020779	LOC109417761
OG0009102	ASIC015485	LOC109421932
OG0009104	ASIC006794	LOC109400384
OG0009105	ASIC020926	LOC109398469
OG0009107	ASIC014815	LOC109397913
OG0009108	ASIC003961	LOC115256592, LOC109404901
OG0009109	ASIC017124	LOC115256413
OG0009114	ASIC001042, ASIC001041	LOC115270001
OG0009116	ASIC019172	LOC109424252, LOC134287156
