Orthogroup	AgambiaePEST	AsinensisChina
OG0008601	AGAP008877	ASIC010751
OG0008602	AGAP007785	ASIC004882
OG0008603	AGAP003773	ASIC004311
OG0008604	AGAP003776	ASIC004308
OG0008605	AGAP013518	ASIC011594
OG0008606	AGAP011540	ASIC008140
OG0008607	AGAP009866	ASIC012040
OG0008608	AGAP008815	ASIC008678
OG0008609	AGAP009776	ASIC017235
OG0008611	AGAP008116	ASIC014342
OG0008613	AGAP011079	ASIC019460
OG0008614	AGAP011087	ASIC019440
OG0008616	AGAP008424	ASIC006421
OG0008617	AGAP009745	ASIC022101
OG0008618	AGAP011997	ASIC013010
OG0008619	AGAP007028	ASIC018917
OG0008620	AGAP006219	ASIC018903
OG0008622	AGAP004584	ASIC014252
OG0008623	AGAP004587	ASIC014263
OG0008625	AGAP004800	ASIC014954
OG0008628	AGAP002375	ASIC011946
OG0008629	AGAP003490	ASIC006034
OG0008630	AGAP013753	ASIC006728
OG0008633	AGAP007214	ASIC016716
OG0008635	AGAP005631	ASIC015053
OG0008636	AGAP010464	ASIC009299
OG0008638	AGAP001007	ASIC015435
OG0008639	AGAP004126	ASIC006175
OG0008641	AGAP005496	ASIC012456
OG0008642	AGAP006134	ASIC019893
OG0008643	AGAP007160	ASIC007879
OG0008644	AGAP006630	ASIC019891
OG0008645	AGAP009766	ASIC022075
OG0008646	AGAP009768	ASIC022064
OG0008648	AGAP009673	ASIC004512
OG0008649	AGAP009735	ASIC022115
OG0008650	AGAP008093	ASIC017692
OG0008653	AGAP012521	ASIC013490
OG0008654	AGAP009668	ASIC008488
OG0008655	AGAP003665	ASIC003590
OG0008656	AGAP003664	ASIC003593
OG0008660	AGAP006458, AGAP006457	ASIC001036
OG0008661	AGAP005958	ASIC015085
OG0008662	AGAP009061	ASIC012027
OG0008663	AGAP007394	ASIC019710
OG0008664	AGAP002821	ASIC014103
OG0008665	AGAP005405	ASIC003008
OG0008669	AGAP010846	ASIC022168
OG0008670	AGAP007714	ASIC003799
OG0008671	AGAP007571	ASIC003680
OG0008672	AGAP001490	ASIC020688
OG0008673	AGAP010197	ASIC013537
OG0008674	AGAP002735	ASIC008461
OG0008675	AGAP001152	ASIC011470
OG0008676	AGAP003902	ASIC002142
OG0008677	AGAP005904	ASIC012263
OG0008678	AGAP006399	ASIC003624
OG0008679	AGAP006402	ASIC003632
OG0008680	AGAP003841	ASIC020039
OG0008681	AGAP008571	ASIC009402
OG0008682	AGAP000678	ASIC009471
OG0008683	AGAP002007	ASIC004686
OG0008686	AGAP013427	ASIC004105
OG0008687	AGAP002048	ASIC004106
OG0008688	AGAP005216	ASIC016108
OG0008689	AGAP005223	ASIC016098
OG0008690	AGAP005218	ASIC016105
OG0008691	AGAP000884	ASIC007086
OG0008692	AGAP000543	ASIC010289
OG0008693	AGAP008921	ASIC014153
OG0008695	AGAP008691	ASIC002641
OG0008696	AGAP004522	ASIC021924
OG0008697	AGAP028516	ASIC012711
OG0008698	AGAP007795	ASIC004861
OG0008700	AGAP012334	ASIC018015
OG0008701	AGAP012218	ASIC017970
OG0008704	AGAP006353	ASIC016641
OG0008705	AGAP001335	ASIC008240
OG0008706	AGAP007281	ASIC007805
OG0008708	AGAP006282	ASIC018710
OG0008709	AGAP007218	ASIC016719
OG0008710	AGAP007219	ASIC016720
OG0008711	AGAP004755	ASIC011271
OG0008712	AGAP002265	ASIC014870
OG0008713	AGAP013539, AGAP003281	ASIC009258
OG0008715	AGAP002841	ASIC014070
OG0008716	AGAP029199	ASIC014063, ASIC014064
OG0008717	AGAP003905	ASIC002139
OG0008718	AGAP004314	ASIC014065
OG0008719	AGAP028723	ASIC015503
OG0008720	AGAP001261	ASIC011488
OG0008722	AGAP011371	ASIC015228
OG0008723	AGAP000556	ASIC009584
OG0008724	AGAP000480	ASIC018019
OG0008725	AGAP010690	ASIC022345
OG0008727	AGAP002509	ASIC000870
OG0008728	AGAP011494	ASIC015441
OG0008730	AGAP002551	ASIC021550
OG0008731	AGAP000470	ASIC006251
OG0008732	AGAP004145	ASIC012336
OG0008733	AGAP005470	ASIC012434
OG0008734	AGAP028031	ASIC015754
OG0008736	AGAP009414	ASIC007398
OG0008738	AGAP011724	ASIC010476
OG0008739	AGAP005003	ASIC016519
OG0008740	AGAP005509	ASIC011085
OG0008741	AGAP005004	ASIC016518
OG0008742	AGAP005510	ASIC011084
OG0008743	AGAP005511	ASIC011083
OG0008745	AGAP004490	ASIC015130
OG0008747	AGAP009812	ASIC017190
OG0008749	AGAP012587	ASIC017759
OG0008750	AGAP005586	ASIC011745
OG0008751	AGAP004633	ASIC014310
OG0008753	AGAP003148	ASIC008075
OG0008754	AGAP002222	ASIC011788
OG0008755	AGAP002217	ASIC011723
OG0008756	AGAP002216	ASIC011724
OG0008757	AGAP002215	ASIC011727
OG0008758	AGAP013480	ASIC005631
OG0008760	AGAP004245	ASIC000396
OG0008761	AGAP000743	ASIC009532
OG0008762	AGAP000127	ASIC020432
OG0008763	AGAP009335	ASIC006742
OG0008765	AGAP013392	ASIC007118
OG0008766	AGAP000856	ASIC016938
OG0008767	AGAP000830	ASIC004461
OG0008768	AGAP004853	ASIC009177
OG0008769	AGAP005126	ASIC014902
OG0008771	AGAP005135	ASIC014922
OG0008772	AGAP005185	ASIC019216
OG0008775	AGAP003178	ASIC016853
OG0008776	AGAP002655	ASIC013984
OG0008777	AGAP009023	ASIC005914
OG0008778	AGAP009024	ASIC005915
OG0008779	AGAP008407	ASIC017746
OG0008780	AGAP009022	ASIC005912
OG0008782	AGAP000092	ASIC020497
OG0008784	AGAP029666	ASIC015904
OG0008785	AGAP005635	ASIC015048
OG0008788	AGAP007026	ASIC015047
OG0008789	AGAP006451	ASIC001027
OG0008790	AGAP003630	ASIC009804
OG0008792	AGAP029646	ASIC010542
OG0008793	AGAP004085	ASIC014057
OG0008794	AGAP002659	ASIC013980
OG0008795	AGAP002656	ASIC013983
OG0008797	AGAP002657	ASIC013982
OG0008799	AGAP000795	ASIC020486
OG0008800	AGAP000394	ASIC009541
OG0008801	AGAP005040	ASIC019229
OG0008802	AGAP005045	ASIC019222
OG0008805	AGAP004060	ASIC003513
OG0008806	AGAP004599	ASIC014250
OG0008808	AGAP010159	ASIC017392
OG0008809	AGAP007671	ASIC003816
OG0008810	AGAP005323	ASIC012198
OG0008811	AGAP001545	ASIC012155
OG0008812	AGAP013243	ASIC008761
OG0008813	AGAP001544	ASIC012154
OG0008814	AGAP028409	ASIC014461
OG0008816	AGAP004812	ASIC009150
OG0008817	AGAP004678	ASIC011803
OG0008818	AGAP005729	ASIC007483
OG0008819	AGAP010486	ASIC002594
OG0008820	AGAP004405	ASIC012637
OG0008824	AGAP001042	ASIC016931
OG0008825	AGAP001041	ASIC016942
OG0008826	AGAP028410	ASIC019291
OG0008828	AGAP002143	ASIC021388
OG0008829	AGAP011130	ASIC019292
OG0008830	AGAP003580	ASIC013203
OG0008832	AGAP006547	ASIC019540
OG0008833	AGAP012361	ASIC002462
OG0008834	AGAP028197	ASIC006052
OG0008835	AGAP007970	ASIC017613
OG0008836	AGAP000102	ASIC000799
OG0008837	AGAP003906	ASIC002138
OG0008839	AGAP006542	ASIC019535
OG0008840	AGAP028025	ASIC008573
OG0008843	AGAP010719	ASIC019958
OG0008844	AGAP003699, AGAP003697	ASIC020942
OG0008845	AGAP003686	ASIC003530
OG0008847	AGAP000100	ASIC000978
OG0008848	AGAP013263	ASIC014704
OG0008849	AGAP001326	ASIC008359
OG0008850	AGAP002107	ASIC014996
OG0008851	AGAP009862	ASIC012044
OG0008852	AGAP028228	ASIC010770
OG0008853	AGAP001106	ASIC011584
OG0008854	AGAP006828	ASIC013784
OG0008856	AGAP004241	ASIC001571
OG0008857	AGAP004424	ASIC020234
OG0008858	AGAP000485	ASIC007701
OG0008859	AGAP005072	ASIC018613
OG0008860	AGAP006974	ASIC021150
OG0008862	AGAP028730	ASIC017329
OG0008863	AGAP009070	ASIC009247
OG0008864	AGAP006623	ASIC009899
OG0008866	AGAP005896	ASIC012383
OG0008868	AGAP008002	ASIC016251
OG0008870	AGAP013742	ASIC016248
OG0008871	AGAP005272	ASIC018650
OG0008872	AGAP003196, AGAP013219	ASIC000813
OG0008873	AGAP000387	ASIC009551
OG0008874	AGAP003027	ASIC008023
OG0008875	AGAP003026	ASIC008020
OG0008876	AGAP000447	ASIC006223
OG0008877	AGAP001068	ASIC006286
OG0008878	AGAP008500	ASIC006895
OG0008879	AGAP005518	ASIC011074
OG0008880	AGAP005515	ASIC011078
OG0008881	AGAP000235	ASIC006364
OG0008882	AGAP011360	ASIC015255
OG0008884	AGAP012178	ASIC022346
OG0008885	AGAP012093	ASIC017985
OG0008886	AGAP007083	ASIC016574
OG0008887	AGAP011253	ASIC003652
OG0008890	AGAP006916	ASIC018849
OG0008891	AGAP007745	ASIC017663
OG0008892	AGAP001543	ASIC012152
OG0008893	AGAP004700	ASIC011826
OG0008894	AGAP009305	ASIC006853
OG0008895	AGAP000785	ASIC006790
OG0008897	AGAP011934	ASIC018065
OG0008899	AGAP002997	ASIC001956
OG0008902	AGAP011107	ASIC014505
OG0008903	AGAP005910	ASIC012258
OG0008904	AGAP009341	ASIC006737
OG0008905	AGAP012228	ASIC005384
OG0008906	AGAP009860	ASIC012049
OG0008907	AGAP004501	ASIC020173
OG0008908	AGAP006999	ASIC021177
OG0008909	AGAP006663	ASIC018671
OG0008910	AGAP028452	ASIC018660
OG0008911	AGAP006624	ASIC009898
OG0008912	AGAP010879	ASIC008476
OG0008914	AGAP006057	ASIC012932
OG0008915	AGAP002486	ASIC000840
OG0008916	AGAP009221	ASIC020754
OG0008917	AGAP011439	ASIC015523
OG0008918	AGAP004312	ASIC014062
OG0008920	AGAP009292	ASIC013835
OG0008921	AGAP008683	ASIC002631
OG0008923	AGAP001486	ASIC020686
OG0008927	AGAP008157	ASIC014380
OG0008928	AGAP008160	ASIC014377
OG0008930	AGAP003496	ASIC003201
OG0008931	AGAP003036	ASIC008038
OG0008934	AGAP001107	ASIC011582
OG0008935	AGAP005334	ASIC000969
OG0008936	AGAP003089	ASIC014708
OG0008937	AGAP006633	ASIC019885
OG0008939	AGAP005784	ASIC016883
OG0008941	AGAP002174	ASIC008060
OG0008944	AGAP010255	ASIC013433
OG0008945	AGAP003843	ASIC003516
OG0008946	AGAP006474	ASIC001102
OG0008947	AGAP007689	ASIC003741
OG0008950	AGAP003585	ASIC004629
OG0008951	AGAP009922	ASIC014631
OG0008952	AGAP008970	ASIC020743
OG0008953	AGAP009787	ASIC017225
OG0008954	AGAP002953	ASIC003525
OG0008955	AGAP008503	ASIC006898
OG0008957	AGAP028076	ASIC006055
OG0008959	AGAP004936	ASIC016052
OG0008962	AGAP001718	ASIC006163
OG0008964	AGAP004086	ASIC019993
OG0008965	AGAP006783	ASIC019660
OG0008967	AGAP006839	ASIC013766
OG0008970	AGAP004576	ASIC009130
OG0008973	AGAP004338	ASIC004014
OG0008974	AGAP006163	ASIC016684
OG0008975	AGAP006685	ASIC021615
OG0008976	AGAP000209	ASIC006796
OG0008979	AGAP006144	ASIC016693
OG0008980	AGAP006600	ASIC017443, ASIC017439
OG0008981	AGAP011963	ASIC002476
OG0008982	AGAP001044	ASIC006253
OG0008983	AGAP013524	ASIC006159
OG0008986	AGAP001251	ASIC011547
OG0008987	AGAP008135	ASIC014423
OG0008988	AGAP028623	ASIC012753
OG0008989	AGAP003240	ASIC005451
OG0008990	AGAP013348	ASIC006345
OG0008991	AGAP005314	ASIC012208
OG0008995	AGAP003334	ASIC016825
OG0008997	AGAP002629	ASIC022263
OG0008999	AGAP009322	ASIC006376
OG0009000	AGAP001753	ASIC013308
OG0009001	AGAP029602	ASIC006926
OG0009002	AGAP010982	ASIC002475
OG0009003	AGAP004349	ASIC020590
OG0009004	AGAP006149	ASIC019250
OG0009005	AGAP000392	ASIC009543
OG0009006	AGAP000892	ASIC020424
OG0009009	AGAP000756	ASIC007610
OG0009010	AGAP007799	ASIC004894
OG0009012	AGAP028608	ASIC019538
OG0009013	AGAP029582	ASIC012190
OG0009014	AGAP006116	ASIC018933
OG0009017	AGAP010152	ASIC017360
OG0009019	AGAP003680	ASIC003545
OG0009021	AGAP029628	ASIC019423
OG0009022	AGAP010158	ASIC017373
OG0009027	AGAP000587	ASIC007590
OG0009028	AGAP002153	ASIC021386
OG0009030	AGAP002787	ASIC004175
OG0009031	AGAP003077	ASIC014680
OG0009033	AGAP008467	ASIC012066
OG0009034	AGAP004541	ASIC021897
OG0009035	AGAP001365	ASIC012665
OG0009037	AGAP002068	ASIC004068
OG0009039	AGAP003714	ASIC020921
OG0009040	AGAP011421	ASIC017945
OG0009045	AGAP006835	ASIC013771
OG0009046	AGAP010825	ASIC013652
OG0009047	AGAP028639	ASIC015433
OG0009051	AGAP003895	ASIC002149
OG0009054	AGAP000115	ASIC016996
OG0009055	AGAP003877	ASIC011250
OG0009056	AGAP012999	ASIC020112
OG0009057	AGAP029574	ASIC016021
OG0009058	AGAP000155	ASIC017044
OG0009061	AGAP012986	ASIC005361
OG0009063	AGAP003283	ASIC001710
OG0009065	AGAP000013	ASIC005220
OG0009067	AGAP028021	ASIC018036
OG0009068	AGAP028578	ASIC003979
OG0009070	AGAP006147	ASIC016690
OG0009072	AGAP002899	ASIC003335
OG0009073	AGAP000446	ASIC010275
OG0009075	AGAP006139	ASIC016703
OG0009077	AGAP028637	ASIC015387
OG0009078	AGAP007917	ASIC003725
OG0009079	AGAP028599	ASIC007219
OG0009082	AGAP010722	ASIC017045, ASIC021404
OG0009083	AGAP004638	ASIC014325
OG0009086	AGAP005463	ASIC012420
OG0009087	AGAP007334	ASIC021332
OG0009088	AGAP003937	ASIC020860, ASIC020863
OG0009089	AGAP003406	ASIC011159
OG0009091	AGAP013414	ASIC011976
OG0009093	AGAP029357	ASIC003791
OG0009094	AGAP029151	ASIC003405
OG0009096	AGAP010542	ASIC015459
OG0009097	AGAP004667	ASIC010883
OG0009099	AGAP010520	ASIC015607
OG0009100	AGAP013715	ASIC016227
OG0009101	AGAP009206	ASIC020779
OG0009102	AGAP011472	ASIC015485
OG0009104	AGAP000786	ASIC006794
OG0009105	AGAP003712	ASIC020926
OG0009107	AGAP011973	ASIC014815
OG0009108	AGAP028166	ASIC003961
OG0009114	AGAP029187	ASIC001042, ASIC001041
OG0009116	AGAP006706	ASIC019172
OG0009118	AGAP009404, AGAP028209	ASIC006593
OG0009119	AGAP002379	ASIC011951
OG0009120	AGAP005793	ASIC016271
OG0009121	AGAP005093	ASIC018643
OG0009122	AGAP010416	ASIC002171
OG0009124	AGAP008397	ASIC017558
OG0009125	AGAP029621	ASIC016020
OG0009126	AGAP028400	ASIC019095
OG0009127	AGAP006701	ASIC019181
OG0009129	AGAP029439	ASIC005367
OG0009131	AGAP009789	ASIC017223
OG0009132	AGAP008937	ASIC012059
OG0009137	AGAP000345	ASIC006803
OG0009138	AGAP000535	ASIC010244
OG0009139	AGAP000996	ASIC004349
OG0009140	AGAP004714	ASIC011839
OG0009141	AGAP002880	ASIC015265
OG0009142	AGAP005859	ASIC016866
OG0009143	AGAP004879	ASIC018586
OG0009145	AGAP000759	ASIC007606
OG0009146	AGAP002050	ASIC004100
OG0009147	AGAP028473	ASIC010106
OG0009148	AGAP001736	ASIC011132
OG0009149	AGAP029087	ASIC020030
OG0009153	AGAP008314	ASIC015746
OG0009154	AGAP006125	ASIC009886
OG0009156	AGAP029604	ASIC020356
OG0009157	AGAP011771	ASIC018327
OG0009158	AGAP000119	ASIC017149
OG0009159	AGAP008977	ASIC012026
OG0009160	AGAP004130	ASIC006129
OG0009161	AGAP011935	ASIC018064
OG0009162	AGAP004730	ASIC011298
OG0009163	AGAP001322	ASIC008362
OG0009164	AGAP011440	ASIC015522
OG0009165	AGAP000457	ASIC006234
OG0009166	AGAP005522	ASIC011070
OG0009167	AGAP004831	ASIC014921
OG0009168	AGAP010960	ASIC020888
OG0009170	AGAP008735	ASIC006546
OG0009171	AGAP009641	ASIC017248
OG0009173	AGAP013343	ASIC004198
OG0009174	AGAP007439	ASIC019749
OG0009177	AGAP001643	ASIC004398
OG0009179	AGAP002442	ASIC009108
OG0009182	AGAP006465	ASIC001043
OG0009183	AGAP004787	ASIC014971
OG0009186	AGAP002658	ASIC013981
OG0009187	AGAP006470	ASIC000284
OG0009188	AGAP008855	ASIC010696
OG0009189	AGAP011681	ASIC005055
OG0009191	AGAP006947	ASIC016795
OG0009193	AGAP000382	ASIC009717
OG0009194	AGAP009480	ASIC007298
OG0009196	AGAP029583	ASIC011139
OG0009198	AGAP006259	ASIC016129
OG0009200	AGAP013184	ASIC009219
OG0009201	AGAP004580	ASIC013431
OG0009202	AGAP029360	ASIC012389
OG0009203	AGAP028066	ASIC010831
OG0009205	AGAP002852	ASIC005653
OG0009206	AGAP006884	ASIC013703
OG0009207	AGAP005525	ASIC011065
OG0009208	AGAP012658, AGAP007283	ASIC007803
OG0009210	AGAP010576	ASIC017931
OG0009211	AGAP012310	ASIC018338
OG0009212	AGAP029056	ASIC022176
OG0009214	AGAP005805	ASIC016397
OG0009216	AGAP008442	ASIC012112
OG0009218	AGAP028513	ASIC004765
OG0009219	AGAP003001	ASIC002332
OG0009220	AGAP003390	ASIC011338
OG0009221	AGAP010082	ASIC012863
OG0009225	AGAP008745	ASIC006565
OG0009226	AGAP001051	ASIC020304
OG0009227	AGAP001225	ASIC011436
OG0009228	AGAP008242	ASIC013157
OG0009229	AGAP000888	ASIC007603
OG0009230	AGAP003621	ASIC009827
OG0009231	AGAP001008	ASIC009373
OG0009232	AGAP001091	ASIC007694
OG0009233	AGAP004036	ASIC008884
OG0009234	AGAP002936	ASIC009414
OG0009236	AGAP028407	ASIC021891
OG0009237	AGAP012863, AGAP010433	ASIC011221
OG0009240	AGAP001998	ASIC004550
OG0009241	AGAP010203	ASIC016204
OG0009242	AGAP006773	ASIC019671
OG0009243	AGAP007278	ASIC005111
OG0009244	AGAP028543	ASIC017982
OG0009245	AGAP001045	ASIC020673
OG0009246	AGAP028130	ASIC014822
OG0009247	AGAP013298	ASIC010655
OG0009248	AGAP028586	ASIC008063
OG0009249	AGAP028054	ASIC010777
OG0009251	AGAP011884	ASIC018138
OG0009253	AGAP013446	ASIC002728
OG0009254	AGAP003994	ASIC013350
OG0009255	AGAP029738	ASIC015363
OG0009257	AGAP003492	ASIC003209
OG0009258	AGAP012975	ASIC006196
OG0009259	AGAP003418	ASIC011122
OG0009261	AGAP013445	ASIC011123
OG0009263	AGAP028210	ASIC019217
OG0009264	AGAP002378	ASIC011950
OG0009266	AGAP013413	ASIC003925
OG0009267	AGAP000303	ASIC020399
OG0009268	AGAP000156	ASIC017023
OG0009269	AGAP005005	ASIC016517
OG0009270	AGAP028111	ASIC008592
OG0009271	AGAP003329	ASIC021023
OG0009274	AGAP010302	ASIC013494
OG0009276	AGAP028573	ASIC002623
OG0009277	AGAP013339	ASIC021090
OG0009279	AGAP001735	ASIC011131
OG0009281	AGAP000687	ASIC009482
OG0009283	AGAP029058	ASIC016721
OG0009284	AGAP006242	ASIC003014
OG0009285	AGAP029673	ASIC009372
OG0009287	AGAP002981	ASIC005330
OG0009288	AGAP001493	ASIC000980
OG0009289	AGAP013309	ASIC001361
OG0009290	AGAP003108	ASIC005943
OG0009291	AGAP003933	ASIC014736
OG0009293	AGAP006748	ASIC019083
OG0009296	AGAP013506	ASIC007656
OG0009297	AGAP006471	ASIC000286
OG0009298	AGAP029293	ASIC002812
OG0009299	AGAP001873	ASIC008307
OG0009300	AGAP009661	ASIC005711
OG0009301	AGAP008961	ASIC020727
OG0009302	AGAP007107	ASIC011032
OG0009305	AGAP009324	ASIC006375
OG0009306	AGAP001790	ASIC010056
OG0009307	AGAP011704	ASIC015554
OG0009308	AGAP028651, AGAP010263	ASIC013439
OG0009309	AGAP007483	ASIC019789
OG0009311	AGAP003123	ASIC013313
OG0009313	AGAP000657	ASIC000596
OG0009315	AGAP002633	ASIC022243
OG0009316	AGAP004191	ASIC007055
OG0009317	AGAP005192	ASIC018978
OG0009319	AGAP005073	ASIC018616
OG0009320	AGAP003847	ASIC003598
OG0009323	AGAP007066	ASIC018475
OG0009325	AGAP001474	ASIC020089
OG0009326	AGAP007584	ASIC016816
OG0009327	AGAP007703	ASIC003807
OG0009328	AGAP013430	ASIC014891
OG0009334	AGAP013435	ASIC009467
OG0009336	AGAP002642	ASIC014031
OG0009337	AGAP000316	ASIC017164
OG0009342	AGAP002484	ASIC000831
OG0009343	AGAP029935	ASIC006073
OG0009343	AGAP013364	ASIC019513
OG0009353	AGAP011619	ASIC017551, ASIC017553, ASIC017552, ASIC005969
OG0009354	AGAP011955	ASIC018032
OG0009355	AGAP000854	ASIC016934, ASIC016933
OG0009356	AGAP010856, AGAP029611	ASIC022182
OG0009357	AGAP009054, AGAP028085	ASIC010818, ASIC010815
OG0009358	AGAP005679	ASIC012989
OG0009358	AGAP005678, AGAP005677	ASIC012988
OG0009359	AGAP006348	ASIC019180, ASIC016651, ASIC016653
OG0009360	AGAP005457, AGAP005458	ASIC012419
OG0009361	AGAP013751, AGAP013743	ASIC020553, ASIC012841, ASIC020552
OG0009363	AGAP028566, AGAP028567	ASIC011036
OG0009364	AGAP009855	ASIC014581
OG0009365	AGAP008139, AGAP008140, AGAP013729	ASIC014416, ASIC014411, ASIC014412
OG0009366	AGAP006525	ASIC019505
OG0009366	AGAP006524	ASIC019504
OG0009367	AGAP029924, AGAP029923	ASIC006114
OG0009368	AGAP002863	ASIC003134, ASIC003133, ASIC003130, ASIC003131, ASIC003132
OG0009369	AGAP012544, AGAP011949, AGAP011950	ASIC018041, ASIC018040
OG0009389	AGAP003483	ASIC000650
OG0009393	AGAP011202	ASIC012754
OG0009394	AGAP000367	ASIC019956
OG0009395	AGAP008997	ASIC012821
OG0009396	AGAP000364	ASIC009579
OG0009397	AGAP005675	ASIC012987
OG0009398	AGAP010684, AGAP012594	ASIC022291
OG0009400	AGAP029550	ASIC013968
OG0009401	AGAP003552	ASIC001081
OG0009404	AGAP004248	ASIC005629
OG0009405	AGAP011321	ASIC007914
OG0009407	AGAP001610	ASIC008734
OG0009409	AGAP000690	ASIC009496
OG0009411	AGAP012406	ASIC018228
OG0009413	AGAP007878	ASIC007450
OG0009414	AGAP028055	ASIC007425
OG0009416	AGAP002751	ASIC008775
OG0009417	AGAP011652	ASIC004960
OG0009418	AGAP011758	ASIC018310
OG0009419	AGAP010606	ASIC017875
OG0009420	AGAP011898	ASIC018127
OG0009422	AGAP010498	ASIC015267
OG0009423	AGAP004158	ASIC021782
OG0009424	AGAP002499	ASIC000855
OG0009425	AGAP012245	ASIC015385
OG0009426	AGAP008930	ASIC006060
OG0009427	AGAP004945	ASIC016079
OG0009430	AGAP007314	ASIC007768
OG0009432	AGAP011552	ASIC011915
OG0009433	AGAP007599	ASIC010179
OG0009437	AGAP028185	ASIC013030, ASIC013027
OG0009439	AGAP010081	ASIC012862
OG0009442	AGAP007823	ASIC001446
OG0009443	AGAP007151	ASIC019244
OG0009444	AGAP005310	ASIC012213
OG0009446	AGAP008238	ASIC013154
OG0009450	AGAP009151	ASIC015873
OG0009451	AGAP008040	ASIC006982
OG0009452	AGAP008045	ASIC006977
OG0009454	AGAP008717	ASIC006509
OG0009459	AGAP010732	ASIC000160
OG0009460	AGAP006719	ASIC019159
OG0009462	AGAP002362	ASIC005549
OG0009463	AGAP001631	ASIC013385
OG0009466	AGAP013405	ASIC011983
OG0009470	AGAP003324	ASIC008920
OG0009471	AGAP002459	ASIC021077
OG0009473	AGAP005342	ASIC011785
OG0009478	AGAP008270	ASIC013083
OG0009482	AGAP029397	ASIC008614
OG0009483	AGAP013335	ASIC014879
OG0009484	AGAP008271	ASIC013084
OG0009485	AGAP001334	ASIC012186
OG0009486	AGAP009913	ASIC014620
OG0009488	AGAP003522	ASIC011988
OG0009489	AGAP003647	ASIC008916
OG0009491	AGAP029592	ASIC002820
OG0009493	AGAP002776	ASIC009703
OG0009494	AGAP010769	ASIC007705
OG0009495	AGAP001611	ASIC008735
OG0009496	AGAP000375	ASIC009592
OG0009497	AGAP009077	ASIC002240
OG0009499	AGAP005566	ASIC018823
OG0009506	AGAP009612	ASIC006888
OG0009508	AGAP001398	ASIC020821
OG0009509	AGAP001393	ASIC020827
OG0009514	AGAP029593	ASIC000089
OG0009518	AGAP004555	ASIC021874
OG0009525	AGAP009339	ASIC006738
OG0009526	AGAP004151	ASIC021801
OG0009531	AGAP003358	ASIC021709
OG0009532	AGAP009631	ASIC012123
OG0009534	AGAP028727	ASIC019414
OG0009535	AGAP001206	ASIC011595
OG0009536	AGAP009262	ASIC017298
OG0009538	AGAP010157	ASIC017369
OG0009541	AGAP008094	ASIC017676
OG0009544	AGAP002035	ASIC008995
OG0009545	AGAP011367	ASIC015244
OG0009547	AGAP004063	ASIC003510
OG0009549	AGAP007476	ASIC019779
OG0009550	AGAP001127	ASIC011563
OG0009552	AGAP005256	ASIC009196
OG0009553	AGAP005229	ASIC016084
OG0009556	AGAP010497	ASIC015264
OG0009558	AGAP010496	ASIC015351
OG0009559	AGAP001177	ASIC011438
OG0009561	AGAP009499	ASIC007251
OG0009562	AGAP009495	ASIC007255
OG0009563	AGAP009494	ASIC007256
OG0009564	AGAP007945	ASIC007283
OG0009566	AGAP009888	ASIC014373
OG0009568	AGAP003278	ASIC012630
OG0009570	AGAP002514	ASIC000874
OG0009573	AGAP010240	ASIC013414
OG0009575	AGAP002542	ASIC000522
OG0009576	AGAP002540	ASIC001836
OG0009578	AGAP000826	ASIC011840
OG0009582	AGAP009103	ASIC002674
OG0009583	AGAP009102	ASIC002673
OG0009584	AGAP012376	ASIC018011
OG0009586	AGAP004621	ASIC014298
OG0009590	AGAP028575	ASIC016474
OG0009591	AGAP002403	ASIC008432
OG0009592	AGAP012261	ASIC017863
OG0009594	AGAP008765	ASIC006592
OG0009596	AGAP004316	ASIC005663
OG0009597	AGAP001189	ASIC011410
OG0009598	AGAP000238	ASIC006356
OG0009599	AGAP010028	ASIC020848
OG0009603	AGAP013059	ASIC011251
OG0009609	AGAP013013	ASIC010571
OG0009610	AGAP001931	ASIC008193
OG0009613	AGAP002312	ASIC007964
OG0009614	AGAP013375	ASIC005513
OG0009615	AGAP006950	ASIC016798
OG0009618	AGAP005829	ASIC002906
OG0009620	AGAP008724	ASIC006519
OG0009622	AGAP003149	ASIC008076
OG0009623	AGAP004479	ASIC008069
