Orthogroup	AgambiaePEST	AaegyptiLVP_AGWG
OG0007894	AGAP007914	AAEL000685
OG0007895	AGAP007936	AAEL000697
OG0007896	AGAP007875	AAEL000699
OG0007897	AGAP007339	AAEL000744
OG0007898	AGAP007338	AAEL000751
OG0007899	AGAP010548	AAEL000786
OG0007900	AGAP010401	AAEL000829
OG0007901	AGAP010397	AAEL000844
OG0007902	AGAP003919	AAEL000847
OG0007903	AGAP010784	AAEL000855
OG0007904	AGAP010926	AAEL000869
OG0007905	AGAP010785	AAEL000871
OG0007906	AGAP029323	AAEL000903
OG0007907	AGAP010789	AAEL000923
OG0007908	AGAP028143	AAEL000947, AAEL026893
OG0007909	AGAP010574	AAEL000952, AAEL022371
OG0007910	AGAP011583	AAEL000970
OG0007911	AGAP004283	AAEL000983
OG0007912	AGAP005801	AAEL000985
OG0007913	AGAP003977	AAEL001031
OG0007914	AGAP004170	AAEL001062
OG0007915	AGAP004162	AAEL001068
OG0007916	AGAP004166	AAEL001074
OG0007917	AGAP002671	AAEL001088
OG0007918	AGAP004163	AAEL001090
OG0007919	AGAP000941	AAEL001094
OG0007920	AGAP005177	AAEL001106
OG0007921	AGAP012239	AAEL001116
OG0007923	AGAP002491	AAEL001132
OG0007924	AGAP008338	AAEL001156
OG0007925	AGAP009842	AAEL001159
OG0007926	AGAP009617	AAEL001173
OG0007927	AGAP008651	AAEL001175
OG0007928	AGAP008649	AAEL001178
OG0007929	AGAP009177	AAEL001185
OG0007930	AGAP012645	AAEL001187
OG0007931	AGAP009071	AAEL001201
OG0007932	AGAP009072	AAEL001210
OG0007933	AGAP009006	AAEL001233
OG0007934	AGAP009695	AAEL001235
OG0007935	AGAP000093	AAEL001236
OG0007936	AGAP009699	AAEL001243
OG0007937	AGAP005604	AAEL001260
OG0007938	AGAP005120	AAEL001270
OG0007939	AGAP001290	AAEL001324
OG0007940	AGAP007326	AAEL001326
OG0007941	AGAP013277	AAEL001334
OG0007942	AGAP001301	AAEL001345
OG0007943	AGAP007317	AAEL001355
OG0007944	AGAP006990	AAEL001361
OG0007945	AGAP005136	AAEL001363
OG0007946	AGAP007242	AAEL001371
OG0007947	AGAP007246	AAEL001382
OG0007948	AGAP005887	AAEL001391
OG0007949	AGAP007522	AAEL001405
OG0007950	AGAP007397	AAEL001412
OG0007951	AGAP007525	AAEL023310, AAEL001434
OG0007952	AGAP000456	AAEL001447
OG0007953	AGAP006170	AAEL001452
OG0007954	AGAP029467	AAEL001476
OG0007955	AGAP008884	AAEL001479
OG0007956	AGAP000274	AAEL001485
OG0007957	AGAP011565	AAEL001524
OG0007958	AGAP011563	AAEL001532
OG0007959	AGAP007614	AAEL001544
OG0007960	AGAP007595	AAEL001562
OG0007961	AGAP007603	AAEL001580
OG0007962	AGAP012007	AAEL001594
OG0007963	AGAP002836	AAEL001612
OG0007964	AGAP012684	AAEL001616
OG0007965	AGAP011178	AAEL001626
OG0007966	AGAP007889	AAEL001627
OG0007967	AGAP008729	AAEL001645
OG0007968	AGAP007825	AAEL001657
OG0007969	AGAP008731	AAEL001667
OG0007970	AGAP005315	AAEL001694, AAEL001686
OG0007971	AGAP008253	AAEL001708
OG0007972	AGAP008239	AAEL001719
OG0007973	AGAP005776	AAEL001754
OG0007974	AGAP005049	AAEL001775
OG0007975	AGAP007068	AAEL001778
OG0007976	AGAP005775	AAEL001779
OG0007977	AGAP008399	AAEL001817
OG0007978	AGAP008406	AAEL001830
OG0007979	AGAP008704	AAEL001833
OG0007980	AGAP007991	AAEL001837
OG0007981	AGAP029691	AAEL001846
OG0007982	AGAP010213	AAEL001871
OG0007983	AGAP009138	AAEL001894
OG0007984	AGAP028000	AAEL001903
OG0007985	AGAP009155	AAEL001905
OG0007986	AGAP011517	AAEL001918
OG0007987	AGAP005363	AAEL001922
OG0007988	AGAP007177	AAEL001929
OG0007989	AGAP011518	AAEL001938
OG0007990	AGAP006953	AAEL001943
OG0007992	AGAP008036	AAEL001959
OG0007993	AGAP008059	AAEL001963
OG0007994	AGAP009179	AAEL001997
OG0007995	AGAP008043	AAEL002002
OG0007996	AGAP008050	AAEL002012
OG0007997	AGAP005651	AAEL002056
OG0007998	AGAP003145	AAEL002094
OG0007999	AGAP002805	AAEL002098
OG0008000	AGAP002808	AAEL002108
OG0008001	AGAP013134	AAEL002117
OG0008002	AGAP002812	AAEL002119
OG0008003	AGAP003143	AAEL002129
OG0008004	AGAP002819	AAEL002131
OG0008005	AGAP004370	AAEL002140
OG0008006	AGAP000286	AAEL002153
OG0008007	AGAP000671	AAEL002155
OG0008008	AGAP000624	AAEL002161
OG0008009	AGAP008491	AAEL002183
OG0008010	AGAP008469	AAEL002195
OG0008011	AGAP008493	AAEL002219
OG0008012	AGAP006964	AAEL002225
OG0008013	AGAP008471	AAEL002234
OG0008014	AGAP008473	AAEL002235
OG0008015	AGAP006438	AAEL002249
OG0008016	AGAP029132	AAEL002254
OG0008017	AGAP006442	AAEL002263
OG0008018	AGAP010729	AAEL002303
OG0008019	AGAP010935	AAEL002304
OG0008020	AGAP011824	AAEL002309
OG0008021	AGAP028538	AAEL002311
OG0008022	AGAP000063	AAEL002321
OG0008023	AGAP000057	AAEL002348
OG0008024	AGAP000051	AAEL002354
OG0008025	AGAP007144	AAEL002361
OG0008026	AGAP009667	AAEL002374
OG0008027	AGAP009666	AAEL002402
OG0008028	AGAP002470	AAEL002418
OG0008030	AGAP002309	AAEL002485
OG0008031	AGAP000790	AAEL002520
OG0008033	AGAP001639	AAEL002550
OG0008034	AGAP004078	AAEL002551
OG0008035	AGAP004545	AAEL002556
OG0008036	AGAP001622	AAEL002572
OG0008037	AGAP010465	AAEL002579
OG0008038	AGAP011780	AAEL002593
OG0008039	AGAP012319	AAEL002626
OG0008040	AGAP010466	AAEL002627
OG0008041	AGAP008746	AAEL002636
OG0008043	AGAP008752	AAEL002654
OG0008044	AGAP008782	AAEL002656
OG0008045	AGAP008779	AAEL002657
OG0008046	AGAP004221	AAEL002674
OG0008047	AGAP007693	AAEL002699
OG0008048	AGAP002228	AAEL002716
OG0008049	AGAP028120	AAEL002726
OG0008051	AGAP005659	AAEL002753
OG0008052	AGAP002609	AAEL002777
OG0008053	AGAP002608	AAEL002779
OG0008054	AGAP004411	AAEL002786
OG0008055	AGAP002607	AAEL002788
OG0008056	AGAP002398	AAEL002803
OG0008057	AGAP003942	AAEL002816
OG0008058	AGAP029452	AAEL002820
OG0008059	AGAP011401	AAEL002836
OG0008060	AGAP012101	AAEL002844
OG0008061	AGAP011398	AAEL002847
OG0008062	AGAP001677	AAEL002866
OG0008063	AGAP013279	AAEL002893
OG0008064	AGAP000439	AAEL002898
OG0008065	AGAP000911	AAEL002900
OG0008066	AGAP000444	AAEL002912
OG0008067	AGAP003369	AAEL002986
OG0008068	AGAP013434	AAEL003005
OG0008069	AGAP000648	AAEL003034
OG0008070	AGAP005375	AAEL003039
OG0008071	AGAP000233	AAEL003043
OG0008072	AGAP005754	AAEL003058
OG0008073	AGAP005735	AAEL003065
OG0008074	AGAP007133	AAEL003097
OG0008075	AGAP004334	AAEL003107
OG0008076	AGAP011229	AAEL003111
OG0008077	AGAP006261	AAEL003112
OG0008078	AGAP012029	AAEL003127
OG0008079	AGAP029659	AAEL003137
OG0008080	AGAP005282	AAEL003213
OG0008081	AGAP008526	AAEL003217
OG0008082	AGAP009870	AAEL003221
OG0008083	AGAP028422	AAEL003255
OG0008084	AGAP005271	AAEL003271
OG0008085	AGAP011415	AAEL003284
OG0008086	AGAP010385	AAEL003291
OG0008087	AGAP010381	AAEL003295
OG0008088	AGAP011310	AAEL003302
OG0008089	AGAP010384	AAEL003316
OG0008090	AGAP008141	AAEL003345
OG0008091	AGAP008163	AAEL003352
OG0008092	AGAP001949	AAEL003361
OG0008093	AGAP011426	AAEL003426
OG0008094	AGAP011753	AAEL003435
OG0008095	AGAP007302	AAEL003462
OG0008096	AGAP012207	AAEL003464
OG0008097	AGAP001614	AAEL003490
OG0008098	AGAP001620	AAEL003501
OG0008099	AGAP010389	AAEL003548
OG0008100	AGAP011721	AAEL003549
OG0008101	AGAP005878	AAEL003560
OG0008102	AGAP003848	AAEL003569
OG0008103	AGAP004452	AAEL003576
OG0008104	AGAP000340	AAEL003597
OG0008105	AGAP010863	AAEL003624
OG0008106	AGAP003051	AAEL003645
OG0008107	AGAP009902	AAEL003680
OG0008108	AGAP029875	AAEL003681
OG0008109	AGAP006704	AAEL003714
OG0008110	AGAP004487	AAEL003758
OG0008111	AGAP012974	AAEL003766
OG0008112	AGAP004361	AAEL003768
OG0008113	AGAP004302	AAEL003779
OG0008114	AGAP000271	AAEL003789
OG0008115	AGAP000261	AAEL003791
OG0008116	AGAP001822	AAEL003886
OG0008117	AGAP004455	AAEL003889
OG0008118	AGAP004456	AAEL003894
OG0008119	AGAP004457	AAEL003899
OG0008120	AGAP001684	AAEL003905
OG0008121	AGAP001681	AAEL003907
OG0008122	AGAP002385	AAEL003912
OG0008123	AGAP001682	AAEL003917
OG0008124	AGAP002389	AAEL003921
OG0008125	AGAP002619	AAEL003924
OG0008126	AGAP003538	AAEL003942
OG0008127	AGAP004441	AAEL003944
OG0008128	AGAP010699	AAEL003950
OG0008129	AGAP010697	AAEL003955
OG0008130	AGAP029720	AAEL003970
OG0008131	AGAP005390	AAEL003978
OG0008132	AGAP011187	AAEL004000
OG0008133	AGAP002974	AAEL004006
OG0008134	AGAP013509	AAEL004022
OG0008135	AGAP002433	AAEL004026
OG0008136	AGAP002967	AAEL004039
OG0008137	AGAP003779	AAEL004040
OG0008138	AGAP008619	AAEL004053
OG0008139	AGAP001076	AAEL004054
OG0008140	AGAP010685	AAEL004055
OG0008141	AGAP002221	AAEL004063
OG0008142	AGAP006661	AAEL004073
OG0008143	AGAP009012	AAEL004076
OG0008144	AGAP012257	AAEL004105
OG0008145	AGAP005123	AAEL004107
OG0008146	AGAP011056	AAEL004113
OG0008147	AGAP002258	AAEL004132
OG0008148	AGAP001957	AAEL004141
OG0008149	AGAP001958	AAEL004146
OG0008150	AGAP004885	AAEL004161
OG0008151	AGAP006251	AAEL004168
OG0008152	AGAP004886	AAEL004176
OG0008153	AGAP000107	AAEL004179
OG0008154	AGAP004933	AAEL004183
OG0008155	AGAP004893	AAEL004199
OG0008156	AGAP002580	AAEL004200
OG0008157	AGAP029644	AAEL004209
OG0008158	AGAP007249	AAEL004249
OG0008159	AGAP007241	AAEL004252
OG0008160	AGAP029421	AAEL004293
OG0008161	AGAP009031	AAEL004325
OG0008162	AGAP001259	AAEL004326
OG0008163	AGAP013118	AAEL004352
OG0008164	AGAP013357	AAEL004356
OG0008165	AGAP003993	AAEL004361
OG0008166	AGAP013324	AAEL004396
OG0008167	AGAP010550	AAEL004407
OG0008168	AGAP010543	AAEL004409
OG0008169	AGAP011131	AAEL004423
OG0008170	AGAP011132	AAEL004439
OG0008171	AGAP029687	AAEL004460
OG0008172	AGAP013029	AAEL004479
OG0008173	AGAP009426	AAEL004488
OG0008174	AGAP009614	AAEL004511
OG0008175	AGAP002059	AAEL004551
OG0008176	AGAP001406	AAEL004558
OG0008177	AGAP004495	AAEL004561
OG0008178	AGAP001400	AAEL004570
OG0008179	AGAP005215	AAEL004571
OG0008180	AGAP006508	AAEL004589
OG0008181	AGAP006514	AAEL004591
OG0008182	AGAP001737	AAEL004607
OG0008183	AGAP003437	AAEL004620
OG0008184	AGAP004295	AAEL004625
OG0008185	AGAP004374	AAEL004630
OG0008186	AGAP001738	AAEL004643
OG0008187	AGAP001741	AAEL004648
OG0008188	AGAP029156	AAEL004659
OG0008189	AGAP005379	AAEL004662
OG0008190	AGAP004237	AAEL004680
OG0008192	AGAP000848	AAEL004793
OG0008193	AGAP006606	AAEL004837
OG0008194	AGAP005857	AAEL004843
OG0008195	AGAP006774	AAEL004844
OG0008196	AGAP005858	AAEL004846
OG0008197	AGAP006681	AAEL004854
OG0008198	AGAP006596	AAEL004857
OG0008199	AGAP004549	AAEL004863
OG0008200	AGAP001730	AAEL004865
OG0008201	AGAP001729	AAEL004866
OG0008202	AGAP004554	AAEL004876
OG0008203	AGAP004550	AAEL004879
OG0008204	AGAP004552	AAEL004885
OG0008205	AGAP006899	AAEL004899
OG0008206	AGAP005394	AAEL004905
OG0008207	AGAP010205	AAEL004919
OG0008208	AGAP010887	AAEL004951
OG0008209	AGAP012017	AAEL004960
OG0008210	AGAP009682	AAEL004976
OG0008211	AGAP009992	AAEL004983
OG0008212	AGAP008181	AAEL004986
OG0008213	AGAP008438, AGAP012637	AAEL005013
OG0008214	AGAP008432	AAEL005032
OG0008215	AGAP008434	AAEL005034
OG0008216	AGAP007244	AAEL005041
OG0008217	AGAP004153	AAEL005048
OG0008218	AGAP004149	AAEL005060
OG0008219	AGAP004147	AAEL005061
OG0008220	AGAP004150	AAEL005086
OG0008221	AGAP010334	AAEL005138
OG0008222	AGAP011346	AAEL005141, AAEL022857
OG0008223	AGAP010332	AAEL005152
OG0008224	AGAP002330	AAEL005163
OG0008225	AGAP007625	AAEL005171
OG0008226	AGAP005838	AAEL005179
OG0008227	AGAP007632	AAEL005185
OG0008228	AGAP007628	AAEL005186
OG0008229	AGAP005851	AAEL005191
OG0008230	AGAP007634	AAEL005197
OG0008231	AGAP007637	AAEL005202
OG0008232	AGAP009791	AAEL005207
OG0008233	AGAP003793	AAEL005214
OG0008234	AGAP003809	AAEL005218
OG0008235	AGAP003816	AAEL005220
OG0008236	AGAP003815	AAEL005229
OG0008237	AGAP003810	AAEL005237
OG0008238	AGAP004443	AAEL005238
OG0008239	AGAP003798	AAEL005239
OG0008240	AGAP003681	AAEL005242
OG0008241	AGAP002342	AAEL005243
OG0008242	AGAP006372	AAEL005263
OG0008243	AGAP007564	AAEL005316
OG0008244	AGAP008849	AAEL005336
OG0008245	AGAP003371	AAEL005342
OG0008246	AGAP029412	AAEL005345
OG0008247	AGAP003357	AAEL005353
OG0008248	AGAP009562	AAEL005363
OG0008249	AGAP003359	AAEL005364
OG0008250	AGAP029403	AAEL005379
OG0008251	AGAP009569	AAEL005391
OG0008252	AGAP029139	AAEL005471
OG0008253	AGAP001110	AAEL005484
OG0008254	AGAP002175	AAEL005500
OG0008255	AGAP008886	AAEL005548
OG0008256	AGAP010629	AAEL005580
OG0008257	AGAP010640	AAEL005593
OG0008258	AGAP013332	AAEL005595
OG0008259	AGAP001253	AAEL005600
OG0008260	AGAP001239	AAEL005612
OG0008261	AGAP000724	AAEL005615
OG0008262	AGAP001244	AAEL005616
OG0008263	AGAP001257	AAEL005617
OG0008265	AGAP009263	AAEL005648
OG0008266	AGAP009264	AAEL005651
OG0008267	AGAP006908	AAEL005674
OG0008268	AGAP008134	AAEL005677
OG0008269	AGAP010146	AAEL005729
OG0008270	AGAP008600	AAEL005735
OG0008271	AGAP002559	AAEL005779
OG0008272	AGAP000183	AAEL005789
OG0008273	AGAP002468	AAEL005817
OG0008274	AGAP000667	AAEL005834
OG0008275	AGAP010892	AAEL005849
OG0008276	AGAP002783	AAEL005903
OG0008277	AGAP003533	AAEL005914
OG0008278	AGAP004183, AGAP004184	AAEL005924
OG0008279	AGAP002893	AAEL005944
OG0008280	AGAP011512	AAEL005957
OG0008281	AGAP008097	AAEL005958
OG0008283	AGAP008095	AAEL005967
OG0008284	AGAP011511	AAEL005969
OG0008285	AGAP005725	AAEL005979
OG0008287	AGAP013468	AAEL005992
OG0008288	AGAP009521	AAEL006004
OG0008289	AGAP028500	AAEL006017
OG0008290	AGAP002036	AAEL006020
OG0008291	AGAP010345	AAEL006032
OG0008292	AGAP002037	AAEL006033
OG0008293	AGAP002033	AAEL006042
OG0008294	AGAP013039	AAEL006053
OG0008295	AGAP001987	AAEL006054
OG0008296	AGAP001420	AAEL006070
OG0008298	AGAP011370	AAEL006093
OG0008299	AGAP001708	AAEL006131
OG0008300	AGAP001706	AAEL006143
OG0008301	AGAP004202	AAEL006156
OG0008303	AGAP003242	AAEL006172
OG0008304	AGAP001556	AAEL006176
OG0008305	AGAP003264	AAEL006177
OG0008306	AGAP003263	AAEL006188
OG0008307	AGAP004524	AAEL006191
OG0008309	AGAP004491	AAEL006209
OG0008310	AGAP001562	AAEL006232
OG0008311	AGAP008659	AAEL006238
OG0008312	AGAP002016	AAEL006240
OG0008314	AGAP001368	AAEL006247
OG0008315	AGAP001366	AAEL006253
OG0008316	AGAP005236	AAEL006270
OG0008317	AGAP000079	AAEL006293
OG0008318	AGAP003186	AAEL006314
OG0008319	AGAP000954	AAEL006363
OG0008320	AGAP011503	AAEL006377
OG0008321	AGAP008936	AAEL006404
OG0008322	AGAP008297	AAEL006415
OG0008323	AGAP006799	AAEL006428
OG0008325	AGAP008226	AAEL006450
OG0008326	AGAP010492	AAEL006457
OG0008327	AGAP010490	AAEL006472
OG0008328	AGAP001181	AAEL006479
OG0008329	AGAP001179	AAEL006488
OG0008331	AGAP007926	AAEL006519
OG0008332	AGAP007922	AAEL006521
OG0008333	AGAP006032	AAEL006537
OG0008334	AGAP006040	AAEL006538
OG0008335	AGAP005434	AAEL006542
OG0008336	AGAP005428	AAEL006566
OG0008338	AGAP007949	AAEL006602
OG0008339	AGAP011327	AAEL006637
OG0008340	AGAP001223	AAEL006640
OG0008341	AGAP001229	AAEL006647
OG0008342	AGAP001228	AAEL006661
OG0008343	AGAP006366	AAEL006721
OG0008344	AGAP006241	AAEL006726
OG0008345	AGAP006238	AAEL006728
OG0008346	AGAP006365	AAEL006748
OG0008347	AGAP005407	AAEL006750
OG0008348	AGAP005420	AAEL006753
OG0008349	AGAP004088	AAEL006754
OG0008350	AGAP028536	AAEL006758
OG0008351	AGAP011744	AAEL006769
OG0008352	AGAP011732	AAEL006780
OG0008353	AGAP003921	AAEL006809
OG0008354	AGAP000168	AAEL006832
OG0008355	AGAP002515	AAEL006841
OG0008356	AGAP003412	AAEL006860
OG0008357	AGAP007644	AAEL006887
OG0008358	AGAP010239	AAEL006899
OG0008359	AGAP028188	AAEL006904
OG0008360	AGAP002541	AAEL006918
OG0008361	AGAP002536	AAEL006921
OG0008362	AGAP002538	AAEL006923
OG0008363	AGAP011625	AAEL006932
OG0008364	AGAP001593	AAEL006944
OG0008365	AGAP028206	AAEL006982
OG0008366	AGAP009108	AAEL006983
OG0008367	AGAP004254	AAEL006988
OG0008368	AGAP001964	AAEL007006
OG0008369	AGAP004255	AAEL007009
OG0008370	AGAP002958	AAEL007022
OG0008371	AGAP000970	AAEL007034
OG0008372	AGAP012374	AAEL007054
OG0008373	AGAP012607, AGAP011445	AAEL007059
OG0008374	AGAP011678	AAEL007067
OG0008375	AGAP005959	AAEL007096
OG0008376	AGAP007045	AAEL007103
OG0008377	AGAP011373	AAEL007121
OG0008378	AGAP001325	AAEL007135
OG0008379	AGAP004291	AAEL007171
OG0008380	AGAP003420	AAEL007198
OG0008381	AGAP004224	AAEL007202
OG0008382	AGAP013345, AGAP003419	AAEL007217
OG0008383	AGAP009288	AAEL007229
OG0008384	AGAP009286	AAEL007233
OG0008385	AGAP009604	AAEL007236
OG0008386	AGAP009285	AAEL007245
OG0008387	AGAP006214	AAEL007264
OG0008388	AGAP009810	AAEL007273
OG0008389	AGAP001500	AAEL007280
OG0008390	AGAP010177	AAEL007291
OG0008391	AGAP003607	AAEL007299
OG0008392	AGAP009041	AAEL007312
OG0008393	AGAP009039	AAEL007315
OG0008394	AGAP009052	AAEL007344
OG0008395	AGAP003268	AAEL007360
OG0008396	AGAP003267	AAEL007363
OG0008397	AGAP002466	AAEL007386
OG0008398	AGAP013101	AAEL007388
OG0008399	AGAP012336	AAEL007395
OG0008400	AGAP010641	AAEL007403
OG0008401	AGAP005149	AAEL007431
OG0008402	AGAP007804	AAEL007445
OG0008403	AGAP007973	AAEL007453
OG0008404	AGAP007481	AAEL007466
OG0008405	AGAP004339	AAEL007500
OG0008406	AGAP002933	AAEL007501
OG0008407	AGAP003509	AAEL007518
OG0008408	AGAP005893	AAEL007532
OG0008409	AGAP008907	AAEL007536
OG0008410	AGAP002846	AAEL007584
OG0008411	AGAP004319	AAEL007595
OG0008412	AGAP002845	AAEL007598
OG0008413	AGAP003125	AAEL007636
OG0008414	AGAP009694	AAEL007650
OG0008415	AGAP003737	AAEL007655
OG0008416	AGAP012227	AAEL007677
OG0008417	AGAP010030	AAEL007686
OG0008418	AGAP028568	AAEL007703
OG0008419	AGAP005902	AAEL007736
OG0008420	AGAP000946	AAEL007741
OG0008421	AGAP003344	AAEL007760
OG0008422	AGAP005043	AAEL007764
OG0008423	AGAP003878	AAEL007778
OG0008424	AGAP003876	AAEL007779
OG0008425	AGAP003745	AAEL007803
OG0008426	AGAP003740	AAEL007813
OG0008427	AGAP002169	AAEL007822
OG0008428	AGAP001595	AAEL007824
OG0008429	AGAP012519	AAEL007835
OG0008430	AGAP012308	AAEL007878
OG0008431	AGAP012186	AAEL007881
OG0008432	AGAP029922	AAEL007895
OG0008434	AGAP011960	AAEL007934
OG0008435	AGAP011961	AAEL007939
OG0008436	AGAP001115	AAEL007940
OG0008437	AGAP009197	AAEL007947
OG0008438	AGAP009198	AAEL007952
OG0008439	AGAP006029	AAEL007956
OG0008440	AGAP009283	AAEL007971
OG0008441	AGAP000040	AAEL008028
OG0008442	AGAP000715	AAEL008031
OG0008443	AGAP000041	AAEL008032
OG0008444	AGAP002010	AAEL008039
OG0008445	AGAP011599, AGAP011592	AAEL008052
OG0008446	AGAP004508	AAEL008067
OG0008447	AGAP001382	AAEL008070
OG0008448	AGAP012429	AAEL008090
OG0008449	AGAP010271	AAEL008095
OG0008450	AGAP000448	AAEL008096
OG0008451	AGAP001514	AAEL008100
OG0008452	AGAP001511	AAEL008106
OG0008453	AGAP003974	AAEL008120
OG0008454	AGAP001883	AAEL008164
OG0008455	AGAP001887	AAEL008170
OG0008456	AGAP001885	AAEL008174
OG0008457	AGAP001901	AAEL008178
OG0008458	AGAP005733	AAEL008182
OG0008459	AGAP005709	AAEL008201
OG0008460	AGAP005708	AAEL008214
OG0008461	AGAP004450	AAEL008227
OG0008462	AGAP012166	AAEL008279
OG0008463	AGAP005462	AAEL008291
OG0008464	AGAP005464	AAEL008292
OG0008465	AGAP000749	AAEL008303
OG0008466	AGAP008870	AAEL008325
OG0008467	AGAP000718	AAEL008342
OG0008468	AGAP028724	AAEL008369
OG0008469	AGAP012159	AAEL008376
OG0008470	AGAP012145	AAEL008394
OG0008471	AGAP002310	AAEL008421
OG0008472	AGAP029491	AAEL008426
OG0008474	AGAP007582	AAEL008482
OG0008475	AGAP007577	AAEL008486
OG0008476	AGAP007666	AAEL008489
OG0008477	AGAP007576	AAEL008491
OG0008478	AGAP009132	AAEL008497
OG0008479	AGAP005324	AAEL008514
OG0008480	AGAP006948	AAEL008569
OG0008481	AGAP001482	AAEL008585
OG0008482	AGAP001477	AAEL008588
OG0008483	AGAP008369	AAEL008598
OG0008484	AGAP008373	AAEL008604
OG0008485	AGAP006278	AAEL008620
OG0008486	AGAP009459	AAEL008621
OG0008487	AGAP007098	AAEL008636
OG0008488	AGAP005774	AAEL008638
OG0008489	AGAP007103	AAEL008639
OG0008490	AGAP001451	AAEL008662
OG0008491	AGAP011125	AAEL008663
OG0008492	AGAP009846	AAEL008673
OG0008493	AGAP005830	AAEL008684
OG0008494	AGAP008983	AAEL008686
OG0008495	AGAP004014	AAEL008708
OG0008496	AGAP002704	AAEL008718
OG0008497	AGAP002706	AAEL008719
OG0008498	AGAP010713	AAEL008733
OG0008499	AGAP012041	AAEL008736
OG0008500	AGAP011463	AAEL008739
OG0008501	AGAP010714	AAEL008740
OG0008502	AGAP028626	AAEL008742
OG0008503	AGAP012495	AAEL008753
OG0008504	AGAP012496	AAEL008756
OG0008505	AGAP029369	AAEL008766
OG0008506	AGAP013365	AAEL008789
OG0008507	AGAP002162	AAEL008798
OG0008508	AGAP003150	AAEL008799
OG0008509	AGAP001346	AAEL008801
OG0008510	AGAP004474	AAEL008809
OG0008511	AGAP001343	AAEL008815
OG0008512	AGAP001345	AAEL008817
OG0008513	AGAP013178	AAEL008832
OG0008515	AGAP013092	AAEL008887
OG0008516	AGAP006867	AAEL008970
OG0008517	AGAP005916	AAEL009026
OG0008518	AGAP005906	AAEL009027
OG0008519	AGAP002835	AAEL009032
OG0008520	AGAP008190	AAEL009055
OG0008521	AGAP009602	AAEL009066
OG0008522	AGAP009600	AAEL009067
OG0008523	AGAP005822	AAEL009081
OG0008524	AGAP002937	AAEL009091
OG0008525	AGAP002802	AAEL009173
OG0008526	AGAP002795	AAEL009177
OG0008527	AGAP002796	AAEL009178
OG0008528	AGAP005159	AAEL009180
OG0008529	AGAP005158	AAEL009191
OG0008530	AGAP012265	AAEL009199
OG0008531	AGAP012419	AAEL009205
OG0008532	AGAP029680	AAEL009208
OG0008533	AGAP006802	AAEL009217
OG0008534	AGAP006800	AAEL009220
OG0008535	AGAP006804	AAEL009225
OG0008536	AGAP007762	AAEL009252
OG0008537	AGAP007773	AAEL009253
OG0008538	AGAP007767	AAEL009263
OG0008539	AGAP007764	AAEL009267
OG0008540	AGAP011133	AAEL009273
OG0008541	AGAP004559	AAEL009317
OG0008542	AGAP004895	AAEL009323
OG0008544	AGAP010568	AAEL009368
OG0008545	AGAP001935	AAEL009375
OG0008546	AGAP001937	AAEL009379
OG0008547	AGAP011887	AAEL009399
OG0008548	AGAP001536	AAEL009442
OG0008549	AGAP000538	AAEL009484
OG0008550	AGAP010593	AAEL009500
OG0008551	AGAP010740	AAEL009505
OG0008552	AGAP000707	AAEL009515
OG0008553	AGAP004716	AAEL021916, AAEL009545
OG0008554	AGAP011186	AAEL009551
OG0008555	AGAP002595	AAEL009564
OG0008556	AGAP004372	AAEL009574
OG0008557	AGAP013748, AGAP010227	AAEL009590
OG0008558	AGAP002190	AAEL020462, AAEL009597
OG0008559	AGAP029690	AAEL009603
OG0008560	AGAP005930	AAEL009609
OG0008561	AGAP006127	AAEL009614
OG0008563	AGAP004534	AAEL009642
OG0008564	AGAP000530	AAEL009650
OG0008565	AGAP012053	AAEL009658
OG0008566	AGAP028453	AAEL009661
OG0008567	AGAP013519	AAEL009671
OG0008568	AGAP004735	AAEL009690
OG0008569	AGAP003338	AAEL009708
OG0008570	AGAP004662	AAEL009742
OG0008571	AGAP028693	AAEL009747
OG0008572	AGAP010372	AAEL009749
OG0008573	AGAP010379	AAEL009755
OG0008574	AGAP028146	AAEL009756
OG0008575	AGAP000010	AAEL009765
OG0008576	AGAP000499	AAEL009776
